> PRN,"	                    time","	            C1C","	            L1C","	            S1C","	            C2L","	            L2L","	            S2L","	            C5Q","	            L5Q","	            S5Q","	            C1L","	            L1L","	            S1L","	            C1Z","	            L1Z","	            S1Z","	            C5P	            L5P","	            S5P",
  J02, 2025-01-21 01:33:00.000,41401747.82,217567649.8,36.312,41401751.76,169533244.5,41.156,41401748.97,162469359.8,34.844,41401747.43,217567640.8,36.781,41401743.69,217567629.5,37.406,41401746.54,162469349.4,32.25
  J02, 2025-01-21 01:33:30.000,41405017.92,217584832.1,36.594,41405021.85,169546633.2,41.562,41405018.62,162482190.6,34.594,41405017.19,217584823.1,37.312,41405012.66,217584811.8,37.75,41405016.2,162482180.2,31.812
  J02, 2025-01-21 01:34:00.000,41408291.43,217602036,37.562,41408295.81,169560038.7,41.844,41408292.82,162495037.6,34.438,41408291.32,217602027,37.75,41408287.64,217602015.8,38.188,41408289.71,162495027.2,31.438
  J02, 2025-01-21 01:34:30.000,41411570.07,217619263.3,37.375,41411574.33,169573462.5,41.469,41411571.27,162507902,34.25,41411569.4,217619254.3,37.656,41411565.86,217619243,38.312,41411568.15,162507891.6,31.406
  J02, 2025-01-21 01:35:00.000,41414852.67,217636514,37.5,41414857.03,169586904.4,41.312,41414853.82,162520783.9,34.094,41414852.46,217636505,38.031,41414848.2,217636493.7,38.812,41414850.92,162520773.5,31.062
  J02, 2025-01-21 01:35:30.000,41418140.07,217653788.2,37.719,41418144.14,169600364.8,41.188,41418141.23,162533683.4,34.406,41418139.55,217653779.2,38.219,41418135.96,217653768,38.906,41418137.86,162533673,31.156
  J02, 2025-01-21 01:36:00.000,41421431.49,217671085.9,38.156,41421436.1,169613843.4,40.969,41421432.86,162546600.3,34.812,41421431.33,217671076.9,38.656,41421427.78,217671065.6,39.062,41421429.67,162546589.9,31.219
  J02, 2025-01-21 01:36:30.000,41424727.73,217688406.1,39,41424732.09,169627339.6,40.812,41424729.04,162559534.1,34.531,41424727.77,217688397.1,39.031,41424724.23,217688385.9,39.562,41424725.98,162559523.8,31.031
  J02, 2025-01-21 01:37:00.000,41428027.47,217705747.4,39.125,41428032.11,169640852.2,40.625,41428028.64,162572483.7,34.531,41428027.86,217705738.4,39.406,41428024.62,217705727.2,39.875,41428026.28,162572473.3,30.969
  J02, 2025-01-21 01:37:30.000,41431331.73,217723112.5,39.438,41431336.32,169654383.4,40.844,41431333.75,162585451,34.562,41431332.22,217723103.5,39.469,41431329.08,217723092.3,40.156,41431330.61,162585440.6,31.562
  J02, 2025-01-21 01:38:00.000,41434640.6,217740499.6,39.156,41434645.08,169667931.6,40.719,41434642.21,162598434.8,34.719,41434641.24,217740490.6,39.375,41434637.94,217740479.4,39.781,41434639.61,162598424.4,31.531
  J02, 2025-01-21 01:38:30.000,41437953.38,217757910.1,38.531,41437958.71,169681498.1,40.406,41437955.6,162611436,34.875,41437953.94,217757901.1,38.719,41437950.8,217757889.9,39.188,41437952.74,162611425.6,32
  J02, 2025-01-21 01:39:00.000,41441270.67,217775339.6,37.906,41441275.04,169695079.4,40,41441272.41,162624451.4,34.875,41441270.58,217775330.6,38.094,41441266.93,217775319.4,38.344,41441269.33,162624441,31.469
  J02, 2025-01-21 01:39:30.000,41444592.29,217792795.9,37.406,41444597.07,169708681.6,40,41444594.52,162637486.8,34.781,41444592.3,217792786.9,37.344,41444588.42,217792775.6,38,41444591.22,162637476.4,32
  J02, 2025-01-21 01:40:00.000,41447918.34,217810270.5,37.438,41447921.71,169722298.1,39.969,41447920.03,162650535.9,35.031,41447917.71,217810261.5,37.25,41447913.54,217810250.2,37.75,41447916.62,162650525.5,32.219
  J02, 2025-01-21 01:40:30.000,41451248.08,217827766.5,37.75,41451251.65,169735931.3,40.281,41451249.54,162663601,35.125,41451247.54,217827757.5,38,41451243.62,217827746.3,38.312,41451246.01,162663590.6,31.562
  J02, 2025-01-21 01:41:00.000,41454581.69,217845285.8,37.844,41454585.54,169749582.6,40.469,41454583.42,162676683.5,34.688,41454581.47,217845276.8,38.219,41454577.68,217845265.6,38.719,41454579.54,162676673.2,31.781
  J02, 2025-01-21 01:41:30.000,41457919.63,217862826.8,38.188,41457923.72,169763250.8,39.688,41457921.8,162689782.1,34.969,41457919.68,217862817.8,38.781,41457915.66,217862806.5,39,41457917.79,162689771.8,32
  J02, 2025-01-21 01:42:00.000,41461261.53,217880387.5,38.062,41461265.16,169776934.3,40.062,41461263.42,162702895.5,35.375,41461260.88,217880378.5,38.406,41461256.94,217880367.2,38.594,41461259.57,162702885.1,32.406
  J02, 2025-01-21 01:42:30.000,41464607.44,217897970.6,38.406,41464611.22,169790635.3,40.125,41464609.32,162716025.6,35.562,41464607.26,217897961.6,38.719,41464603.29,217897950.3,39.062,41464606.26,162716015.2,32.625
  J02, 2025-01-21 01:43:00.000,41467957.23,217915574.9,37.781,41467961.25,169804352.9,40.219,41467959.24,162729171.6,35.875,41467957.19,217915565.9,38.469,41467953.6,217915554.7,38.844,41467956.03,162729161.2,32.875
  J02, 2025-01-21 01:43:30.000,41471310.98,217933200.1,38,41471315.75,169818086.7,39.938,41471313.57,162742333.1,35.969,41471310.98,217933191.1,38.25,41471307.35,217933179.9,38.594,41471310.74,162742322.7,32.5
  J02, 2025-01-21 01:44:00.000,41474669.2,217950845.2,37.906,41474673.33,169831836,39.531,41474671.33,162755509.5,35.75,41474668.78,217950836.2,37.938,41474665.33,217950825,38.531,41474668.27,162755499.2,32.719
  J02, 2025-01-21 01:44:30.000,41478030.7,217968510.9,37.5,41478036.23,169845601.3,39.375,41478033.19,162768701.3,36.25,41478030.25,217968501.9,37.875,41478026.79,217968490.7,38.125,41478030.29,162768691,32.281
  J02, 2025-01-21 01:45:00.000,41481396.19,217986199,37.469,41481401.57,169859384.2,40.156,41481399.2,162781909.9,35.562,41481396.19,217986190,37.844,41481393.09,217986178.8,38,41481396.42,162781899.5,32.594
  J02, 2025-01-21 01:45:30.000,41484765.1,218003903.4,37.438,41484771.15,169873179.7,40.875,41484768,162795130.5,35.719,41484765.47,218003894.4,37.5,41484761.99,218003883.2,37.844,41484765.41,162795120.2,32.562
  J02, 2025-01-21 01:46:00.000,41488139.02,218021632.9,37.25,41488144.84,169886994.8,41.031,41488142.06,162808369.9,35.688,41488139.32,218021623.9,37.312,41488136.2,218021612.7,37.688,41488138.94,162808359.5,32.531
  J02, 2025-01-21 01:46:30.000,41491515.81,218039378.1,36.812,41491522.55,169900822.1,41.875,41491518.71,162821621.1,35.094,41491516.32,218039369.1,36.781,41491512.97,218039358,37.75,41491516.05,162821610.7,32.312
  J02, 2025-01-21 01:47:00.000,41494897.68,218057146.7,37.5,41494903.31,169914667.6,42.031,41494900.39,162834889.7,35.219,41494897.76,218057137.7,37.562,41494894.7,218057126.5,38.375,41494897.33,162834879.3,31.438
  J02, 2025-01-21 01:47:30.000,41498281.73,218074931.8,37.875,41498287.75,169928526.1,41.969,41498285.05,162848170.7,35.156,41498282.36,218074922.9,37.812,41498279.16,218074911.7,38.531,41498281.61,162848160.3,31.938
  J02, 2025-01-21 01:48:00.000,41501670.77,218092736.9,38.062,41501676.26,169942400,41.5,41501673.11,162861466.5,34.719,41501670.54,218092727.9,38.094,41501667.46,218092716.7,38.531,41501669.97,162861456.2,31.594
  J02, 2025-01-21 01:48:30.000,41505062.53,218110562.1,38.281,41505068.21,169956289.7,41.938,41505065.51,162874777.5,35.031,41505062.8,218110553.1,38.438,41505059.68,218110541.9,38.75,41505062.25,162874767.1,31.688
  J02, 2025-01-21 01:49:00.000,41508458.06,218128407,38.562,41508463.86,169970194.7,41.5,41508461.47,162888103,34.75,41508458.7,218128398,39.094,41508455.65,218128386.8,39.406,41508457.94,162888092.7,31.906
