> PRN,"	                    time","	            C1C","	            L1C","	            S1C","	            C2L","	            L2L","	            S2L","	            C5Q","	            L5Q","	            S5Q","	            C1L","	            L1L","	            S1L","	            C1Z","	            L1Z","	            S1Z","	            C5P	            L5P","	            S5P",
  J02, 2025-01-28 01:47:00.000,41686224.63,219062590.3,36.844,41686231.16,170698143.4,36.062,41686227.07,163585705.7,30.625,41686224.77,219062578.3,37,41686221.66,219062572.1,37.5,               ,               ,               
  J02, 2025-01-28 01:47:30.000,41689766.15,219081200,37.219,41689771.52,170712644.4,36.531,41689768.25,163599602.4,30.656,41689766.05,219081188,37.312,41689763.1,219081181.8,37.625,               ,               ,               
  J02, 2025-01-28 01:48:00.000,41693308.02,219099814.6,36.906,41693313.92,170727149.2,37.594,41693310.92,163613502.9,30.75,41693308.49,219099802.6,37.031,41693305.28,219099796.5,37.781,               ,               ,               
  J02, 2025-01-28 01:48:30.000,41696853.95,219118444.5,36.875,41696858.42,170741665.8,38.281,41696855.69,163627414.6,30.625,41696853.89,219118432.5,37.188,41696849.99,219118426.3,37.562,               ,               ,               
  J02, 2025-01-28 01:49:00.000,41700400.37,219137079.1,36.844,41700404.63,170756186.2,38.406,41700402.29,163641329.9,31.438,41700400.1,219137067.1,37.25,41700396.69,219137060.9,37.5,               ,               ,               
  J02, 2025-01-28 01:49:30.000,41703947.92,219155723.4,36.938,41703953.13,170770714.1,37.688,41703950.57,163655252.5,31.375,41703948.16,219155711.4,37.125,41703944.88,219155705.2,37.875,               ,               ,               
  J02, 2025-01-28 01:50:00.000,41707497.11,219174375.8,38.125,41707502.13,170785248.3,38.188,41707500.21,163669181.1,31.812,41707497.8,219174363.8,37.688,41707495.04,219174357.7,38.781,               ,               ,               
  J02, 2025-01-28 01:50:30.000,41711048.54,219193037.8,37.719,41711053.94,170799790,38.625,41711051.57,163683116.8,32.312,41711049.26,219193025.8,37.406,41711046.37,219193019.7,38.438,               ,               ,               
  J02, 2025-01-28 01:51:00.000,41714601.91,219211709.1,36.562,41714607.22,170814339,39.125,41714604.75,163697059.6,32.281,41714602.03,219211697.1,36.875,41714598.66,219211691,37.531,               ,               ,               
  J02, 2025-01-28 01:51:30.000,41718155.73,219230386.4,35.625,41718161.39,170828892.6,39.719,41718158.66,163711006.8,32.719,41718155.51,219230374.4,36.156,41718152.38,219230368.3,36.562,               ,               ,               
