> PRN,"	                    time","	            C1C","	            L1C","	            S1C","	            C2L","	            L2L","	            S2L","	            C5Q","	            L5Q","	            S5Q","	            C1L","	            L1L","	            S1L","	            C1Z","	            L1Z","	            S1Z","	            C5P	            L5P","	            S5P",
  J02, 2025-01-14 01:02:00.000,41046993.64,               ,32.5,               ,               ,               ,               ,               ,               ,               ,               ,               ,41046990.18,215703382.6,33.094,               ,               ,               
  J02, 2025-01-14 01:02:30.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,41049608.28,215717149.7,31.312,41049604.15,215717123.2,31.375,               ,               ,               
  J02, 2025-01-14 01:03:00.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,41052227.87,215730922.5,30.344,41052223.45,215730896.1,30.312,               ,               ,               
  J02, 2025-01-14 01:03:30.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,41054854.91,215744725.1,30.656,41054850.83,215744698.7,31.25,               ,               ,               
  J02, 2025-01-14 01:04:00.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,41057487.38,215758558.3,29.312,41057483.21,215758531.9,30.406,               ,               ,               
  J02, 2025-01-14 01:04:30.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,41060126.81,215772424.7,29.75,41060122.06,215772398.3,30.25,               ,               ,               
  J02, 2025-01-14 01:05:00.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,41062771.73,215786322.8,29.906,41062767.29,215786296.4,30.75,               ,               ,               
  J02, 2025-01-14 01:05:30.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,41065421.21,215800249.8,31.438,41065417.44,215800223.4,31.719,               ,               ,               
  J02, 2025-01-14 01:06:00.000,41068078.84,               ,32.781,               ,               ,               ,               ,               ,               ,41068077.95,215814209.4,32.625,41068074.82,215814183,33.938,               ,               ,               
  J02, 2025-01-14 01:06:30.000,41070741.03,215828200.3,32.938,41070744.52,168177836.1,35.594,               ,               ,               ,41070740.44,215828200.3,33.25,41070737.29,215828173.9,34.094,               ,               ,               
  J02, 2025-01-14 01:07:00.000,41073409.3,215842221.4,33.031,41073413.38,168188761.6,35.5,               ,               ,               ,41073408.94,215842221.4,33.812,41073404.8,215842195,34.125,               ,               ,               
  J02, 2025-01-14 01:07:30.000,41076083.05,215856273.4,33.656,41076086.74,168199711.1,35.312,               ,               ,               ,41076082.75,215856273.4,34.156,41076079.33,215856247,34.656,               ,               ,               
  J02, 2025-01-14 01:08:00.000,41078763.09,215870356.6,33.5,41078767.13,168210684.9,35.094,               ,               ,               ,41078762.87,215870356.6,34.375,41078759,215870330.2,34.719,               ,               ,               
  J02, 2025-01-14 01:08:30.000,41081449.78,215884473.5,34.656,41081453.29,168221685,34.938,               ,               ,               ,41081449.25,215884473.6,34.625,41081446.43,215884447.2,35.531,               ,               ,               
  J02, 2025-01-14 01:09:00.000,41084141.02,215898618.1,34.812,41084145.61,168232706.7,34.562,               ,               ,               ,41084141.02,215898618.1,34.938,41084137.64,215898591.7,35.5,               ,               ,               
  J02, 2025-01-14 01:09:30.000,41086839.32,215912795.3,33.688,41086842.79,168243753.8,33.938,               ,               ,               ,41086839.05,215912795.3,34.312,41086835.89,215912768.9,34.656,               ,               ,               
  J02, 2025-01-14 01:10:00.000,41089543.07,215927003.8,33.281,41089545.98,168254825.2,34.75,               ,               ,               ,41089542.83,215927003.8,33.969,41089539.16,215926977.4,34.406,               ,               ,               
  J02, 2025-01-14 01:10:30.000,41092252.79,215941241.9,32.844,41092256.44,168265919.7,34.625,               ,               ,               ,41092251.95,215941241.9,33.188,41092248.74,215941215.5,33.406,               ,               ,               
  J02, 2025-01-14 01:11:00.000,41094967.8,215955513.4,32.188,41094972.81,168277040.3,36.062,               ,               ,               ,41094968.06,215955513.4,32.656,41094964.49,215955487,32.844,               ,               ,               
  J02, 2025-01-14 01:11:30.000,41097689.58,215969813,32.531,41097692.99,168288182.7,35.75,               ,               ,               ,41097689.93,215969813,32.844,41097686.44,215969786.6,33.5,               ,               ,               
  J02, 2025-01-14 01:12:00.000,41100416.32,215984145.7,31.594,41100420.63,168299350.9,35.188,               ,               ,               ,41100416.83,215984145.7,32.062,41100413.96,215984119.3,32.406,               ,               ,               
  J02, 2025-01-14 01:12:30.000,41103149.45,215998507,31.438,41103153.94,168310541.5,34.844,               ,               ,               ,41103150.15,215998507,31.656,41103146.94,215998480.6,32.031,               ,               ,               
  J02, 2025-01-14 01:13:00.000,41105887.83,216012900.5,30.875,41105893.44,168321757.1,34.844,               ,               ,               ,41105888.76,216012900.5,30.656,41105885.82,216012874.1,31.25,               ,               ,               
  J02, 2025-01-14 01:13:30.000,41108634.05,216027326.9,31.406,41108639.43,168332998.3,35.5,               ,               ,               ,41108635.14,216027326.8,30.625,41108632.49,216027300.5,32.031,               ,               ,               
  J02, 2025-01-14 01:14:00.000,41111384.25,216041781.5,31.375,41111389.96,168344261.7,35.531,               ,               ,               ,41111385.25,216041781.5,31.906,41111382.91,216041755.2,32.281,               ,               ,               
  J02, 2025-01-14 01:14:30.000,41114141.96,216056269.3,32.344,41114146.49,168355550.8,35.938,               ,               ,               ,41114142.7,216056269.3,32.125,41114139.66,216056242.9,32.562,               ,               ,               
  J02, 2025-01-14 01:15:00.000,41116904.67,216070784.7,31.75,41116908.72,168366861.3,36.031,               ,               ,               ,41116904.18,216070784.7,32.344,41116900.61,216070758.3,32.719,               ,               ,               
  J02, 2025-01-14 01:15:30.000,41119672.83,216085332.4,32.188,41119677.41,168378197,36.094,               ,               ,               ,41119673.36,216085332.3,32.719,41119670.14,216085306,32.844,               ,               ,               
  J02, 2025-01-14 01:16:00.000,41122447.98,216099914.3,34.281,41122452.05,168389559.5,36.375,               ,               ,               ,41122447.86,216099914.3,34.312,41122445.15,216099887.9,34.781,               ,               ,               
  J02, 2025-01-14 01:16:30.000,41125228.14,216114522.7,34.5,41125231.63,168400942.6,35.188,               ,               ,               ,41125228.16,216114522.7,34.75,41125225.8,216114496.3,35.562,               ,               ,               
  J02, 2025-01-14 01:17:00.000,41128013.38,216129163.6,34,41128017.99,168412351,33.844,               ,               ,               ,41128014.26,216129163.6,34.531,41128010.95,216129137.2,34.844,               ,               ,               
  J02, 2025-01-14 01:17:30.000,41130807.02,216143834.6,32.406,41130809.23,168423782.9,33.031,               ,               ,               ,41130805.47,216143834.6,32.75,41130801.27,216143808.2,32.938,               ,               ,               
  J02, 2025-01-14 01:18:00.000,41133603.43,216158536.4,31.844,41133607.05,168435238.8,32.469,               ,               ,               ,41133603.27,216158536.5,32,41133599.61,216158510.1,32.656,               ,               ,               
  J02, 2025-01-14 01:18:30.000,41136407.26,216173267.6,31.062,41136410.95,168446717.6,32,               ,               ,               ,41136406.09,216173267.6,32,41136401.96,216173241.3,32.031,               ,               ,               
  J02, 2025-01-14 01:19:00.000,41139216.13,216188030.5,31.25,41139220.32,168458220.9,33.062,41139218.67,161439133.9,30.438,41139216,216188030.5,32.062,41139211.97,216188004.1,31.875,               ,               ,               
  J02, 2025-01-14 01:19:30.000,41142031.16,216202826.3,31.344,41142035.06,168469750.1,32.875,41142033.92,161450182.6,29.812,41142030.98,216202826.3,31.562,41142027.03,216202800,32.062,               ,               ,               
  J02, 2025-01-14 01:20:00.000,41144852.16,216217649,31.5,41144856.32,168481300.2,34.406,41144854.13,161461251.5,28.906,41144851.87,216217649.1,31.844,41144849.02,216217622.7,32.219,               ,               ,               
  J02, 2025-01-14 01:20:30.000,41147679.99,216232504.6,31.906,41147683.12,168492875.8,32.938,               ,               ,               ,41147678.9,216232504.6,32.219,41147675.4,216232478.3,32.562,               ,               ,               
  J02, 2025-01-14 01:21:00.000,41150512.44,216247389.3,31.625,41150516.4,168504474.2,33.469,41150512.58,161483459.9,27.625,41150511.54,216247389.3,31.938,41150507.96,216247363,32.281,               ,               ,               
  J02, 2025-01-14 01:21:30.000,41153350.24,216262303.9,31.656,41153354.1,168516095.8,32.5,41153350.79,161494597.2,26.25,41153349.73,216262303.9,31.906,41153346.41,216262277.5,32.25,               ,               ,               
  J02, 2025-01-14 01:22:00.000,41156194.42,216277249.9,31.562,41156197.86,168527741.9,32.125,41156195.42,161505758.1,25.75,41156194.28,216277249.9,31.844,41156190.11,216277223.5,32.688,               ,               ,               
  J02, 2025-01-14 01:22:30.000,41159043.79,216292226.6,32.469,41159048.44,168539412,32.5,41159044.81,161516941.8,26.281,41159044.51,216292226.6,32.312,41159040.44,216292200.3,33.25,               ,               ,               
  J02, 2025-01-14 01:23:00.000,41161899.74,216307233.4,32.406,41161903.38,168551105.5,32.375,41161900.92,161528148.1,25.219,41161900.36,216307233.4,32.438,41161896.18,216307207.1,33.75,               ,               ,               
  J02, 2025-01-14 01:23:30.000,41164761.02,216322268.6,33.969,41164764.92,168562821.1,31.938,41164762.6,161539375.5,26.281,41164761.22,216322268.6,33.781,41164757.96,216322242.2,34.719,               ,               ,               
  J02, 2025-01-14 01:24:00.000,41167628.74,216337335.1,33.875,41167633.12,168574561.2,33.812,41167630.17,161550626.4,27.156,41167628.35,216337335.1,33.906,41167625.12,216337308.8,33.938,               ,               ,               
  J02, 2025-01-14 01:24:30.000,41170501.92,216352433,32.094,41170506.58,168586325.6,34.406,41170501.75,161561900.6,26.438,41170501.62,216352433,32.375,41170497.51,216352406.7,33.25,               ,               ,               
  J02, 2025-01-14 01:25:00.000,41173379.97,216367560.8,32.688,41173384.77,168598113.4,35.375,41173381.85,161573197.3,25.719,41173380.4,216367560.9,32.906,41173376.55,216367534.5,33.625,               ,               ,               
  J02, 2025-01-14 01:25:30.000,41176264.48,216382717.2,33.031,41176268.85,168609923.4,35.219,41176266.02,161584515.2,27.094,41176264.94,216382717.2,33.406,41176261.02,216382690.9,34.219,               ,               ,               
  J02, 2025-01-14 01:26:00.000,41179155.49,216397905,33.5,41179160.11,168621758,35.812,41179156.89,161595856.6,26.969,41179154.71,216397905,33.75,41179151.39,216397878.7,34.562,               ,               ,               
  J02, 2025-01-14 01:26:30.000,41182051.03,216413122.4,33.719,41182055.13,168633615.6,35.281,41182053.05,161607220.2,27.156,41182050.96,216413122.3,34.219,41182047.13,216413096,34.625,               ,               ,               
  J02, 2025-01-14 01:27:00.000,41184953.37,216428368.5,33.188,41184956.75,168645495.6,34.062,41184954.27,161618605.1,27.906,41184952.13,216428368.5,33.844,41184948.19,216428342.1,34.344,               ,               ,               
  J02, 2025-01-14 01:27:30.000,41187859.46,216443646.3,33.844,41187864.18,168657400.3,34.438,41187861.54,161630013.7,27.938,41187859.53,216443646.3,34,41187856.46,216443619.9,34.594,               ,               ,               
  J02, 2025-01-14 01:28:00.000,41190772.5,216458953.3,33.031,41190776.31,168669327.8,35.031,41190774.31,161641444.2,27.594,41190772.4,216458953.3,33.281,41190769.96,216458927,33.906,               ,               ,               
  J02, 2025-01-14 01:28:30.000,41193691.42,216474290.9,33.438,41193695.89,168681279,35.719,41193692.82,161652897.5,27.781,41193691.62,216474290.9,33.625,41193688.12,216474264.6,34.344,               ,               ,               
