> PRN,"	                    time","	            C1C","	            L1C","	            S1C","	            C2L","	            L2L","	            S2L","	            C5Q","	            L5Q","	            S5Q","	            C1L","	            L1L","	            S1L","	            C1Z","	            L1Z","	            S1Z","	            C5P	            L5P","	            S5P",
  J02, 2025-01-12 00:26:30.000,40836684.59,               ,32.406,40836686.84,167219407.6,35.344,               ,               ,               ,               ,               ,               ,40836681.19,214598211,34.156,               ,               ,               
  J02, 2025-01-12 00:27:00.000,40838805.72,214609379.3,34,40838809.01,167228096.5,35.031,               ,               ,               ,40838806.28,214609361.3,34,40838803.89,214609361.8,34.688,               ,               ,               
  J02, 2025-01-12 00:27:30.000,40840932.76,214620557.5,34.062,40840935.73,167236806.8,34.094,               ,               ,               ,40840933.69,214620539.5,34.594,40840930.91,214620540,35.188,               ,               ,               
  J02, 2025-01-12 00:28:00.000,40843065.32,214631763.4,33.188,40843067.89,167245538.6,33.719,               ,               ,               ,40843066.04,214631745.3,33.156,40843063.17,214631745.8,34.062,               ,               ,               
  J02, 2025-01-12 00:28:30.000,40845202.98,214642994.6,31.188,40845204.86,167254290.2,32.844,               ,               ,               ,40845203.21,214642976.6,31.281,40845199.24,214642977.1,32.094,               ,               ,               
  J02, 2025-01-12 00:29:00.000,40847346.23,214654254.2,29.438,40847346.03,167263063.9,31.75,               ,               ,               ,40847345.46,214654236.2,29.062,40847340.6,214654236.7,30.469,               ,               ,               
  J02, 2025-01-12 00:29:30.000,40849493.13,214665540.7,28.781,40849494.22,167271858.4,31.531,               ,               ,               ,40849492.14,214665522.6,28.969,40849488.03,214665523.1,29.781,               ,               ,               
  J02, 2025-01-12 00:30:00.000,40851645.5,214676855.3,28.25,40851647.57,167280675,32.031,               ,               ,               ,40851645.81,214676837.3,28.719,40851641.28,214676837.7,29.469,               ,               ,               
  J02, 2025-01-12 00:30:30.000,40853804.69,214688196.7,28.156,40853806.6,167289512.4,30.625,               ,               ,               ,40853803.11,214688178.7,28.406,40853800.22,214688179.2,29.469,               ,               ,               
  J02, 2025-01-12 00:31:00.000,40855969.17,214699567.8,26.219,40855972.3,167298373,31.688,               ,               ,               ,40855967.02,214699549.8,26.438,               ,               ,               ,               ,               ,               
  J02, 2025-01-12 00:31:30.000,40858136.94,214710964.7,28.438,40858139.75,167307253.7,32.562,               ,               ,               ,40858137.4,214710946.7,28.344,               ,               ,               ,               ,               ,               
  J02, 2025-01-12 00:32:00.000,40860310.05,214722389.2,30.531,40860314.08,167316155.8,31.812,               ,               ,               ,40860312.02,214722371.2,29.781,               ,               ,               ,               ,               ,               
  J02, 2025-01-12 00:32:30.000,40862490.76,214733843.2,30.938,40862492.99,167325081,30.438,               ,               ,               ,40862491.59,214733825.3,30.594,               ,               ,               ,               ,               ,               
  J02, 2025-01-12 00:33:00.000,40864674.3,214745323.4,30.562,40864678.89,167334026.5,31.656,               ,               ,               ,40864675.07,214745305.4,30.562,40864672.58,214745302.8,31.188,               ,               ,               
