> PRN,"	                    time","	            C1C","	            L1C","	            S1C","	            C2L","	            L2L","	            S2L","	            C5Q","	            L5Q","	            S5Q","	            C1L","	            L1L","	            S1L","	            C1Z","	            L1Z","	            S1Z","	            C5P	            L5P","	            S5P",
  J02, 2025-01-02 01:07:30.000,40825930.09,214541721,35.188,40825937.57,167175377.3,33.781,               ,               ,               ,40825931.33,214541719.9,34.688,40825929.1,214541700.5,35.344,               ,               ,               
  J02, 2025-01-02 01:08:00.000,40828070.41,214552963.8,33.75,40828076.76,167184137.9,33.094,               ,               ,               ,40828070.24,214552962.8,33.781,40828067.42,214552943.4,34.594,               ,               ,               
  J02, 2025-01-02 01:08:30.000,40830214.5,214564234.8,32.812,40830221.12,167192920.3,32.312,               ,               ,               ,40830214.89,214564233.8,32.906,40830212.99,214564214.3,33.469,               ,               ,               
  J02, 2025-01-02 01:09:00.000,40832363.91,214575528.9,30.438,40832370.49,167201720.9,30.781,               ,               ,               ,40832363.88,214575528,30.219,40832361.02,214575508.5,31.406,               ,               ,               
  J02, 2025-01-02 01:09:30.000,40834519.57,214586853.4,26.188,40834524.59,167210545,29.781,               ,               ,               ,40834518.25,214586852.4,27.5,40834512.5,214586833,27.781,               ,               ,               
  J02, 2025-01-02 01:10:00.000,40836677.79,214598206.2,26.312,40836685.78,167219391.3,30.25,               ,               ,               ,40836677.81,214598205.2,27.469,               ,               ,               ,               ,               ,               
  J02, 2025-01-02 01:10:30.000,               ,               ,               ,40838851.3,167228257.3,28.062,               ,               ,               ,40838843.54,214609583.3,26.906,               ,               ,               ,               ,               ,               
  J02, 2025-01-02 01:11:00.000,40841015,               ,26.688,40841022.51,167237145.4,29.062,               ,               ,               ,40841014.05,214620989.8,26.875,               ,               ,               ,               ,               ,               
  J02, 2025-01-02 01:11:30.000,40843189.79,               ,25.406,40843200.6,167246055.6,30.25,               ,               ,               ,40843190.67,214632424.8,26.531,               ,               ,               ,               ,               ,               
  J02, 2025-01-02 01:12:00.000,40845372.79,               ,27,40845380.6,167254987.6,30.469,               ,               ,               ,40845372.37,214643887.8,24.375,               ,               ,               ,               ,               ,               
  J02, 2025-01-02 01:12:30.000,40847559.15,               ,24.844,40847566.94,167263939.9,30.938,               ,               ,               ,40847559.09,214655376.6,24.406,               ,               ,               ,               ,               ,               
  J02, 2025-01-02 01:13:00.000,40849748.64,               ,26.281,40849759.75,167272917.3,30.625,               ,               ,               ,40849751.26,214666897.8,25.656,               ,               ,               ,               ,               ,               
  J02, 2025-01-02 01:13:30.000,40851947.61,               ,27.125,40851955.32,167281912.3,28.75,               ,               ,               ,40851948.45,214678441.5,26.688,               ,               ,               ,               ,               ,               
  J02, 2025-01-02 01:14:00.000,40854151.1,               ,28.281,40854158.53,167290931.4,28.625,               ,               ,               ,40854150.63,214690016.1,28.625,               ,               ,               ,               ,               ,               
  J02, 2025-01-02 01:14:30.000,40856359.05,               ,29.688,40856366.44,167299971.8,28.25,               ,               ,               ,40856359.06,214701618.3,29.969,               ,               ,               ,               ,               ,               
  J02, 2025-01-02 01:15:00.000,40858574.6,               ,30.5,40858578.68,167309035.2,29.156,               ,               ,               ,40858572.97,214713249.7,30.125,               ,               ,               ,               ,               ,               
  J02, 2025-01-02 01:15:30.000,40860792.99,               ,30.75,               ,               ,               ,               ,               ,               ,40860791.02,214724906.6,30.438,               ,               ,               ,               ,               ,               
