> PRN,"	                    time","	            C1C","	            L1C","	            S1C","	            C2L","	            L2L","	            S2L","	            C5Q","	            L5Q","	            S5Q","	            C1L","	            L1L","	            S1L","	            C1Z","	            L1Z","	            S1Z","	            C5P	            L5P","	            S5P",
  J02, 2025-01-31 00:59:00.000,41440466.85,217771121.9,37.719,41440469.6,169691786.4,39.281,41440466.12,162621288.9,34.594,41440466.9,217771122.9,37.969,41440463.63,217771104.5,38.656,41440462.77,162621282.4,31.094
  J02, 2025-01-31 00:59:30.000,41443782.71,217788547.5,37.5,41443785.45,169705364.7,39.531,41443782.4,162634301.4,34.562,41443782.81,217788548.5,37.656,41443779.46,217788530.1,38.5,41443778.76,162634294.9,31.406
  J02, 2025-01-31 01:00:00.000,41447103.6,217805993.9,37.281,41447105.36,169718959.2,40.156,41447102.05,162647329.5,34.625,41447102.72,217805994.9,37.438,41447099.19,217805976.5,38.188,41447099,162647323,31.656
  J02, 2025-01-31 01:00:30.000,41450427.12,217823461.2,36.938,41450429.09,169732570,40.5,41450426.07,162660373.2,34.344,41450426.93,217823462.2,37.281,41450423.08,217823443.9,37.719,41450422.69,162660366.7,31.469
  J02, 2025-01-31 01:01:00.000,41453755.37,217840952.5,36.5,41453757.9,169746199.5,40.875,41453754.51,162673434.8,34.375,41453755.21,217840953.5,37.375,41453751.58,217840935.1,37.5,41453750.88,162673428.3,31.812
  J02, 2025-01-31 01:01:30.000,41457087.96,217858463.9,36.75,41457090.1,169759844.8,40.719,41457086.69,162686511.4,34.906,41457087.73,217858464.9,37.25,41457083.87,217858446.6,37.375,41457083.62,162686504.9,31.312
  J02, 2025-01-31 01:02:00.000,41460424.66,217875995.2,37.344,41460426.07,169773505.4,40.281,41460423.14,162699602.9,34.5,41460424.13,217875996.2,37.844,41460420.46,217875977.8,37.969,41460419.66,162699596.4,31.031
  J02, 2025-01-31 01:02:30.000,41463764.77,217893550.6,38.125,41463766.93,169787184.8,40.062,41463763.97,162712712.3,34.906,41463764.65,217893551.6,38.406,41463761.54,217893533.2,38.562,41463760.3,162712705.8,31.75
  J02, 2025-01-31 01:03:00.000,41467109.68,217911125.5,38.625,41467111.06,169800879.5,39.719,41467108.74,162725836.4,34.656,41467109.29,217911126.5,38.844,41467106.19,217911108.2,39.156,41467104.96,162725829.8,31.844
  J02, 2025-01-31 01:03:30.000,41470457.63,217928721.1,38.344,41470459.23,169814590.3,39.781,41470457.08,162738975.8,35.219,41470457.39,217928722.1,38.344,41470454.38,217928703.7,39.188,41470453.53,162738969.3,32.375
  J02, 2025-01-31 01:04:00.000,41473809.75,217946337.5,37.844,41473812.05,169828317.3,39.688,41473809.23,162752130.9,35.438,41473809.85,217946338.5,38.312,41473806.8,217946320.2,39,41473806.53,162752124.4,32.312
  J02, 2025-01-31 01:04:30.000,41477166.67,217963976.1,36.969,41477168.64,169842061.6,39.312,41477165.97,162765302.4,36.031,41477165.97,217963977.1,37.438,41477162.38,217963958.7,38.125,41477163.09,162765295.9,32.125
  J02, 2025-01-31 01:05:00.000,41480527.16,217981633.4,36.844,41480529.12,169855820.4,39.031,41480526.05,162778488,35.969,41480526.2,217981634.4,37.031,41480522.31,217981616.1,37.562,41480523.22,162778481.5,32.438
  J02, 2025-01-31 01:05:30.000,41483890.78,217999311.1,36.312,41483893.42,169869595.2,39.75,41483890.11,162791688.8,36.062,41483890.04,217999312.1,36.875,41483886.15,217999293.8,37.344,41483887.39,162791682.2,33.125
  J02, 2025-01-31 01:06:00.000,41487258.66,218017008.2,36.344,41487261.16,169883385,40.312,41487257.64,162804904.1,35.812,41487257.52,218017009.2,36.688,41487254.11,218016990.9,37.156,41487255.12,162804897.6,32.594
  J02, 2025-01-31 01:06:30.000,41490629.99,218034727.3,36.844,41490632.85,169897192.1,41.062,41490629.84,162818135.8,35.219,41490629.84,218034728.3,36.688,41490626.34,218034710,37.688,41490626.99,162818129.2,31.875
  J02, 2025-01-31 01:07:00.000,41494005.19,218052464.1,36.406,41494008.18,169911012.8,41.75,41494004.62,162831380.7,35.188,41494005.4,218052465.1,36.969,41494001.52,218052446.8,37.406,41494001.75,162831374.2,32.156
  J02, 2025-01-31 01:07:30.000,41497384.71,218070221.6,36.531,41497387.66,169924849.8,42,41497383.85,162844641,34.688,41497384.43,218070222.6,37.281,41497381.05,218070204.3,37.688,41497380.73,162844634.5,31.344
  J02, 2025-01-31 01:08:00.000,41500767.78,218088001,37.062,41500770.94,169938703.7,42.156,41500767.22,162857917.7,34.312,41500767.92,218088002,37.688,41500764.94,218087983.7,38.188,41500764.11,162857911.2,31.188
  J02, 2025-01-31 01:08:30.000,41504154.24,218105797.5,38.281,41504157.36,169952571.1,41.5,41504153.88,162871207.3,33.969,41504154.64,218105798.5,38.156,41504152,218105780.2,38.594,41504150.43,162871200.8,30.594
  J02, 2025-01-31 01:09:00.000,41507544.36,218123612.3,38.312,41507547.51,169966452.6,41.406,41507544.21,162884510.4,33.406,41507544.83,218123613.3,38.531,41507542.23,218123594.9,39,41507540.39,162884503.9,30.812
  J02, 2025-01-31 01:09:30.000,41510938.74,218141447.5,38.969,41510941.43,169980350.1,41.406,41510938.09,162897828.8,33.781,41510939.41,218141448.5,38.812,41510936.18,218141430.2,39.719,41510934.45,162897822.3,30.594
  J02, 2025-01-31 01:10:00.000,41514336.25,218159302.1,38.812,41514339,169994262.7,41.5,41514335.81,162911161.7,34.062,41514336.69,218159303.1,38.719,41514333.63,218159284.8,39.438,41514332.18,162911155.1,31.125
