> PRN,"	                    time","	            C1C","	            L1C","	            S1C","	            C2L","	            L2L","	            S2L","	            C5Q","	            L5Q","	            S5Q","	            C1L","	            L1L","	            S1L","	            C1Z","	            L1Z","	            S1Z","	            C5P	            L5P","	            S5P",
  J02, 2025-01-29 00:00:00.000,41040273.98,               ,29.125,41040277.58,168053091.9,34.625,               ,               ,               ,41040275.11,215668113.5,29.5,41040269.73,215668093,30,               ,               ,               
  J02, 2025-01-29 00:00:30.000,41042872.87,               ,29.406,41042876.01,168063731.8,34.406,               ,               ,               ,41042872.51,215681768,29.531,41042869.25,215681747.4,30.594,               ,               ,               
  J02, 2025-01-29 00:01:00.000,41045477.83,               ,30.344,41045481.3,168074399,34.5,               ,               ,               ,41045478.15,215695457.6,30.281,41045474.39,215695437,31.188,               ,               ,               
  J02, 2025-01-29 00:01:30.000,41048088.61,               ,31.031,41048090.85,168085088.3,34.812,               ,               ,               ,41048088.31,215709175.5,31.156,41048084.78,215709154.9,31.094,               ,               ,               
  J02, 2025-01-29 00:02:00.000,41050705.78,               ,31.594,41050707.44,168095802.4,34.531,               ,               ,               ,41050705.36,215722925.2,31.75,41050702.6,215722904.6,32.5,               ,               ,               
  J02, 2025-01-29 00:02:30.000,41053328.24,               ,31.094,41053330.07,168106541.1,33.312,               ,               ,               ,41053328.17,215736706.4,31.438,41053323.76,215736685.9,32.281,               ,               ,               
  J02, 2025-01-29 00:03:00.000,41055956.75,               ,30.969,41055958.46,168117304.6,34.188,               ,               ,               ,41055956.22,215750519.5,30.938,41055953.21,215750499,31.719,               ,               ,               
  J02, 2025-01-29 00:03:30.000,41058589.39,               ,29.719,41058592.45,168128093.5,34.594,               ,               ,               ,41058590.2,215764365.3,29.656,41058585.53,215764344.7,30.312,               ,               ,               
  J02, 2025-01-29 00:04:00.000,41061230.37,               ,30.281,41061232.62,168138904.4,34.938,               ,               ,               ,41061230.85,215778239.3,29.812,41061226.73,215778218.8,31.281,               ,               ,               
  J02, 2025-01-29 00:04:30.000,41063876.26,               ,30.219,41063879.16,168149740.4,35.25,               ,               ,               ,41063876.79,215792145.4,30.062,41063873.87,215792124.8,30.938,               ,               ,               
  J02, 2025-01-29 00:05:00.000,41066527.54,               ,30.125,41066531.77,168160600.5,34.5,               ,               ,               ,41066528.64,215806082.5,30,41066524.06,215806061.9,30.969,               ,               ,               
  J02, 2025-01-29 00:05:30.000,41069185.23,               ,29.969,41069188.23,168171484,34.375,41069186.65,161164313.6,29.75,41069185.96,215820049.6,30.406,41069181.46,215820029,30.594,               ,               ,               
  J02, 2025-01-29 00:06:00.000,41071849.72,               ,31.312,41071852.95,168182391.8,33.656,41071851.17,161174766.8,30.281,41071850.24,215834047.8,31.156,41071846.08,215834027.3,32.75,               ,               ,               
  J02, 2025-01-29 00:06:30.000,41074519.41,               ,32.281,41074523.2,168193324.8,34.219,41074521.39,161185244.4,29.688,41074520.93,215848078.5,32.344,41074516.08,215848057.9,33.062,               ,               ,               
  J02, 2025-01-29 00:07:00.000,41077195.63,               ,33.031,41077198.93,168204282.3,32.406,41077196.5,161195745.3,29.344,41077195.66,215862140.6,33.094,41077192.36,215862120.1,33.781,               ,               ,               
  J02, 2025-01-29 00:07:30.000,41079877.62,               ,33.969,41079880.88,168215262.4,32.906,41079876.92,161206267.8,28.688,41079878.08,215876231.5,34.281,41079873.84,215876211,34.875,               ,               ,               
  J02, 2025-01-29 00:08:00.000,41082565.87,215890337.7,35,41082568.11,168226268.2,34.031,41082564.65,161216815.2,28.281,41082565.54,215890355.7,35.25,41082562.06,215890335.2,35.594,               ,               ,               
  J02, 2025-01-29 00:08:30.000,41085258.95,215904492.1,35.281,41085261.22,168237297.7,35.062,41085256.97,161227385,27.656,41085259.06,215904510.1,35.594,41085255.96,215904489.6,36.281,               ,               ,               
  J02, 2025-01-29 00:09:00.000,41087958.35,215918677.6,34.969,41087960.04,168248351.3,35,41087956.18,161237978.2,26.969,41087958.19,215918695.6,35.281,41087954.88,215918675.1,36,               ,               ,               
  J02, 2025-01-29 00:09:30.000,41090663.9,215932894.3,34.844,41090665.91,168259429.3,34.688,41090662.26,161248594.6,27.125,41090663.26,215932912.3,35.312,41090660.47,215932891.8,35.469,               ,               ,               
  J02, 2025-01-29 00:10:00.000,41093375.07,215947141,34.781,41093377.36,168270530.7,35.25,41093373.47,161259233.3,28.125,41093374.94,215947159,35.156,41093371.08,215947138.5,35.438,               ,               ,               
  J02, 2025-01-29 00:10:30.000,41096092.19,215961420.5,33.906,41096093.43,168281657.5,35.938,41096090.69,161269896.6,29.188,41096092.01,215961438.5,34.531,41096087.71,215961418,34.656,               ,               ,               
  J02, 2025-01-29 00:11:00.000,41098815.61,215975731.2,34.594,41098816.76,168292808.7,35.75,41098814.28,161280583.2,29.406,41098815.91,215975749.2,35.062,41098812.62,215975728.7,35.406,               ,               ,               
  J02, 2025-01-29 00:11:30.000,41101544.14,215990072.2,34.75,41101545.93,168303983.6,35.094,41101543.35,161291292.4,30.094,41101544.84,215990090.2,34.844,41101541.27,215990069.7,35.281,               ,               ,               
  J02, 2025-01-29 00:12:00.000,41104279.18,216004442.1,34.062,41104280.51,168315180.9,34.781,41104278.03,161302023.2,30.125,41104278.86,216004460.1,34.5,41104275.73,216004439.6,35.375,               ,               ,               
  J02, 2025-01-29 00:12:30.000,41107020.21,216018844.1,32.594,41107021.77,168326403.3,34.188,41107018.41,161312778,29.812,41107019.45,216018862.1,33.312,41107015.92,216018841.6,33.969,               ,               ,               
  J02, 2025-01-29 00:13:00.000,41109767.18,216033278.5,31.125,41109768.25,168337650.9,34.594,41109765.05,161323556.9,28.875,41109765.49,216033296.5,31.781,41109762.12,216033276,31.906,               ,               ,               
  J02, 2025-01-29 00:13:30.000,41112517.69,216047742.1,30.938,41112520.79,168348921.3,34.688,41112516.72,161334357.8,28.875,41112517.81,216047760.1,30.875,41112514.09,216047739.6,31.562,               ,               ,               
  J02, 2025-01-29 00:14:00.000,41115275.88,216062236.7,31.438,41115278.45,168360215.8,34.5,41115274.44,161345181.7,28.312,41115276.21,216062254.7,31.875,41115273.96,216062234.1,32.344,               ,               ,               
  J02, 2025-01-29 00:14:30.000,41118040.61,216076762.9,30.531,41118043.41,168371535,34.625,41118038.16,161356029.2,27.531,41118040.2,216076781,31.125,41118037.8,216076760.4,32.125,               ,               ,               
  J02, 2025-01-29 00:15:00.000,41120810.75,216091319.7,31.656,41120813.69,168382877.9,35.562,41120808.2,161366899.5,28.156,41120810.78,216091337.6,31.469,41120807.99,216091317.1,32.562,               ,               ,               
  J02, 2025-01-29 00:15:30.000,41123584.43,216105904,31.375,41123589.19,168394242.3,37.125,41123584.3,161377790.4,27.5,41123586.07,216105922,31.219,41123583.58,216105901.5,32.719,               ,               ,               
  J02, 2025-01-29 00:16:00.000,41126368,216120525.3,31.969,41126371.28,168405635.5,37.25,41126367.17,161388709,28.656,41126368.06,216120543.3,31.875,41126366.31,216120522.8,32.625,               ,               ,               
  J02, 2025-01-29 00:16:30.000,41129155.2,216135174.7,32.469,41129158.89,168417050.7,37.312,41129154.81,161399648.5,29.188,41129155.81,216135192.7,32,41129154.31,216135172.2,33.156,               ,               ,               
  J02, 2025-01-29 00:17:00.000,41131947.99,216149854.5,31.969,41131952.31,168428489.5,35.906,41131948.95,161410610.7,29.969,41131949.42,216149872.5,32,41131946.88,216149852,32.594,               ,               ,               
  J02, 2025-01-29 00:17:30.000,41134748.31,216164562.8,31.812,41134750.61,168439950.5,35.156,41134748.09,161421594.2,30.5,41134748.41,216164580.8,32.094,41134745.8,216164560.3,33.281,               ,               ,               
  J02, 2025-01-29 00:18:00.000,41137554.67,216179305.6,31.906,41137556.47,168451438.5,35.125,41137553.08,161432603.4,30.781,41137554.12,216179323.6,32.375,41137550.54,216179303.1,33,               ,               ,               
