> PRN,"	                    time","	            C1C","	            L1C","	            S1C","	            C2L","	            L2L","	            S2L","	            C5Q","	            L5Q","	            S5Q","	            C1L","	            L1L","	            S1L","	            C1Z","	            L1Z","	            S1Z","	            C5P	            L5P","	            S5P",
  J02, 2025-01-17 02:57:30.000,41877362.03,220067023,36.312,41877370.15,171480832.7,36.031,               ,               ,               ,41877362.16,220067019,36.344,41877358.73,220067010.1,36.719,               ,               ,               
  J02, 2025-01-17 02:58:00.000,41880939.19,220085820.5,35.844,41880948.17,171495480,36.312,41880946.96,               ,30.25,41880938.91,220085816.5,36.188,41880935.53,220085807.6,36.594,               ,               ,               
  J02, 2025-01-17 02:58:30.000,41884515.91,220104617.1,35.75,41884525.61,171510126.6,36.062,41884523.94,               ,30.969,41884516.17,220104613.1,36.094,41884513.3,220104604.3,36.062,               ,               ,               
  J02, 2025-01-17 02:59:00.000,41888092.61,220123410.4,35.094,41888102.12,171524770.6,37.875,               ,               ,               ,41888092.27,220123406.4,36.094,41888088.62,220123397.6,35.75,               ,               ,               
  J02, 2025-01-17 02:59:30.000,41891668.48,220142201.4,35.906,41891677.78,171539412.8,37.469,               ,               ,               ,41891668.46,220142197.4,35.938,41891664.89,220142188.6,36.312,               ,               ,               
  J02, 2025-01-17 03:00:00.000,41895243.66,220160988.3,35.719,41895252.51,171554051.9,38.062,               ,               ,               ,41895243.24,220160984.3,36.094,41895239.7,220160975.5,36.406,               ,               ,               
  J02, 2025-01-17 03:00:30.000,41898818.87,220179774.4,36.188,41898828.02,171568690.2,38.062,               ,               ,               ,41898818.3,220179770.4,36.625,41898814.32,220179761.6,36.438,               ,               ,               
  J02, 2025-01-17 03:01:00.000,41902392.71,220198558.5,36.156,41902402.96,171583327.1,38.812,               ,               ,               ,41902393,220198554.5,36.375,41902389.17,220198545.7,36.656,               ,               ,               
  J02, 2025-01-17 03:01:30.000,41905966.56,220217335.5,36.188,41905975.71,171597958.4,38.812,               ,               ,               ,41905966.24,220217331.5,36.938,41905962.24,220217322.7,37,               ,               ,               
  J02, 2025-01-17 03:02:00.000,41909539.99,220236111.9,36.125,41909549,171612589.3,39.094,               ,               ,               ,41909539.36,220236107.9,36.438,41909535.75,220236099.1,36.938,               ,               ,               
  J02, 2025-01-17 03:02:30.000,41913112.07,220254882.2,36.688,41913121.38,171627215.4,38.906,               ,               ,               ,41913111.57,220254878.2,36.719,41913107.45,220254869.4,37.031,               ,               ,               
  J02, 2025-01-17 03:03:00.000,41916683.49,220273651,36.531,41916692.56,171641840.3,38.531,               ,               ,               ,41916683.4,220273647,36.75,41916679.56,220273638.2,37.125,               ,               ,               
  J02, 2025-01-17 03:03:30.000,41920253.68,220292411.2,36.5,41920263.07,171656458.5,38.188,               ,               ,               ,41920253.16,220292407.2,36.906,41920249.76,220292398.4,37.062,               ,               ,               
  J02, 2025-01-17 03:04:00.000,41923823.75,220311170.7,36.438,41923832.63,171671076.3,38.406,               ,               ,               ,41923822.87,220311166.7,36.75,41923819.4,220311157.9,37.125,               ,               ,               
  J02, 2025-01-17 03:04:30.000,41927391.82,220329922.5,37.219,41927401.25,171685688,38.844,               ,               ,               ,41927391.76,220329918.5,37.25,41927388.09,220329909.7,38.031,               ,               ,               
  J02, 2025-01-17 03:05:00.000,41930959.68,220348671.5,36.812,41930969.2,171700297.5,37.531,               ,               ,               ,41930959.41,220348667.5,37.438,41930955.74,220348658.7,37.344,               ,               ,               
  J02, 2025-01-17 03:05:30.000,41934525.93,220367414.1,37.469,41934535.66,171714902,38.594,               ,               ,               ,41934526.01,220367410.1,37.969,41934522.61,220367401.3,38.094,               ,               ,               
  J02, 2025-01-17 03:06:00.000,41938091.63,220386151.6,37.5,41938101.63,171729502.6,38.781,               ,               ,               ,41938091.79,220386147.6,37.469,41938088.43,220386138.8,38.188,               ,               ,               
  J02, 2025-01-17 03:06:30.000,41941656.39,220404881.7,37.656,41941665.69,171744097.4,38.375,               ,               ,               ,41941655.97,220404877.7,38.062,41941652.54,220404868.9,38.156,               ,               ,               
  J02, 2025-01-17 03:07:00.000,41945219.38,220423608.5,37.344,41945229.57,171758689.5,38.469,               ,               ,               ,41945219.57,220423604.5,37.656,41945216.06,220423595.7,38.125,               ,               ,               
  J02, 2025-01-17 03:07:30.000,41948781.51,220442327.1,37.219,41948791.81,171773275.4,39.312,               ,               ,               ,41948781.86,220442323.2,37.312,41948778.14,220442314.4,37.812,               ,               ,               
  J02, 2025-01-17 03:08:00.000,41952342.61,220461039,37.688,41952352.55,171787856,39.031,               ,               ,               ,41952342.66,220461035,37.812,41952338.94,220461026.2,38.188,               ,               ,               
  J02, 2025-01-17 03:08:30.000,41955901.64,220479743.6,37.531,41955912.25,171802430.9,39.375,               ,               ,               ,41955901.56,220479739.6,37.938,41955898.29,220479730.8,37.938,               ,               ,               
  J02, 2025-01-17 03:09:00.000,41959460.58,220498444.6,37.344,41959471.35,171817003,39.219,               ,               ,               ,41959460.9,220498440.6,37.312,41959457.59,220498431.8,37.938,               ,               ,               
  J02, 2025-01-17 03:09:30.000,41963017.4,220517135.1,37.562,41963027.98,171831566.9,38.688,               ,               ,               ,41963017.55,220517131.1,37.562,41963014.41,220517122.3,37.75,               ,               ,               
  J02, 2025-01-17 03:10:00.000,41966572.89,220535819,37.906,41966583.11,171846125.7,38.406,               ,               ,               ,41966573.14,220535815,37.844,41966570.05,220535806.2,37.875,               ,               ,               
  J02, 2025-01-17 03:10:30.000,41970126.61,220554495.3,38.094,41970137.56,171860678.6,38.969,               ,               ,               ,41970127.06,220554491.3,37.969,41970123.69,220554482.5,38.125,               ,               ,               
  J02, 2025-01-17 03:11:00.000,41973680.05,220573164,37.688,41973689.86,171875225.5,38.438,               ,               ,               ,41973679.96,220573160,38.094,41973676.75,220573151.2,38.094,               ,               ,               
  J02, 2025-01-17 03:11:30.000,41977229.98,220591823.8,38.219,41977240.55,171889765.5,38.438,               ,               ,               ,41977230.53,220591819.8,38.438,41977227.49,220591811.1,38.562,               ,               ,               
