> PRN,"	                    time","	            C1C","	            L1C","	            S1C","	            C2L","	            L2L","	            S2L","	            C5Q","	            L5Q","	            S5Q","	            C1L","	            L1L","	            S1L","	            C1Z","	            L1Z","	            S1Z","	            C5P	            L5P","	            S5P",
  J02, 2025-01-26 00:00:00.000,40978649.04,               ,32.594,40978649.59,167800728.3,26.719,40978646.58,160809019.6,27.125,40978649.24,215344269.7,33.156,40978645.38,215344228.2,33.344,               ,               ,               
  J02, 2025-01-26 00:00:30.000,40981108.8,               ,32.562,               ,               ,               ,40981106.58,160818672.8,26.781,40981108.88,215357196.6,32.938,40981105.34,215357155.1,33.406,               ,               ,               
  J02, 2025-01-26 00:01:00.000,40983574.61,               ,32.188,40983577.32,167820901.9,26.656,40983572.64,160828352.7,26.969,40983575.49,215370159.2,32.906,40983571.31,215370117.7,33.031,               ,               ,               
  J02, 2025-01-26 00:01:30.000,40986046.97,               ,32.406,40986048.45,167831025,28.219,40986045.35,160838053.9,26.781,40986047.75,215383150.5,32.375,40986043.88,215383108.9,32.75,               ,               ,               
  J02, 2025-01-26 00:02:00.000,40988523.84,               ,30.75,40988525.58,167841170.3,29.375,40988522.15,160847776.6,26.125,40988525.03,215396170.3,31.531,40988520.56,215396128.7,31.188,               ,               ,               
  J02, 2025-01-26 00:02:30.000,40991009.21,               ,29.438,40991009.46,167851343.1,30.719,40991005.92,160857525.4,25.438,40991009.32,215409225.4,30.219,40991005.13,215409183.8,30.5,               ,               ,               
  J02, 2025-01-26 00:03:00.000,40993498.19,               ,29.656,40993498.94,167861537.2,30.531,40993496.56,160867294.8,25.344,40993499.01,215422307.9,29.625,40993495.54,215422266.3,30.219,               ,               ,               
  J02, 2025-01-26 00:03:30.000,40995995.4,               ,27.875,40995995.89,167871755.6,31.719,40995991.51,160877087.4,25.531,40995994.63,215435421.5,27.781,40995991.21,215435379.9,29.406,               ,               ,               
  J02, 2025-01-26 00:04:00.000,40998495.24,               ,25.688,40998497.13,167881998.2,32.75,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               
  J02, 2025-01-26 00:04:30.000,41001000.95,               ,22.562,41001004.85,167892265.4,33.75,41001000,160896742.6,25.531,               ,               ,               ,               ,               ,               ,               ,               ,               
  J02, 2025-01-26 00:05:00.000,41003516.12,               ,24.531,41003518.3,167902556,34.719,41003512.95,160906604.4,25.844,41003514.81,215474948.8,25.562,               ,               ,               ,               ,               ,               
  J02, 2025-01-26 00:05:30.000,41006036.98,               ,26.219,41006036.62,167912871.4,34.094,41006031.82,160916490.1,25.906,41006033.65,215488187,26.312,               ,               ,               ,               ,               ,               
  J02, 2025-01-26 00:06:00.000,41008559.65,               ,25.594,41008563.09,167923212.4,32.5,41008557.12,160926400.2,26.156,41008559.46,215501458,25.406,               ,               ,               ,               ,               ,               
  J02, 2025-01-26 00:06:30.000,41011090.89,               ,25.594,41011092.73,167933573.7,32.656,               ,               ,               ,41011090.09,215514755,26.5,               ,               ,               ,               ,               ,               
  J02, 2025-01-26 00:07:00.000,41013628.47,               ,28.281,41013629.46,167943961.6,32.031,41013623.65,160946284.7,26.594,41013628.75,215528086,28.125,               ,               ,               ,               ,               ,               
  J02, 2025-01-26 00:07:30.000,41016173.33,               ,29.5,41016171.07,167954373.9,32.312,41016166.2,160956263.2,27.188,41016170.75,215541448.5,29.156,               ,               ,               ,               ,               ,               
  J02, 2025-01-26 00:08:00.000,41018720.29,               ,28.969,41018720.43,167964809.3,32.281,41018714.86,160966263.8,27.562,41018719.45,215554840.7,29.438,               ,               ,               ,               ,               ,               
  J02, 2025-01-26 00:08:30.000,41021275.19,               ,30.094,41021274.13,167975270.4,33.125,41021270.45,160976289,27.219,41021274.33,215568265.7,30.469,               ,               ,               ,               ,               ,               
  J02, 2025-01-26 00:09:00.000,41023836.32,               ,30.844,41023834.91,167985754.7,33.188,41023831.08,160986336.4,28.375,41023835.15,215581720.5,31.844,               ,               ,               ,               ,               ,               
  J02, 2025-01-26 00:09:30.000,41026402.95,               ,31.75,41026401.13,167996262.8,33.969,41026397.8,160996406.7,28.719,41026401.82,215595206,32.406,41026399.41,215595186.5,32.844,               ,               ,               
  J02, 2025-01-26 00:10:00.000,41028974.52,               ,31.594,41028974.15,168006795.6,34.219,41028970.69,161006500.7,28.938,41028973.64,215608723.2,31.906,41028971.09,215608703.6,32.625,               ,               ,               
  J02, 2025-01-26 00:10:30.000,41031552.56,               ,30.969,41031552.78,168017353.7,34.219,41031548.75,161016618.8,29.562,41031552.35,215622272.6,31.031,41031548.8,215622253,31.75,               ,               ,               
  J02, 2025-01-26 00:11:00.000,41034135.41,               ,30.5,41034136.77,168027934,34.562,41034132.95,161026758.2,28.75,41034135.71,215635850.6,30.812,41034131.95,215635831.1,30.812,               ,               ,               
  J02, 2025-01-26 00:11:30.000,41036724.22,               ,28.469,41036726.58,168038539.7,35.375,41036722.95,161036922,28.312,41036724.74,215649461.3,28.812,41036720.57,215649441.8,29.719,               ,               ,               
  J02, 2025-01-26 00:12:00.000,41039319.78,               ,28.031,41039323.23,168049171.6,35.062,41039319.2,161047111,29.25,41039321.66,215663105.7,28.438,41039317,215663086.1,29.188,               ,               ,               
  J02, 2025-01-26 00:12:30.000,41041922.12,               ,29.219,41041925.92,168059825.7,34.469,41041920.44,161057321.1,28.812,41041923.3,215676778.5,29.438,41041918.76,215676759,30.312,               ,               ,               
  J02, 2025-01-26 00:13:00.000,41044531.32,               ,30.906,41044532.42,168070503.3,34.188,41044527.81,161067553.8,29.219,41044531,215690481.4,30.625,41044527.51,215690461.9,31.594,               ,               ,               
  J02, 2025-01-26 00:13:30.000,41047145.54,               ,32.062,41047146.05,168081205.4,33.531,41047141.57,161077810,28.656,41047145.39,215704215.8,32.469,41047141.72,215704196.3,32.812,               ,               ,               
  J02, 2025-01-26 00:14:00.000,41049765.1,               ,32.375,41049765.1,168091931.9,32.562,41049761.52,161088089.6,28.781,41049764.95,215717981.6,32.562,41049761.89,215717962.1,33.344,               ,               ,               
  J02, 2025-01-26 00:14:30.000,41052390.85,               ,32.281,41052390.41,168102683.7,32.844,41052387.33,161098393.4,28.031,41052390.65,215731779.8,32.375,41052387.66,215731760.2,33.062,               ,               ,               
  J02, 2025-01-26 00:15:00.000,41055022.88,               ,31.781,41055020.98,168113459.7,34,41055018.9,161108720.4,27,41055022.23,215745609,31.406,41055018.51,215745589.5,32.469,               ,               ,               
  J02, 2025-01-26 00:15:30.000,41057657.71,               ,30.156,41057659.86,168124258.8,34.312,41057656.11,161119069.6,28.062,41057658.15,215759468,30.094,41057655.16,215759448.4,31.156,               ,               ,               
  J02, 2025-01-26 00:16:00.000,41060301.68,               ,30.031,41060302.43,168135084,34.219,41060300.84,161129443.7,28.781,41060302.18,215773360.4,30.031,41060298.18,215773340.9,30.906,               ,               ,               
  J02, 2025-01-26 00:16:30.000,41062950.92,               ,30.406,41062952.6,168145932.5,34.219,41062950.97,161139840.1,29.812,41062951.12,215787282.6,30.125,41062947.43,215787263.1,31.125,               ,               ,               
  J02, 2025-01-26 00:17:00.000,41065604.74,               ,29.562,41065608.51,168156804.8,33.938,41065606.06,161150259.4,30.094,41065606.19,215801235.5,30.312,41065601.67,215801216,30.406,               ,               ,               
  J02, 2025-01-26 00:17:30.000,41068266,               ,30.125,41068270.13,168167701.9,34.031,41068267.74,161160702.5,30.625,41068267.43,215815220.1,31.062,41068262.57,215815200.6,31.25,               ,               ,               
  J02, 2025-01-26 00:18:00.000,41070934.02,               ,31.156,41070937.24,168178624,34.969,41070934.45,161171169.4,30.844,41070935.66,215829236.8,31.188,41070930.77,215829217.3,31.844,               ,               ,               
  J02, 2025-01-26 00:18:30.000,41073607.39,               ,31.938,41073610.28,168189570,35.594,41073607.36,161181659.3,30.406,41073608.3,215843284.2,32.375,41073603.95,215843264.7,32.719,               ,               ,               
  J02, 2025-01-26 00:19:00.000,41076285.76,               ,32.75,41076289.4,168200538.9,34.906,41076285.65,161192171.2,29.219,41076286.73,215857361,33.344,41076282.81,215857341.5,33.438,               ,               ,               
  J02, 2025-01-26 00:19:30.000,41078972.31,215871452.6,34.25,41078974.48,168211533.4,34.25,41078970.4,161202707.6,28.938,41078972.56,215871470.6,34.688,41078968.54,215871451.1,35.031,               ,               ,               
  J02, 2025-01-26 00:20:00.000,41081662.92,215885592.3,35.312,41081664.38,168222551.3,35.062,41081660.72,161213266.4,27.062,41081662.68,215885610.3,35.531,41081660.12,215885590.8,35.875,               ,               ,               
  J02, 2025-01-26 00:20:30.000,41084359.14,215899763.5,36.125,41084361.54,168233593.8,35.812,41084357.13,161223848.8,27.844,41084360.06,215899781.5,36.156,41084357,215899762,36.562,               ,               ,               
  J02, 2025-01-26 00:21:00.000,41087061.87,215913966.4,35.312,41087063.64,168244661,36.219,41087059.95,161234454.8,27.781,41087062.56,215913984.4,36,41087059.56,215913964.9,36.25,               ,               ,               
  J02, 2025-01-26 00:21:30.000,41089771.39,215928199.6,35.125,41089771.79,168255751.8,35.969,41089768.75,161245083.5,28.156,41089770.92,215928217.6,35.656,41089767.78,215928198.1,35.781,               ,               ,               
  J02, 2025-01-26 00:22:00.000,41092485.47,215942463.5,34.156,41092486.33,168266866.4,36.281,41092483.64,161255735,28.688,41092484.99,215942481.5,34.719,41092482.07,215942461.9,35.156,               ,               ,               
  J02, 2025-01-26 00:22:30.000,41095207.03,215956761,33.719,41095206.02,168278007.3,36.094,41095204.08,161266411.7,29.469,41095206.38,215956779,34.094,41095202.28,215956759.5,34.688,               ,               ,               
