> PRN,"	                    time","	            C1C","	            L1C","	            S1C","	            C2L","	            L2L","	            S2L","	            C5Q","	            L5Q","	            S5Q","	            C1L","	            L1L","	            S1L","	            C1Z","	            L1Z","	            S1Z","	            C5P	            L5P","	            S5P",
  J02, 2025-01-06 00:39:30.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,40788110.71,214342964.4,32.281,               ,               ,               
  J02, 2025-01-06 00:40:00.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,40790135.61,214353604.3,31.75,               ,               ,               
  J02, 2025-01-06 00:40:30.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,40792163.84,214364270.5,30.219,               ,               ,               
  J02, 2025-01-06 00:41:00.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,40794197.42,214374960.1,29.312,               ,               ,               
  J02, 2025-01-06 00:41:30.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,40796237.21,214385673.1,30.156,               ,               ,               
  J02, 2025-01-06 00:42:00.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,40798281.85,214396413.2,30.281,               ,               ,               
  J02, 2025-01-06 00:42:30.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,40800330.32,214407177.1,30.656,               ,               ,               
  J02, 2025-01-06 00:43:00.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,40802383.77,214417967.2,30.125,               ,               ,               
  J02, 2025-01-06 00:43:30.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,40804441.47,214428782.6,29.906,               ,               ,               
  J02, 2025-01-06 00:44:00.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,40806504.48,214439621.7,29.781,               ,               ,               
  J02, 2025-01-06 00:44:30.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,40808573.35,214450488.5,30.219,               ,               ,               
  J02, 2025-01-06 00:45:00.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,40810645.13,214461379.1,29.094,               ,               ,               
  J02, 2025-01-06 00:45:30.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,40812721.98,214472294.6,29.094,               ,               ,               
  J02, 2025-01-06 00:46:00.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,40814804.45,214483237.7,29.719,               ,               ,               
  J02, 2025-01-06 00:46:30.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,40816891.55,214494206,29.094,               ,               ,               
  J02, 2025-01-06 00:47:00.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,40818984.26,214505200.9,29.5,               ,               ,               
  J02, 2025-01-06 00:50:30.000,40833774.97,               ,33.094,               ,               ,               ,               ,               ,               ,40833774.6,214582934.3,33.031,40833771.92,214582916.8,33.844,               ,               ,               
  J02, 2025-01-06 00:51:00.000,40835905.49,214594141.6,33.719,               ,               ,               ,               ,               ,               ,40835906.83,214594140.7,34.188,40835905.03,214594123.2,34.844,               ,               ,               
  J02, 2025-01-06 00:51:30.000,40838043.24,214605373.2,34.094,               ,               ,               ,               ,               ,               ,40838044.08,214605372.2,33.875,40838041.81,214605354.7,34.312,               ,               ,               
  J02, 2025-01-06 00:52:00.000,40840185.06,214616634.1,33.062,               ,               ,               ,               ,               ,               ,40840186.62,214616633.1,32.875,40840184.37,214616615.6,33.062,               ,               ,               
  J02, 2025-01-06 00:52:30.000,40842333.07,214627920.9,30.406,               ,               ,               ,               ,               ,               ,40842333.82,214627919.8,30.875,40842330.67,214627902.3,30.906,               ,               ,               
  J02, 2025-01-06 00:53:00.000,40844488.65,214639235.6,26.562,               ,               ,               ,               ,               ,               ,40844486.22,214639234.6,28.5,40844480.91,214639217.1,27.938,               ,               ,               
  J02, 2025-01-06 00:53:30.000,40846645.21,214650577.6,26.594,               ,               ,               ,               ,               ,               ,40846644.72,214650576.6,27.125,40846638.59,214650559,27.406,               ,               ,               
  J02, 2025-01-06 00:54:00.000,40848809.57,               ,25.062,               ,               ,               ,               ,               ,               ,40848807.41,214661945,25.562,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 00:54:30.000,40850977.27,214673343.5,25.531,               ,               ,               ,               ,               ,               ,40850976.62,214673342.5,25.594,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 00:55:00.000,40853150.2,214684766.5,26.125,               ,               ,               ,               ,               ,               ,40853150.71,214684765.6,25.719,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 00:55:30.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,40855329.43,214696218.7,26.031,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 00:56:00.000,40857515.04,214707698.9,26.438,               ,               ,               ,               ,               ,               ,40857515.24,214707697.9,26.906,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 00:56:30.000,40859704.8,214719206.4,27.438,               ,               ,               ,               ,               ,               ,40859704.49,214719205.4,27.125,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 00:57:00.000,40861900.54,214730741,27.406,               ,               ,               ,               ,               ,               ,40861899.75,214730740,27.062,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 00:57:30.000,40864099.87,214742302,27.812,               ,               ,               ,               ,               ,               ,40864100.25,214742301,29.094,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 00:58:00.000,40866306.52,214753893,29.938,               ,               ,               ,               ,               ,               ,40866307.02,214753892.1,29.438,40866303.9,214753875.6,29.938,               ,               ,               
  J02, 2025-01-06 00:58:30.000,40868515.66,214765510.2,29.781,               ,               ,               ,               ,               ,               ,40868516.51,214765509.2,29.938,40868514.61,214765492.7,30.812,               ,               ,               
  J02, 2025-01-06 00:59:00.000,40870734.01,214777160.8,29.75,               ,               ,               ,               ,               ,               ,40870734.41,214777159.8,29.719,40870731.85,214777143.4,30.875,               ,               ,               
  J02, 2025-01-06 00:59:30.000,40872956.52,214788836.6,30.156,               ,               ,               ,               ,               ,               ,40872957.18,214788835.6,30.562,40872954.01,214788819.1,30.594,               ,               ,               
  J02, 2025-01-06 01:00:00.000,40875183.39,214800539.9,29.844,               ,               ,               ,               ,               ,               ,40875183.81,214800538.9,30.281,40875180.68,214800522.4,30.781,               ,               ,               
  J02, 2025-01-06 01:00:30.000,40877416.22,214812271.8,29.812,               ,               ,               ,               ,               ,               ,40877416.79,214812270.8,30.156,40877413.26,214812254.3,30.406,               ,               ,               
  J02, 2025-01-06 01:01:00.000,40879653.58,214824033.7,29.688,               ,               ,               ,               ,               ,               ,40879655.26,214824032.7,29.094,40879651.88,214824016.2,30.438,               ,               ,               
  J02, 2025-01-06 01:01:30.000,40881897.08,214835822.6,29.281,               ,               ,               ,               ,               ,               ,40881898.42,214835821.6,28.594,40881895.73,214835805.1,30.344,               ,               ,               
  J02, 2025-01-06 01:02:00.000,40884146.41,214847641.7,27.75,               ,               ,               ,               ,               ,               ,40884148.26,214847640.6,27.25,40884146.82,214847624.2,28.375,               ,               ,               
  J02, 2025-01-06 01:02:30.000,40886400.01,214859487.2,24,               ,               ,               ,               ,               ,               ,40886400.61,214859486.2,23.25,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 01:03:00.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,40888659.28,               ,20.031,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 01:04:00.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,40893195.87,               ,20.656,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 01:04:30.000,40895476.83,               ,25.219,               ,               ,               ,               ,               ,               ,40895477.08,               ,25,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 01:05:00.000,40897758.63,               ,27.844,               ,               ,               ,               ,               ,               ,40897758.31,               ,27.062,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 01:05:30.000,40900044.64,               ,28.406,               ,               ,               ,               ,               ,               ,40900045.07,               ,28.969,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 01:06:00.000,40902337.45,               ,29.656,               ,               ,               ,               ,               ,               ,40902337.72,               ,29.781,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 01:06:30.000,40904635.83,               ,28.469,               ,               ,               ,               ,               ,               ,40904636.5,               ,28.969,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 01:07:00.000,40906938.45,               ,26.812,               ,               ,               ,               ,               ,               ,40906938.67,               ,27.062,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 01:07:30.000,40909246.34,               ,23.344,               ,               ,               ,               ,               ,               ,40909246.72,               ,23.156,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 01:08:00.000,40911560.95,               ,21.594,               ,               ,               ,               ,               ,               ,40911561.49,               ,22,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 01:09:30.000,40918539.4,               ,21.656,40918548.65,167554621.1,34.875,               ,               ,               ,40918540.28,               ,20.406,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 01:10:00.000,40920881.09,               ,23.312,40920887.01,167564195.6,34.625,               ,               ,               ,40920880.9,               ,24.125,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 01:10:30.000,40923224.82,               ,27.281,40923229.84,167573791.1,34.594,               ,               ,               ,40923225.28,               ,26.906,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 01:11:00.000,40925575.41,               ,29.562,40925579.16,167583409.9,35.375,               ,               ,               ,40925575.45,               ,29.781,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 01:11:30.000,40927932.06,               ,31.031,40927934.13,167593053.3,34.375,               ,               ,               ,40927931.94,               ,31.094,40927928.36,215077714.8,31.562,               ,               ,               
  J02, 2025-01-06 01:12:00.000,40930291.55,               ,31.375,40930294.44,167602720.2,34,               ,               ,               ,40930292.16,               ,31.344,40930288.49,215090120.8,31.875,               ,               ,               
  J02, 2025-01-06 01:12:30.000,40932656.43,               ,30.438,40932660.16,167612409.1,33.25,               ,               ,               ,40932656.57,               ,31.188,40932653.35,215102555,30.812,               ,               ,               
  J02, 2025-01-06 01:13:00.000,40935028.44,               ,30,40935033.5,167622122,32.5,               ,               ,               ,40935028.44,               ,30.719,40935023.95,215115020,31.125,               ,               ,               
  J02, 2025-01-06 01:13:30.000,40937405.4,               ,30.719,40937410.28,167631857.6,32.25,               ,               ,               ,40937406.16,               ,30.719,40937401.99,215127514.2,31.469,               ,               ,               
  J02, 2025-01-06 01:14:00.000,40939787.73,               ,30.156,40939794.28,167641616.2,31.594,               ,               ,               ,40939788.27,               ,30.906,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 01:14:30.000,40942178.06,               ,29.469,40942183.03,167651400.5,31.156,               ,               ,               ,40942178.04,               ,30.656,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 01:15:00.000,40944572.54,               ,30.156,40944577.64,167661205.7,30.594,               ,               ,               ,40944573.37,               ,30,40944569.57,215165161,30.812,               ,               ,               
  J02, 2025-01-06 01:15:30.000,40946972.65,               ,29.656,40946979.31,167671034.6,31.562,               ,               ,               ,40946973.25,               ,30.156,40946968.85,215177774.8,30.562,               ,               ,               
  J02, 2025-01-06 01:16:00.000,40949378.89,               ,28.969,40949384.47,167680887.5,30.594,               ,               ,               ,40949378.96,               ,29.406,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 01:16:30.000,40951790.9,               ,28.281,40951796.76,167690767.3,30.375,               ,               ,               ,40951791.27,               ,29.188,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 01:17:00.000,40954209.2,               ,29.844,40954215.52,167700666.4,32.312,               ,               ,               ,40954209.51,               ,30.094,               ,               ,               ,               ,               ,               
  J02, 2025-01-06 01:17:30.000,40956633.94,               ,30.906,40956639.21,167710591.9,33.344,               ,               ,               ,40956634.26,               ,31.312,               ,               ,               ,               ,               ,               
