> PRN,"	                    time","	            C1C","	            L1C","	            S1C","	            C2L","	            L2L","	            S2L","	            C5Q","	            L5Q","	            S5Q","	            C1L","	            L1L","	            S1L","	            C1Z","	            L1Z","	            S1Z","	            C5P	            L5P","	            S5P",
  J02, 2025-01-03 01:44:30.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,               ,41023538.73,215580147.9,33,               ,               ,               
  J02, 2025-01-03 01:45:00.000,41026145.09,               ,33.406,41026151.1,167995227.2,35.188,               ,               ,               ,               ,               ,               ,41026142.02,215593826.9,33.719,               ,               ,               
  J02, 2025-01-03 01:45:30.000,41028753.45,               ,32.688,41028761.13,168005910.3,35.781,               ,               ,               ,41028753.51,215607566.3,32.875,41028750.41,215607537,33.281,               ,               ,               
  J02, 2025-01-03 01:46:00.000,               ,               ,               ,41031377,168016621.5,34.969,               ,               ,               ,41031369.43,215621312.4,33.594,41031366.47,215621283.1,33.875,               ,               ,               
  J02, 2025-01-03 01:46:30.000,41033990.9,               ,32.094,41033997.69,168027354,32.906,               ,               ,               ,41033990.62,215635085.8,32.625,41033987.3,215635056.6,32.375,               ,               ,               
  J02, 2025-01-03 01:47:00.000,41036617.94,215648883.4,31.25,41036624.64,168038112.2,32.875,               ,               ,               ,41036617.26,215648892.4,31.312,41036613.68,215648863.1,31.344,               ,               ,               
  J02, 2025-01-03 01:47:30.000,41039250.84,215662721.1,30.438,41039258.1,168048894.8,32.5,               ,               ,               ,41039250.44,215662730.1,30.938,41039245.84,215662700.9,30.594,               ,               ,               
  J02, 2025-01-03 01:48:00.000,41041890.7,215676590,29.688,41041897.06,168059701.6,31.938,               ,               ,               ,41041889.87,215676599,29.625,41041885.74,215676569.8,30.344,               ,               ,               
  J02, 2025-01-03 01:48:30.000,41044534.21,215690485.9,29.5,41044542.48,168070529.5,32.438,               ,               ,               ,41044533.29,215690494.9,29.531,41044528.72,215690465.7,30.094,               ,               ,               
  J02, 2025-01-03 01:49:00.000,41047186.08,215704418.6,30.5,41047193.15,168081386.1,33.812,               ,               ,               ,41047185.27,215704427.6,30.375,41047181.5,215704398.4,31.625,               ,               ,               
  J02, 2025-01-03 01:49:30.000,41049842.82,215718378.7,30.969,41049849.05,168092264,34.156,               ,               ,               ,41049841.76,215718387.7,31.375,41049838.23,215718358.4,31.688,               ,               ,               
  J02, 2025-01-03 01:50:00.000,41052505.69,215732373,32.688,41052513.36,168103168.6,35.5,               ,               ,               ,41052505.38,215732382,33.156,41052502.17,215732352.8,34.188,               ,               ,               
  J02, 2025-01-03 01:50:30.000,41055174.32,215746395.1,32.969,41055181.74,168114094.9,35.438,               ,               ,               ,41055173.42,215746404.1,33.062,41055170.35,215746374.9,33.531,               ,               ,               
  J02, 2025-01-03 01:51:00.000,41057848.98,215760449.2,33.531,41057855.58,168125046,35.812,               ,               ,               ,41057848.66,215760458.2,33.625,41057844.53,215760428.9,34.469,               ,               ,               
  J02, 2025-01-03 01:51:30.000,41060530.64,215774536.6,33.625,41060536.41,168136023.2,35.438,               ,               ,               ,41060529.24,215774545.6,33.812,41060525.87,215774516.4,34.375,               ,               ,               
  J02, 2025-01-03 01:52:00.000,41063216.53,215788654.5,33.125,41063223.59,168147024,35.5,               ,               ,               ,41063215.9,215788663.5,33.562,41063211.97,215788634.3,33.75,               ,               ,               
  J02, 2025-01-03 01:52:30.000,41065908.5,215802801.9,33.656,41065914.83,168158047.9,34.594,               ,               ,               ,41065908.08,215802810.9,34.031,41065904.57,215802781.7,34.312,               ,               ,               
  J02, 2025-01-03 01:53:00.000,41068607.01,215816982.6,33.531,41068614.05,168169097.7,34.188,               ,               ,               ,41068606.65,215816991.6,34.094,41068603.37,215816962.4,34.625,               ,               ,               
  J02, 2025-01-03 01:53:30.000,41071310.73,215831193.1,34,41071317.63,168180170.7,33.188,               ,               ,               ,41071311.05,215831202,34.469,41071308.69,215831172.9,34.719,               ,               ,               
  J02, 2025-01-03 01:54:00.000,41074020.48,215845433.1,33.469,41074027.41,168191266.8,33.75,               ,               ,               ,41074020.85,215845442.1,34.125,41074018.07,215845412.9,33.938,               ,               ,               
  J02, 2025-01-03 01:54:30.000,41076736.12,215859705.6,32.469,41076743.71,168202388.1,34.531,               ,               ,               ,41076736.31,215859714.6,32.875,41076733.7,215859685.4,33.094,               ,               ,               
  J02, 2025-01-03 01:55:00.000,41079458.66,215874009.7,30.844,41079466.13,168213534.1,34.25,               ,               ,               ,41079459.14,215874018.7,30.656,41079456.22,215873989.4,31.719,               ,               ,               
  J02, 2025-01-03 01:55:30.000,41082185.92,215888343.6,29.969,41082193.49,168224703.2,33.688,               ,               ,               ,41082185.97,215888352.6,30,41082181.72,215888323.4,30,               ,               ,               
  J02, 2025-01-03 01:56:00.000,41084919.83,215902710.5,28.844,41084926.71,168235898.1,33.688,               ,               ,               ,41084919.78,215902719.5,28.281,41084916.57,215902690.2,29.562,               ,               ,               
