> PRN,"	                    time","	            C1C","	            L1C","	            S1C","	            C2L","	            L2L","	            S2L","	            C5Q","	            L5Q","	            S5Q","	            C1L","	            L1L","	            S1L","	            C1Z","	            L1Z","	            S1Z","	            C5P	            L5P","	            S5P",
  J02, 2025-01-30 01:55:00.000,41801243.47,219667014,36.375,41801248.37,171169116.3,39.188,41801245.83,164037065.3,32.062,41801243.37,219667016,36.781,41801239.68,219666994.8,37.031,               ,               ,               
  J02, 2025-01-30 01:55:30.000,41804821.2,219685814.7,36.906,41804825.82,171183766,38.812,41804824.02,164051104.7,31.875,41804821.04,219685816.7,37.594,41804817.81,219685795.6,37.75,               ,               ,               
  J02, 2025-01-30 01:56:00.000,41808398.3,219704613.6,37.25,41808403.43,171198414.4,38.5,41808401.14,164065142.6,32,41808398.74,219704615.6,38,41808395.4,219704594.5,37.938,               ,               ,               
  J02, 2025-01-30 01:56:30.000,41811976.49,219723417,36.844,41811981.78,171213066.3,38.531,41811979.45,164079184,31.531,41811976.7,219723419,37.875,41811973.7,219723397.8,37.812,               ,               ,               
  J02, 2025-01-30 01:57:00.000,41815556.72,219742225.7,36.375,41815561.12,171227722.3,38.719,41815558.53,164093229.3,31.312,41815555.8,219742227.7,37.156,41815552.27,219742206.5,37.281,               ,               ,               
  J02, 2025-01-30 01:57:30.000,41819135.96,219761033.8,36.312,41819140.26,171242377.8,38.562,41819138.18,164107274.2,31.25,41819134.92,219761035.8,36.781,41819131.23,219761014.7,36.656,               ,               ,               
  J02, 2025-01-30 01:58:00.000,41822715.36,219779843.5,35.844,41822719.93,171257034.7,38.875,41822717.76,164121320.3,31.656,41822714.64,219779845.5,36.156,41822710.62,219779824.4,36.281,               ,               ,               
  J02, 2025-01-30 01:58:30.000,41826294.7,219798654.9,35.938,41826299.59,171271692.8,38.469,41826297.02,164135367.6,30.844,41826294.39,219798656.9,36.094,41826291.22,219798635.8,36.844,               ,               ,               
  J02, 2025-01-30 01:59:00.000,41829874.01,219817468.5,36.5,41829879.67,171286352.6,38.656,41829877.34,164149416.6,30.781,41829874.58,219817470.5,36.656,41829871.45,219817449.4,37.188,               ,               ,               
  J02, 2025-01-30 01:59:30.000,41833455.13,219836287.2,36.469,41833461,171301016.3,38.375,41833458.11,164163469.4,31.062,41833455.84,219836289.2,36.406,41833452.9,219836268,37.281,               ,               ,               
  J02, 2025-01-30 02:00:00.000,41837035.04,219855100.3,35.906,41837041.04,171315675.8,38.094,41837038.02,164177518,30.406,41837035.89,219855102.3,36.375,41837032.18,219855081.2,36.5,               ,               ,               
  J02, 2025-01-30 02:00:30.000,41840616.8,219873917,34.812,41840621.33,171330338.1,38.188,41840618.74,164191569.4,29.812,41840616.17,219873919.1,35.531,41840612.59,219873898,35.562,               ,               ,               
  J02, 2025-01-30 02:01:00.000,41844197.94,219892736,35.125,41844202.67,171345002.1,38.094,41844199.1,164205622.3,28.844,41844197.18,219892738,35.594,41844193.66,219892716.9,35.531,               ,               ,               
  J02, 2025-01-30 02:01:30.000,41847778.27,219911555.5,35.25,41847784.16,171359666.5,37.125,41847780.51,164219675.6,28.781,41847778.71,219911557.5,35.25,41847775.44,219911536.4,35.719,               ,               ,               
  J02, 2025-01-30 02:02:00.000,41851359.73,219930372.2,35.344,41851364.84,171374328.7,36.781,41851361.5,164233727,28.438,41851359.53,219930374.2,35.656,41851355.66,219930353.1,35.906,               ,               ,               
  J02, 2025-01-30 02:02:30.000,41854939.81,219949188.6,35.375,41854945.41,171388990.7,36.688,41854942.11,164247778,28.406,41854940.48,219949190.6,35.75,41854937.36,219949169.5,36.25,               ,               ,               
  J02, 2025-01-30 02:03:00.000,41858521.76,219968008.9,36,41858526.75,171403655.8,36.938,41858524.13,164261832,28.406,41858521.96,219968010.9,35.875,41858518.99,219967989.8,36.531,               ,               ,               
  J02, 2025-01-30 02:03:30.000,41862102.35,219986825.5,36.469,41862107.84,171418318,37.062,41862104.98,164275883.3,28.375,41862102.83,219986827.5,36,41862100.12,219986806.4,37.125,               ,               ,               
  J02, 2025-01-30 02:04:00.000,41865682.45,220005641.2,36.406,41865688.2,171432979.5,37.375,41865685.39,164289933.8,29.375,41865683.56,220005643.2,36.438,41865680.52,220005622.1,36.906,               ,               ,               
  J02, 2025-01-30 02:04:30.000,41869263.46,220024457.3,36.781,41869269.45,171447641.2,37.594,41869266.54,164303984.7,29.656,41869264.22,220024459.3,36.906,41869261.33,220024438.2,37.125,               ,               ,               
  J02, 2025-01-30 02:05:00.000,41872843.61,220043270.5,36.844,41872849.53,171462300.7,37.5,41872846.09,164318033.3,29.281,41872844.24,220043272.5,37.5,41872841.81,220043251.4,37.469,               ,               ,               
  J02, 2025-01-30 02:05:30.000,41876423.58,220062082.7,36.594,41876429.27,171476959.5,37,41876426.53,164332081.3,29.188,41876424.21,220062084.7,37.062,41876420.98,220062063.7,37.344,               ,               ,               
  J02, 2025-01-30 02:06:00.000,41880003.83,220080895.5,36.031,41880009.66,171491618.7,36.5,41880006.68,164346129.7,29.094,41880004.01,220080897.5,36.375,41880000.81,220080876.4,36.906,               ,               ,               
  J02, 2025-01-30 02:06:30.000,41883583.11,220099704.4,35.531,41883588.99,171506274.9,36.406,41883586.04,164360175.1,30.125,41883583.25,220099706.4,36,41883579.75,220099685.3,36.312,               ,               ,               
  J02, 2025-01-30 02:07:00.000,41887161.81,220118511.2,36.156,41887168.18,171520929.4,36.219,41887164.45,164374219,29.75,41887162.11,220118513.1,36.219,41887159.28,220118492.1,36.781,               ,               ,               
  J02, 2025-01-30 02:07:30.000,41890739.83,220137314.9,36,41890746.44,171535581.6,36.281,41890743.62,164388260.7,30.125,41890740.62,220137316.9,36.281,41890737.35,220137295.9,36.844,               ,               ,               
  J02, 2025-01-30 02:08:00.000,41894318.86,220156119.2,36.312,41894323.8,171550234.2,36.688,41894321.76,164402302.7,30.281,41894319.27,220156121.2,36.5,41894315.71,220156100.1,36.438,               ,               ,               
  J02, 2025-01-30 02:08:30.000,41897896.14,220174915.7,36.719,41897901.25,171564880.7,37.312,41897899.36,164416338.9,30.594,41897896.38,220174917.7,36.562,41897893.03,220174896.6,36.938,               ,               ,               
  J02, 2025-01-30 02:09:00.000,41901472.92,220193713.2,36.656,41901478.39,171579528,37.344,41901476.72,164430375.9,30.531,41901473.33,220193715.2,37.031,41901470.03,220193694.2,37.344,               ,               ,               
  J02, 2025-01-30 02:09:30.000,41905050.13,220212507.6,36.906,41905054.7,171594172.8,36.719,41905053.31,164444410.5,31.375,41905049.91,220212509.5,37.062,41905046.71,220212488.5,37.625,               ,               ,               
  J02, 2025-01-30 02:10:00.000,41908624.74,220231293.6,37.031,41908630.28,171608811.2,37,41908628.24,164458438.9,32,41908624.86,220231295.6,37.219,41908622.08,220231274.5,38.094,               ,               ,               
  J02, 2025-01-30 02:10:30.000,41912199.01,220250078.6,37.062,41912204.23,171623448.7,36.656,41912202.99,164472466.5,32.406,41912199.75,220250080.5,36.969,41912196.46,220250059.5,37.75,               ,               ,               
  J02, 2025-01-30 02:11:00.000,41915773.2,220268860.9,36.812,41915779.44,171638084.2,36.562,41915777.1,164486492.2,32.344,41915774.01,220268862.9,37.375,41915770.39,220268841.8,38,               ,               ,               
  J02, 2025-01-30 02:11:30.000,41919346.82,220287636.5,37.281,41919353.04,171652714.5,36.719,41919350.4,164500512.8,32.375,41919346.69,220287638.5,37.375,41919343.58,220287617.4,37.969,               ,               ,               
  J02, 2025-01-30 02:12:00.000,41922919.2,220306408.4,37.375,41922925.14,171667341.9,37.156,41922922.15,164514530.7,32.219,41922918.91,220306410.4,37.562,41922915.92,220306389.4,38,               ,               ,               
  J02, 2025-01-30 02:12:30.000,41926490.2,220325177.3,37.688,41926497.06,171681966.9,37.688,41926493.97,164528546.3,32.219,41926490.47,220325179.3,38,41926487.56,220325158.3,38.281,               ,               ,               
  J02, 2025-01-30 02:13:00.000,41930060.57,220343937.9,37.469,41930066.77,171696585.4,38,41930063.98,164542555.7,32.156,41930060.79,220343939.9,37.781,41930057.4,220343918.8,38.375,               ,               ,               
  J02, 2025-01-30 02:13:30.000,41933629.91,220362693.9,37.156,41933636.43,171711200.3,38.531,41933633.08,164556561.6,31.562,41933629.97,220362695.9,37.375,41933626.53,220362674.8,38.156,               ,               ,               
  J02, 2025-01-30 02:14:00.000,41937198.41,220381446.4,37.25,41937205.11,171725812.6,38.781,41937202.07,164570565,31.656,41937198.3,220381448.4,37.188,41937195.05,220381427.3,37.531,               ,               ,               
  J02, 2025-01-30 02:14:30.000,41940766.72,220400193,36.812,41940772.41,171740420.2,39.031,41940769.62,164584564,31.781,41940766.08,220400195,36.844,41940762.4,220400174,37.125,               ,               ,               
  J02, 2025-01-30 02:15:00.000,41944332.04,220418931.4,36.344,41944337.98,171755021.5,39.531,41944335.82,164598556.8,32.312,41944331.48,220418933.4,36.812,41944327.88,220418912.4,37.031,               ,               ,               
  J02, 2025-01-30 02:15:30.000,41947896.72,220437662.7,36.344,41947902.84,171769617.2,39.75,41947900.16,164612544.4,31.594,41947896.33,220437664.7,36.469,41947892.22,220437643.7,37.094,               ,               ,               
  J02, 2025-01-30 02:16:00.000,41951460.55,220456391.6,36.375,41951466.56,171784211,39.938,41951464.42,164626530.1,31.281,41951460.07,220456393.6,36.406,41951456.42,220456372.6,37.281,               ,               ,               
  J02, 2025-01-30 02:16:30.000,41955022.71,220475111.6,36.562,41955028.63,171798797.9,40.062,41955026.34,164640509.2,31.125,41955022.56,220475113.6,36.5,41955018.75,220475092.6,37.25,               ,               ,               
  J02, 2025-01-30 02:17:00.000,41958584.3,220493826.1,36.344,41958590.6,171813380.5,39.938,41958587.73,164654484.1,31.188,41958583.76,220493828.1,36.625,41958579.84,220493807,36.812,               ,               ,               
