> PRN,"	                    time","	            C1C","	            L1C","	            S1C","	            C2L","	            L2L","	            S2L","	            C5Q","	            L5Q","	            S5Q","	            C1L","	            L1L","	            S1L","	            C1Z","	            L1Z","	            S1Z","	            C5P	            L5P","	            S5P",
  J02, 2025-01-09 00:39:00.000,40836362.43,214596545.1,34.281,40836365.99,167218101.4,34.625,               ,               ,               ,40836364.19,214596537.1,34.312,40836360.95,214596523.6,34.688,               ,               ,               
  J02, 2025-01-09 00:39:30.000,40838497.11,214607761.7,33.906,40838500.6,167226841.6,34.312,               ,               ,               ,40838498.02,214607753.7,34.188,40838495.42,214607740.2,34.531,               ,               ,               
  J02, 2025-01-09 00:40:00.000,40840637.03,214619006.4,32.938,40840639.58,167235603.7,33.094,               ,               ,               ,40840637.36,214618998.4,32.969,40840634.72,214618984.9,34.031,               ,               ,               
  J02, 2025-01-09 00:40:30.000,40842781.85,214630279.4,30.938,40842784.58,167244387.8,32.5,               ,               ,               ,40842782.3,214630271.4,31.75,40842778.22,214630257.9,31.5,               ,               ,               
  J02, 2025-01-09 00:41:00.000,40844933.18,214641577,28.75,40844934.3,167253191,31.75,               ,               ,               ,40844931.63,214641569,28.969,40844926.84,214641555.4,29.656,               ,               ,               
  J02, 2025-01-09 00:41:30.000,40847088.19,214652905.6,27.625,40847090.92,167262018.5,31.094,               ,               ,               ,40847086.71,214652897.6,28.531,40847081.85,214652884.1,28.719,               ,               ,               
  J02, 2025-01-09 00:42:00.000,40849248.94,214664256.7,27.844,40849250.43,167270863.5,31.438,               ,               ,               ,40849246.96,214664248.8,28.875,               ,               ,               ,               ,               ,               
  J02, 2025-01-09 00:42:30.000,40851414.3,214675640.2,28.656,40851416.9,167279733.7,32.031,               ,               ,               ,40851412.93,214675632.2,28.406,               ,               ,               ,               ,               ,               
  J02, 2025-01-09 00:43:00.000,40853585.54,214687049.2,26.969,40853589.34,167288623.7,31.625,               ,               ,               ,40853582.6,214687041.1,27.625,               ,               ,               ,               ,               ,               
  J02, 2025-01-09 00:43:30.000,40855760.76,214698485.4,28.719,40855765.93,167297535.1,32.469,               ,               ,               ,40855760.94,214698477.4,28.312,               ,               ,               ,               ,               ,               
  J02, 2025-01-09 00:44:00.000,40857941.97,214709950.7,28.125,40857947.42,167306469,31.312,               ,               ,               ,40857943.58,214709942.7,28.438,               ,               ,               ,               ,               ,               
  J02, 2025-01-09 00:44:30.000,40860130.25,214721444.5,29.156,40860134.85,167315425.2,30.938,               ,               ,               ,40860130.42,214721436.5,29.688,               ,               ,               ,               ,               ,               
  J02, 2025-01-09 00:45:00.000,40862322.93,214732963.8,30.094,40862326.09,167324401.2,31.125,               ,               ,               ,40862322.61,214732955.8,30.344,               ,               ,               ,               ,               ,               
  J02, 2025-01-09 00:45:30.000,40864519.52,214744510.5,30.906,40864523.44,167333398.6,31.562,               ,               ,               ,40864519.97,214744502.5,31.219,               ,               ,               ,               ,               ,               
  J02, 2025-01-09 00:46:00.000,40866722.39,214756086.7,31.906,40866726.72,167342419,32.062,               ,               ,               ,40866723.69,214756078.7,31.531,40866721.41,214756071.2,32.812,               ,               ,               
  J02, 2025-01-09 00:46:30.000,40868931.81,214767693.7,31.438,40868936.23,167351463.3,31.781,               ,               ,               ,40868931.91,214767685.7,31.531,40868929.17,214767678.2,32.062,               ,               ,               
  J02, 2025-01-09 00:47:00.000,40871146,214779327.9,31.25,40871148.88,167360528.9,31.562,               ,               ,               ,40871146.98,214779319.9,31.656,40871143.47,214779312.4,32.312,               ,               ,               
  J02, 2025-01-09 00:47:30.000,40873365.11,214790989.4,31.406,40873368.79,167369615.7,30.594,               ,               ,               ,40873365.71,214790981.5,31.312,40873362.52,214790973.9,32.062,               ,               ,               
  J02, 2025-01-09 00:48:00.000,40875589.37,214802678.4,30.531,40875591.28,167378723.9,29.312,               ,               ,               ,40875589.4,214802670.4,30.906,40875585.84,214802662.9,30.875,               ,               ,               
  J02, 2025-01-09 00:48:30.000,40877819.72,214814398.6,30.312,40877822.57,167387856.5,29.031,               ,               ,               ,40877820.53,214814390.6,30.562,40877817.21,214814383.1,31.156,               ,               ,               
  J02, 2025-01-09 00:49:00.000,40880055.47,214826145.7,29.562,40880058.52,167397010,28.062,               ,               ,               ,40880054.96,214826137.7,29.844,40880053.04,214826130.2,30.656,               ,               ,               
  J02, 2025-01-09 00:49:30.000,40882294.85,214837921.7,28.156,40882300.21,167406186.1,27.625,               ,               ,               ,40882296.68,214837913.7,27.719,40882292.97,214837906.3,29.5,               ,               ,               
  J02, 2025-01-09 00:50:00.000,40884542.05,214849726.2,24.25,40884546.8,167415384.3,26.656,               ,               ,               ,40884541.62,214849718.2,24.688,               ,               ,               ,               ,               ,               
  J02, 2025-01-09 00:50:30.000,40886793.04,               ,21.781,40886799.05,167424604,28.344,               ,               ,               ,40886792.2,               ,21,               ,               ,               ,               ,               ,               
