> PRN,"	                    time","	            C1C","	            L1C","	            S1C","	            C2L","	            L2L","	            S2L","	            C5Q","	            L5Q","	            S5Q","	            C1L","	            L1L","	            S1L","	            C1Z","	            L1Z","	            S1Z","	            C5P	            L5P","	            S5P",
  J02, 2025-01-15 00:42:30.000,40971333.32,               ,32.5,               ,               ,               ,               ,               ,               ,40971333.33,215305806.1,32.406,40971329.7,215305784.7,33.406,               ,               ,               
  J02, 2025-01-15 00:43:00.000,40973767.35,215318599.4,33.969,               ,               ,               ,               ,               ,               ,40973767.1,215318597.3,34.375,40973764.35,215318575.9,34.5,               ,               ,               
  J02, 2025-01-15 00:43:30.000,40976207.44,215331425,33.594,               ,               ,               ,               ,               ,               ,40976207.69,215331423,34,40976204.95,215331401.6,34.312,               ,               ,               
  J02, 2025-01-15 00:44:00.000,40978653.16,215344276.4,33.156,               ,               ,               ,               ,               ,               ,40978653.37,215344274.4,33.719,40978650.35,215344252.9,34.438,               ,               ,               
  J02, 2025-01-15 00:44:30.000,40981104.7,215357161.2,34.812,               ,               ,               ,               ,               ,               ,40981105.9,215357159.2,34.5,40981103.02,215357137.8,35,               ,               ,               
  J02, 2025-01-15 00:45:00.000,40983561.77,215370076.3,32.906,               ,               ,               ,               ,               ,               ,40983562.84,215370074.4,33.188,40983559.41,215370052.9,33.25,               ,               ,               
  J02, 2025-01-15 00:45:30.000,40986026.54,215383020.1,32.562,               ,               ,               ,               ,               ,               ,40986026.44,215383018.1,33.156,40986022.22,215382996.6,33.156,               ,               ,               
  J02, 2025-01-15 00:46:00.000,40988497.54,215396000.5,31.062,               ,               ,               ,               ,               ,               ,40988495.86,215395998.5,31.094,40988492.09,215395977,31.688,               ,               ,               
  J02, 2025-01-15 00:46:30.000,40990972.17,215409007.4,32.969,               ,               ,               ,               ,               ,               ,40990970.94,215409005.4,33.562,40990967.08,215408983.9,34,               ,               ,               
  J02, 2025-01-15 00:47:00.000,40993453.17,215422045.7,28.469,               ,               ,               ,               ,               ,               ,40993452.08,215422043.7,29.531,40993447.87,215422022.3,29.25,               ,               ,               
  J02, 2025-01-15 00:47:30.000,40995938.33,215435114.4,26.75,               ,               ,               ,               ,               ,               ,40995938.85,215435112.3,27.719,               ,               ,               ,               ,               ,               
  J02, 2025-01-15 00:48:00.000,40998431.87,215448213.2,24.562,               ,               ,               ,               ,               ,               ,40998431.38,215448211.2,24.312,               ,               ,               ,               ,               ,               
  J02, 2025-01-15 00:48:30.000,41000926.82,               ,19.656,               ,               ,               ,               ,               ,               ,41000927.23,               ,21.188,               ,               ,               ,               ,               ,               
  J02, 2025-01-15 00:49:00.000,               ,               ,               ,               ,               ,               ,               ,               ,               ,41003432.74,               ,19.656,               ,               ,               ,               ,               ,               
  J02, 2025-01-15 00:49:30.000,41005946.03,               ,20.094,               ,               ,               ,               ,               ,               ,41005944.35,               ,20.375,               ,               ,               ,               ,               ,               
  J02, 2025-01-15 00:50:30.000,41010980.61,               ,23.406,               ,               ,               ,               ,               ,               ,41010983.51,               ,23.094,               ,               ,               ,               ,               ,               
  J02, 2025-01-15 00:51:00.000,41013511.94,               ,25.125,               ,               ,               ,               ,               ,               ,41013512.23,               ,25.75,               ,               ,               ,               ,               ,               
  J02, 2025-01-15 00:51:30.000,41016047.27,               ,26.812,               ,               ,               ,               ,               ,               ,41016048.04,               ,27.094,               ,               ,               ,               ,               ,               
  J02, 2025-01-15 00:52:00.000,41018587.25,               ,28.031,               ,               ,               ,               ,               ,               ,41018587.57,               ,28.094,               ,               ,               ,               ,               ,               
  J02, 2025-01-15 00:52:30.000,41021133.48,               ,27.219,               ,               ,               ,               ,               ,               ,41021133.65,               ,27.781,               ,               ,               ,               ,               ,               
  J02, 2025-01-15 00:53:00.000,41023683.57,               ,29.781,               ,               ,               ,               ,               ,               ,41023683.78,               ,30.281,               ,               ,               ,               ,               ,               
  J02, 2025-01-15 00:53:30.000,41026240.62,               ,30.844,               ,               ,               ,               ,               ,               ,41026242.93,               ,30.844,               ,               ,               ,               ,               ,               
  J02, 2025-01-15 00:54:00.000,41028805.32,               ,30.375,               ,               ,               ,               ,               ,               ,41028805.59,               ,30.688,41028802.13,215607823.4,31.25,               ,               ,               
  J02, 2025-01-15 00:54:30.000,41031376.02,               ,32,               ,               ,               ,               ,               ,               ,41031375.81,               ,32.281,41031372.17,215621326,32.906,               ,               ,               
  J02, 2025-01-15 00:55:00.000,41033950.55,               ,30.875,               ,               ,               ,               ,               ,               ,41033949.91,               ,31.219,41033946.99,215634859.8,32,               ,               ,               
  J02, 2025-01-15 00:55:30.000,41036530.26,               ,30.906,               ,               ,               ,               ,               ,               ,41036530.3,               ,31.25,41036526.9,215648423,31.344,               ,               ,               
  J02, 2025-01-15 00:56:00.000,41039117.38,               ,28.812,               ,               ,               ,               ,               ,               ,41039116.68,               ,29.406,41039113.75,215662018.9,29.469,               ,               ,               
  J02, 2025-01-15 00:56:30.000,41041710.38,               ,30.062,               ,               ,               ,               ,               ,               ,41041710.17,               ,30.156,41041706.93,215675645.5,30.719,               ,               ,               
  J02, 2025-01-15 00:57:00.000,41044309.13,               ,30.656,               ,               ,               ,               ,               ,               ,41044308.56,               ,31.406,41044305.01,215689301,31.562,               ,               ,               
  J02, 2025-01-15 00:57:30.000,41046915.28,               ,31.312,               ,               ,               ,               ,               ,               ,41046914.71,               ,31.062,41046911.48,215702991.5,31.5,               ,               ,               
  J02, 2025-01-15 00:58:00.000,41049526.31,               ,31.656,               ,               ,               ,               ,               ,               ,41049525.77,               ,32.188,41049522.52,215716711.8,32.406,               ,               ,               
  J02, 2025-01-15 00:58:30.000,41052142.06,               ,30.094,               ,               ,               ,               ,               ,               ,41052142.38,               ,30.875,41052138.51,215730462.2,31.062,               ,               ,               
  J02, 2025-01-15 00:59:00.000,41054765.26,215744251.7,30.344,               ,               ,               ,               ,               ,               ,41054765.82,215744250.7,30.25,41054761.93,215744245.2,31.094,               ,               ,               
  J02, 2025-01-15 00:59:30.000,41057394.82,215758063.7,30.844,               ,               ,               ,               ,               ,               ,41057394.36,215758062.7,30.969,41057390.37,215758057.2,31.062,               ,               ,               
  J02, 2025-01-15 01:00:00.000,41060029.1,215771907.8,29.906,               ,               ,               ,               ,               ,               ,41060028.05,215771906.8,30.219,41060023.25,215771901.4,30.5,               ,               ,               
  J02, 2025-01-15 01:00:30.000,41062667.54,215785780.5,30.406,               ,               ,               ,               ,               ,               ,41062668.17,215785779.5,30.312,41062664.38,215785774.1,31.156,               ,               ,               
  J02, 2025-01-15 01:01:00.000,41065315.15,215799689.1,30.5,41065319.42,168155617.9,35.094,               ,               ,               ,41065315.03,215799688.1,30.812,41065311.27,215799682.7,31.562,               ,               ,               
  J02, 2025-01-15 01:01:30.000,41067967.4,215813627,31.469,41067972.24,168166478.5,35.469,               ,               ,               ,41067967,215813625.9,31.812,41067963.69,215813620.5,32.5,               ,               ,               
