> PRN,"	                    time","	            C1C","	            L1C","	            S1C","	            C2L","	            L2L","	            S2L","	            C5Q","	            L5Q","	            S5Q","	            C1L","	            L1L","	            S1L","	            C1Z","	            L1Z","	            S1Z","	            C5P	            L5P","	            S5P",
  J02, 2025-01-23 02:02:30.000,41656208.13,218904847.2,37.5,41656213.55,170575233.8,39.125,41656210.79,163467919.3,30.781,41656207.4,218904846.2,38,41656204.08,218904830.1,37.906,               ,               ,               
  J02, 2025-01-23 02:03:00.000,41659733.66,218923376.1,37.344,41659739.58,170589671.7,38.719,41659736.67,163481755.7,30.219,41659733.62,218923375.1,37.594,41659730.07,218923359,37.625,               ,               ,               
  J02, 2025-01-23 02:03:30.000,41663262.03,218941916.6,36.562,41663268.19,170604118.7,38.719,41663265.16,163495600.7,29.844,41663261.67,218941915.6,37.219,41663257.95,218941899.5,37.469,               ,               ,               
  J02, 2025-01-23 02:04:00.000,41666791.95,218960468.6,36.406,41666798.44,170618574.7,38.344,41666794.75,163509454.4,29.312,41666791.85,218960467.6,36.562,41666788.3,218960451.5,37.094,               ,               ,               
  J02, 2025-01-23 02:04:30.000,41670324.8,218979030,37.125,41670330.77,170633038.1,38.812,41670327.68,163523315.1,29.344,41670324.35,218979029,36.594,41670321.14,218979012.9,37.562,               ,               ,               
  J02, 2025-01-23 02:05:00.000,41673859.2,218997602.7,36.906,41673865.47,170647510.2,38.625,41673862.03,163537184.1,28.906,41673858.78,218997601.7,36.969,41673855.34,218997585.6,37.5,               ,               ,               
  J02, 2025-01-23 02:05:30.000,41677395.65,219016187.9,36.969,41677402.14,170661992.1,38.375,41677398.76,163551062.6,29.375,41677395.38,219016186.9,36.969,41677391.92,219016170.8,37.469,               ,               ,               
  J02, 2025-01-23 02:06:00.000,41680934.05,219034782.9,36,41680940.76,170676481.6,38,41680937.4,163564948.3,29.625,41680934.05,219034781.9,36.562,41680930.18,219034765.8,36.688,               ,               ,               
  J02, 2025-01-23 02:06:30.000,41684474.46,219053384.1,35.656,41684480.72,170690975.9,37.375,41684477.05,163578838.7,30.281,41684473.45,219053383.1,35.844,41684469.7,219053367,36.562,               ,               ,               
  J02, 2025-01-23 02:07:00.000,41688016.35,219071997.8,35.625,41688023.08,170705480,37.531,41688019.53,163592738.4,30.719,41688015.66,219071996.8,36.094,41688011.92,219071980.7,36.469,               ,               ,               
  J02, 2025-01-23 02:07:30.000,41691560.55,219090623.2,35.656,41691567.27,170719993.2,38.188,41691563.68,163606646.9,30.656,41691560.43,219090622.2,36.062,41691556.64,219090606.1,36.062,               ,               ,               
  J02, 2025-01-23 02:08:00.000,41695105.95,219109255.2,35.844,41695112.46,170734511.6,38.875,41695109.24,163620560.3,30.938,41695105.74,219109254.2,36.312,41695102.16,219109238.1,36.312,               ,               ,               
  J02, 2025-01-23 02:08:30.000,41698653.92,219127899.1,35.875,41698660.08,170749039.2,39.219,41698657.4,163634482.6,31.156,41698653.75,219127898.1,36.5,41698650.3,219127882,36.406,               ,               ,               
  J02, 2025-01-23 02:09:00.000,41702203.6,219146551.4,36.094,41702209.86,170763573.3,39.031,41702206.75,163648411.1,31.312,41702203.36,219146550.4,36.5,41702199.72,219146534.3,36.594,               ,               ,               
  J02, 2025-01-23 02:09:30.000,41705754.4,219165211.6,36.094,41705761.14,170778113.7,39.031,41705758.41,163662345.6,31.594,41705754.4,219165210.6,36.531,41705751.38,219165194.5,37.031,               ,               ,               
  J02, 2025-01-23 02:10:00.000,41709307.17,219183882.1,36.562,41709313.97,170792662,39.219,41709311.43,163676287.7,32,41709307.39,219183881.1,36.562,41709304.71,219183865.1,37.219,               ,               ,               
  J02, 2025-01-23 02:10:30.000,41712862.66,219202562.8,36.375,41712869.14,170807218.3,39.625,41712866.4,163690237.4,32.062,41712862.35,219202561.8,36.094,41712859.22,219202545.8,37,               ,               ,               
  J02, 2025-01-23 02:11:00.000,41716417.84,219221246.7,35.281,41716424.71,170821777,39.938,41716422.27,163704189.6,32.594,41716417.61,219221245.7,35.562,41716413.56,219221229.7,35.719,               ,               ,               
  J02, 2025-01-23 02:11:30.000,41719976.24,219239941.9,35,41719982.21,170836344.5,39.906,41719979.52,163718150.1,32.531,41719975.3,219239940.8,35.375,41719971.51,219239924.8,35.969,               ,               ,               
  J02, 2025-01-23 02:12:00.000,41723534.08,219258644.6,35.25,41723541.33,170850918,39.531,41723538.17,163732116.3,32.469,41723534.28,219258643.6,35.625,41723531.35,219258627.6,36.062,               ,               ,               
  J02, 2025-01-23 02:12:30.000,41727093.79,219277354.6,35.219,41727101.73,170865497.1,39.438,41727098.47,163746087.9,32.469,41727094.77,219277353.6,36.156,41727091.9,219277337.5,35.781,               ,               ,               
  J02, 2025-01-23 02:13:00.000,41730656.46,219296073.7,35.469,41730663.86,170880083.3,39.5,41730660.9,163760066.3,32.594,41730656.71,219296072.7,36.281,41730654.1,219296056.6,36.344,               ,               ,               
  J02, 2025-01-23 02:13:30.000,41734219.38,219314797.8,35.344,41734226.48,170894673.3,38.594,41734224.18,163774048.4,32.156,41734220.01,219314796.8,36.031,41734217.93,219314780.7,35.812,               ,               ,               
  J02, 2025-01-23 02:14:00.000,41737784.29,219333529.4,34.875,41737791.74,170909269.3,38.219,41737789.04,163788036.2,31.312,41737784.84,219333528.4,34.906,41737781.89,219333512.4,35.344,               ,               ,               
  J02, 2025-01-23 02:14:30.000,41741350.82,219352270.8,34.5,41741358.22,170923872.9,38.375,41741355.73,163802031.3,32.062,41741350.85,219352269.9,34.875,41741348.23,219352253.8,35.406,               ,               ,               
  J02, 2025-01-23 02:15:00.000,41744918.64,219371015.7,35.031,41744925.21,170938479.2,38.406,41744922.97,163816028.9,32.75,41744918.28,219371014.7,35,41744915.13,219370998.7,35.812,               ,               ,               
  J02, 2025-01-23 02:15:30.000,41748486.97,219389768.1,35,41748494.22,170953091.3,38.438,41748491.82,163830032.2,32.375,41748487.31,219389767.1,35,41748484.23,219389751.1,35.625,               ,               ,               
  J02, 2025-01-23 02:16:00.000,41752055.99,219408526,34.844,41752063.57,170967707.7,38.906,41752061.6,163844039.5,32.906,41752056.66,219408525,35.375,41752053.44,219408509,35.625,               ,               ,               
  J02, 2025-01-23 02:16:30.000,41755627.98,219427291,35.188,41755635.09,170982329.7,39.312,41755632.81,163858052.3,32.844,41755627.75,219427290.1,35.594,41755624.37,219427274,35.688,               ,               ,               
  J02, 2025-01-23 02:17:00.000,41759199.74,219446062.8,34.812,41759206.83,170996956.9,39.375,41759205.27,163872070,33.5,41759200,219446061.8,35.094,41759196.72,219446045.8,35.344,               ,               ,               
  J02, 2025-01-23 02:17:30.000,41762773.64,219464838.3,34.219,41762779.94,171011587.1,40.156,41762777.96,163886090.5,34.406,41762772.56,219464837.3,34.656,41762769.24,219464821.3,35.156,               ,               ,               
  J02, 2025-01-23 02:18:00.000,41766347.9,219483620.3,34.875,41766354.25,171026222.3,40.656,41766352.32,163900115.9,33.812,41766346.96,219483619.3,34.875,41766343.37,219483603.2,35.531,               ,               ,               
  J02, 2025-01-23 02:18:30.000,41769921.92,219502405.3,34.188,41769929.15,171040859.9,40.438,41769926.87,163914143.5,34.156,41769921.73,219502404.4,34.375,41769918.01,219502388.3,35,               ,               ,               
  J02, 2025-01-23 02:19:00.000,41773498.36,219521198.3,34.594,41773504.99,171055503.6,40.75,41773503.3,163928177.1,34.156,41773498.36,219521197.3,34.781,41773494.45,219521181.3,35.281,               ,               ,               
  J02, 2025-01-23 02:19:30.000,41777074.77,219539996.1,35,41777082.96,171070151.1,40.531,41777080.63,163942214.2,33.562,41777074.91,219539995.1,35.281,41777071.54,219539979,35.719,               ,               ,               
  J02, 2025-01-23 02:20:00.000,41780652.87,219558796.4,35.375,41780660.02,171084800.6,40.844,41780657.98,163956253.3,33.25,41780652.84,219558795.4,35.312,41780648.76,219558779.4,35.438,               ,               ,               
  J02, 2025-01-23 02:20:30.000,41784231.84,219577603.1,35.438,41784239.19,171099455.1,41.219,41784236.62,163970297.2,32.938,41784232.03,219577602.1,36.281,41784228.77,219577586.1,36.281,               ,               ,               
  J02, 2025-01-23 02:21:00.000,41787811.74,219596415.4,35.719,41787819.06,171114113.9,40.906,41787816.61,163984345.2,33.125,41787811.5,219596414.4,36.375,41787808.03,219596398.4,36.188,               ,               ,               
  J02, 2025-01-23 02:21:30.000,41791391.11,219615225,35.969,41791398.52,171128770.6,40.781,41791396.2,163998391.2,32.625,41791391.21,219615224,36.062,41791387.74,219615208,36.844,               ,               ,               
  J02, 2025-01-23 02:22:00.000,41794972.05,219634042.8,36.656,41794979.38,171143433.7,40.312,41794976.95,164012443.3,32.5,41794972.46,219634041.8,36.594,41794969.47,219634025.8,37.25,               ,               ,               
  J02, 2025-01-23 02:22:30.000,41798553.69,219652867.1,36.719,41798561.95,171158101.9,40,41798559.63,164026500.3,32.125,41798554.57,219652866.1,36.844,41798551.31,219652850.1,37.375,               ,               ,               
  J02, 2025-01-23 02:23:00.000,41802135.82,219671688.9,36.781,41802143.46,171172768.2,39.312,41802141.56,164040555.4,31.844,41802135.9,219671687.9,36.969,41802133.15,219671672,37.031,               ,               ,               
  J02, 2025-01-23 02:23:30.000,41805718.85,219690515.7,36.688,41805725.75,171187438.2,39.031,41805723.95,164054614.2,32.25,41805719.01,219690514.7,37.25,41805715.82,219690498.7,37.594,               ,               ,               
  J02, 2025-01-23 02:24:00.000,41809301.91,219709344.6,36.844,41809308.81,171202110,38.5,41809307.19,164068674.7,31.656,41809302.11,219709343.6,37.25,41809298.68,219709327.6,37.562,               ,               ,               
  J02, 2025-01-23 02:24:30.000,41812885.99,219728179.5,36.562,41812893.72,171216786.4,37.781,41812891.4,164082739.5,31.75,41812886.11,219728178.5,37.25,41812882.88,219728162.5,37.469,               ,               ,               
  J02, 2025-01-23 02:25:00.000,41816470.7,219747014.8,36.188,41816477.48,171231463.2,38.094,41816475.35,164096804.7,31.375,41816470.3,219747013.8,36.5,41816466.95,219746997.8,36.875,               ,               ,               
  J02, 2025-01-23 02:25:30.000,41820055.6,219765850.4,36.156,41820062.4,171246140.2,38.062,41820059.84,164110870.1,31,41820054.92,219765849.4,36.781,41820051.23,219765833.4,36.969,               ,               ,               
  J02, 2025-01-23 02:26:00.000,41823640.48,219784687.2,37.156,41823646.69,171260818.1,37.719,41823644.56,164124936.4,30.844,41823639.94,219784686.2,36.875,41823636.74,219784670.2,37.656,               ,               ,               
  J02, 2025-01-23 02:26:30.000,41827225.4,219803529.4,37.5,41827232.51,171275500.1,38.031,41827230.59,164139006.8,30.219,41827225.43,219803528.4,37.094,41827222.39,219803512.4,37.875,               ,               ,               
  J02, 2025-01-23 02:27:00.000,41830810.6,219822371.8,37.344,41830818.05,171290182.3,37.812,41830815.79,164153077.2,30.531,41830811.04,219822370.7,37.438,41830807.99,219822354.8,37.938,               ,               ,               
  J02, 2025-01-23 02:27:30.000,41834396.56,219841215.3,37.094,41834404.05,171304865.4,37.281,41834401.83,164167148.5,29.906,41834396.67,219841214.3,37.125,41834393.33,219841198.3,37.719,               ,               ,               
  J02, 2025-01-23 02:28:00.000,41837982.88,219860058.5,36.094,41837989.77,171319548.3,37.469,41837986.87,164181219.5,29.188,41837982.31,219860057.5,36.469,41837978.78,219860041.5,36.812,               ,               ,               
  J02, 2025-01-23 02:28:30.000,41841568.87,219878902.9,35.562,41841575.81,171334232.2,37.25,41841573.08,164195291.5,28.5,41841568.45,219878901.9,36.281,41841564.71,219878885.9,36.188,               ,               ,               
  J02, 2025-01-23 02:29:00.000,41845154.91,219897748.6,35.031,41845162.05,171348916.9,36.344,41845159.52,164209364.4,28.719,41845154.67,219897747.6,35.688,41845151.15,219897731.6,36,               ,               ,               
  J02, 2025-01-23 02:29:30.000,41848741.44,219916595.8,35.344,41848748.97,171363603,36.688,41848745.56,164223438.5,28,41848741.45,219916594.8,35.938,41848737.41,219916578.9,35.875,               ,               ,               
  J02, 2025-01-23 02:30:00.000,41852327.16,219935441.5,35.219,41852335.25,171378287.7,36.438,41852331.05,164237511.4,27.625,41852327.79,219935440.4,35.438,41852324.33,219935424.5,35.906,               ,               ,               
  J02, 2025-01-23 02:30:30.000,41855914.2,219954284.3,34.906,41855920.58,171392970.3,36.844,41855917.99,164251582.2,27.938,41855913.29,219954283.3,35.031,41855909.43,219954267.3,35.844,               ,               ,               
  J02, 2025-01-23 02:31:00.000,41859500.67,219973131.3,34.812,41859507.18,171407656.2,36.906,41859504.3,164265656.1,27.719,41859499.95,219973130.3,35.188,41859496.53,219973114.3,35.625,               ,               ,               
  J02, 2025-01-23 02:31:30.000,41863086.22,219991977.4,35.594,41863093.63,171422341.3,36.906,41863091.47,164279729.3,28.375,41863086.73,219991976.4,35.75,41863083.41,219991960.5,36.125,               ,               ,               
  J02, 2025-01-23 02:32:00.000,41866672.44,220010821.1,36.031,41866679.85,171437024.6,37.125,41866677.01,164293800.8,28.75,41866672.67,220010820.1,36.125,41866669.46,220010804.1,36.719,               ,               ,               
  J02, 2025-01-23 02:32:30.000,41870258.22,220029664.9,36.219,41870266.19,171451707.9,37.094,41870263.79,164307872.2,28.812,41870258.75,220029663.9,36.469,41870255.53,220029647.9,36.781,               ,               ,               
