> PRN,"	                    time","	            C1C","	            L1C","	            S1C","	            C2L","	            L2L","	            S2L","	            C5Q","	            L5Q","	            S5Q","	            C1L","	            L1L","	            S1L","	            C1Z","	            L1Z","	            S1Z","	            C5P	            L5P","	            S5P",
  J02, 2025-01-19 00:00:00.000,40853493.1,214686550.1,30.062,40853493.27,167288234.3,30.75,               ,               ,               ,40853493.1,214686559.1,30.281,40853488.82,214686522.5,31.219,               ,               ,               
  J02, 2025-01-19 00:00:30.000,40855644.35,214697849.9,30,40855644.06,167297039.2,30.969,               ,               ,               ,40855643.03,214697858.9,29.438,40855639.14,214697822.2,30.531,               ,               ,               
  J02, 2025-01-19 00:01:00.000,40857799.41,214709181,28.938,40857799.65,167305868.8,30.969,               ,               ,               ,40857799.59,214709190,29.281,40857795.86,214709153.4,30.281,               ,               ,               
  J02, 2025-01-19 00:01:30.000,40859961.12,214720539.3,29.469,40859961.9,167314719.4,31.656,               ,               ,               ,40859961.08,214720548.3,29.375,40859957.3,214720511.8,30.156,               ,               ,               
  J02, 2025-01-19 00:02:00.000,40862127.77,214731923.7,28.812,40862129.46,167323590.3,32.312,               ,               ,               ,40862127.35,214731932.7,28.875,40862122.6,214731896.1,29.438,               ,               ,               
  J02, 2025-01-19 00:02:30.000,40864300.17,214743336.7,30.062,40864299.88,167332483.6,32.062,               ,               ,               ,40864299.44,214743345.7,29.938,40864295.02,214743309.1,31.125,               ,               ,               
  J02, 2025-01-19 00:03:00.000,40866477.58,214754775.6,31.656,40866478.25,167341396.9,32.781,               ,               ,               ,40866476.13,214754784.5,32.031,40866473.08,214754748,32.156,               ,               ,               
  J02, 2025-01-19 00:03:30.000,40868659.22,214766243.1,31.594,40868661.36,167350332.7,33.188,               ,               ,               ,40868659.05,214766252.2,31.281,40868654.83,214766215.6,32.281,               ,               ,               
  J02, 2025-01-19 00:04:00.000,40870845.42,214777737.8,32.375,40870848.12,167359289.5,33,               ,               ,               ,40870846.32,214777746.8,32.281,40870843.31,214777710.2,33.062,               ,               ,               
  J02, 2025-01-19 00:04:30.000,40873038.54,214789261.3,33.156,40873041.2,167368268.9,33.656,               ,               ,               ,40873038.72,214789270.4,33.344,40873036.34,214789233.8,33.844,               ,               ,               
  J02, 2025-01-19 00:05:00.000,40875236.59,214800811.2,33.344,40875239.36,167377268.8,34.594,               ,               ,               ,40875237.07,214800820.2,33.156,40875233.9,214800783.6,34.062,               ,               ,               
  J02, 2025-01-19 00:05:30.000,40877440.08,214812389.7,33.531,40877441.48,167386291,33.969,               ,               ,               ,40877440.28,214812398.6,33.125,40877437.59,214812362.1,34.219,               ,               ,               
  J02, 2025-01-19 00:06:00.000,40879647.69,214823996.1,31.375,40879649.87,167395335,33.938,               ,               ,               ,40879648.4,214824005.1,32.719,40879645,214823968.5,32.812,               ,               ,               
  J02, 2025-01-19 00:06:30.000,40881861.69,214835630.4,32.188,40881863.72,167404400.6,33.812,               ,               ,               ,40881862.26,214835639.4,32.531,40881858.68,214835602.8,32.781,               ,               ,               
  J02, 2025-01-19 00:07:00.000,40884082.3,214847294.2,32.312,40884084.65,167413489.3,32.281,               ,               ,               ,40884082.52,214847303.2,31.875,40884078.99,214847266.7,33.25,               ,               ,               
  J02, 2025-01-19 00:07:30.000,40886307.08,214858986.2,32.312,40886309.38,167422600,32.062,               ,               ,               ,40886306.98,214858995.2,32.469,40886303.22,214858958.7,32.969,               ,               ,               
  J02, 2025-01-19 00:08:00.000,40888537.57,214870703.5,32.312,40888539.08,167431730.3,31.062,               ,               ,               ,40888537.62,214870712.5,32.906,40888534.17,214870675.9,33.688,               ,               ,               
