> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
J02, 2025-01-30 00:00:00.000,   39658533.016,  208407115.951,         42.000,   39658531.926,  208407047.945,         46.500,   39658528.301,  208406975.031,         43.400,   39658541.781,  162395132.999,         45.100,   39658538.539,  155628667.519,         43.800
J02, 2025-01-30 00:00:30.000,   39662245.031,  208426623.130,         41.400,   39662243.738,  208426555.109,         46.000,   39662240.336,  208426482.209,         42.100,   39662253.742,  162410333.333,         45.500,   39662250.836,  155643234.500,         43.700
J02, 2025-01-30 00:01:00.000,   39665964.375,  208446167.530,         41.800,   39665963.234,  208446099.532,         46.100,   39665959.570,  208446026.624,         42.900,   39665973.008,  162425562.701,         45.100,   39665969.836,  155657829.285,         44.500
J02, 2025-01-30 00:01:30.000,   39669690.453,  208465748.701,         43.400,   39669689.668,  208465680.695,         46.200,   39669686.609,  208465607.781,         43.000,   39669699.070,  162440820.676,         45.000,   39669696.148,  155672451.503,         44.300
J02, 2025-01-30 00:02:00.000,   39673423.797,  208485366.977,         42.800,   39673422.754,  208485298.986,         46.600,   39673419.516,  208485226.064,         43.900,   39673432.660,  162456107.588,         45.500,   39673429.879,  155687101.431,         44.300
J02, 2025-01-30 00:02:30.000,   39677164.063,  208505022.186,         42.600,   39677162.977,  208504954.189,         46.500,   39677159.539,  208504881.280,         43.400,   39677172.715,  162471423.278,         44.500,   39677170.309,  155701778.954,         44.200
J02, 2025-01-30 00:03:00.000,   39680911.250,  208524713.973,         41.700,   39680909.813,  208524645.976,         46.500,   39680906.539,  208524573.069,         42.500,   39680920.148,  162486767.442,         44.700,   39680917.746,  155716483.778,         44.100
J02, 2025-01-30 00:03:30.000,   39684665.375,  208544442.376,         41.800,   39684663.922,  208544374.377,         46.400,   39684661.035,  208544301.463,         43.200,   39684674.535,  162502140.154,         44.900,   39684671.855,  155731215.933,         44.700
J02, 2025-01-30 00:04:00.000,   39688426.609,  208564207.157,         41.500,   39688424.977,  208564139.144,         45.800,   39688421.539,  208564066.251,         42.200,   39688435.664,  162517541.185,         45.500,   39688433.000,  155745975.267,         44.500
J02, 2025-01-30 00:04:30.000,   39692194.859,  208584008.553,         42.300,   39692193.480,  208583940.568,         46.000,   39692189.934,  208583867.652,         43.100,   39692203.719,  162532970.801,         44.600,   39692201.332,  155760761.933,         44.200
