> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
J02, 2025-01-15 00:00:00.000,   39266899.797,  206348954.657,         43.800,   39266898.383,  206348844.662,         46.400,   39266895.148,  206348891.655,         43.900,   39266908.277,  160791439.625,         45.900,   39266906.758,  154091790.593,         46.100
J02, 2025-01-15 00:00:30.000,   39269696.078,  206363648.936,         44.900,   39269695.172,  206363538.933,         46.900,   39269691.781,  206363585.940,         44.700,   39269704.543,  160802889.629,         46.300,   39269702.988,  154102763.517,         45.700
J02, 2025-01-15 00:01:00.000,   39272499.906,  206378382.428,         43.800,   39272498.871,  206378272.418,         46.700,   39272495.391,  206378319.432,         44.300,   39272508.348,  160814370.201,         46.400,   39272506.750,  154113765.720,         46.100
J02, 2025-01-15 00:01:30.000,   39275311.172,  206393156.088,         43.900,   39275309.789,  206393046.085,         46.400,   39275306.637,  206393093.100,         44.100,   39275319.867,  160825882.072,         45.900,   39275318.113,  154124797.911,         46.200
J02, 2025-01-15 00:02:00.000,   39278129.891,  206407969.982,         43.200,   39278128.539,  206407859.965,         46.100,   39278125.156,  206407906.988,         43.600,   39278139.223,  160837425.273,         46.700,   39278136.977,  154135860.130,         45.800
J02, 2025-01-15 00:02:30.000,   39280956.875,  206422823.937,         40.500,   39280955.281,  206422713.924,         45.100,   39280951.988,  206422760.948,         42.000,   39280965.598,  160848999.717,         46.500,   39280963.617,  154146952.278,         46.400
J02, 2025-01-15 00:03:00.000,   39283791.281,  206437718.015,         40.600,   39283789.652,  206437608.011,         44.700,   39283786.645,  206437655.020,         42.300,   39283800.180,  160860605.417,         46.300,   39283798.152,  154158074.400,         46.000
J02, 2025-01-15 00:03:30.000,   39286633.094,  206452652.137,         42.100,   39286631.824,  206452542.161,         45.800,   39286628.430,  206452589.163,         42.900,   39286641.789,  160872242.324,         45.700,   39286640.293,  154169226.422,         46.000
J02, 2025-01-15 00:04:00.000,   39289482.656,  206467626.389,         43.200,   39289481.688,  206467516.384,         45.800,   39289478.078,  206467563.393,         43.700,   39289491.516,  160883910.472,         45.300,   39289489.613,  154180408.368,         46.400
J02, 2025-01-15 00:04:30.000,   39292339.672,  206482640.638,         42.300,   39292337.887,  206482530.625,         44.900,   39292334.930,  206482577.650,         42.400,   39292348.801,  160895609.799,         46.400,   39292346.688,  154191620.223,         45.700
J02, 2025-01-15 00:05:00.000,   39295204.531,  206497694.949,         41.000,   39295203.105,  206497584.928,         44.300,   39295200.031,  206497631.961,         41.600,   39295213.547,  160907340.362,         46.000,   39295211.406,  154202861.993,         45.400
J02, 2025-01-15 00:05:30.000,   39298076.844,  206512789.424,         41.500,   39298075.172,  206512679.424,         44.300,   39298071.871,  206512726.442,         42.000,   39298086.230,  160919102.238,         46.100,   39298084.012,  154214133.744,         45.800
J02, 2025-01-15 00:06:00.000,   39300956.859,  206527924.227,         39.800,   39300955.367,  206527814.227,         43.000,   39300952.230,  206527861.239,         39.600,   39300966.617,  160930895.493,         46.300,   39300964.289,  154225435.624,         45.700
J02, 2025-01-15 00:06:30.000,   39303844.875,  206543099.774,         40.100,   39303843.773,  206542989.773,         42.700,   39303840.168,  206543036.794,         39.700,   39303854.273,  160942720.518,         46.400,   39303852.344,  154236767.913,         45.700
J02, 2025-01-15 00:07:00.000,   39306740.281,  206558316.007,         40.800,   39306739.125,  206558206.000,         43.400,   39306735.773,  206558253.027,         40.500,   39306749.625,  160954577.229,         46.000,   39306748.207,  154248130.581,         46.300
J02, 2025-01-15 00:07:30.000,   39309643.672,  206573572.404,         39.900,   39309642.352,  206573462.402,         43.500,   39309639.191,  206573509.423,         40.600,   39309652.977,  160966465.235,         45.300,   39309651.320,  154259523.241,         45.700
J02, 2025-01-15 00:08:00.000,   39312554.438,  206588868.774,         39.500,   39312553.277,  206588758.758,         43.400,   39312549.621,  206588805.794,         41.400,   39312563.785,  160978384.399,         44.900,   39312561.879,  154270945.759,         46.000
J02, 2025-01-15 00:08:30.000,   39315472.984,  206604205.440,         39.900,   39315471.602,  206604095.430,         43.200,   39315467.965,  206604142.460,         40.800,   39315482.371,  160990334.984,         45.500,   39315480.297,  154282398.377,         46.100
J02, 2025-01-15 00:09:00.000,   39318399.266,  206619582.795,         38.600,   39318397.059,  206619472.800,         42.300,   39318394.109,  206619519.822,         39.800,   39318408.516,  161002317.271,         46.200,   39318406.633,  154293881.388,         45.900
J02, 2025-01-15 00:09:30.000,   39321333.141,  206635000.808,         37.200,   39321331.383,  206634890.812,         41.700,   39321328.094,  206634937.834,         38.700,   39321342.781,  161014331.244,         46.000,   39321340.703,  154305394.767,         46.100
J02, 2025-01-15 00:10:00.000,   39324275.156,  206650459.345,         37.900,   39324273.168,  206650349.351,         41.100,   39324270.328,  206650396.373,         37.700,   39324284.469,  161026376.798,         45.400,   39324282.758,  154316938.395,         46.200
J02, 2025-01-15 00:10:30.000,   39327224.125,  206665958.485,         38.200,   39327222.672,  206665848.486,         41.600,   39327219.648,  206665895.514,         38.600,   39327233.703,  161038453.978,         45.300,   39327232.359,  154328512.324,         46.100
