> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
S22, 2025-01-06 00:00:00.000,   39008669.469,  204992178.076,         40.500,,,,,,,,,,,,
S22, 2025-01-06 00:00:30.000,   39009108.250,  204994500.814,         40.400,,,,,,,,,,,,
S22, 2025-01-06 00:01:00.000,   39009549.234,  204996821.071,         40.100,,,,,,,,,,,,
S22, 2025-01-06 00:01:30.000,   39009990.969,  204999138.167,         40.100,,,,,,,,,,,,
S22, 2025-01-06 00:02:00.000,   39010430.906,  205001454.315,         40.500,,,,,,,,,,,,
S22, 2025-01-06 00:02:30.000,   39010872.344,  205003764.626,         40.100,,,,,,,,,,,,
S22, 2025-01-06 00:03:00.000,   39011310.438,  205006082.501,         40.100,,,,,,,,,,,,
S22, 2025-01-06 00:03:30.000,   39011749.438,  205008400.981,         40.300,,,,,,,,,,,,
S22, 2025-01-06 00:04:00.000,   39012184.938,  205010717.298,         40.600,,,,,,,,,,,,
S22, 2025-01-06 00:04:30.000,   39012625.172,  205013026.800,         40.000,,,,,,,,,,,,
S22, 2025-01-06 00:05:00.000,   39013062.844,  205015337.671,         40.600,,,,,,,,,,,,
S22, 2025-01-06 00:05:30.000,   39013500.344,  205017638.629,         40.000,,,,,,,,,,,,
S22, 2025-01-06 00:06:00.000,   39013941.031,  205019942.043,         40.200,,,,,,,,,,,,
S22, 2025-01-06 00:06:30.000,   39014375.281,  205022242.993,         40.200,,,,,,,,,,,,
S22, 2025-01-06 00:07:00.000,   39014813.859,  205024545.622,         40.100,,,,,,,,,,,,
S22, 2025-01-06 00:07:30.000,   39015250.844,  205026844.875,         39.800,,,,,,,,,,,,
S22, 2025-01-06 00:08:00.000,   39015689.609,  205029144.019,         39.900,,,,,,,,,,,,
S22, 2025-01-06 00:08:30.000,   39016124.406,  205031438.853,         39.200,,,,,,,,,,,,
S22, 2025-01-06 00:09:00.000,   39016561.406,  205033733.548,         39.900,,,,,,,,,,,,
S22, 2025-01-06 00:09:30.000,   39016998.266,  205036029.059,         39.200,,,,,,,,,,,,
S22, 2025-01-06 00:10:00.000,   39017433.953,  205038324.563,         39.500,,,,,,,,,,,,
S22, 2025-01-06 00:10:30.000,   39017867.828,  205040616.714,         39.700,,,,,,,,,,,,
S22, 2025-01-06 00:11:00.000,   39018303.125,  205042904.082,         39.400,,,,,,,,,,,,
S22, 2025-01-06 00:11:30.000,   39018737.266,  205045198.655,         39.200,,,,,,,,,,,,
S22, 2025-01-06 00:12:00.000,   39019170.656,  205047487.073,         39.500,,,,,,,,,,,,
S22, 2025-01-06 00:12:30.000,   39019606.156,  205049773.173,         39.400,,,,,,,,,,,,
S22, 2025-01-06 00:13:00.000,   39020040.984,  205052062.077,         39.400,,,,,,,,,,,,
S22, 2025-01-06 00:13:30.000,   39020474.094,  205054346.148,         39.400,,,,,,,,,,,,
S22, 2025-01-06 00:14:00.000,   39020905.656,  205056624.858,         39.000,,,,,,,,,,,,
S22, 2025-01-06 00:14:30.000,   39021341.547,  205058896.680,         39.200,,,,,,,,,,,,
S22, 2025-01-06 00:15:00.000,   39021774.641,  205061161.627,         39.200,,,,,,,,,,,,
S22, 2025-01-06 00:15:30.000,   39022208.750,  205063428.790,         39.200,,,,,,,,,,,,
S22, 2025-01-06 00:16:00.000,   39022642.203,  205065698.073,         39.100,,,,,,,,,,,,
S22, 2025-01-06 00:16:30.000,   39023074.344,  205067968.933,         39.000,,,,,,,,,,,,
S22, 2025-01-06 00:17:00.000,   39023507.109,  205070235.845,         39.000,,,,,,,,,,,,
S22, 2025-01-06 00:17:30.000,   39023939.188,  205072505.671,         39.200,,,,,,,,,,,,
S22, 2025-01-06 00:18:00.000,   39024366.266,  205074775.495,         39.200,,,,,,,,,,,,
S22, 2025-01-06 00:18:30.000,   39024798.578,  205077039.826,         39.000,,,,,,,,,,,,
S22, 2025-01-06 00:19:00.000,   39025226.063,  205079303.522,         38.300,,,,,,,,,,,,
S22, 2025-01-06 00:19:30.000,   39025656.453,  205081563.475,         38.600,,,,,,,,,,,,
S22, 2025-01-06 00:20:00.000,   39026085.188,  205083820.740,         38.900,,,,,,,,,,,,
S22, 2025-01-06 00:20:30.000,   39026512.563,  205086080.808,         38.300,,,,,,,,,,,,
S22, 2025-01-06 00:21:00.000,   39026944.313,  205088333.430,         38.800,,,,,,,,,,,,
S22, 2025-01-06 00:21:30.000,   39027372.047,  205090587.109,         38.300,,,,,,,,,,,,
S22, 2025-01-06 00:22:00.000,   39027800.469,  205092839.637,         38.700,,,,,,,,,,,,
S22, 2025-01-06 00:22:30.000,   39028227.672,  205095088.714,         38.400,,,,,,,,,,,,
S22, 2025-01-06 00:23:00.000,   39028654.203,  205097346.941,         38.800,,,,,,,,,,,,
S22, 2025-01-06 00:23:30.000,   39029080.078,  205099593.390,         38.700,,,,,,,,,,,,
S22, 2025-01-06 00:24:00.000,   39029506.328,  205101833.573,         38.800,,,,,,,,,,,,
S22, 2025-01-06 00:24:30.000,   39029931.484,  205104072.226,         38.800,,,,,,,,,,,,
S22, 2025-01-06 00:25:00.000,   39030359.484,  205106316.054,         38.700,,,,,,,,,,,,
S22, 2025-01-06 00:25:30.000,   39030782.891,  205108556.073,         38.600,,,,,,,,,,,,
S22, 2025-01-06 00:26:00.000,   39031209.891,  205110792.352,         38.900,,,,,,,,,,,,
S22, 2025-01-06 00:26:30.000,   39031636.063,  205113020.498,         39.100,,,,,,,,,,,,
S22, 2025-01-06 00:27:00.000,   39032057.203,  205115249.951,         38.500,,,,,,,,,,,,
S22, 2025-01-06 00:27:30.000,   39032485.828,  205117476.288,         39.400,,,,,,,,,,,,
S22, 2025-01-06 00:28:00.000,   39032910.188,  205119701.975,         39.200,,,,,,,,,,,,
S22, 2025-01-06 00:28:30.000,   39033334.313,  205121924.150,         39.900,,,,,,,,,,,,
S22, 2025-01-06 00:29:00.000,   39033756.156,  205124141.504,         39.800,,,,,,,,,,,,
S22, 2025-01-06 00:29:30.000,   39034182.625,  205126354.999,         40.000,,,,,,,,,,,,
S22, 2025-01-06 00:30:00.000,   39034603.453,  205128577.378,         41.100,,,,,,,,,,,,
S22, 2025-01-06 00:30:30.000,   39035025.547,  205130789.442,         39.900,,,,,,,,,,,,
S22, 2025-01-06 00:31:00.000,   39035447.203,  205133001.739,         40.100,,,,,,,,,,,,
S22, 2025-01-06 00:31:30.000,   39035866.219,  205135209.106,         39.700,,,,,,,,,,,,
S22, 2025-01-06 00:32:00.000,   39036285.984,  205137417.852,         39.200,,,,,,,,,,,,
S22, 2025-01-06 00:32:30.000,   39036705.906,  205139625.496,         39.400,,,,,,,,,,,,
S22, 2025-01-06 00:33:00.000,   39037129.547,  205141830.302,         39.800,,,,,,,,,,,,
S22, 2025-01-06 00:33:30.000,   39037546.828,  205144034.469,         39.700,,,,,,,,,,,,
