> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
J02, 2025-01-12 00:00:00.000,   40400956.703,  212308452.004,         39.400,   40400956.449,  212308310.005,         43.400,   40400952.828,  212308456.885,         40.200,   40400964.313,  165435397.072,         41.400,   40400961.492,  158542057.956,         43.000
J02, 2025-01-12 00:00:30.000,   40401104.141,  212309221.091,         40.000,   40401102.500,  212309079.069,         43.500,   40401099.012,  212309225.972,         40.900,   40401110.711,  165435996.329,         42.000,   40401107.969,  158542632.252,         44.000
J02, 2025-01-12 00:01:00.000,   40401254.906,  212310015.771,         38.600,   40401253.797,  212309873.769,         43.200,   40401250.113,  212310020.652,         39.800,   40401261.777,  165436615.557,         42.000,   40401259.113,  158543225.691,         43.200
J02, 2025-01-12 00:01:30.000,   40401412.031,  212310840.620,         39.400,   40401410.684,  212310698.616,         42.700,   40401406.883,  212310845.506,         39.200,   40401418.941,  165437258.316,         41.600,   40401416.035,  158543841.659,         44.200
J02, 2025-01-12 00:02:00.000,   40401575.234,  212311697.773,         39.900,   40401573.930,  212311555.774,         43.600,   40401570.594,  212311702.662,         40.300,   40401581.828,  165437926.229,         41.700,   40401579.191,  158544481.742,         44.100
J02, 2025-01-12 00:02:30.000,   40401743.828,  212312584.021,         39.800,   40401742.813,  212312442.005,         43.900,   40401739.301,  212312588.910,         40.300,   40401750.668,  165438616.806,         42.300,   40401748.156,  158545143.527,         43.800
J02, 2025-01-12 00:03:00.000,   40401917.609,  212313497.662,         39.100,   40401916.133,  212313355.654,         43.400,   40401912.766,  212313502.548,         39.800,   40401924.660,  165439328.738,         42.600,   40401921.879,  158545825.795,         43.900
J02, 2025-01-12 00:03:30.000,   40402096.766,  212314439.948,         38.400,   40402095.160,  212314297.940,         42.700,   40402091.855,  212314444.831,         38.900,   40402103.816,  165440062.966,         41.800,   40402101.363,  158546529.458,         43.900
J02, 2025-01-12 00:04:00.000,   40402281.141,  212315411.079,         37.700,   40402279.938,  212315269.080,         41.800,   40402276.848,  212315415.963,         38.300,   40402288.906,  165440819.701,         43.500,   40402285.820,  158547254.676,         43.500
J02, 2025-01-12 00:04:30.000,   40402471.578,  212316409.403,         39.300,   40402470.699,  212316267.377,         43.700,   40402467.301,  212316414.285,         40.300,   40402479.238,  165441597.633,         43.200,   40402475.684,  158548000.158,         43.000
J02, 2025-01-12 00:05:00.000,   40402666.844,  212317435.469,         40.200,   40402665.742,  212317293.471,         43.800,   40402662.387,  212317440.352,         40.200,   40402674.324,  165442397.177,         43.900,   40402670.754,  158548766.374,         43.200
J02, 2025-01-12 00:05:30.000,   40402867.156,  212318489.892,         39.700,   40402865.793,  212318347.897,         43.200,   40402862.500,  212318494.776,         38.800,   40402874.594,  165443218.792,         42.100,   40402871.500,  158549553.762,         43.100
J02, 2025-01-12 00:06:00.000,   40403073.453,  212319573.341,         38.400,   40403071.738,  212319431.335,         42.600,   40403068.746,  212319578.224,         39.100,   40403080.898,  165444063.016,         41.700,   40403077.695,  158550362.808,         43.600
J02, 2025-01-12 00:06:30.000,   40403285.531,  212320685.777,         37.900,   40403283.766,  212320543.777,         42.400,   40403280.113,  212320690.664,         39.300,   40403292.289,  165444929.859,         42.300,   40403289.434,  158551193.552,         43.700
J02, 2025-01-12 00:07:00.000,   40403502.156,  212321826.016,         37.700,   40403501.000,  212321684.000,         42.500,   40403497.613,  212321830.903,         39.400,   40403509.684,  165445818.366,         42.300,   40403506.398,  158552045.015,         43.900
J02, 2025-01-12 00:07:30.000,   40403724.734,  212322995.593,         39.200,   40403723.699,  212322853.591,         43.800,   40403720.535,  212323000.484,         39.500,   40403732.023,  165446729.732,         41.900,   40403729.012,  158552918.417,         44.200
J02, 2025-01-12 00:08:00.000,   40403953.313,  212324195.479,         39.900,   40403952.477,  212324053.474,         44.000,   40403948.867,  212324200.372,         41.100,   40403960.234,  165447664.652,         41.600,   40403957.488,  158553814.390,         44.300
J02, 2025-01-12 00:08:30.000,   40404187.172,  212325425.390,         39.500,   40404186.281,  212325283.384,         43.400,   40404182.789,  212325430.278,         39.600,   40404194.332,  165448623.039,         42.400,   40404191.574,  158554732.833,         44.100
J02, 2025-01-12 00:09:00.000,   40404427.297,  212326685.365,         38.300,   40404425.574,  212326543.374,         42.600,   40404422.094,  212326690.259,         39.300,   40404434.082,  165449604.824,         42.800,   40404431.121,  158555673.722,         44.300
J02, 2025-01-12 00:09:30.000,   40404672.125,  212327975.362,         37.700,   40404670.977,  212327833.367,         42.400,   40404667.609,  212327980.250,         39.700,   40404679.777,  165450610.024,         42.700,   40404676.824,  158556637.024,         43.600
J02, 2025-01-12 00:10:00.000,   40404923.547,  212329295.488,         39.200,   40404922.355,  212329153.494,         42.800,   40404918.906,  212329300.369,         39.400,   40404931.023,  165451638.706,         42.500,   40404927.801,  158557622.843,         44.000
J02, 2025-01-12 00:10:30.000,   40405180.531,  212330646.030,         39.000,   40405179.453,  212330504.054,         43.100,   40405176.195,  212330650.921,         39.800,   40405188.156,  165452691.084,         41.700,   40405184.930,  158558631.340,         43.400
J02, 2025-01-12 00:11:00.000,   40405443.406,  212332027.409,         38.800,   40405442.016,  212331885.417,         42.900,   40405438.641,  212332032.302,         39.600,   40405451.078,  165453767.456,         42.700,   40405448.055,  158559662.878,         43.900
J02, 2025-01-12 00:11:30.000,   40405712.313,  212333439.501,         39.000,   40405710.805,  212333297.483,         43.100,   40405707.434,  212333444.397,         39.900,   40405719.180,  165454867.795,         42.000,   40405716.754,  158560717.364,         43.900
J02, 2025-01-12 00:12:00.000,   40405986.688,  212334882.378,         39.400,   40405985.367,  212334740.377,         43.500,   40405982.000,  212334887.282,         39.600,   40405993.836,  165455992.093,         42.100,   40405991.281,  158561794.841,         44.200
J02, 2025-01-12 00:12:30.000,   40406267.313,  212336355.834,         38.100,   40406265.586,  212336213.841,         42.600,   40406262.359,  212336360.729,         38.800,   40406274.051,  165457140.235,         41.600,   40406271.598,  158562895.137,         44.000
J02, 2025-01-12 00:13:00.000,   40406553.797,  212337860.021,         38.300,   40406552.195,  212337718.021,         43.000,   40406548.652,  212337864.917,         38.900,   40406560.191,  165458312.299,         42.100,   40406557.801,  158564018.392,         44.000
J02, 2025-01-12 00:13:30.000,   40406845.266,  212339395.033,         39.300,   40406844.383,  212339253.028,         43.900,   40406840.891,  212339399.929,         40.100,   40406852.711,  165459508.389,         43.200,   40406850.137,  158565164.627,         44.300
J02, 2025-01-12 00:14:00.000,   40407143.734,  212340961.683,         38.700,   40407142.488,  212340819.672,         43.700,   40407139.156,  212340966.572,         39.500,   40407151.184,  165460729.141,         43.400,   40407148.301,  158566334.513,         44.300
J02, 2025-01-12 00:14:30.000,   40407448.094,  212342559.812,         38.800,   40407446.469,  212342417.810,         43.800,   40407443.699,  212342564.707,         40.600,   40407455.531,  165461974.436,         42.600,   40407452.242,  158567527.902,         44.300
J02, 2025-01-12 00:15:00.000,   40407758.016,  212344189.583,         38.400,   40407756.453,  212344047.560,         43.000,   40407753.023,  212344194.478,         39.200,   40407765.309,  165463244.390,         42.600,   40407762.145,  158568744.916,         43.900
J02, 2025-01-12 00:15:30.000,   40408074.094,  212345851.210,         38.400,   40408072.480,  212345709.221,         42.500,   40408069.348,  212345856.109,         39.400,   40408081.516,  165464539.162,         42.900,   40408078.719,  158569985.769,         43.400
J02, 2025-01-12 00:16:00.000,   40408396.031,  212347544.779,         38.100,   40408394.402,  212347402.760,         42.600,   40408390.797,  212347549.673,         38.900,   40408403.980,  165465858.818,         42.800,   40408401.012,  158571250.410,         44.500
J02, 2025-01-12 00:16:30.000,   40408724.688,  212349270.348,         38.200,   40408723.480,  212349128.360,         43.000,   40408720.211,  212349275.239,         39.400,   40408732.070,  165467203.433,         42.900,   40408729.145,  158572539.020,         44.700
J02, 2025-01-12 00:17:00.000,   40409059.125,  212351028.114,         39.300,   40409058.301,  212350886.117,         43.300,   40409054.898,  212351033.010,         40.300,   40409066.441,  165468573.105,         42.900,   40409063.375,  158573851.614,         43.800
