> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
J02, 2025-01-04 00:00:00.000,   39340478.016,  206735599.307,         42.200,   39340476.938,  206735608.301,         45.800,   39340473.613,  206735584.219,         42.100,   39340485.434,  161092692.014,         43.400,   39340484.605,  154380489.406,         44.400
J02, 2025-01-04 00:00:30.000,   39340678.219,  206736649.652,         41.400,   39340677.031,  206736658.616,         46.000,   39340673.316,  206736634.564,         42.100,   39340685.742,  161093510.411,         43.600,   39340684.730,  154381273.673,         43.500
J02, 2025-01-04 00:01:00.000,   39340883.828,  206737729.654,         41.700,   39340882.449,  206737738.634,         46.000,   39340878.969,  206737714.566,         42.300,   39340891.082,  161094351.928,         43.200,   39340890.305,  154382080.131,         43.800
J02, 2025-01-04 00:01:30.000,   39341095.063,  206738839.101,         41.900,   39341093.297,  206738848.101,         46.200,   39341090.340,  206738824.013,         42.300,   39341101.941,  161095216.367,         42.800,   39341101.387,  154382908.555,         43.600
J02, 2025-01-04 00:02:00.000,   39341311.797,  206739978.409,         42.800,   39341310.824,  206739987.403,         46.400,   39341307.266,  206739963.321,         42.900,   39341318.891,  161096104.100,         42.100,   39341318.141,  154383759.284,         43.000
J02, 2025-01-04 00:02:30.000,   39341534.547,  206741147.472,         42.700,   39341533.551,  206741156.467,         47.000,   39341529.852,  206741132.384,         43.400,   39341541.418,  161097014.996,         41.700,   39341540.973,  154384632.209,         43.200
J02, 2025-01-04 00:03:00.000,   39341763.281,  206742346.628,         42.700,   39341761.723,  206742355.629,         47.200,   39341758.160,  206742331.541,         43.400,   39341769.336,  161097949.361,         41.000,   39341769.063,  154385527.601,         43.400
J02, 2025-01-04 00:03:30.000,   39341996.953,  206743576.583,         42.200,   39341995.344,  206743585.577,         46.400,   39341992.250,  206743561.495,         43.000,   39342003.445,  161098907.699,         42.000,   39342003.105,  154386446.006,         43.200
J02, 2025-01-04 00:04:00.000,   39342236.484,  206744837.592,         41.100,   39342234.789,  206744846.601,         45.800,   39342231.531,  206744822.504,         42.000,   39342243.438,  161099890.226,         42.500,   39342243.293,  154387387.589,         42.600
J02, 2025-01-04 00:04:30.000,   39342482.703,  206746129.837,         41.300,   39342480.848,  206746138.831,         46.000,   39342477.863,  206746114.757,         42.000,   39342489.633,  161100897.092,         42.800,   39342489.141,  154388352.511,         43.000
J02, 2025-01-04 00:05:00.000,   39342734.797,  206747453.059,         42.200,   39342733.352,  206747462.052,         46.400,   39342729.582,  206747437.971,         42.700,   39342741.066,  161101928.127,         42.100,   39342740.992,  154389340.561,         43.000
J02, 2025-01-04 00:05:30.000,   39342992.203,  206748807.386,         43.900,   39342991.395,  206748816.379,         46.600,   39342987.609,  206748792.298,         43.200,   39342998.980,  161102983.384,         41.800,   39342999.090,  154390351.833,         42.900
J02, 2025-01-04 00:06:00.000,   39343255.984,  206750193.228,         42.700,   39343254.719,  206750202.229,         46.300,   39343251.680,  206750178.140,         42.600,   39343263.242,  161104063.219,         41.700,   39343262.566,  154391386.641,         42.800
