> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
S27, 2025-01-21 00:00:00.000,   37430630.750,  196699287.707,         44.000,,,,,,,,,,,,
S27, 2025-01-21 00:00:30.000,   37430557.906,  196698903.022,         44.100,,,,,,,,,,,,
S27, 2025-01-21 00:01:00.000,   37430485.016,  196698519.091,         44.300,,,,,,,,,,,,
S27, 2025-01-21 00:01:30.000,   37430412.031,  196698134.710,         44.000,,,,,,,,,,,,
S27, 2025-01-21 00:02:00.000,   37430338.984,  196697751.456,         43.900,,,,,,,,,,,,
S27, 2025-01-21 00:02:30.000,   37430266.047,  196697367.471,         44.100,,,,,,,,,,,,
S27, 2025-01-21 00:03:00.000,   37430192.922,  196696983.416,         44.300,,,,,,,,,,,,
S27, 2025-01-21 00:03:30.000,   37430119.594,  196696599.591,         44.200,,,,,,,,,,,,
S27, 2025-01-21 00:04:00.000,   37430047.266,  196696216.014,         44.100,,,,,,,,,,,,
S27, 2025-01-21 00:04:30.000,   37429973.734,  196695832.527,         44.100,,,,,,,,,,,,
S27, 2025-01-21 00:05:00.000,   37429901.219,  196695449.026,         44.100,,,,,,,,,,,,
S27, 2025-01-21 00:05:30.000,   37429827.875,  196695066.161,         44.100,,,,,,,,,,,,
S27, 2025-01-21 00:06:00.000,   37429755.594,  196694683.090,         44.000,,,,,,,,,,,,
S27, 2025-01-21 00:06:30.000,   37429682.516,  196694299.745,         44.000,,,,,,,,,,,,
S27, 2025-01-21 00:07:00.000,   37429609.344,  196693916.884,         44.400,,,,,,,,,,,,
S27, 2025-01-21 00:07:30.000,   37429536.047,  196693533.907,         44.000,,,,,,,,,,,,
S27, 2025-01-21 00:08:00.000,   37429463.656,  196693151.655,         44.000,,,,,,,,,,,,
S27, 2025-01-21 00:08:30.000,   37429391.219,  196692770.006,         44.100,,,,,,,,,,,,
S27, 2025-01-21 00:09:00.000,   37429318.891,  196692387.270,         44.100,,,,,,,,,,,,
S27, 2025-01-21 00:09:30.000,   37429245.984,  196692004.736,         44.700,,,,,,,,,,,,
S27, 2025-01-21 00:10:00.000,   37429172.953,  196691622.953,         44.300,,,,,,,,,,,,
S27, 2025-01-21 00:10:30.000,   37429100.359,  196691240.962,         44.300,,,,,,,,,,,,
S27, 2025-01-21 00:11:00.000,   37429027.969,  196690859.228,         44.200,,,,,,,,,,,,
S27, 2025-01-21 00:11:30.000,   37428955.438,  196690477.289,         44.300,,,,,,,,,,,,
S27, 2025-01-21 00:12:00.000,   37428883.094,  196690095.770,         44.600,,,,,,,,,,,,
S27, 2025-01-21 00:12:30.000,   37428810.422,  196689714.406,         44.600,,,,,,,,,,,,
S27, 2025-01-21 00:13:00.000,   37428738.375,  196689333.218,         44.500,,,,,,,,,,,,
S27, 2025-01-21 00:13:30.000,   37428665.172,  196688952.197,         44.500,,,,,,,,,,,,
S27, 2025-01-21 00:14:00.000,   37428592.734,  196688571.361,         44.600,,,,,,,,,,,,
S27, 2025-01-21 00:14:30.000,   37428521.250,  196688191.523,         44.300,,,,,,,,,,,,
S27, 2025-01-21 00:15:00.000,   37428447.969,  196687811.123,         44.300,,,,,,,,,,,,
S27, 2025-01-21 00:15:30.000,   37428376.281,  196687431.062,         44.600,,,,,,,,,,,,
S27, 2025-01-21 00:16:00.000,   37428303.875,  196687050.440,         44.300,,,,,,,,,,,,
S27, 2025-01-21 00:16:30.000,   37428231.188,  196686670.215,         44.300,,,,,,,,,,,,
S27, 2025-01-21 00:17:00.000,   37428159.156,  196686289.579,         45.100,,,,,,,,,,,,
S27, 2025-01-21 00:17:30.000,   37428087.125,  196685910.020,         45.000,,,,,,,,,,,,
S27, 2025-01-21 00:18:00.000,   37428014.359,  196685530.648,         44.500,,,,,,,,,,,,
S27, 2025-01-21 00:18:30.000,   37427942.203,  196685151.286,         44.200,,,,,,,,,,,,
S27, 2025-01-21 00:19:00.000,   37427870.297,  196684772.155,         44.300,,,,,,,,,,,,
S27, 2025-01-21 00:19:30.000,   37427798.594,  196684393.364,         44.300,,,,,,,,,,,,
S27, 2025-01-21 00:20:00.000,   37427726.094,  196684015.079,         44.300,,,,,,,,,,,,
S27, 2025-01-21 00:20:30.000,   37427654.297,  196683635.900,         44.400,,,,,,,,,,,,
S27, 2025-01-21 00:21:00.000,   37427581.922,  196683257.075,         44.300,,,,,,,,,,,,
S27, 2025-01-21 00:21:30.000,   37427510.531,  196682878.540,         44.500,,,,,,,,,,,,
S27, 2025-01-21 00:22:00.000,   37427438.281,  196682500.556,         44.400,,,,,,,,,,,,
S27, 2025-01-21 00:22:30.000,   37427366.406,  196682122.231,         44.800,,,,,,,,,,,,
S27, 2025-01-21 00:23:00.000,   37427294.391,  196681744.957,         44.600,,,,,,,,,,,,
S27, 2025-01-21 00:23:30.000,   37427222.828,  196681367.104,         44.600,,,,,,,,,,,,
S27, 2025-01-21 00:24:00.000,   37427150.688,  196680989.881,         45.300,,,,,,,,,,,,
S27, 2025-01-21 00:24:30.000,   37427078.750,  196680612.990,         44.600,,,,,,,,,,,,
S27, 2025-01-21 00:25:00.000,   37427007.891,  196680235.855,         44.600,,,,,,,,,,,,
S27, 2025-01-21 00:25:30.000,   37426935.672,  196679859.482,         44.400,,,,,,,,,,,,
S27, 2025-01-21 00:26:00.000,   37426864.313,  196679483.487,         44.500,,,,,,,,,,,,
S27, 2025-01-21 00:26:30.000,   37426793.125,  196679106.903,         44.500,,,,,,,,,,,,
S27, 2025-01-21 00:27:00.000,   37426721.328,  196678730.987,         44.600,,,,,,,,,,,,
S27, 2025-01-21 00:27:30.000,   37426649.828,  196678354.895,         44.300,,,,,,,,,,,,
S27, 2025-01-21 00:28:00.000,   37426578.344,  196677979.522,         44.600,,,,,,,,,,,,
S27, 2025-01-21 00:28:30.000,   37426506.953,  196677604.140,         44.600,,,,,,,,,,,,
