> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C1Z,L1Z,S1Z,C2X,L2X,S2X,C5X,L5X,S5X
  J02, 2025-01-10 00:05:30.000,40701423.25,213887369.8,32.7,40701421.48,213887506.7,37.3,40701417.87,213887404.7,32.3,40701430.14,166665605.6,32.7,40701428.37,159721210.2,34.4
  J02, 2025-01-10 00:06:00.000,40701099.77,213885668.5,33.2,40701098.09,213885805.5,37.6,40701094.41,213885703.3,34.2,40701106.84,166664279.9,30.7,40701104.57,159719939.8,34.4
  J02, 2025-01-10 00:06:30.000,40700780.91,213883990.6,33.9,40700779.19,213884127.6,37.5,40700774.82,213884025.5,34.6,40700787.61,166662972.5,31,40700785.18,159718686.8,34.3
  J02, 2025-01-10 00:07:00.000,40700465.77,213882336.4,32.7,40700463.86,213882473.4,37.3,40700460.02,213882371.2,33.8,40700471.46,166661683.4,31.4,40700470.77,159717451.6,34.8
  J02, 2025-01-10 00:07:30.000,40700155.48,213880705.9,33.5,40700154.56,213880842.9,37.3,40700150.95,213880740.8,34.7,40700162.91,166660413,31.4,40700160.18,159716234,35
  J02, 2025-01-10 00:08:00.000,40699850.3,213879099.6,33.5,40699848.45,213879236.6,37.5,40699844.46,213879134.5,34.1,40699856.95,166659161.3,32.1,40699854.53,159715034.6,34.8
  J02, 2025-01-10 00:08:30.000,40699549.08,213877517.4,33.1,40699547.48,213877654.4,36.9,40699543.36,213877552.3,35.1,40699555.27,166657928.5,32,40699553.25,159713853,34.4
  J02, 2025-01-10 00:09:00.000,40699252.2,213875959.5,31.6,40699250.19,213876096.6,37.3,40699247.21,213875994.4,33.3,40699258.47,166656714.6,31.8,40699256.57,159712689.7,34.2
  J02, 2025-01-10 00:09:30.000,40698960.83,               ,32.1,40698959.32,213874563.5,37,40698955.22,               ,33.6,40698967.55,166655519.9,31.1,40698964.82,159711544.9,34.2
  J02, 2025-01-10 00:10:00.000,40698673.53,               ,33.4,40698671.68,213873054.8,37.5,40698668.21,               ,34.3,40698680.88,166654344.4,33.7,40698677.81,159710418.3,33.1
  J02, 2025-01-10 00:10:30.000,40698391.19,213871434.1,32.4,40698389.05,213871571.1,37.2,40698385.92,213871469,34.2,40698398.06,166653188.2,32.4,40698395.47,159709310.3,33.3
  J02, 2025-01-10 00:11:00.000,40698113.52,213869975.4,32.2,40698112.28,213870112.4,37.3,40698108.22,213870010.3,34,40698120.32,166652051.6,32.4,40698117.44,159708221,33.7
  J02, 2025-01-10 00:11:30.000,40697840.94,213868541.8,31.9,40697838.84,213868678.8,37.4,40697835.22,213868576.6,34.4,40697848.07,166650934.4,34.1,40697844.73,159707150.4,32.9
  J02, 2025-01-10 00:12:00.000,40697572.78,               ,32.6,40697571.33,213867270.6,37.2,40697568.15,               ,33.8,40697580.08,166649837.1,34.9,40697576.91,159706098.9,33.3
  J02, 2025-01-10 00:12:30.000,40697309.45,213865751.1,33.9,40697307.99,213865888.1,36.8,40697304.43,213865785.9,32.9,40697316.57,166648759.9,33.8,40697313.73,159705066.5,34
  J02, 2025-01-10 00:13:00.000,40697050.98,213864394.3,34.5,40697049.98,213864531.3,37,40697046.36,213864429.2,33.6,40697058.61,166647702.7,34.3,40697055.42,159704053.4,33.6
  J02, 2025-01-10 00:13:30.000,40696797.89,213863063.6,33.8,40696796.3,213863200.6,37.9,40696793.28,213863098.5,34.9,40696805.59,166646665.8,34.9,40696802.16,159703059.6,33.2
  J02, 2025-01-10 00:14:00.000,40696549.66,213861758.9,32.5,40696548.55,213861895.8,37.6,40696544.7,213861793.7,34.4,40696557.16,166645649.1,34.6,40696554.02,159702085.3,33.6
  J02, 2025-01-10 00:14:30.000,40696306.39,               ,33.1,40696305.04,213860617.3,36.9,40696301.18,               ,33,40696314.05,166644652.8,34.6,40696311.15,159701130.5,34.3
  J02, 2025-01-10 00:15:00.000,40696068.61,213859228.4,31.5,40696066.13,213859365.4,37.6,40696063.05,213859263.2,32.2,40696075.5,166643677.3,36,40696072.88,159700195.7,35.2
  J02, 2025-01-10 00:15:30.000,40695835.31,213858003,34.1,40695833.43,213858140,36.2,40695829.75,213858037.9,33.5,40695842.39,166642722.5,36,40695839.54,159699280.6,35.3
  J02, 2025-01-10 00:16:00.000,40695607.09,213856804.2,33.1,40695605.47,213856941.1,36.9,40695602.27,213856839,33.8,40695614.31,166641788.3,35.7,40695611.45,159698385.4,35.7
  J02, 2025-01-10 00:16:30.000,40695383.78,               ,32.4,40695382.15,213855769.1,37.2,40695378.73,               ,33.5,40695391.24,166640875,35.7,40695388.55,159697510.1,35.7
  J02, 2025-01-10 00:17:00.000,40695166.2,               ,32.1,40695164.06,213854623.9,37.3,40695160.7,               ,33.6,40695173.36,166639982.7,35.5,40695170.73,159696655,35.7
