> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C1Z,L1Z,S1Z,C2X,L2X,S2X,C5X,L5X,S5X
  J02, 2025-01-08 00:08:30.000,40704969.13,213906008.1,33.2,40704967.7,213906137.1,37.7,40704964.27,213906035,33.9,               ,               ,               ,40704973.94,159735121.2,35
  J02, 2025-01-08 00:09:00.000,40704609,213904114.9,33.4,40704606.61,213904243.9,37.6,40704602.96,213904141.8,34.1,40704615.84,166678652.2,31.5,40704613.97,159733707.4,34.8
  J02, 2025-01-08 00:09:30.000,40704252.69,213902243.2,33.5,40704251.21,213902372.2,36.9,40704247.16,213902270.1,33.9,40704259.88,166677193.8,32.6,40704257.56,159732309.7,34.4
  J02, 2025-01-08 00:10:00.000,40703901.3,213900393.4,32,40703899.23,213900522.3,36.5,40703895.6,213900420.2,33.1,40703907.6,166675752.4,32.1,40703905.88,159730928.4,35
  J02, 2025-01-08 00:10:30.000,40703552.92,213898565.6,32,40703551.63,213898694.6,36.8,40703548.21,213898592.5,33.9,40703560.28,166674328.1,33.5,40703557.63,159729563.5,34.8
  J02, 2025-01-08 00:11:00.000,40703209.44,213896759.8,32.1,40703207.59,213896888.8,37.8,40703204.32,213896786.7,32.8,40703216.4,166672921,33.2,40703214.24,159728215,35.9
  J02, 2025-01-08 00:11:30.000,40702869.7,213894976.5,34.3,40702868.48,213895105.6,37.3,40702864.53,213895003.4,34.3,40702876.52,166671531.5,32.6,40702874.72,159726883.3,34.5
  J02, 2025-01-08 00:12:00.000,40702534.03,               ,31.2,40702532.61,213893344.7,37.6,40702529.07,               ,31.6,40702541.38,166670159.4,31.9,40702539.84,159725568.5,35.3
  J02, 2025-01-08 00:12:30.000,40702203.2,213891477.6,32.5,40702202.23,213891606.6,37.3,40702199.46,213891504.4,33.6,40702211.49,166668805,32.2,40702208.82,159724270.5,35.2
  J02, 2025-01-08 00:13:00.000,40701877.42,213889762.4,33.1,40701876.29,213889891.4,37,40701872.71,213889789.3,34.1,40701884.26,166667468.5,32.7,40701882.55,159722989.7,35.2
  J02, 2025-01-08 00:13:30.000,40701555.31,213888070.4,32.6,40701553.57,213888199.3,37.9,40701549.95,213888097.2,31.7,40701562.73,166666150,32.4,40701560.29,159721726.1,35.6
  J02, 2025-01-08 00:14:00.000,40701237.75,213886401.5,34.2,40701236.48,213886530.5,37.6,40701232.75,213886428.4,35.3,40701244.72,166664849.6,31.7,40701242.75,159720479.9,35.2
  J02, 2025-01-08 00:14:30.000,40700924.59,213884756.1,33.6,40700923.75,213884885.1,37.3,40700919.89,213884782.9,34.9,40700931.93,166663567.4,31.6,40700929.55,159719251.2,34.6
  J02, 2025-01-08 00:15:00.000,40700616.27,213883134.3,34.3,40700614.36,213883263.3,37.3,40700610.95,213883161.2,33.3,40700622.74,166662303.7,31.8,40700621.28,159718040.2,35.2
  J02, 2025-01-08 00:15:30.000,40700312.42,213881536.4,34.6,40700311.2,213881665.4,37.9,40700307.23,213881563.3,34.7,40700318.4,166661058.6,31.1,40700317.05,159716846.9,34.6
  J02, 2025-01-08 00:16:00.000,40700012.88,213879962.3,34,40700011.49,213880091.3,37.6,40700007.56,213879989.2,34.7,40700019.44,166659832.1,31.8,40700017.32,159715671.5,34.5
  J02, 2025-01-08 00:16:30.000,40699718.16,213878412.3,34.2,40699716.18,213878541.4,37.7,40699713.2,213878439.2,34.3,40699723.66,166658624.3,31,40699722.19,159714514.1,34.8
  J02, 2025-01-08 00:17:00.000,40699428.19,               ,32.7,40699425.68,213877015.6,37.6,40699422.91,               ,33.3,40699433.42,166657435.4,30.9,40699431.96,159713374.7,34.2
  J02, 2025-01-08 00:17:30.000,40699141.67,213875385.2,35,40699140.33,213875514.2,37.3,40699136.36,213875412.1,34,40699148.13,166656265.5,31.4,40699145.89,159712253.6,34.4
  J02, 2025-01-08 00:18:00.000,40698860.42,213873908.5,32.9,40698859.16,213874037.5,38.1,40698855.64,213873935.4,34.4,40698867.58,166655114.8,33,40698864.86,159711150.8,34
  J02, 2025-01-08 00:18:30.000,40698584.25,213872456.4,33.6,40698582.45,213872585.4,38.1,40698579.27,213872483.3,34.2,40698591.09,166653983.3,32.2,40698588.59,159710066.5,33.9
  J02, 2025-01-08 00:19:00.000,40698313.55,213871029.4,34.1,40698311.27,213871158.5,37.5,40698307.61,213871056.3,33.7,40698318.65,166652871.4,31.4,40698316.43,159709000.9,34.1
  J02, 2025-01-08 00:19:30.000,40698046.31,213869627.8,33.4,40698044.51,213869756.8,37,40698040.81,213869654.7,32.6,40698052.6,166651779.2,33.7,40698049.8,159707954.2,34.3
  J02, 2025-01-08 00:20:00.000,40697784.34,213868251.5,32.9,40697782.98,213868380.5,37.1,40697779.37,213868278.4,33.4,40697791.09,166650706.7,34.8,40697788.37,159706926.4,33.7
  J02, 2025-01-08 00:20:30.000,40697526.83,213866901,32.3,40697525.94,213867030,37.5,40697521.99,213866927.9,34.9,40697534.48,166649654.4,33.9,40697531.14,159705917.9,33.9
  J02, 2025-01-08 00:21:00.000,40697274.97,               ,32.2,40697273.62,213865704.9,37.5,40697270.08,               ,34.1,40697281.9,166648621.8,35,40697279.07,159704928.4,34.2
  J02, 2025-01-08 00:21:30.000,40697027.73,213864276.4,33.8,40697025.78,213864405.4,37.9,40697022.21,213864303.3,35.7,40697035.02,166647609.3,34.9,40697031.62,159703958,34.3
  J02, 2025-01-08 00:22:00.000,40696785.31,213863002.9,34.2,40696784.43,213863131.9,37.5,40696779.84,213863029.7,34.1,40696792.65,166646616.9,34.3,40696789.52,159703007,34.6
  J02, 2025-01-08 00:22:30.000,40696548.02,               ,32.1,40696546.48,213861884.5,36.6,40696543.38,               ,34,40696555.07,166645645,35,40696552.18,159702075.5,34.6
  J02, 2025-01-08 00:23:00.000,40696316.14,               ,32,40696314.57,213860663.6,37,40696310.5,               ,33.3,40696322.89,166644693.6,35.3,40696320.17,159701163.7,34.8
  J02, 2025-01-08 00:23:30.000,40696088.81,213859340.1,33.6,40696087.11,213859469.1,36.4,40696083.37,213859367,34,40696095.93,166643762.9,35.1,40696092.74,159700271.8,36
  J02, 2025-01-08 00:24:00.000,40695866.58,               ,32.7,40695864.49,213858301.3,37.3,40695861.27,               ,33.6,40695873.19,166642852.9,35.9,40695870.43,159699399.8,36.3
  J02, 2025-01-08 00:24:30.000,40695648.66,               ,32.9,40695647.23,213857160.2,37.5,40695643.7,               ,34.2,40695656.12,166641963.7,35.4,40695653.4,159698547.6,36.5
  J02, 2025-01-08 00:25:00.000,40695437.19,               ,32.3,40695435.31,213856046.3,37.6,40695432.29,               ,33.8,40695443.79,166641095.7,35,40695441.63,159697715.8,37
  J02, 2025-01-08 00:25:30.000,40695229.86,213854830.6,34.5,40695228.75,213854959.6,37.9,40695224.79,213854857.4,34.3,40695236.77,166640248.9,35.9,40695234.95,159696904.3,36.5
  J02, 2025-01-08 00:26:00.000,40695028.59,213853771.1,33.7,40695026.68,213853900.1,38.3,40695023.34,213853797.9,34.8,40695035.69,166639423.3,36.4,40695033.46,159696113.1,36.8
  J02, 2025-01-08 00:26:30.000,40694832.34,213852738.9,34.3,40694830.52,213852867.9,38.6,40694827.16,213852765.8,34.9,40694839.18,166638619,35,40694837.09,159695342.3,37.4
  J02, 2025-01-08 00:27:00.000,40694640.88,213851734.3,33.6,40694639.22,213851863.3,38.7,40694636.3,213851761.2,34.4,40694647.71,166637836.2,36.2,40694645.38,159694592.1,37.3
  J02, 2025-01-08 00:27:30.000,40694455.25,               ,33.4,40694453.13,213850886.5,39,40694450.51,               ,35.6,40694462.65,166637075,36.4,40694459.55,159693862.6,37.8
  J02, 2025-01-08 00:28:00.000,40694274.38,               ,33.7,40694272.9,213849937.5,38.7,40694269.72,               ,35.9,40694281.6,166636335.6,36.4,40694279.04,159693154,37.6
  J02, 2025-01-08 00:28:30.000,40694098.7,213848887.5,34,40694098.31,213849016.5,38.7,40694094.4,213848914.4,35.5,40694106.17,166635617.9,35.4,40694104,159692466.2,38
  J02, 2025-01-08 00:29:00.000,40693929.14,213847994.6,32.5,40693927.8,213848123.6,38.5,40693924.48,213848021.5,34.3,40693936.92,166634922.1,37.1,40693934.07,159691799.4,37.9
  J02, 2025-01-08 00:29:30.000,40693764.89,213847130.2,35.1,40693763.84,213847259.2,39.1,40693759.86,213847157.1,36,40693772.08,166634248.6,36.8,40693769.47,159691153.9,38.2
  J02, 2025-01-08 00:30:00.000,40693605.58,213846294.5,35.2,40693604.15,213846423.5,39.5,40693601.02,213846321.4,35.8,40693613.2,166633597.4,37.1,40693610.52,159690529.8,38.6
  J02, 2025-01-08 00:30:30.000,40693452.66,213845487.4,35,40693450.54,213845616.4,39.2,40693447.08,213845514.3,36.5,40693459.31,166632968.4,37.3,40693457,159689927.1,38.6
  J02, 2025-01-08 00:31:00.000,40693304.31,213844709.2,35.2,40693302.86,213844838.2,39.9,40693298.98,213844736.1,36.8,40693311.61,166632362.1,37.3,40693308.66,159689346,39.2
  J02, 2025-01-08 00:31:30.000,40693161.5,213843960.1,35,40693160.14,213844089.1,39.4,40693156.63,213843986.9,36.1,40693169.25,166631778.3,38.4,40693166.18,159688786.6,40.1
  J02, 2025-01-08 00:32:00.000,40693024.13,213843240,34.8,40693023.31,213843369.1,39.5,40693019.7,213843266.9,35,40693032.01,166631217.3,37.7,40693029.24,159688248.9,39.6
  J02, 2025-01-08 00:32:30.000,40692893.55,213842549.4,35.1,40692891.9,213842678.4,39.4,40692888.57,213842576.3,35.5,40692900.83,166630679.1,38.7,40692897.81,159687733.1,39.1
  J02, 2025-01-08 00:33:00.000,40692767.13,213841888.1,34.5,40692765.94,213842017.1,39.6,40692763.21,213841914.9,35.3,40692774.54,166630163.7,38.3,40692772.22,159687239.3,39.6
  J02, 2025-01-08 00:33:30.000,40692646.83,213841256.3,35.4,40692645.53,213841385.3,39.9,40692642.18,213841283.2,36.3,40692654.21,166629671.4,38.2,40692652.04,159686767.5,40.6
  J02, 2025-01-08 00:34:00.000,40692532.5,213840654.4,35.5,40692531.49,213840783.4,40.3,40692527.41,213840681.3,36,40692539.92,166629202.4,38.4,40692537.48,159686318,40.9
  J02, 2025-01-08 00:34:30.000,40692423.94,213840082.5,35.2,40692422.15,213840211.5,39.9,40692418.77,213840109.4,35.9,40692431.2,166628756.8,38.8,40692428.45,159685890.9,41.1
  J02, 2025-01-08 00:35:00.000,40692320.19,213839540.3,35,40692319.51,213839669.3,39.5,40692315.38,213839567.2,36,40692327.95,166628334.3,39.5,40692325.25,159685486,40.7
  J02, 2025-01-08 00:35:30.000,40692223.22,213839028.3,35.2,40692221.75,213839157.4,39.9,40692218.46,213839055.2,35.8,40692230.56,166627935.3,39.6,40692228.02,159685103.7,40.7
  J02, 2025-01-08 00:36:00.000,40692131.48,213838546.6,35.1,40692130.19,213838675.6,40.1,40692126.61,213838573.5,36.3,40692138.53,166627560,38.7,40692136.48,159684744,41.9
  J02, 2025-01-08 00:36:30.000,40692046.11,213838095.4,34.9,40692044.07,213838224.4,40.5,40692040.54,213838122.3,36.4,40692052.98,166627208.4,39.7,40692050.76,159684407,41.4
  J02, 2025-01-08 00:37:00.000,40691965.44,213837674.7,37.1,40691963.91,213837803.7,40.5,40691960.47,213837701.6,36.7,40691972.7,166626880.5,39.4,40691970.38,159684092.8,41.6
  J02, 2025-01-08 00:37:30.000,40691891.34,213837284.7,36.6,40691890.14,213837413.7,40.7,40691886.31,213837311.6,37.6,40691899.09,166626576.6,39.8,40691896.13,159683801.6,41.6
  J02, 2025-01-08 00:38:00.000,40691822.75,213836925.5,37.6,40691821.48,213837054.5,40.6,40691818.25,213836952.4,37.6,40691830.16,166626296.7,40.2,40691827.92,159683533.4,42.3
  J02, 2025-01-08 00:38:30.000,40691760.38,213836597.2,37.9,40691759.17,213836726.2,40.6,40691755.95,213836624.1,37.7,40691767.95,166626040.9,40.2,40691765.55,159683288.2,42
  J02, 2025-01-08 00:39:00.000,40691704.09,213836300,37.1,40691702.64,213836429,40.8,40691699.05,213836326.9,37.4,40691711.43,166625809.3,39.9,40691709.04,159683066.2,42.2
  J02, 2025-01-08 00:39:30.000,40691653.52,213836034.1,36.1,40691651.58,213836163.1,40.7,40691648.07,213836061,37,40691660.45,166625602.1,39.7,40691658.37,159682867.6,42
  J02, 2025-01-08 00:40:00.000,40691608.55,213835799.6,37.1,40691607.59,213835928.6,40.5,40691603.67,213835826.5,37.7,40691616.26,166625419.3,39.5,40691613.75,159682692.5,42.3
  J02, 2025-01-08 00:40:30.000,40691570.52,213835596.6,36.5,40691568.88,213835725.6,40.4,40691565.29,213835623.5,36.7,40691577.62,166625261.1,40.2,40691575.03,159682540.9,42.1
  J02, 2025-01-08 00:41:00.000,40691537.47,213835425.2,36.8,40691535.98,213835554.1,40.5,40691532.73,213835452.1,37,40691544.59,166625127.5,39.9,40691542.29,159682412.9,42.2
  J02, 2025-01-08 00:41:30.000,40691511.17,213835285.5,37.6,40691509.68,213835414.5,41.1,40691506.06,213835312.4,38.4,40691517.98,166625018.7,40.3,40691515.65,159682308.6,42.9
  J02, 2025-01-08 00:42:00.000,40691490.11,213835177.9,36.9,40691489.32,213835306.8,41.3,40691485.41,213835204.8,39.3,40691498.13,166624934.8,40.8,40691495.25,159682228.2,42.1
  J02, 2025-01-08 00:42:30.000,40691476.2,213835102.4,36.1,40691474.85,213835231.4,41.1,40691471.62,213835129.3,39.4,40691483.47,166624875.9,40.9,40691481.07,159682171.8,42.6
  J02, 2025-01-08 00:43:00.000,40691468.42,213835059,37.1,40691466.53,213835188,41.1,40691462.94,213835085.9,39.5,40691475.52,166624842.1,41.5,40691472.76,159682139.4,42.6
  J02, 2025-01-08 00:43:30.000,40691465.73,213835047.7,36.5,40691464.34,213835176.8,41.6,40691460.98,213835074.6,38.2,40691473.35,166624833.4,41.5,40691470.84,159682131,43.2
  J02, 2025-01-08 00:44:00.000,40691469.95,213835068.8,37.8,40691468.39,213835197.8,41.7,40691465.12,213835095.7,38.6,40691477.44,166624849.7,41.2,40691474.86,159682146.6,43.6
  J02, 2025-01-08 00:44:30.000,40691479.78,213835122.6,37.7,40691478.83,213835251.6,42.1,40691475.2,213835149.5,38.5,40691487.53,166624891.6,41.3,40691484.95,159682186.8,43.5
  J02, 2025-01-08 00:45:00.000,40691496.61,213835209.1,37.8,40691494.97,213835338.1,41.7,40691491.88,213835236,38.1,40691504.15,166624959,41.4,40691501.32,159682251.4,43.7
  J02, 2025-01-08 00:45:30.000,40691519.2,213835328.4,37.4,40691518.09,213835457.4,41.9,40691514.57,213835355.3,38.7,40691526.66,166625052,40.5,40691524.22,159682340.4,43.9
  J02, 2025-01-08 00:46:00.000,40691548.38,213835480.4,39,40691546.76,213835609.4,42.2,40691543.47,213835507.3,39.1,40691555.78,166625170.4,41.1,40691553.33,159682453.9,43.5
  J02, 2025-01-08 00:46:30.000,40691583.77,213835665.6,37.7,40691582.3,213835794.7,41.9,40691578.5,213835692.5,38.3,40691590.83,166625314.7,39.7,40691588.5,159682592.2,43.9
  J02, 2025-01-08 00:47:00.000,40691625.2,213835884.2,39.2,40691623.68,213836013.2,42.3,40691620.04,213835911.1,38.6,40691632.07,166625485,39.1,40691630.22,159682755.4,44.1
  J02, 2025-01-08 00:47:30.000,40691673.03,213836136,38.6,40691671.7,213836265,42.2,40691668,213836162.9,39.2,40691680.32,166625681.2,40.7,40691678.01,159682943.4,44
