> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C1Z,L1Z,S1Z,C2X,L2X,S2X,C5X,L5X,S5X
  J02, 2025-01-04 00:26:00.000,40700482.3,213882427.9,32.8,40700479.97,213882480.9,36.9,40700475.36,213882452.2,34.2,40700489.7,166661670.1,33.6,40700487.73,159717514.3,35
  J02, 2025-01-04 00:26:30.000,40700133.44,213880594.4,33.6,40700131.49,213880647.5,37,40700127.72,213880618.8,33.8,40700140.2,166660241.5,32.6,40700138.93,159716145.2,36
  J02, 2025-01-04 00:27:00.000,40699788.05,213878783.1,31.5,40699786.36,213878836.1,37.4,40699783.18,213878807.4,32.6,40699796.38,166658830.1,34.1,40699794.13,159714792.5,35
  J02, 2025-01-04 00:27:30.000,40699447.66,213876993.9,32.4,40699445.67,213877046.9,37.1,40699442.47,213877018.3,34.4,40699454.94,166657435.9,33.4,40699453.5,159713456.5,35.2
  J02, 2025-01-04 00:28:00.000,40699111.39,213875227.2,32.4,40699109.92,213875280.2,37,40699106.39,213875251.6,33.9,40699119.82,166656059.3,32.5,40699117.78,159712137.3,35.9
  J02, 2025-01-04 00:28:30.000,40698778.59,213873483.2,30.9,40698777.36,213873536.1,37.4,40698773.43,213873507.5,32.1,40698786.86,166654700.2,33.4,40698785.63,159710834.8,35.2
  J02, 2025-01-04 00:29:00.000,40698450.66,213871761.8,31.6,40698450.42,213871814.8,37,40698447.2,213871786.2,33.3,40698460.13,166653358.9,33.5,40698458.12,159709549.4,35.1
  J02, 2025-01-04 00:29:30.000,40698128.31,213870063.3,33.3,40698127.47,213870116.3,37.5,40698123.72,213870087.6,34.1,40698136.31,166652035.4,33.4,40698134.94,159708281.1,36.3
  J02, 2025-01-04 00:30:00.000,40697809.16,213868388,32.7,40697808.1,213868440.9,37.3,40697804.59,213868412.4,32.9,40697817.52,166650729.9,34,40697815.95,159707030,35
  J02, 2025-01-04 00:30:30.000,40697495.44,               ,32.9,40697493.61,213866788.9,37.2,40697489.95,               ,34.7,40697502.26,166649442.6,32,40697501.59,159705796.3,35.2
  J02, 2025-01-04 00:31:00.000,40697185.05,213865107.4,34.2,40697184.4,213865160.4,37.9,40697180.02,213865131.8,35.1,40697194.04,166648173.7,31.2,40697191.47,159704580.2,35.2
  J02, 2025-01-04 00:31:30.000,40696880.11,213863502.5,33.8,40696878.64,213863555.5,37.3,40696874.99,213863526.9,34.6,40696888.02,166646923.1,32.2,40696886.17,159703381.8,35.2
  J02, 2025-01-04 00:32:00.000,40696579.5,213861921.6,33.3,40696578.2,213861974.6,37.5,40696574.27,213861946,34.6,40696587.42,166645691.2,33.1,40696585.35,159702201.2,34.8
  J02, 2025-01-04 00:32:30.000,40696283.25,213860364.7,33.8,40696281.26,213860417.7,37.9,40696277.98,213860389,34.6,40696291.13,166644478,32.2,40696288.99,159701038.5,35
  J02, 2025-01-04 00:33:00.000,40695991.39,213858831.7,33.7,40695989.84,213858884.7,37.5,40695986.77,213858856.1,33.8,40695998.84,166643283.5,32.2,40695997.26,159699893.8,35.2
  J02, 2025-01-04 00:33:30.000,40695704.61,               ,32.6,40695702.74,213857376.1,37.1,40695700.15,               ,34.2,40695711.97,166642107.9,32.6,40695709.81,159698767.2,34.8
