> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C1Z,L1Z,S1Z,C2X,L2X,S2X,C5X,L5X,S5X
  J02, 2025-01-28 00:00:00.000,40716476.38,213966489.4,38.1,40716475.09,213966615.4,43,40716471.64,213966508.3,40,40716483.55,166727251.5,41.3,40716481,159780283.9,43.1
  J02, 2025-01-28 00:00:30.000,40716986,213969167.1,38.5,40716984.79,213969293.1,43.4,40716981.32,213969186,39.9,40716993.38,166729338,41.3,40716990.47,159782283.5,43.6
  J02, 2025-01-28 00:01:00.000,40717503.13,213971883.7,38.6,40717501.83,213972009.7,42.7,40717498.21,213971902.6,40.9,40717510.08,166731454.8,41.8,40717507.31,159784312.1,44.1
  J02, 2025-01-28 00:01:30.000,40718027.66,213974639.2,38.2,40718026.13,213974765.3,42.9,40718022.61,213974658.2,38.8,40718034.48,166733602.1,41.8,40718031.83,159786369.8,43
  J02, 2025-01-28 00:02:00.000,40718558.95,213977434.1,39.3,40718557.81,213977560.1,43.3,40718554.39,213977453,39.8,40718566.27,166735779.9,41.7,40718563.71,159788456.9,43.4
  J02, 2025-01-28 00:02:30.000,40719098.42,213980268,39.5,40719097.36,213980394,43.4,40719093.88,213980287,40.4,40719105.15,166737988.1,41.4,40719103.1,159790573.2,43.7
  J02, 2025-01-28 00:03:00.000,40719645.45,213983141.2,38.9,40719644.03,213983267.2,43.4,40719640.26,213983160.1,39.9,40719652.28,166740226.9,41.3,40719649.89,159792718.7,44
  J02, 2025-01-28 00:03:30.000,40720199.53,213986053.6,39.5,40720198.15,213986179.6,43.3,40720194.53,213986072.5,41.3,40720206.34,166742496.4,41.7,40720204.05,159794893.5,44.1
  J02, 2025-01-28 00:04:00.000,40720761.42,213989005.2,39.2,40720759.86,213989131.2,43.3,40720756.6,213989024.1,39.7,40720768.22,166744796.3,41.7,40720765.48,159797097.6,43.6
  J02, 2025-01-28 00:04:30.000,40721330.27,213991996.2,39.2,40721329.05,213992122.2,43.4,40721325.46,213992015.1,40.4,40721337.1,166747127,42.2,40721334.83,159799331.2,44.1
  J02, 2025-01-28 00:05:00.000,40721906.8,213995026.5,40,40721905.77,213995152.5,43.9,40721901.98,213995045.4,39.9,40721913.74,166749488.3,41.7,40721911.59,159801594.1,43.9
  J02, 2025-01-28 00:05:30.000,40722491.08,213998096.1,39.2,40722489.75,213998222.1,43.4,40722486.16,213998115.1,40.1,40722497.73,166751880.2,41.8,40722495.76,159803886.4,43.9
  J02, 2025-01-28 00:06:00.000,40723082.77,214001205.2,39.5,40723081.39,214001331.2,44,40723077.5,214001224.1,40.5,40723089.56,166754302.8,41.4,40723087.23,159806208.1,44.1
  J02, 2025-01-28 00:06:30.000,40723681.84,214004353.6,39.9,40723680.59,214004479.6,43.8,40723676.72,214004372.5,40.6,40723688.77,166756756.2,41.8,40723686.29,159808559.2,44
  J02, 2025-01-28 00:07:00.000,40724288.86,214007541.6,39.4,40724287.14,214007667.6,43.8,40724283.57,214007560.5,41.4,40724295.07,166759240.3,41.4,40724292.89,159810939.8,44.1
  J02, 2025-01-28 00:07:30.000,40724902.83,214010769.2,39.1,40724901.43,214010895.2,43.6,40724897.81,214010788.1,39.9,40724909.62,166761755.3,41.2,40724907.29,159813350,44.1
  J02, 2025-01-28 00:08:00.000,40725524.8,214014036.3,39.5,40725523.06,214014162.3,43.5,40725519.5,214014055.3,39.7,40725530.95,166764301.1,42.1,40725529.02,159815789.8,44
  J02, 2025-01-28 00:08:30.000,40726153.88,214017343,39,40726152.13,214017469,43.4,40726148.71,214017361.9,40,40726160.76,166766877.8,42.1,40726158.25,159818259.1,45
  J02, 2025-01-28 00:09:00.000,40726790.64,214020689.3,40.1,40726789.06,214020815.3,43.8,40726785.78,214020708.2,41.3,40726797.1,166769485.3,42.1,40726795.01,159820757.9,43.8
  J02, 2025-01-28 00:09:30.000,40727434.8,214024075.3,40.2,40727433.32,214024201.3,43.7,40727429.75,214024094.2,41.3,40727441.44,166772123.7,41.5,40727439.36,159823286.4,44.2
  J02, 2025-01-28 00:10:00.000,40728087.05,214027501.1,40.3,40728085.3,214027627.1,43.9,40728081.91,214027520,40.8,40728093.29,166774793.1,41.4,40728091.11,159825844.6,43.9
  J02, 2025-01-28 00:10:30.000,40728746.36,214030966.5,39.2,40728744.6,214031092.5,43.8,40728741.48,214030985.4,40.2,40728753.11,166777493.5,42,40728750.72,159828432.5,44.5
  J02, 2025-01-28 00:11:00.000,40729413.33,214034471.6,40.1,40729411.77,214034597.7,43.8,40729408.02,214034490.6,41.1,40729420,166780224.8,41.6,40729417.7,159831049.9,44
  J02, 2025-01-28 00:11:30.000,40730087.84,214038016.8,39.4,40730086.48,214038142.7,43.9,40730082.69,214038035.7,41.2,40730094.57,166782987.2,41.6,40730092.28,159833697.3,44
  J02, 2025-01-28 00:12:00.000,40730770.25,214041601.7,39.7,40730768.5,214041727.7,43.9,40730765.34,214041620.7,39.8,40730776.77,166785780.7,41.7,40730774.47,159836374.4,44.1
  J02, 2025-01-28 00:12:30.000,40731459.88,214045226.5,39.6,40731458.38,214045352.5,44,40731454.71,214045245.4,40.9,40731466.81,166788605.1,41.7,40731464.22,159839081.2,44.7
  J02, 2025-01-28 00:13:00.000,40732157.34,214048891.1,39.6,40732155.62,214049017.1,44.1,40732151.98,214048910,40.5,40732163.84,166791460.7,42,40732161.54,159841817.7,43.8
