> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C1Z,L1Z,S1Z,C2X,L2X,S2X,C5X,L5X,S5X
  J02, 2025-01-15 00:00:00.000,40702298.34,213892008.7,33.4,40702297,213892106.7,37.9,40702293.56,213892003.6,35.2,40702305.58,166669192.7,35.4,40702302.9,159724644.1,37.7
  J02, 2025-01-15 00:00:30.000,40702119.53,213891068.6,34.2,40702117.98,213891166.6,38.5,40702114.63,213891063.5,34.5,40702126.79,166668460.2,35.8,40702123.98,159723942.1,37.8
  J02, 2025-01-15 00:01:00.000,40701946.14,213890156.7,34.2,40701944.44,213890254.7,38.6,40701940.7,213890151.6,35.3,40701953.11,166667749.6,37.5,40701950.47,159723261.1,38.3
  J02, 2025-01-15 00:01:30.000,40701777.84,213889273.1,34.6,40701776.1,213889371.1,38.9,40701772.9,213889268,35.8,40701784.99,166667061.1,37.3,40701782.43,159722601.3,37.9
  J02, 2025-01-15 00:02:00.000,40701614.63,213888418.2,34.1,40701613.38,213888516.1,39.5,40701609.41,213888413,36.4,40701622.4,166666394.9,37.1,40701619.39,159721962.9,38.3
  J02, 2025-01-15 00:02:30.000,40701457.44,213887591.8,35.1,40701455.99,213887689.8,39.2,40701452.77,213887586.7,35.5,40701464.79,166665751,37,40701462.45,159721345.8,38.8
  J02, 2025-01-15 00:03:00.000,40701305.55,213886794.3,35.6,40701304.54,213886892.3,39.2,40701300.82,213886789.1,36.1,40701313.15,166665129.6,37.5,40701310.58,159720750.3,38.6
  J02, 2025-01-15 00:03:30.000,40701159.41,213886026,33.9,40701157.71,213886123.9,39,40701154.94,213886020.9,34.6,40701167.21,166664530.9,38.4,40701164.45,159720176.5,38.8
  J02, 2025-01-15 00:04:00.000,40701019,213885286.7,34.5,40701017.25,213885384.7,38.4,40701014.11,213885281.6,34.7,40701026.38,166663954.8,38.5,40701023.63,159719624.4,39.5
  J02, 2025-01-15 00:04:30.000,40700883.47,213884576.4,34.1,40700881.96,213884674.4,38.7,40700878.61,213884571.3,34.2,40700891.27,166663401.4,38.2,40700888.79,159719094.1,39.7
  J02, 2025-01-15 00:05:00.000,40700753.52,213883895.3,35.8,40700752.44,213883993.3,39.4,40700749.29,213883890.2,35.1,40700761.55,166662870.7,37.5,40700759.05,159718585.5,39.6
