> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C1Z,L1Z,S1Z,C2X,L2X,S2X,C5X,L5X,S5X
  J02, 2025-01-17 00:00:00.000,40701869.84,213889763.8,35.6,40701868.18,213889843.9,39.5,40701864.79,213889743.7,35.4,40701877.41,166667428.5,39.2,40701875.07,159722954.9,41.7
  J02, 2025-01-17 00:00:30.000,40701786.66,213889326.8,36.1,40701784.89,213889406.8,39.8,40701781.9,213889306.7,36.7,40701794.08,166667088,39.4,40701791.94,159722628.6,41.7
  J02, 2025-01-17 00:01:00.000,40701709.06,213888920.3,35.5,40701707.73,213889000.3,39.7,40701704.41,213888900.2,35.7,40701716.65,166666771.2,39.6,40701714.24,159722325,42
  J02, 2025-01-17 00:01:30.000,40701637.94,213888544.4,36.9,40701636.32,213888624.3,39.8,40701633.25,213888524.3,36.4,40701645.13,166666478.2,40,40701642.67,159722044.3,42.2
  J02, 2025-01-17 00:02:00.000,40701572.53,213888199.3,35.7,40701571.04,213888279.2,39.6,40701567.28,213888179.2,36.6,40701579.18,166666209.3,39.7,40701577.07,159721786.6,41.7
  J02, 2025-01-17 00:02:30.000,40701512.39,213887885.1,36.1,40701510.73,213887965.1,40,40701507.59,213887865,37.4,40701519.92,166665964.5,40,40701517.22,159721552,42.3
  J02, 2025-01-17 00:03:00.000,40701458.11,213887602.1,35.4,40701456.64,213887682.1,40.5,40701453.49,213887582,35.6,40701465.71,166665744,39.3,40701463.37,159721340.7,42
  J02, 2025-01-17 00:03:30.000,40701410.73,213887350.2,36.2,40701409.09,213887430.2,39.9,40701405.09,213887330.1,37.9,40701417.79,166665547.8,40.1,40701415.41,159721152.6,42.4
  J02, 2025-01-17 00:04:00.000,40701368.41,213887129.6,35.4,40701367.09,213887209.6,39.9,40701363.47,213887109.5,37.1,40701375.74,166665375.9,40.4,40701373.53,159720987.9,42.2
  J02, 2025-01-17 00:04:30.000,40701332.72,213886940.3,36.6,40701331.07,213887020.3,40.2,40701327.43,213886920.2,38.2,40701339.91,166665228.4,40.4,40701337.23,159720846.6,42.4
  J02, 2025-01-17 00:05:00.000,40701302.77,213886782.5,36.9,40701301.15,213886862.5,40.5,40701297.27,213886762.4,37.3,40701309.9,166665105.4,40.9,40701307.26,159720728.7,42.4
  J02, 2025-01-17 00:05:30.000,40701278.86,213886656.6,35.9,40701276.92,213886736.6,40.3,40701273.2,213886636.5,36.9,40701285.56,166665007.3,41,40701283.09,159720634.7,42.4
  J02, 2025-01-17 00:06:00.000,40701260.64,213886562.5,37.5,40701259.55,213886642.5,40.6,40701255.86,213886542.4,37.7,40701267.99,166664934.1,41.3,40701265.38,159720564.5,42
  J02, 2025-01-17 00:06:30.000,40701248.88,213886500.5,38.3,40701247.58,213886580.5,40.2,40701243.85,213886480.4,38.9,40701256.22,166664885.7,40.8,40701253.56,159720518.2,43.4
  J02, 2025-01-17 00:07:00.000,40701243.25,213886470.6,37.5,40701241.74,213886550.6,40.9,40701238.54,213886450.5,37.1,40701250.5,166664862.5,41,40701247.98,159720495.9,43.3
  J02, 2025-01-17 00:07:30.000,40701243.7,213886473,38.8,40701242.06,213886553,41.3,40701238.65,213886452.9,37.5,40701250.89,166664864.4,42.3,40701248.56,159720497.7,43
  J02, 2025-01-17 00:08:00.000,40701250.36,213886507.7,37.2,40701248.6,213886587.7,41.1,40701245.21,213886487.6,37.5,40701257.27,166664891.4,41.4,40701254.92,159720523.6,43.3
  J02, 2025-01-17 00:08:30.000,40701263.03,213886574.9,39.2,40701261.44,213886654.9,41.4,40701258.06,213886554.8,38.2,40701270.49,166664943.8,41.3,40701267.67,159720573.9,43.3
