> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C1Z,L1Z,S1Z,C2X,L2X,S2X,C5X,L5X,S5X
  J02, 2025-01-30 00:00:00.000,40726937.95,214021507.7,40.2,40726936.64,214021507.7,43.8,40726933.4,214021478.2,39.9,40726944.31,166770035,42,40726942.2,159821276.5,43.7
  J02, 2025-01-30 00:00:30.000,40727566.83,214024811.8,39,40727565.29,214024811.8,43.6,40727561.35,214024782.3,41.4,40727573.24,166772609.6,42.3,40727570.93,159823743.9,43.4
  J02, 2025-01-30 00:01:00.000,40728202.98,214028155.5,39.6,40728201.49,214028155.5,44,40728197.86,214028126,40.3,40728209.42,166775215.1,42.1,40728207.18,159826240.8,44.5
  J02, 2025-01-30 00:01:30.000,40728846.98,214031538.7,40.1,40728845.49,214031538.7,43.9,40728841.56,214031509.1,40.9,40728853.33,166777851.3,41.8,40728850.95,159828767.2,44.1
  J02, 2025-01-30 00:02:00.000,40729498.2,214034961.7,39.9,40729496.75,214034961.7,43.9,40729493.13,214034932.1,40.9,40729504.85,166780518.6,41.5,40729502.33,159831323.3,44.4
  J02, 2025-01-30 00:02:30.000,40730156.92,214038424.2,40.2,40730155.55,214038424.2,43.9,40730152.12,214038394.7,40.1,40730163.85,166783216.7,41.9,40730161.27,159833909,44.1
  J02, 2025-01-30 00:03:00.000,40730823.42,214041926.5,40.6,40730822.09,214041926.5,44.3,40730818.43,214041896.9,40.3,40730830,166785945.7,41.2,40730827.65,159836524.3,43.8
  J02, 2025-01-30 00:03:30.000,40731497.53,214045468.5,39.9,40731495.91,214045468.5,44.3,40731492.61,214045438.9,40.7,40731503.93,166788705.7,41.8,40731501.6,159839169.3,43.9
  J02, 2025-01-30 00:04:00.000,40732179.06,214049050,41.1,40732177.57,214049050,44.2,40732173.69,214049020.4,41.6,40732185.25,166791496.5,42.1,40732183.09,159841843.8,43.9
  J02, 2025-01-30 00:04:30.000,40732868.34,214052671.2,40.7,40732866.64,214052671.2,44.2,40732863.07,214052641.6,41.6,40732874.64,166794318.2,42.6,40732872.16,159844547.9,44.1
  J02, 2025-01-30 00:05:00.000,40733565,214056332.3,40.9,40733563.52,214056332.3,44.6,40733559.73,214056302.7,42.7,40733571.09,166797171,42.2,40733568.93,159847281.9,43.9
  J02, 2025-01-30 00:05:30.000,40734269.23,214060033.4,40.8,40734267.72,214060033.4,44.6,40734263.9,214060003.9,42,40734275.7,166800055,41.7,40734273.29,159850045.8,43.4
  J02, 2025-01-30 00:06:00.000,40734981.08,214063774.4,40,40734979.67,214063774.4,44.7,40734976.02,214063744.9,41.9,40734987.36,166802970.1,42,40734985.12,159852839.3,43.6
  J02, 2025-01-30 00:06:30.000,40735700.69,214067555.4,40.1,40735699.07,214067555.4,44.3,40735695.45,214067525.8,41.3,40735706.96,166805916.3,42.5,40735704.54,159855662.8,44.1
  J02, 2025-01-30 00:07:00.000,40736427.78,214071376.3,40.2,40736426.16,214071376.3,44.3,40736422.99,214071346.7,41.1,40736434.02,166808893.6,42,40736431.59,159858516,43.4
  J02, 2025-01-30 00:07:30.000,40737162.47,214075237,40.4,40737160.72,214075237,44.4,40737157.16,214075207.4,40.6,40737168.9,166811901.9,41.7,40737166.2,159861399,43.4
  J02, 2025-01-30 00:08:00.000,40737904.66,214079137.6,40.6,40737903.06,214079137.6,44.3,40737899.64,214079108,41.6,40737911.1,166814941.4,42.4,40737908.56,159864311.8,44.1
  J02, 2025-01-30 00:08:30.000,40738654.39,214083078.1,40.2,40738652.88,214083078.1,44.5,40738649.25,214083048.5,40.9,40738661.21,166818011.9,42.4,40738658.41,159867254.4,43.6
  J02, 2025-01-30 00:09:00.000,40739411.89,214087058.4,42.2,40739410.43,214087058.5,44.8,40739406.76,214087028.9,41.4,40739418.38,166821113.5,42.5,40739415.87,159870226.8,43.9
  J02, 2025-01-30 00:09:30.000,40740176.97,214091078.8,40.8,40740175.42,214091078.8,45,40740171.95,214091049.3,41.3,40740183.32,166824246.3,41.8,40740180.94,159873229,43.8
  J02, 2025-01-30 00:10:00.000,40740949.55,214095139.2,40.2,40740948,214095139.2,44.6,40740944.39,214095109.6,41.3,40740956.29,166827410.2,42.3,40740953.59,159876261.1,43.9
