> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C1Z,L1Z,S1Z,C2X,L2X,S2X,C5X,L5X,S5X
  J02, 2025-01-25 00:00:00.000,40705886.81,213910882.6,39.8,40705885.45,213910965.6,43,40705882.07,213910861.5,39.2,40705893.68,166683889.9,42,40705891.54,159738728,44.8
  J02, 2025-01-25 00:00:30.000,40706224.33,213912655.8,40.2,40706223.11,213912738.8,43.2,40706219.2,213912634.8,39.6,40706231.25,166685271.7,42.7,40706229.05,159740052.3,44.1
  J02, 2025-01-25 00:01:00.000,40706569.03,213914466.8,39.4,40706567.56,213914549.8,43.4,40706563.96,213914445.7,39.9,40706576.11,166686682.8,42.6,40706573.49,159741404.6,44.9
  J02, 2025-01-25 00:01:30.000,40706920.66,213916315.2,40.6,40706919.42,213916398.2,43.7,40706916.02,213916294.1,39.9,40706927.34,166688123.1,41.4,40706925.23,159742784.9,44.7
  J02, 2025-01-25 00:02:00.000,40707279.55,213918201,38.6,40707278.11,213918284,43.5,40707274.66,213918179.9,39.5,40707286.33,166689592.6,41.1,40707284.16,159744193.2,44.9
  J02, 2025-01-25 00:02:30.000,40707645.63,213920124.7,40.1,40707644.36,213920207.7,43.3,40707640.79,213920103.6,39.8,40707652.59,166691091.6,41.3,40707650.09,159745629.7,44.9
  J02, 2025-01-25 00:03:00.000,40708018.69,213922086.2,39.4,40708017.33,213922169.2,43.5,40708014.22,213922065.1,39.5,40708025.81,166692620,41.8,40708023.49,159747094.4,44.9
  J02, 2025-01-25 00:03:30.000,40708399.42,213924085.7,39.2,40708398.16,213924168.7,43.3,40708394.45,213924064.7,39.9,40708406.36,166694178.1,41.6,40708403.95,159748587.6,44.6
  J02, 2025-01-25 00:04:00.000,40708787.02,213926123.6,38.8,40708785.7,213926206.6,43.4,40708782.25,213926102.5,40.4,40708793.9,166695766.1,41.8,40708791.75,159750109.4,44
  J02, 2025-01-25 00:04:30.000,40709182.2,213928199.3,39,40709180.69,213928282.3,43.7,40709177.04,213928178.2,39.9,40709189.19,166697383.5,41.4,40709186.59,159751659.5,43.9
  J02, 2025-01-25 00:05:00.000,40709584.16,213930312.9,38.7,40709583.11,213930395.9,43.4,40709579.63,213930291.8,40,40709591.11,166699030.5,41.1,40709588.82,159753237.8,44.3
  J02, 2025-01-25 00:05:30.000,40709993.66,213932464.8,38.6,40709992.37,213932547.8,43.5,40709989.23,213932443.7,39.9,40710000.65,166700707.3,41,40709998.29,159754844.7,44
