> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C1Z,L1Z,S1Z,C2X,L2X,S2X,C5X,L5X,S5X
  J02, 2025-01-13 00:00:00.000,40702067.5,               ,32.8,40702065.79,213890817.5,36.9,40702062.02,               ,32.4,40702074.25,166668194.5,34.5,40702070.98,159723679.5,34.6
  J02, 2025-01-13 00:00:30.000,40701800.94,213889370,32.8,40701799.32,213889419,36.1,40701796.26,213889394.9,34.3,40701807.56,166667104.8,33.7,40701804.88,159722635.2,34.8
  J02, 2025-01-13 00:01:00.000,40701540.06,213887997.3,32.8,40701538.66,213888046.3,36.8,40701535.09,213888022.2,33.7,40701546.84,166666035.2,33.5,40701543.71,159721610.1,34.7
  J02, 2025-01-13 00:01:30.000,40701283.17,213886650.4,34.5,40701281.81,213886699.4,37.3,40701278.52,213886675.3,34.2,40701290.16,166664985.7,34.6,40701287.25,159720604.3,34.5
  J02, 2025-01-13 00:02:00.000,40701032.27,213885329.5,33.7,40701031.05,213885378.5,36.9,40701028,213885354.4,33.4,40701038.88,166663956.4,34.4,40701036.1,159719617.9,35.2
  J02, 2025-01-13 00:02:30.000,40700785.95,               ,31,40700783.99,213884083.6,36.1,40700780.66,               ,32.1,40700792.81,166662947.3,34.6,40700790.08,159718650.9,35
  J02, 2025-01-13 00:03:00.000,40700544.44,               ,32.1,40700542.93,213882815.1,36.7,40700539.13,               ,32.6,40700551.31,166661958.9,35.5,40700548.63,159717703.6,35.4
  J02, 2025-01-13 00:03:30.000,40700307.84,213881524.2,32.5,40700306.57,213881573.2,36.1,40700302.58,213881549.1,34.7,40700315.05,166660991.2,34.9,40700312.12,159716776.3,36.3
  J02, 2025-01-13 00:04:00.000,40700077.22,               ,33.4,40700075.45,213880357.9,36.9,40700071.42,               ,33.4,40700083.4,166660044.2,35.8,40700080.94,159715868.7,36.3
  J02, 2025-01-13 00:04:30.000,40699850.61,213879120.3,33.9,40699849.43,213879169.3,36.6,40699845.47,213879145.2,34.3,40699856.98,166659118.1,34.9,40699854.77,159714981.2,37.2
  J02, 2025-01-13 00:05:00.000,40699629.81,213877958.7,33.5,40699628.18,213878007.8,37,40699624.79,213877983.6,34.7,40699636.49,166658212.9,36.2,40699633.77,159714113.8,36.6
  J02, 2025-01-13 00:05:30.000,40699414.05,               ,33.1,40699411.93,213876873.3,37.6,40699408.85,               ,35,40699420.71,166657329,36.7,40699418.27,159713266.6,37.9
  J02, 2025-01-13 00:06:00.000,40699202.73,213875717.1,33.2,40699201.15,213875766.2,37.9,40699197.87,213875742,34.4,40699209.72,166656466.3,36.2,40699207.65,159712439.8,37.9
  J02, 2025-01-13 00:06:30.000,40698997.88,213874637.6,32.9,40698995.94,213874686.6,38.1,40698993.08,213874662.4,34,40699004.53,166655625,35.3,40699001.98,159711633.7,37.7
  J02, 2025-01-13 00:07:00.000,40698797.61,213873585.5,33.9,40698795.85,213873634.5,38.1,40698792.23,213873610.4,33.5,40698803.92,166654805.3,35.4,40698801.56,159710848.1,38.6
  J02, 2025-01-13 00:07:30.000,40698602.48,213872561.3,34.3,40698600.63,213872610.3,39,40698597.57,213872586.2,35.2,40698609.79,166654007.2,36.4,40698606.59,159710083.3,38.4
  J02, 2025-01-13 00:08:00.000,40698412.67,213871565,33.2,40698411.33,213871614,38,40698407.75,213871589.9,35.1,40698419.91,166653230.9,35.5,40698417.23,159709339.3,38.2
  J02, 2025-01-13 00:08:30.000,40698228.77,               ,33.4,40698227.37,213870645.8,38.2,40698223.7,               ,35.9,40698235.57,166652476.4,35.5,40698233.06,159708616.2,38.6
  J02, 2025-01-13 00:09:00.000,40698049.8,213869656.8,34.1,40698048.67,213869705.8,37.9,40698044.86,213869681.7,34.8,40698056.83,166651743.9,37,40698054.08,159707914.3,38.1
  J02, 2025-01-13 00:09:30.000,40697875.97,213868745.2,34.7,40697874.87,213868794.2,38.8,40697871.33,213868770.1,35.8,40697883.22,166651033.6,37.7,40697880.54,159707233.5,38.7
