> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C1Z,L1Z,S1Z,C2X,L2X,S2X,C5X,L5X,S5X
  J02, 2025-01-01 00:37:30.000,40692107.5,213838466.7,33.8,40692106.3,213838552.7,37.5,               ,               ,               ,40692115.66,166627461.4,31.5,40692112.81,159684653.2,36.1
  J02, 2025-01-01 00:38:00.000,40691750.66,213836592.9,33.5,40691748.79,213836678.9,37.6,40691745.42,213836578.8,33.5,40691759.51,166626001.2,32.2,40691758.09,159683253.9,35.9
  J02, 2025-01-01 00:38:30.000,40691398.3,213834740.9,34,40691396.72,213834826.9,36.8,40691393.23,213834726.8,34.6,40691408.15,166624558.1,33.6,40691405.69,159681870.9,35.7
  J02, 2025-01-01 00:39:00.000,40691050.39,213832911.1,34.9,40691048.84,213832997.1,37.5,40691045.21,213832897,34.5,40691059.25,166623132.3,33.5,40691057.69,159680504.4,35.5
  J02, 2025-01-01 00:39:30.000,40690705.92,213831103.5,32.2,40690704.39,213831189.6,37.7,40690701.34,213831089.4,33.4,40690715.39,166621723.8,34.2,40690713.88,159679154.6,36.1
  J02, 2025-01-01 00:40:00.000,40690366.38,213829318.3,32.7,40690365.08,213829404.3,37.5,40690361.68,213829304.2,34.4,40690376.27,166620332.6,34.6,40690373.94,159677821.4,35.8
  J02, 2025-01-01 00:40:30.000,40690031.13,213827555.8,32.7,40690029.51,213827641.8,37.2,40690026.35,213827541.6,34,40690040.65,166618959.2,33.7,40690038.7,159676505.2,35.9
  J02, 2025-01-01 00:41:00.000,40689700.3,213825816,32.3,40689698.23,213825901.9,37.9,40689694.92,213825801.8,33.8,40689708.68,166617603.4,34.1,40689707.68,159675205.9,36.1
  J02, 2025-01-01 00:41:30.000,40689372.95,213824099.1,35,40689371.87,213824185.1,37.5,40689368.5,213824085,34.4,40689383.1,166616265.6,34.2,40689380.86,159673923.8,35.9
  J02, 2025-01-01 00:42:00.000,40689050.91,213822405.5,33.8,40689049.48,213822491.5,38.2,40689045.78,213822391.4,34.9,40689059.95,166614945.8,34.3,40689058.4,159672659.1,36
  J02, 2025-01-01 00:42:30.000,40688732.7,213820735.5,32.6,40688731.7,213820821.5,37.7,40688728.42,213820721.4,35.4,40688742.9,166613644.5,34.6,40688740.53,159671411.9,36
