> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C1Z,L1Z,S1Z,C2X,L2X,S2X,C5X,L5X,S5X
  J02, 2025-01-07 00:17:00.000,40702066.08,213890785.4,32.4,40702065,213890873.4,36.6,40702061.48,213890772.2,34,40702073.43,166668231.4,32.4,40702071.58,159723723.4,35
  J02, 2025-01-07 00:17:30.000,40701746.22,               ,32.3,40701744.13,213889189.9,37.2,40701740.2,               ,33.2,40701753.14,166666919.5,32.7,40701750.77,159722466.2,35.4
  J02, 2025-01-07 00:18:00.000,40701429.94,213887441.4,33.2,40701427.85,213887529.4,37.4,40701424.91,213887428.3,34.1,40701436.66,166665625.6,31.4,40701434.79,159721226.2,35.2
  J02, 2025-01-07 00:18:30.000,40701118.19,213885804.5,33.3,40701117.14,213885892.4,37.9,40701113.61,213885791.3,36,40701124.82,166664350.1,32.6,40701123.02,159720003.8,34.7
  J02, 2025-01-07 00:19:00.000,40700811.23,213884191,33.3,40700809.65,213884279,37.1,40700805.56,213884177.9,33.6,40700817.98,166663092.8,31.8,40700816.41,159718799,34.5
  J02, 2025-01-07 00:19:30.000,40700509.16,213882601.2,36.1,40700507.87,213882689.2,37.2,40700504.13,213882588.1,34.9,40700515.96,166661854,31.3,40700513.72,159717611.8,34.7
  J02, 2025-01-07 00:20:00.000,40700211.02,213881035.3,33.5,40700209.36,213881123.3,37.5,40700206.18,213881022.2,33.6,40700217.88,166660633.8,31.7,40700215.6,159716442.4,34.8
  J02, 2025-01-07 00:20:30.000,40699917.67,213879493.4,33.2,40699916.1,213879581.4,37.3,40699912.21,213879480.3,34.1,40699923.97,166659432.3,31.9,40699922.16,159715291,34.1
  J02, 2025-01-07 00:21:00.000,40699629.31,213877975.8,32.3,40699627.07,213878063.8,37.5,40699624.34,213877962.6,33.1,40699635.97,166658249.8,31.9,40699633.23,159714157.7,34.7
  J02, 2025-01-07 00:21:30.000,40699344.77,213876482.6,35.1,40699343.23,213876570.6,36.5,40699339.63,213876469.5,33.9,40699351.6,166657086.3,32.2,40699348.88,159713042.7,33.9
  J02, 2025-01-07 00:22:00.000,40699065.33,213875014.2,33.7,40699063.81,213875102.1,37.8,40699060.06,213875001,34.5,40699072.18,166655942,32.8,40699069.48,159711946.1,33.7
  J02, 2025-01-07 00:22:30.000,40698790.77,213873570.5,33.4,40698788.84,213873658.5,37.3,40698786.09,213873557.4,35.8,40698796.93,166654817.1,32.6,40698794.68,159710868.1,33.9
  J02, 2025-01-07 00:23:00.000,40698521.11,213872151.9,32.8,40698519.13,213872239.8,37.5,40698515.79,213872138.7,34.6,40698527.02,166653711.6,32.3,40698524.38,159709808.6,33.2
  J02, 2025-01-07 00:23:30.000,40698255.86,213870758.2,32.1,40698253.59,213870846.2,37.1,40698250.2,213870745.1,33,40698262.6,166652625.7,33.9,40698259.28,159708767.9,34.1
  J02, 2025-01-07 00:24:00.000,40697995.25,213869389.8,32.1,40697993.55,213869477.8,36.9,40697990,213869376.7,32.8,40698002.12,166651559.4,35,40697999.42,159707746,34.1
  J02, 2025-01-07 00:24:30.000,40697739.3,213868046.7,32.8,40697738,213868134.7,37.1,40697734.68,213868033.6,33.5,40697746.38,166650512.8,34.1,40697743.46,159706743.1,34.4
  J02, 2025-01-07 00:25:00.000,40697489.02,213866729.2,32.8,40697487.76,213866817.2,36.7,40697483.61,213866716.1,34.2,40697495.55,166649486.2,34.9,40697492.77,159705759.3,33.9
  J02, 2025-01-07 00:25:30.000,40697242.92,213865437.8,33.4,40697241.13,213865525.8,37.9,40697237.88,213865424.7,35.9,40697250.67,166648479.9,34.8,40697247.18,159704794.9,34.6
  J02, 2025-01-07 00:26:00.000,40697001.83,               ,32.5,40697000.93,213864260.1,37.3,40696997.25,               ,34.2,40697009.03,166647493.6,33.7,40697006.19,159703849.7,34.8
  J02, 2025-01-07 00:26:30.000,40696766.48,               ,32,40696764.66,213863020.6,37.1,40696761.21,               ,32.3,40696773.65,166646527.8,35,40696770.7,159702924.1,34.9
  J02, 2025-01-07 00:27:00.000,40696535,213861719.2,33.7,40696533.77,213861807.2,36.9,40696530.54,213861706.1,33.2,40696542.45,166645582.2,35.3,40696539.79,159702017.9,35.4
  J02, 2025-01-07 00:27:30.000,40696309.58,               ,32.5,40696308.07,213860620.4,36.4,40696303.65,               ,34.7,40696316.63,166644657.5,34.8,40696314.02,159701131.7,35.4
  J02, 2025-01-07 00:28:00.000,40696089.02,213859372.1,33.4,40696087.25,213859460.1,37.1,40696083.58,213859359,33.8,40696095.65,166643753.3,35.6,40696093.05,159700265.2,35.6
  J02, 2025-01-07 00:28:30.000,40695872.55,213858238.6,33.2,40695871.4,213858326.6,37,40695867.84,213858225.5,34.2,40695880.27,166642870.1,35.5,40695877.59,159699418.7,36.1
  J02, 2025-01-07 00:29:00.000,40695662.61,               ,32.4,40695660.78,213857220.1,37.4,40695657.49,               ,33.4,40695669.53,166642007.8,34.9,40695667.08,159698592.4,36.4
  J02, 2025-01-07 00:29:30.000,40695456.98,               ,33.4,40695455.81,213856140.6,37.6,40695452.2,               ,34.4,40695464.39,166641166.7,35.9,40695461.84,159697786.3,36.9
  J02, 2025-01-07 00:30:00.000,40695256.94,213855000.1,33.3,40695255.06,213855088.2,37.9,40695251.7,213854987,34.3,40695264.32,166640346.5,36.4,40695261.64,159697000.4,37.4
  J02, 2025-01-07 00:30:30.000,40695061.97,213853975.3,33.3,40695060.36,213854063.3,37.9,40695056.92,213853962.2,34.7,40695069.46,166639547.9,35.5,40695066.7,159696235,37.7
  J02, 2025-01-07 00:31:00.000,40694872.45,213852978,34.3,40694870.21,213853066,38.3,40694866.72,213852964.9,34,40694879.43,166638770.8,35.3,40694876.57,159695490.3,38.4
  J02, 2025-01-07 00:31:30.000,40694687.34,               ,33.3,40694685.31,213852096.6,38.4,40694682.9,               ,34.2,40694694.88,166638015.4,36.3,40694692.14,159694766.3,37.8
  J02, 2025-01-07 00:32:00.000,40694508.25,213851066.8,33,40694506.37,213851154.8,38.4,40694503.29,213851053.7,33.2,40694515.64,166637281.5,36.3,40694513.06,159694063,38
  J02, 2025-01-07 00:32:30.000,40694334.53,213850152.8,35.3,40694333.2,213850240.8,38.1,40694329.99,213850139.7,34.9,40694341.61,166636569.3,35,40694339.4,159693380.5,37.7
  J02, 2025-01-07 00:33:00.000,40694165.78,213849267.2,33.1,40694164.61,213849355.2,37.9,40694160.99,213849254.1,34.1,40694173.59,166635879.2,37,40694170.77,159692719.1,38
  J02, 2025-01-07 00:33:30.000,40694002.63,               ,34,40694001.62,213848498,38.9,40693997.97,               ,35.4,40694010.17,166635211.2,36.5,40694007.77,159692078.9,38.2
  J02, 2025-01-07 00:34:00.000,40693844.98,213847581.1,34.8,40693843.46,213847669.1,39,40693839.76,213847568,35.6,40693852.08,166634565.3,36.8,40693849.61,159691460,38.4
  J02, 2025-01-07 00:34:30.000,40693692.67,213846780.6,34.3,40693691.12,213846868.6,39.2,40693687.3,213846767.5,36.1,40693699.84,166633941.5,36.7,40693697.48,159690862.1,39
  J02, 2025-01-07 00:35:00.000,40693545.7,               ,35,40693544.51,213846096.9,39.7,40693540.76,               ,37,40693553.23,166633340.2,38.2,40693550.59,159690285.9,39.5
  J02, 2025-01-07 00:35:30.000,40693404.28,213845266.4,34.6,40693403.31,213845354.4,38.8,40693399.92,213845253.3,35.8,40693412.43,166632761.6,37.5,40693409.06,159689731.4,39.8
  J02, 2025-01-07 00:36:00.000,40693268.72,213844553.2,34.2,40693267.33,213844641.2,39.4,40693263.67,213844540.1,34.7,40693276.16,166632205.8,37.9,40693273.71,159689198.8,39.2
  J02, 2025-01-07 00:36:30.000,40693138.78,213843869.4,34.7,40693137.51,213843957.3,38.8,40693133.75,213843856.3,36,40693146.11,166631672.9,38.7,40693143.7,159688688.1,40
  J02, 2025-01-07 00:37:00.000,40693013.56,213843215,34.2,40693012.79,213843303,39.2,40693009.13,213843201.9,35.9,40693021.51,166631163,38.1,40693019.17,159688199.4,40.1
  J02, 2025-01-07 00:37:30.000,40692895.22,213842589.9,35.7,40692893.63,213842677.9,39.6,40692889.98,213842576.8,35.7,40692902.56,166630676,38,40692900.42,159687732.6,40.7
  J02, 2025-01-07 00:38:00.000,40692781.41,213841994.4,35.8,40692780.41,213842082.4,39.8,40692777.04,213841981.3,36.3,40692789.48,166630211.9,38.9,40692786.85,159687287.9,40.9
  J02, 2025-01-07 00:38:30.000,40692674.27,213841428.6,35.5,40692672.76,213841516.6,39.5,40692669.27,213841415.5,35.9,40692682,166629771,39.2,40692679.2,159686865.4,41.1
  J02, 2025-01-07 00:39:00.000,40692572.36,213840893,35.1,40692571.47,213840981,39.3,40692567.62,213840879.9,35.4,40692579.91,166629353.6,38.9,40692577.23,159686465.4,42
  J02, 2025-01-07 00:39:30.000,40692476.48,213840387.2,36.7,40692474.88,213840475.2,39.9,40692471.5,213840374.1,36.5,40692483.55,166628959.5,38.9,40692481.26,159686087.7,41.5
  J02, 2025-01-07 00:40:00.000,40692385.78,213839911.8,35.2,40692384.23,213839999.9,40,40692380.82,213839898.7,36.1,40692393.29,166628589,38.7,40692390.84,159685732.6,41.4
  J02, 2025-01-07 00:40:30.000,40692300.81,213839466.8,35.9,40692299.74,213839554.8,40,40692296.32,213839453.7,35.9,40692308.48,166628242.2,39.5,40692306.46,159685400.3,42
  J02, 2025-01-07 00:41:00.000,40692221.94,213839052.4,36.8,40692220.87,213839140.4,40,40692217.3,213839039.3,36.4,40692229.65,166627919.3,40.2,40692227.47,159685090.8,41.4
  J02, 2025-01-07 00:41:30.000,40692149.08,213838668.7,37.9,40692148.01,213838756.7,40.5,40692144.22,213838655.6,36.9,40692157.08,166627620.3,39.5,40692154.23,159684804.2,41.5
  J02, 2025-01-07 00:42:00.000,40692081.86,213838315.7,37.8,40692080.57,213838403.7,40.5,40692076.85,213838302.6,37,40692089.4,166627345.2,40.1,40692087.18,159684540.6,42.1
  J02, 2025-01-07 00:42:30.000,40692020.78,213837993.6,37.4,40692019.67,213838081.6,40.2,40692016.07,213837980.5,36.9,40692028.43,166627094.1,39.6,40692025.9,159684300,42.1
  J02, 2025-01-07 00:43:00.000,40691965.13,213837702.5,36.4,40691963.84,213837790.5,40.4,40691960.4,213837689.4,37.3,40691972.84,166626867.3,39.8,40691970.52,159684082.6,42.2
  J02, 2025-01-07 00:43:30.000,40691915.98,213837442.6,35.4,40691914.22,213837530.6,40.5,40691910.54,213837429.5,36.4,40691923.63,166626664.8,39.9,40691921.15,159683888.5,42.2
  J02, 2025-01-07 00:44:00.000,40691872.11,213837214.1,37.1,40691871.1,213837302.1,40.5,40691867.47,213837201,37.3,40691879.86,166626486.6,38.7,40691877.67,159683717.8,42.6
  J02, 2025-01-07 00:44:30.000,40691835.16,213837016.9,35.5,40691833.68,213837105,40.2,40691829.83,213837003.8,37.4,40691842.5,166626333,40.3,40691840.06,159683570.6,42.2
  J02, 2025-01-07 00:45:00.000,40691803.59,213836851.4,35.5,40691802.22,213836939.4,40.4,40691798.6,213836838.3,37.6,40691811.07,166626204,40,40691808.48,159683446.9,42.4
  J02, 2025-01-07 00:45:30.000,40691778.19,213836717.7,37.1,40691776.74,213836805.7,41.2,40691773.31,213836704.6,38.4,40691785.41,166626099.8,40.2,40691783.03,159683347,42.5
  J02, 2025-01-07 00:46:00.000,40691758.3,213836616.1,36.8,40691757.25,213836704.1,41.1,40691753.61,213836603,37.2,40691766.78,166626020.6,40.6,40691763.78,159683271.2,42.1
  J02, 2025-01-07 00:46:30.000,40691745.67,213836546.4,36.8,40691744.04,213836634.4,40.8,40691740.79,213836533.3,37.6,40691753.32,166625966.2,40.9,40691750.68,159683219.1,41.9
  J02, 2025-01-07 00:47:00.000,40691738.47,213836508.8,37.3,40691736.97,213836596.8,41.1,40691733.19,213836495.7,38.5,40691746.21,166625936.9,41.4,40691743.55,159683191,42.7
  J02, 2025-01-07 00:47:30.000,40691737.56,213836503.4,37.9,40691736.27,213836591.4,41.1,40691732.59,213836490.3,38.2,40691745.02,166625932.7,41.6,40691742.61,159683186.9,42.8
  J02, 2025-01-07 00:48:00.000,40691742.66,213836530.2,37.5,40691741.02,213836618.2,41.5,40691737.71,213836517.1,39.2,40691750.09,166625953.5,41.1,40691747.72,159683206.9,42.8
  J02, 2025-01-07 00:48:30.000,40691753.91,213836589.6,37.9,40691752.51,213836677.6,41.6,40691748.83,213836576.5,39.6,40691761.52,166625999.8,41.7,40691758.97,159683251.2,42.9
  J02, 2025-01-07 00:49:00.000,40691771.33,213836681.5,37.1,40691769.81,213836769.5,41.5,40691766.58,213836668.4,39.2,40691779.3,166626071.4,41.6,40691776.5,159683319.8,43.2
  J02, 2025-01-07 00:49:30.000,40691795.23,213836806.2,37.3,40691793.66,213836894.2,41.6,40691790.39,213836793.1,37.3,40691802.46,166626168.5,40.6,40691800.31,159683412.9,43.4
  J02, 2025-01-07 00:50:00.000,40691825.19,213836963.7,37.4,40691823.5,213837051.7,41.5,40691819.93,213836950.6,38.8,40691832.47,166626291.2,41.3,40691830.38,159683530.5,43.9
  J02, 2025-01-07 00:50:30.000,40691861.59,213837154.4,37.7,40691860.19,213837242.4,42,40691856.42,213837141.3,38.8,40691869.07,166626439.8,41.4,40691866.76,159683672.9,43.6
  J02, 2025-01-07 00:51:00.000,40691904.17,213837378.2,38.1,40691902.48,213837466.2,41.8,40691899.09,213837365.1,39.4,40691911.41,166626614.1,40.5,40691909.36,159683839.9,43.4
  J02, 2025-01-07 00:51:30.000,40691953.25,213837635.1,38.1,40691951.63,213837723.1,41.8,40691948.09,213837622,37.8,40691960.2,166626814.3,40.4,40691958.25,159684031.8,43.8
  J02, 2025-01-07 00:52:00.000,40692008.28,213837925.3,37.7,40692006.68,213838013.4,42.1,40692003.31,213837912.2,38.1,40692015.65,166627040.4,40.6,40692013.49,159684248.5,43.6
  J02, 2025-01-07 00:52:30.000,40692069.7,213838248.9,39.6,40692068.62,213838336.9,42.2,40692064.57,213838235.8,39.2,40692077.32,166627292.5,41.1,40692075.1,159684490.1,44
  J02, 2025-01-07 00:53:00.000,40692138.03,213838606.1,38.2,40692136.5,213838694.2,42.1,40692133.07,213838593.1,38.7,40692145.29,166627570.9,40.4,40692143.07,159684756.8,44.1
  J02, 2025-01-07 00:53:30.000,40692212.5,213838997.1,37.3,40692210.81,213839085.1,42,40692207,213838984,39,40692219.61,166627875.5,40.4,40692217.42,159685048.7,43.7
  J02, 2025-01-07 00:54:00.000,40692293.08,213839421.8,37.7,40692291.68,213839509.8,41.9,40692288.23,213839408.8,39.4,40692300.57,166628206.4,40.7,40692298.39,159685365.8,44.3
  J02, 2025-01-07 00:54:30.000,40692380.58,213839880.5,37.5,40692378.86,213839968.5,42.3,40692375.27,213839867.5,39.2,40692387.47,166628563.8,40.3,40692385.68,159685708.3,43.6
  J02, 2025-01-07 00:55:00.000,40692473.78,213840373.3,37.6,40692472.66,213840461.3,42.2,40692469.25,213840360.3,38.6,40692481.51,166628947.8,40.9,40692479.57,159686076.3,43.5
  J02, 2025-01-07 00:55:30.000,40692574.25,213840900.5,38.9,40692573.17,213840988.5,42,40692569.36,213840887.5,39.9,40692581.98,166629358.6,40.5,40692579.86,159686470,44.3
  J02, 2025-01-07 00:56:00.000,40692681.05,213841461.7,38.4,40692679.93,213841549.7,42.4,40692676.22,213841448.6,39.2,40692688.77,166629795.8,40.6,40692686.85,159686889,43.5
  J02, 2025-01-07 00:56:30.000,40692794.72,213842057.1,39.9,40692793.01,213842145.1,42.4,40692789.59,213842044.1,39,40692802.19,166630259.8,40.2,40692800.16,159687333.6,44
  J02, 2025-01-07 00:57:00.000,40692914.66,213842687.2,40,40692913.12,213842775.2,42.7,40692909.54,213842674.2,38.6,40692921.97,166630750.7,40.7,40692920.03,159687804.1,44.1
  J02, 2025-01-07 00:57:30.000,40693041.2,213843351.9,40.4,40693039.34,213843439.9,42.6,40693035.97,213843338.8,40.5,40693048.2,166631268.6,40.7,40693046.39,159688300.4,44
  J02, 2025-01-07 00:58:00.000,40693174.58,213844051.2,38.4,40693172.77,213844139.2,42.7,40693169.29,213844038.2,39,40693181.59,166631813.5,40.4,40693179.56,159688822.6,44.4
  J02, 2025-01-07 00:58:30.000,40693313.66,213844785.3,38.7,40693312.52,213844873.3,42.9,40693309.13,213844772.3,39.7,40693321.22,166632385.5,40.6,40693319.29,159689370.7,44.5
  J02, 2025-01-07 00:59:00.000,40693460.11,213845554.2,40.9,40693458.94,213845642.2,42.8,40693455.31,213845541.1,39.7,40693467.73,166632984.6,40.5,40693465.7,159689944.8,43.9
  J02, 2025-01-07 00:59:30.000,40693613.45,213846358.1,38.8,40693611.69,213846446.1,42.7,40693608.34,213846345.1,40.5,40693620.57,166633611,41.1,40693618.75,159690545.1,44.5
  J02, 2025-01-07 01:00:00.000,40693772.66,213847197.4,39,40693771.46,213847285.4,43.2,40693767.9,213847184.3,39.2,40693780.16,166634264.9,41.7,40693778.45,159691171.8,43.9
  J02, 2025-01-07 01:00:30.000,40693939.42,213848071.8,39.7,40693938.11,213848159.8,42.7,40693934.83,213848058.8,40.2,40693947.48,166634946.3,42.5,40693944.84,159691824.7,43.8
  J02, 2025-01-07 01:01:00.000,40694112.41,213848981.5,38.6,40694111.2,213849069.5,43,40694107.48,213848968.4,40.1,40694119.93,166635655,40.9,40694118,159692504,44.5
  J02, 2025-01-07 01:01:30.000,40694292.59,213849926.4,38.7,40694290.83,213850014.4,43,40694287.11,213849913.4,40.2,40694299.97,166636391.3,41.8,40694297.92,159693209.6,44.2
  J02, 2025-01-07 01:02:00.000,40694479,213850906.8,38.4,40694477.54,213850994.8,42.9,40694474.18,213850893.7,39.6,40694486.45,166637155.2,40.9,40694484.38,159693941.6,44.4
  J02, 2025-01-07 01:02:30.000,40694672.17,213851923.1,38.7,40694670.96,213852011.1,43,40694667.78,213851910,39.8,40694679.6,166637947.1,41.1,40694677.78,159694700.5,44
  J02, 2025-01-07 01:03:00.000,40694872.33,213852974.8,40.2,40694870.8,213853062.8,43.4,40694867.73,213852961.8,39.9,40694879.85,166638766.6,40.6,40694878.17,159695485.8,44.2
  J02, 2025-01-07 01:03:30.000,40695079.31,213854062.5,39.5,40695078.12,213854150.5,43.6,40695074.73,213854049.4,39.8,40695087.31,166639614.1,41.4,40695085.11,159696298,44.4
  J02, 2025-01-07 01:04:00.000,40695293.45,213855186,38.9,40695291.8,213855274,43.5,40695288.2,213855172.9,39.8,40695300.99,166640489.5,40.4,40695298.97,159697136.9,44.6
  J02, 2025-01-07 01:04:30.000,40695514.09,213856345.6,39.8,40695512.5,213856433.6,43,40695509.23,213856332.5,39.8,40695521.79,166641393,40.5,40695519.53,159698002.8,44.5
  J02, 2025-01-07 01:05:00.000,40695741.86,213857541.2,40.1,40695740.28,213857629.2,43.1,40695736.84,213857528.2,39.9,40695749.3,166642324.6,41.4,40695747.1,159698895.6,44.1
  J02, 2025-01-07 01:05:30.000,40695975.97,213858773,39.4,40695974.69,213858861,43.4,40695970.9,213858760,39.8,40695983.93,166643284.4,41.2,40695981.41,159699815.4,44.6
  J02, 2025-01-07 01:06:00.000,40696217.48,213860041,40,40696215.75,213860129,43.1,40696212.47,213860028,39.9,40696225.4,166644272.4,41.4,40696222.87,159700762.2,44.1
  J02, 2025-01-07 01:06:30.000,40696465.64,213861345.5,39.2,40696464.09,213861433.5,43,40696460.64,213861332.4,39.4,40696473.25,166645288.8,41.5,40696471.13,159701736.3,44.8
  J02, 2025-01-07 01:07:00.000,40696720.47,213862686.3,39,40696719.08,213862774.3,43,40696715.77,213862673.2,39.2,40696728.59,166646333.6,41.3,40696726.44,159702737.5,45.1
  J02, 2025-01-07 01:07:30.000,40696982.86,213864063.6,38.9,40696981.7,213864151.6,42.9,40696977.75,213864050.5,40,40696990.85,166647406.7,41.3,40696988.45,159703765.9,44.7
  J02, 2025-01-07 01:08:00.000,40697251.94,213865477.4,38.8,40697250.18,213865565.4,43.2,40697247,213865464.3,41.2,40697260.18,166648508.3,41.7,40697257.67,159704821.6,44.1
  J02, 2025-01-07 01:08:30.000,40697528.33,213866928,39.1,40697526.71,213867016,42.8,40697523.25,213866915,39.4,40697536.11,166649638.7,42.4,40697533.65,159705904.8,44.6
  J02, 2025-01-07 01:09:00.000,40697811.16,213868415.4,38.6,40697809.63,213868503.4,43,40697806.25,213868402.4,39.4,40697819.09,166650797.6,41.9,40697816.8,159707015.5,44.3
  J02, 2025-01-07 01:09:30.000,40698101.56,213869939.7,38.8,40698099.77,213870027.7,43.2,40698096.18,213869926.7,39.8,40698108.82,166651985.3,42.2,40698106.97,159708153.7,44.7
  J02, 2025-01-07 01:10:00.000,40698398.34,213871501,39.3,40698396.73,213871589,43.1,40698393.56,213871488,39.2,40698406.18,166653201.9,40.7,40698404.1,159709319.5,44.6
  J02, 2025-01-07 01:10:30.000,40698702.53,213873099,39.8,40698701.11,213873187,43.2,40698697.72,213873085.9,39.8,40698710.26,166654447,41.7,40698708.35,159710512.8,45
  J02, 2025-01-07 01:11:00.000,40699013.72,213874734.1,38.6,40699012.38,213874822.1,43.1,40699008.7,213874721,39.9,40699021.66,166655721.1,41.7,40699019.5,159711733.7,44.6
  J02, 2025-01-07 01:11:30.000,40699331.78,213876406.3,38.8,40699330.52,213876494.3,43,40699327.11,213876393.3,39,40699339.74,166657024.1,41,40699337.68,159712982.4,45.2
  J02, 2025-01-07 01:12:00.000,40699657.48,213878116,38.6,40699655.79,213878204,43.3,40699652.24,213878103,39.3,40699665.21,166658356.3,40,40699663.21,159714259.1,44.2
  J02, 2025-01-07 01:12:30.000,40699989.89,213879862.9,39.6,40699988.56,213879950.9,42.9,40699985.27,213879849.9,39.2,40699997.7,166659717.4,40.8,40699995.62,159715563.5,45
  J02, 2025-01-07 01:13:00.000,40700329.59,213881647.3,38.2,40700328.02,213881735.3,42.9,40700324.34,213881634.3,38.7,40700337.26,166661107.8,41.3,40700335.34,159716896,44.9
  J02, 2025-01-07 01:13:30.000,40700675.95,213883469.3,38.9,40700674.85,213883557.3,42.6,40700671.13,213883456.2,39.9,40700684.09,166662527.5,41.8,40700682.09,159718256.5,44.3
  J02, 2025-01-07 01:14:00.000,40701030.19,213885328.9,39,40701028.83,213885416.9,42.9,40701025.1,213885315.8,39.7,40701037.95,166663976.4,41.8,40701035.98,159719645.1,44.7
