> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C1Z,L1Z,S1Z,C2X,L2X,S2X,C5X,L5X,S5X
  J02, 2025-01-14 00:00:00.000,40702180.14,213891386.2,31.5,40702178.15,213891485.1,37,40702174.79,213891385.5,31.8,40702186.9,166668710.5,35.4,40702184.54,159724179,36
  J02, 2025-01-14 00:00:30.000,40701956.33,213890209.7,33.2,40701954.86,213890308.6,36.6,40701951.19,213890209,33.5,40701963.67,166667793.7,34.4,40701960.67,159723300.5,36.8
  J02, 2025-01-14 00:01:00.000,40701736.73,213889060,32.8,40701735.72,213889159,37.5,40701732.36,213889059.4,34.8,40701744.43,166666897.8,35.4,40701741.96,159722442,35.9
  J02, 2025-01-14 00:01:30.000,40701523.23,               ,32.6,40701521.6,213888036.2,37.7,40701518.22,               ,33.2,40701530.74,166666022.9,35.5,40701528.6,159721603.5,36.1
  J02, 2025-01-14 00:02:00.000,40701314.75,213886841.8,33.6,40701313.63,213886940.8,37.9,40701310.11,213886841.2,34.7,40701322.5,166665169.4,35.4,40701319.92,159720785.5,36.5
  J02, 2025-01-14 00:02:30.000,40701111.59,213885773.9,34.3,40701110.13,213885872.9,38.3,40701107.13,213885773.3,34.6,40701119.11,166664337.3,35.7,40701116.79,159719988.1,37.3
  J02, 2025-01-14 00:03:00.000,40700914.17,213884733.9,33.1,40700912.53,213884832.9,37.4,40700908.84,213884733.3,33.8,40700921.55,166663526.8,35.4,40700918.77,159719211.4,37.3
  J02, 2025-01-14 00:03:30.000,40700721.45,213883721.5,34.4,40700719.68,213883820.5,38.5,40700716.34,213883720.9,34.9,40700728.58,166662737.9,36.1,40700726.07,159718455.4,37.8
  J02, 2025-01-14 00:04:00.000,40700533.41,213882736.6,33.6,40700532.82,213882835.6,37.7,40700529.25,213882736,34.7,40700541.13,166661970.5,35,40700538.84,159717719.9,37.5
  J02, 2025-01-14 00:04:30.000,40700351.86,213881779.7,33.7,40700350.53,213881878.7,38,40700347.06,213881779.1,34,40700359.18,166661224.9,35.7,40700356.77,159717005.4,37.5
  J02, 2025-01-14 00:05:00.000,40700175.34,213880851.1,34.2,40700173.85,213880950.1,38.4,40700170.44,213880850.5,34.6,40700182.99,166660501.3,37.6,40700179.89,159716311.9,38
  J02, 2025-01-14 00:05:30.000,40700003.95,213879950.8,34.8,40700002.23,213880049.8,38.8,40699998.73,213879950.2,35.9,40700011.26,166659799.8,36.9,40700008.59,159715639.6,38.1
  J02, 2025-01-14 00:06:00.000,40699837.56,213879079,34.5,40699836.5,213879178,39.2,40699832.61,213879078.4,36.7,40699845.48,166659120.4,36.8,40699842.55,159714988.6,38.3
  J02, 2025-01-14 00:06:30.000,40699676.88,213878236,34.5,40699675.99,213878335,38.8,40699672.45,213878235.4,36.8,40699684.07,166658463.5,37.1,40699682.36,159714359.1,38.8
  J02, 2025-01-14 00:07:00.000,40699522.34,213877421.9,35.5,40699521.21,213877520.9,38.8,40699517.49,213877421.3,36,40699530.36,166657829.2,37.6,40699527.13,159713751.1,38.9
  J02, 2025-01-14 00:07:30.000,40699373,213876636.5,33.7,40699371.13,213876735.6,38.9,40699368.58,213876635.9,34.2,40699380.52,166657217.2,38.1,40699377.79,159713164.7,38.8
  J02, 2025-01-14 00:08:00.000,40699228.89,213875880.5,34.2,40699227.52,213875979.5,38.6,40699224.47,213875879.9,34.8,40699236.48,166656628.1,37.9,40699233.97,159712600.1,39.4
  J02, 2025-01-14 00:08:30.000,40699090.81,213875153.6,33.7,40699089.23,213875252.7,39.1,40699085.86,213875153,35,40699098.07,166656061.7,38.4,40699096.02,159712057.4,39.4
  J02, 2025-01-14 00:09:00.000,40698958.3,213874456.2,34.4,40698956.61,213874555.1,39,40698952.72,213874455.6,35.2,40698965.42,166655518.2,37.7,40698962.98,159711536.5,39.9
  J02, 2025-01-14 00:09:30.000,40698830.83,213873788.5,34.6,40698829.56,213873887.4,39.3,40698825.57,213873787.8,35.6,40698838.19,166654997.9,38.6,40698836.09,159711037.9,40
  J02, 2025-01-14 00:10:00.000,40698709.2,213873150.6,34.6,40698708.11,213873249.5,39,40698704.82,213873149.9,35.8,40698717.06,166654500.9,38.4,40698714.51,159710561.5,40.2
  J02, 2025-01-14 00:10:30.000,40698593.52,213872542.4,35.2,40698592.52,213872641.4,39.3,40698588.98,213872541.8,35.7,40698601.33,166654027,39.2,40698598.81,159710107.4,40.7
  J02, 2025-01-14 00:11:00.000,40698484.09,213871964.2,35.1,40698482.75,213872063.2,38.8,40698478.94,213871963.6,36.2,40698491.25,166653576.5,38.9,40698488.83,159709675.6,41.1
  J02, 2025-01-14 00:11:30.000,40698379.89,213871416.1,34.8,40698378.34,213871515.1,39.5,40698374.95,213871415.5,35.9,40698387.32,166653149.4,38.7,40698384.48,159709266.3,40.4
  J02, 2025-01-14 00:12:00.000,40698281.05,213870898.2,34.3,40698279.4,213870997.2,39.7,40698275.58,213870897.6,35.2,40698288.07,166652745.8,39.4,40698286.2,159708879.6,40.9
  J02, 2025-01-14 00:12:30.000,40698187.42,213870410.6,36.2,40698186.51,213870509.6,40.2,40698182.91,213870410,36.5,40698195.97,166652365.8,39.4,40698193.45,159708515.4,41.6
  J02, 2025-01-14 00:13:00.000,40698100.86,213869953.6,35.8,40698099.16,213870052.6,40.3,40698096.1,213869953,36.7,40698108.55,166652009.8,39.9,40698106.35,159708174.2,41.5
  J02, 2025-01-14 00:13:30.000,40698020.03,213869527.3,36.2,40698018.68,213869626.2,40.2,40698015.18,213869526.6,37.3,40698027.5,166651677.6,40.1,40698025.02,159707855.8,42.2
  J02, 2025-01-14 00:14:00.000,40697944.83,213869131.8,36.2,40697943.47,213869230.8,40.2,40697939.82,213869131.2,37,40697952.11,166651369.4,40.6,40697949.75,159707560.5,41.9
  J02, 2025-01-14 00:14:30.000,40697875.61,213868767.4,36,40697873.79,213868866.4,40.1,40697870.44,213868766.7,37.4,40697883.01,166651085.5,40.4,40697880.44,159707288.4,41.5
  J02, 2025-01-14 00:15:00.000,40697812.11,213868434.2,36,40697810.53,213868533.2,40.5,40697807.08,213868433.6,36.8,40697819.45,166650825.8,40.3,40697817.06,159707039.6,42.4
  J02, 2025-01-14 00:15:30.000,40697754.48,213868132.1,35.9,40697752.82,213868231.1,40.5,40697749.7,213868131.5,37.2,40697761.77,166650590.4,39.7,40697759.53,159706814,42.1
  J02, 2025-01-14 00:16:00.000,40697702.94,213867861.2,37.4,40697701.57,213867960.2,40.5,40697698.27,213867860.6,38.3,40697710.52,166650379.3,40.5,40697708.08,159706611.7,42.2
  J02, 2025-01-14 00:16:30.000,40697657.47,213867621.7,37.2,40697655.86,213867720.7,40.5,40697652.37,213867621.1,37.1,40697664.73,166650192.7,40.6,40697662.47,159706432.9,42
  J02, 2025-01-14 00:17:00.000,40697617.97,213867414,36.5,40697616.51,213867513,40.6,40697612.86,213867413.4,37,40697625.61,166650030.9,40.4,40697622.67,159706277.9,42.6
  J02, 2025-01-14 00:17:30.000,40697584.23,213867238.2,37.1,40697582.66,213867337.2,41.1,40697579.18,213867237.6,37,40697591.82,166649893.9,40.5,40697589.2,159706146.6,42
  J02, 2025-01-14 00:18:00.000,40697557.56,213867094.1,36.5,40697555.53,213867193.1,40.8,40697552.06,213867093.5,37,40697564.25,166649781.6,40.8,40697561.86,159706039,42.1
  J02, 2025-01-14 00:18:30.000,40697535.84,213866982.1,37.9,40697534.31,213867081.2,40.9,40697530.85,213866981.5,37.6,40697542.98,166649694.4,41.3,40697540.61,159705955.4,42.2
  J02, 2025-01-14 00:19:00.000,40697520.78,213866902.2,37.5,40697518.98,213867001.2,41,40697515.49,213866901.6,37.3,40697528.1,166649632.1,41.7,40697525.5,159705895.7,42.4
  J02, 2025-01-14 00:19:30.000,40697511.63,213866854.6,38.1,40697510.07,213866953.6,41.1,40697506.44,213866854,38.3,40697518.81,166649595,42.1,40697516.38,159705860.2,42.6
  J02, 2025-01-14 00:20:00.000,40697508.7,213866839.5,38.6,40697507.27,213866938.5,41.3,40697503.61,213866838.9,37.9,40697515.91,166649583.3,42.2,40697513.47,159705848.9,42.8
  J02, 2025-01-14 00:20:30.000,40697512,213866856.9,38.4,40697510.41,213866955.9,41.2,40697507.1,213866856.3,39.4,40697519.24,166649596.8,41.7,40697516.74,159705861.9,42.9
  J02, 2025-01-14 00:21:00.000,40697521.33,213866906.9,38.1,40697519.82,213867005.9,41.8,40697516.61,213866906.2,37.6,40697528.73,166649635.8,41.6,40697526.14,159705899.2,42.9
  J02, 2025-01-14 00:21:30.000,40697537.2,213866989.7,38.5,40697535.58,213867088.7,41.7,40697531.9,213866989.1,39,40697544.4,166649700.3,41.4,40697542.15,159705961,43.2
  J02, 2025-01-14 00:22:00.000,40697559.06,213867105.4,38.7,40697557.93,213867204.4,42.1,40697554.63,213867104.8,37.6,40697566.56,166649790.5,42,40697564.13,159706047.5,43.6
  J02, 2025-01-14 00:22:30.000,40697587.45,213867254.1,37.6,40697586.02,213867353.1,41.3,40697582.75,213867253.5,39.1,40697594.79,166649906.4,40.2,40697592.53,159706158.5,44
  J02, 2025-01-14 00:23:00.000,40697621.88,213867435.8,37.9,40697620.57,213867534.8,42.2,40697617,213867435.2,39.3,40697629.23,166650047.9,40.8,40697626.95,159706294.2,43.4
  J02, 2025-01-14 00:23:30.000,40697662.94,213867650.8,38.1,40697661.34,213867749.8,41.8,40697657.93,213867650.2,39.9,40697669.91,166650215.5,39.7,40697667.92,159706454.8,44
  J02, 2025-01-14 00:24:00.000,40697709.91,213867899.3,38.1,40697708.94,213867998.3,42.3,40697705.27,213867898.7,39.6,40697717.19,166650409.2,40.9,40697715.22,159706640.4,43.6
  J02, 2025-01-14 00:24:30.000,40697763.47,213868181.5,39.3,40697762.28,213868280.5,42.2,40697759.21,213868180.9,38.7,40697771.18,166650629.1,40.8,40697768.82,159706851.1,43.9
  J02, 2025-01-14 00:25:00.000,40697823.84,213868497.3,38.6,40697822.52,213868596.3,42.2,40697818.89,213868496.7,38.5,40697831.18,166650875.1,41.3,40697828.93,159707086.9,44.1
  J02, 2025-01-14 00:25:30.000,40697890.33,213868846.7,38.3,40697889.02,213868945.7,42.2,40697885.39,213868846.1,39.4,40697897.78,166651147.4,41.4,40697895.4,159707347.9,43.9
  J02, 2025-01-14 00:26:00.000,40697963.61,213869229.8,38.8,40697961.88,213869328.8,42.3,40697958.17,213869229.2,39.1,40697970.36,166651445.9,40.5,40697968.23,159707633.9,43.7
  J02, 2025-01-14 00:26:30.000,40698042.8,213869647,37.9,40698041.16,213869745.9,42.3,40698037.68,213869646.3,38.2,40698050.01,166651771,40.9,40698047.66,159707945.5,43.9
  J02, 2025-01-14 00:27:00.000,40698128.02,213870098.2,39.6,40698127.17,213870197.2,42.5,40698123.27,213870097.6,39.9,40698135.72,166652122.6,40.6,40698133.56,159708282.4,43.6
  J02, 2025-01-14 00:27:30.000,40698220.91,213870583.5,39,40698219.21,213870682.5,42.6,40698215.97,213870582.9,40.3,40698228.15,166652500.8,40.9,40698226.08,159708644.9,43.7
  J02, 2025-01-14 00:28:00.000,40698319.84,213871103.3,38.6,40698318.1,213871202.3,42.5,40698315.02,213871102.7,39.6,40698327.07,166652905.9,41.1,40698324.96,159709033.1,43.8
  J02, 2025-01-14 00:28:30.000,40698425,213871657.7,38.9,40698423.51,213871756.7,42.9,40698420.27,213871657.1,38.7,40698432.57,166653337.8,40.9,40698430.32,159709447,43.7
