> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C1Z,L1Z,S1Z,C2X,L2X,S2X,C5X,L5X,S5X
  J02, 2025-01-31 00:00:00.000,40732864.28,214052601.7,39.6,40732862.74,214052783.7,44.1,40732859.03,214052623.7,40.4,40732870.48,166794470.3,41.7,40732868.47,159844703.7,44.3
  J02, 2025-01-31 00:00:30.000,40733554.14,214056227.9,40.2,40733552.73,214056409.9,44.2,40733549.16,214056249.8,40.9,40733560.91,166797295.8,41.6,40733558.5,159847411.5,44.4
  J02, 2025-01-31 00:01:00.000,40734251.55,214059893.8,40.3,40734250.27,214060075.8,44.4,40734246.79,214059915.7,41.7,40734258.23,166800152.4,42,40734256.04,159850149,43.5
  J02, 2025-01-31 00:01:30.000,40734957,214063599.6,40.4,40734955.83,214063781.6,44.5,40734951.95,214063621.5,40.7,40734963.71,166803040,41.6,40734961.43,159852916.4,43.6
  J02, 2025-01-31 00:02:00.000,40735669.59,214067345,40,40735668.45,214067527,44.3,40735664.95,214067367,41.3,40735676.51,166805958.6,42.2,40735673.97,159855713.3,43.8
  J02, 2025-01-31 00:02:30.000,40736389.83,214071130.4,41,40736388.47,214071312.4,44.6,40736385.01,214071152.3,40.6,40736396.73,166808908.2,41.5,40736394.3,159858540,43.8
  J02, 2025-01-31 00:03:00.000,40737118.14,214074955.5,41.4,40737116.5,214075137.6,44.1,40737113.25,214074977.5,41.5,40737124.78,166811888.8,42,40737122.15,159861396.5,44.1
  J02, 2025-01-31 00:03:30.000,40737853.44,214078820.7,40.9,40737852.22,214079002.7,44.4,40737848.35,214078842.7,41,40737860.16,166814900.7,42.1,40737857.69,159864282.8,43.4
  J02, 2025-01-31 00:04:00.000,40738596.77,214082726,40.2,40738595.13,214082908,44.4,40738591.52,214082747.9,40.5,40738603.35,166817943.7,42.1,40738600.91,159867199,43.2
  J02, 2025-01-31 00:04:30.000,40739347.42,214086671.2,39.9,40739345.71,214086853.1,44.7,40739342.5,214086693.1,40.7,40739354.19,166821017.9,42.3,40739351.77,159870145.1,44.2
  J02, 2025-01-31 00:05:00.000,40740105.84,214090655.9,41,40740104.34,214090837.9,44.7,40740100.53,214090677.9,41.1,40740112.46,166824122.9,41.7,40740109.89,159873120.8,43.6
  J02, 2025-01-31 00:05:30.000,40740871.47,214094680.7,40.8,40740870.15,214094862.7,45,40740866.57,214094702.6,42.1,40740878.02,166827259.1,42.1,40740875.83,159876126.2,43.9
  J02, 2025-01-31 00:06:00.000,40741645.47,214098745.3,39.6,40741643.46,214098927.3,44.5,40741640.02,214098767.2,40.9,40741651.78,166830426.2,42.6,40741649.24,159879161.5,44.1
  J02, 2025-01-31 00:06:30.000,40742425.91,214102849.7,40,40742424.56,214103031.7,44.6,40742421.11,214102871.6,40.8,40742432.66,166833624.5,41.7,40742430.33,159882226.4,43.9
  J02, 2025-01-31 00:07:00.000,40743214.39,214106994.1,40.8,40743213.26,214107176.1,44.6,40743209.64,214107016.1,40.2,40743221.38,166836853.9,42,40743218.96,159885321.3,43.7
  J02, 2025-01-31 00:07:30.000,40744010.47,214111178.5,40.2,40744009.47,214111360.4,44.6,40744005.94,214111200.4,41.1,40744017.61,166840114.4,42.4,40744015.2,159888446,44.3
  J02, 2025-01-31 00:08:00.000,40744814.75,214115402.9,41.6,40744813.32,214115584.9,44.9,40744809.73,214115424.9,42.2,40744821.53,166843406.2,41.7,40744819.22,159891600.6,44.6
  J02, 2025-01-31 00:08:30.000,40745625.98,214119667.5,40.3,40745624.68,214119849.5,44.7,40745621.16,214119689.4,42.3,40745633.13,166846729.2,42,40745630.72,159894785.2,44.1
  J02, 2025-01-31 00:09:00.000,40746445.25,214123972,40.6,40746443.97,214124154,44.9,40746440.4,214123993.9,42.1,40746451.93,166850083.4,41.2,40746449.86,159897999.6,44.6
  J02, 2025-01-31 00:09:30.000,40747272,214128316.5,40,40747270.76,214128498.5,44.5,40747266.98,214128338.5,41,40747279,166853468.8,41.2,40747276.54,159901243.9,44
  J02, 2025-01-31 00:10:00.000,40748106.64,214132701.2,40.6,40748105.28,214132883.2,44.5,40748101.49,214132723.2,41.3,40748113.11,166856885.4,41.2,40748110.91,159904518.1,44.3
  J02, 2025-01-31 00:10:30.000,40748948.33,214137125.9,41.6,40748947.07,214137307.9,44.6,40748943.37,214137147.9,41.3,40748955.23,166860333.2,41.4,40748952.95,159907822.3,44.5
  J02, 2025-01-31 00:11:00.000,40749798.06,214141590.6,40.8,40749796.75,214141772.6,44.9,40749793.27,214141612.5,41.3,40749804.86,166863812.1,41.8,40749802.5,159911156.3,43.9
  J02, 2025-01-31 00:11:30.000,40750655.17,214146095.1,41.4,40750653.83,214146277.1,45,40750650.45,214146117,42.6,40750662.15,166867322.2,41.9,40750659.91,159914520.1,44.5
  J02, 2025-01-31 00:12:00.000,40751520.23,214150639.7,41.6,40751518.75,214150821.7,44.8,40751515.47,214150661.6,42.6,40751526.8,166870863.4,41.7,40751524.66,159917913.7,44.3
  J02, 2025-01-31 00:12:30.000,40752392.7,214155224.3,42,40752391.4,214155406.3,44.6,40752387.77,214155246.2,42.6,40752399.54,166874435.8,42.2,40752396.98,159921337.3,44.5
  J02, 2025-01-31 00:13:00.000,40753272.72,214159848.9,42.6,40753271.09,214160030.9,44.9,40753267.42,214159870.8,41.4,40753279.3,166878039.4,42.2,40753276.96,159924790.7,44
  J02, 2025-01-31 00:13:30.000,40754160.14,214164513.5,42.2,40754158.62,214164695.5,45.1,40754155.25,214164535.4,42.4,40754166.79,166881674.2,42,40754164.47,159928274.1,44.3
  J02, 2025-01-31 00:14:00.000,40755055.58,214169218.2,41.2,40755054,214169400.2,44.8,40755050.38,214169240.1,41.6,40755062.16,166885340.1,42.4,40755059.93,159931787.3,45
  J02, 2025-01-31 00:14:30.000,40755958.38,214173962.8,41.2,40755956.97,214174144.8,44.7,40755953.22,214173984.8,42.4,40755965.18,166889037.3,41.3,40755962.86,159935330.3,44.3
  J02, 2025-01-31 00:15:00.000,40756869.09,214178747.7,40.8,40756867.67,214178929.7,44.7,40756864.29,214178769.7,42.5,40756875.66,166892765.8,42.6,40756873.42,159938903.5,44
  J02, 2025-01-31 00:15:30.000,40757786.97,214183572.5,40.3,40757785.47,214183754.5,44.8,40757782.1,214183594.5,41.1,40757793.76,166896525.3,42,40757791.45,159942506.4,44.3
  J02, 2025-01-31 00:16:00.000,40758712.61,214188437.3,41.3,40758711.28,214188619.3,44.7,40758707.89,214188459.2,42.5,40758719.74,166900316.1,43,40758717.17,159946139.2,44.3
  J02, 2025-01-31 00:16:30.000,40759645.98,214193341.9,42.1,40759644.66,214193523.8,44.9,40759641.33,214193363.8,42.6,40759652.72,166904137.8,43,40759650.4,159949801.7,44.3
  J02, 2025-01-31 00:17:00.000,40760587,214198286.4,41.8,40760585.7,214198468.4,45.1,40760582.22,214198308.4,41.8,40760594,166907990.7,43,40760591.5,159953494.1,44.4
  J02, 2025-01-31 00:17:30.000,40761535.42,214203271,41.3,40761534.08,214203453,45.4,40761530.74,214203292.9,43.2,40761542.23,166911874.8,42.4,40761539.9,159957216.3,44.6
  J02, 2025-01-31 00:18:00.000,40762491.52,214208295.3,42.4,40762490.11,214208477.4,45.1,40762486.9,214208317.3,42,40762498.52,166915789.9,42.7,40762496.15,159960968.2,44.6
  J02, 2025-01-31 00:18:30.000,40763455.42,214213359.7,42.5,40763453.98,214213541.8,45.1,40763450.94,214213381.7,41.6,40763462.28,166919736.1,42.3,40763459.8,159964750.1,44.5
  J02, 2025-01-31 00:19:00.000,40764426.78,214218463.8,41.3,40764425.34,214218645.8,45,40764421.61,214218485.7,42,40764433.41,166923713.3,43,40764431.05,159968561.5,44.5
