> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C1Z,L1Z,S1Z,C2X,L2X,S2X,C5X,L5X,S5X
  J02, 2025-01-02 00:33:00.000,40695534.56,213856437.3,32.2,40695533.44,213856560.3,36.6,               ,               ,               ,               ,               ,               ,40695545.11,159698101.3,36.5
  J02, 2025-01-02 00:33:30.000,40695175.06,213854544.7,32.9,40695173.11,213854667.7,37.3,40695169.39,213854557,34.2,40695186.38,166640021.3,31.2,40695186.6,159696688.1,35.7
  J02, 2025-01-02 00:34:00.000,40694819.09,213852673.8,33.3,40694816.88,213852796.8,37.7,40694813.07,213852686.2,34.3,40694831.36,166638563.6,33.5,40694830.4,159695291,35.7
  J02, 2025-01-02 00:34:30.000,40694467.48,213850824.8,34.4,40694465.79,213850947.8,37,40694461.73,213850837.2,35.3,40694480.04,166637122.9,32.9,40694478.84,159693910.4,35.2
  J02, 2025-01-02 00:35:00.000,40694119.56,213848997.8,33,40694117.61,213849120.8,37.5,40694114.07,213849010.2,33.3,40694131.81,166635699.4,33.2,40694131.13,159692546.2,35.8
  J02, 2025-01-02 00:35:30.000,40693775.63,213847193,33.1,40693774.4,213847316,37.6,40693770.84,213847205.4,33.5,40693788.51,166634293.1,33.4,40693787.44,159691198.5,35.5
  J02, 2025-01-02 00:36:00.000,40693436.75,213845410.6,34.3,40693434.79,213845533.7,37.9,40693431.32,213845423,33.5,40693449.25,166632904.3,34.2,40693448.25,159689867.5,35.5
  J02, 2025-01-02 00:36:30.000,40693101.61,213843650.7,33.9,40693100.27,213843773.8,37.7,40693096.52,213843663.1,33.9,40693114.1,166631532.9,33.2,40693113.27,159688553.4,35.2
  J02, 2025-01-02 00:37:00.000,40692770.61,213841913.8,32.2,40692768.91,213842036.7,37.8,40692766.49,213841926.1,32.1,40692782.93,166630179.4,33.1,40692782.8,159687256.3,36.3
  J02, 2025-01-02 00:37:30.000,40692444.5,213840199.7,32.6,40692443.42,213840322.6,37.5,40692439.5,213840212,34.2,40692457.81,166628843.8,33.5,40692456.55,159685976.4,36.5
  J02, 2025-01-02 00:38:00.000,40692122.89,213838508.8,33.5,40692121.3,213838631.8,37.8,40692117.83,213838521.2,33.8,40692135.13,166627526.3,33.3,40692134.35,159684713.8,36
