> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C1Z,L1Z,S1Z,C2X,L2X,S2X,C5X,L5X,S5X
  J02, 2025-01-23 00:00:00.000,40702054.27,213890975.9,39.2,40702052.82,213890881.9,43.3,40702049.4,213890720.8,39.9,40702061.44,166668313.7,42.3,40702058.92,159723801.7,44.1
  J02, 2025-01-23 00:00:30.000,40702280.98,213892167.7,40.2,40702279.87,213892073.7,43.5,40702276.06,213891912.6,40.8,40702288.41,166669242.4,41.5,40702285.8,159724691.7,44.6
  J02, 2025-01-23 00:01:00.000,40702514.94,213893395.6,39.6,40702513.19,213893301.6,43.4,40702509.75,213893140.5,39.5,40702521.57,166670199.2,42.4,40702519.45,159725608.7,44.3
  J02, 2025-01-23 00:01:30.000,40702755.55,213894659.8,38.8,40702754.17,213894565.8,43.4,40702750.59,213894404.7,39.9,40702762.39,166671184.3,42.4,40702760.04,159726552.7,43.9
  J02, 2025-01-23 00:02:00.000,40703002.73,213895960.5,40.5,40703001.47,213895866.5,43.8,40702998.15,213895705.4,39.7,40703010.36,166672197.8,41.5,40703007.46,159727524,44.3
  J02, 2025-01-23 00:02:30.000,40703257.22,213897297.6,38.6,40703255.65,213897203.6,43.5,40703252.18,213897042.5,39.2,40703264.6,166673239.7,41.9,40703262.07,159728522.5,44.7
  J02, 2025-01-23 00:03:00.000,40703518.69,213898671.4,39.2,40703517.44,213898577.4,43.1,40703513.66,213898416.3,39.8,40703525.92,166674310.2,42.2,40703523.48,159729548.4,44.5
  J02, 2025-01-23 00:03:30.000,40703787.19,213900082,39.2,40703785.86,213899988,43.2,40703782.42,213899826.9,39.6,40703794.44,166675409.3,42.3,40703791.84,159730601.7,44.4
  J02, 2025-01-23 00:04:00.000,40704063.05,213901530.6,38.7,40704061.7,213901436.6,43.2,40704057.97,213901275.5,40,40704070.02,166676538.2,41.8,40704067.5,159731683.5,45.2
  J02, 2025-01-23 00:04:30.000,40704345.27,213903015.4,39.6,40704344.04,213902921.4,43.3,40704340.16,213902760.3,40,40704352.52,166677695.1,42,40704350.19,159732792.2,45.1
  J02, 2025-01-23 00:05:00.000,40704634.91,213904536.5,38.8,40704633.28,213904442.5,43.2,40704629.9,213904281.4,39.4,40704641.81,166678880.4,42.1,40704639.69,159733928.1,44.9
  J02, 2025-01-23 00:05:30.000,40704930.98,213906093.6,38.7,40704929.5,213905999.6,43.2,40704926.44,213905838.5,39.2,40704938.29,166680093.7,41.9,40704935.99,159735090.8,44.6
  J02, 2025-01-23 00:06:00.000,40705234.19,213907687.5,39.7,40705233,213907593.5,43.2,40705229.41,213907432.5,39.4,40705241.69,166681335.7,41.4,40705239.37,159736281.2,44.8
  J02, 2025-01-23 00:06:30.000,40705544.8,213909319,40.4,40705543.38,213909225,43.4,40705539.95,213909063.9,40.3,40705552.09,166682607,41.9,40705549.66,159737499.5,44.7
  J02, 2025-01-23 00:07:00.000,40705862.66,213910988,38.8,40705861.16,213910894,43.1,40705857.46,213910732.9,39.9,40705869.66,166683907.5,41.7,40705867.43,159738745.8,44.9
