> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C1Z,L1Z,S1Z,C2X,L2X,S2X,C5X,L5X,S5X
  J02, 2025-01-21 00:00:00.000,40700552.88,213882830.3,38.7,40700550.97,213882864.2,42.7,40700547.38,213882837.2,38.6,40700559.82,166661995.5,40.8,40700557.27,159717739.8,43.4
  J02, 2025-01-21 00:00:30.000,40700672.58,213883460.7,40.4,40700671.11,213883494.7,42.6,40700667.42,213883467.6,39.2,40700679.43,166662486.8,41.1,40700677.18,159718210.6,43.7
  J02, 2025-01-21 00:01:00.000,40700798.92,213884125.8,38.9,40700797.48,213884159.8,43,40700794.09,213884132.7,38.4,40700805.85,166663005,40.1,40700803.67,159718707.2,43.7
  J02, 2025-01-21 00:01:30.000,40700932.45,213884825.5,38.5,40700930.91,213884859.5,42.4,40700927.42,213884832.4,39.4,40700939.25,166663550.3,40.9,40700936.82,159719229.8,43.8
  J02, 2025-01-21 00:02:00.000,40701072.02,213885560.1,38.7,40701070.7,213885594.1,43,40701067.02,213885567,39.1,40701078.88,166664122.7,40.7,40701076.51,159719778.3,43.3
  J02, 2025-01-21 00:02:30.000,40701218.44,213886329.6,38.1,40701217.01,213886363.6,42.6,40701213.27,213886336.6,38.9,40701225.62,166664722.3,42.2,40701223.18,159720353,43.7
  J02, 2025-01-21 00:03:00.000,40701371.84,213887135.1,39.2,40701370.36,213887169.1,43.1,40701366.81,213887142,39.5,40701378.83,166665350,41.8,40701376.37,159720954.5,43.8
  J02, 2025-01-21 00:03:30.000,40701531.25,213887974.1,39.9,40701529.88,213888008.1,42.9,40701526.41,213887981,40.2,40701538.47,166666003.8,41.9,40701536.17,159721581,44
  J02, 2025-01-21 00:04:00.000,40701697.63,213888848.3,39.5,40701696.25,213888882.3,42.9,40701693.01,213888855.2,38.7,40701704.79,166666685,41.9,40701702.31,159722233.9,44
  J02, 2025-01-21 00:04:30.000,40701870.61,213889758,38.9,40701869.16,213889792,43.2,40701865.87,213889764.9,39.4,40701877.91,166667393.9,40.6,40701875.36,159722913.2,44.5
