> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C1Z,L1Z,S1Z,C2X,L2X,S2X,C5X,L5X,S5X
  J02, 2025-01-05 00:23:00.000,40701824.09,213889526.8,32.7,40701823.27,213889537.7,37.4,               ,               ,               ,40701832.31,166667202.4,34.1,40701828.04,159722724.6,36.1
  J02, 2025-01-05 00:23:30.000,40701485.7,               ,32,40701484.37,213887758,37,40701480.6,               ,32.6,40701493.42,166665815.5,33.5,40701491.02,159721395.5,35.5
  J02, 2025-01-05 00:24:00.000,40701150.7,213885989.4,33.1,40701149.82,213886000.4,37.4,40701146.31,213885971.3,32.6,40701158.2,166664446,33.3,40701156.87,159720083.1,35.4
  J02, 2025-01-05 00:24:30.000,40700820.52,213884254.7,32.1,40700819.31,213884265.7,37.1,40700816.03,213884236.6,32,40700828.57,166663094.3,33,40700826.43,159718787.7,35.7
  J02, 2025-01-05 00:25:00.000,40700495.09,213882542.8,32.7,40700493.75,213882553.8,37,40700490.36,213882524.7,33.7,40700502.95,166661760.3,33.4,40700500.78,159717509.3,35.9
  J02, 2025-01-05 00:25:30.000,40700173.52,213880853.8,32.7,40700172.49,213880864.8,37.5,40700168.91,213880835.7,33.5,40700181.32,166660444.2,33.8,40700179.2,159716248,35.9
  J02, 2025-01-05 00:26:00.000,40699856.7,213879187.9,32.2,40699855.07,213879198.9,37.2,40699852,213879169.8,33.7,40699864.4,166659146.1,32.7,40699862.07,159715004,35.2
  J02, 2025-01-05 00:26:30.000,40699544.56,213877545.4,32.9,40699542.72,213877556.3,37.5,40699539.28,213877527.2,34.7,40699551.73,166657866.2,32.4,40699549.44,159713777.4,35
  J02, 2025-01-05 00:27:00.000,40699236.03,213875926.2,33.2,40699234.83,213875937.2,37.5,40699231.03,213875908,34,40699243.16,166656604.5,32.1,40699241.44,159712568.3,35.6
  J02, 2025-01-05 00:27:30.000,40698932.97,213874330.6,32.9,40698931.47,213874341.6,37.5,40698927.9,213874312.5,33.7,40698939.71,166655361.2,31.8,40698937.74,159711376.8,35.2
  J02, 2025-01-05 00:28:00.000,40698633.48,213872758.9,34.4,40698632.18,213872769.9,37.3,40698628.54,213872740.8,36,40698640.32,166654136.5,31.8,40698638.79,159710203.1,35.4
