> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C1Z,L1Z,S1Z,C2X,L2X,S2X,C5X,L5X,S5X
  J02, 2025-01-27 00:00:00.000,40712259.7,213944339.1,39.9,40712258.27,213944456.1,43,40712254.83,213944353,40,40712266.85,166709985.7,41.4,40712264.08,159763737.5,43.4
  J02, 2025-01-27 00:00:30.000,40712711.14,213946711.1,38.8,40712709.84,213946828.1,43.1,40712706.02,213946725,39.7,40712717.95,166711834,41.4,40712715.45,159765508.8,43.3
  J02, 2025-01-27 00:01:00.000,40713169.7,213949121.6,39.6,40713168.45,213949238.6,43.5,40713164.79,213949135.6,40.2,40713176.59,166713712.4,41.3,40713174.07,159767308.9,43.4
  J02, 2025-01-27 00:01:30.000,40713635.89,213951570.8,39.4,40713634.48,213951687.8,43.3,40713631.07,213951584.8,40,40713642.53,166715620.8,41.4,40713640.27,159769137.9,43.5
  J02, 2025-01-27 00:02:00.000,40714109.47,213954058.8,39.2,40714107.98,213954175.8,43,40714104.72,213954072.7,39.4,40714116.39,166717559.5,42.2,40714113.56,159770995.8,43.9
  J02, 2025-01-27 00:02:30.000,40714590.25,213956585.4,38.6,40714589.02,213956702.4,42.9,40714585.09,213956599.4,39.2,40714596.93,166719528.3,42.3,40714594.53,159772882.6,43
  J02, 2025-01-27 00:03:00.000,40715078.13,213959151,38.6,40715076.98,213959268,43.1,40715073.65,213959165,39.5,40715085.57,166721527.5,41.6,40715082.61,159774798.5,43.4
  J02, 2025-01-27 00:03:30.000,40715573.63,213961755.7,38.6,40715572.52,213961872.7,43.4,40715568.8,213961769.6,40.2,40715580.9,166723557.1,41.7,40715578.31,159776743.5,43.1
  J02, 2025-01-27 00:04:00.000,40716077.25,213964399.2,38.9,40716075.53,213964516.2,43.4,40716072.11,213964413.1,40.4,40716083.92,166725617,42,40716081.42,159778717.5,43.7
  J02, 2025-01-27 00:04:30.000,40716587.3,213967081.5,39,40716586.07,213967198.5,43.3,40716582.5,213967095.4,40.2,40716594.42,166727707.1,41.6,40716591.68,159780720.6,43.9
  J02, 2025-01-27 00:05:00.000,40717105.27,213969802.7,39.2,40717104.06,213969919.7,43.2,40717100.49,213969816.7,41,40717112.29,166729827.6,42.3,40717109.56,159782752.7,43.3
  J02, 2025-01-27 00:05:30.000,40717630.3,213972563,38.5,40717629.13,213972680,43.3,40717625.67,213972576.9,40,40717637.48,166731978.5,42,40717634.83,159784814,43.3
  J02, 2025-01-27 00:06:00.000,40718163.22,213975362.4,38.8,40718161.8,213975479.4,43.8,40718158.15,213975376.4,40.1,40718170.18,166734159.8,42.5,40718167.58,159786904.4,43.4
  J02, 2025-01-27 00:06:30.000,40718703.33,213978201,39.2,40718702.05,213978318,43.7,40718698.91,213978214.9,40.5,40718709.91,166736371.7,41.9,40718707.83,159789024.2,43.8
  J02, 2025-01-27 00:07:00.000,40719250.91,213981078.8,39.2,40719249.73,213981195.8,43.7,40719245.97,213981092.7,40.7,40719257.99,166738614.2,41.2,40719255.54,159791173.2,43.7
  J02, 2025-01-27 00:07:30.000,40719806,213983995.8,39,40719804.79,213984112.8,43.7,40719801.2,213984009.7,40.2,40719812.95,166740887.2,41.3,40719810.48,159793351.5,43.9
  J02, 2025-01-27 00:08:00.000,40720368.56,213986952,39.3,40720367.18,213987069,43.7,40720364.09,213986965.9,40.9,40720375.51,166743190.7,41.8,40720372.92,159795559,43.6
  J02, 2025-01-27 00:08:30.000,40720938.64,213989947.6,39.4,40720937.36,213990064.6,43.8,40720933.87,213989961.5,40.4,40720945.44,166745524.9,42,40720943.14,159797796,44
  J02, 2025-01-27 00:09:00.000,40721516.25,213992982.6,40.2,40721514.99,213993099.6,43.9,40721511.23,213992996.6,40.4,40721523.13,166747889.9,42,40721520.82,159800062.4,43.8
  J02, 2025-01-27 00:09:30.000,40722101.11,213996057.1,40.3,40722100,213996174.1,43.9,40722096.41,213996071,41.2,40722108.13,166750285.6,41.8,40722105.8,159802358.3,44.4
  J02, 2025-01-27 00:10:00.000,40722693.81,213999170.8,40,40722692.27,213999287.9,43.7,40722688.78,213999184.8,40.5,40722700.31,166752711.9,41.9,40722698.38,159804683.5,43.9
  J02, 2025-01-27 00:10:30.000,40723293.86,214002324.3,40.2,40723292.48,214002441.3,44,40723288.99,214002338.2,40.5,40723300.84,166755169.1,42.5,40723298.24,159807038.3,44.1
  J02, 2025-01-27 00:11:00.000,40723901.58,214005517,40,40723900,214005634,44,40723896.56,214005531,41.6,40723908.2,166757657,41.6,40723905.79,159809422.6,44.5
  J02, 2025-01-27 00:11:30.000,40724516.73,214008749.4,39.4,40724515.27,214008866.4,43.9,40724511.57,214008763.3,41,40724523.45,166760175.7,42,40724521.04,159811836.4,43.8
  J02, 2025-01-27 00:12:00.000,40725139.25,214012021.4,39.3,40725137.73,214012138.4,43.8,40725134.37,214012035.3,39.9,40725146.33,166762725.4,42.3,40725143.75,159814279.8,44.1
  J02, 2025-01-27 00:12:30.000,40725769.28,214015333.1,39.2,40725767.88,214015450.1,43.8,40725764.75,214015347,39.9,40725776.08,166765305.9,42.2,40725773.87,159816752.8,44
  J02, 2025-01-27 00:13:00.000,40726407.38,214018684.5,40.2,40726405.78,214018801.5,43.8,40726402.22,214018698.4,42.3,40726413.84,166767917.4,41.8,40726411.56,159819255.4,44.1
  J02, 2025-01-27 00:13:30.000,40727052.72,214022075.4,39.8,40727051.17,214022192.4,43.8,40727047.56,214022089.4,40.6,40727059.2,166770559.7,41.6,40727056.86,159821787.6,44.1
  J02, 2025-01-27 00:14:00.000,40727705.41,214025506.1,41,40727703.95,214025623.1,44,40727700.2,214025520,41.3,40727711.89,166773232.9,41.6,40727709.5,159824349.5,44.3
  J02, 2025-01-27 00:14:30.000,40728365.78,214028976.4,39.6,40728364.28,214029093.4,44.3,40728360.92,214028990.4,40.2,40728372.38,166775937.1,41.9,40728370.12,159826941,44
  J02, 2025-01-27 00:15:00.000,40729033.52,214032486.7,40.8,40729032.25,214032603.7,44.3,40729028.66,214032500.6,40.8,40729040.52,166778672.3,41.9,40729038.03,159829562.3,43.8
  J02, 2025-01-27 00:15:30.000,40729709.19,214036036.8,40.2,40729707.79,214036153.8,44.1,40729704.21,214036050.7,41.4,40729716.03,166781438.6,41.2,40729713.52,159832213.3,44.6
  J02, 2025-01-27 00:16:00.000,40730392.34,214039626.6,40.8,40730391.06,214039743.6,43.9,40730387.44,214039640.6,40.6,40730399.24,166784236,41.9,40730396.61,159834894.1,43.6
  J02, 2025-01-27 00:16:30.000,40731083.17,214043256.4,39.8,40731081.49,214043373.4,44.1,40731077.98,214043270.4,40.7,40731089.59,166787064.4,42.3,40731087.31,159837604.7,44.5
  J02, 2025-01-27 00:17:00.000,40731781.34,214046925.9,39.9,40731779.88,214047042.9,44.3,40731776.3,214046939.9,40.5,40731788.14,166789923.7,41.2,40731785.5,159840344.9,43.9
  J02, 2025-01-27 00:17:30.000,40732487.27,214050635.4,40.1,40732485.79,214050752.4,44.6,40732482.29,214050649.4,41.3,40732493.75,166792814.3,42.4,40732491.51,159843115,44.1
  J02, 2025-01-27 00:18:00.000,40733200.69,214054384.7,40.7,40733199.38,214054501.7,44.5,40733195.75,214054398.7,41.6,40733207.49,166795735.8,42.6,40733205.01,159845914.8,44.2
  J02, 2025-01-27 00:18:30.000,40733921.63,214058174,40.5,40733920.32,214058291,44.3,40733916.58,214058188,42.3,40733928.48,166798688.5,42.1,40733926.02,159848744.4,44.2
  J02, 2025-01-27 00:19:00.000,40734650.91,214062003.3,40.6,40734648.91,214062120.3,44.3,40734645.74,214062017.3,41.1,40734657.26,166801672.4,41.7,40734654.63,159851604,43.8
  J02, 2025-01-27 00:19:30.000,40735386.63,214065872.5,41.1,40735385.41,214065989.5,44.3,40735381.74,214065886.5,41.5,40735393.36,166804687.3,42.4,40735390.93,159854493.3,43.5
  J02, 2025-01-27 00:20:00.000,40736130.81,214069781.9,40.5,40736129.2,214069898.9,44.3,40736125.81,214069795.8,41.3,40736137.29,166807733.6,41.7,40736134.95,159857412.7,43.5
  J02, 2025-01-27 00:20:30.000,40736882.03,214073731.1,40.5,40736880.57,214073848.1,44.3,40736877.5,214073745.1,40.6,40736888.97,166810810.9,42.6,40736886.47,159860361.8,44.2
  J02, 2025-01-27 00:21:00.000,40737641.02,214077720.4,40.9,40737640,214077837.4,44.5,40737636.15,214077734.3,41.3,40737647.9,166813919.4,42.3,40737645.49,159863340.7,44.4
  J02, 2025-01-27 00:21:30.000,40738407.55,214081749.6,42.1,40738406.7,214081866.6,44.9,40738403.09,214081763.5,42.3,40738414.43,166817059.1,41.6,40738412.44,159866349.6,43.6
  J02, 2025-01-27 00:22:00.000,40739182.91,214085818.9,41.4,40739180.84,214085936,44.4,40739177.48,214085832.9,40.8,40739189.19,166820230,42.3,40739186.69,159869388.4,44.1
  J02, 2025-01-27 00:22:30.000,40739963.92,214089928.3,40.8,40739962.63,214090045.3,44.7,40739959.48,214089942.2,41.6,40739971.16,166823432.1,41.6,40739968.69,159872457,43.9
  J02, 2025-01-27 00:23:00.000,40740753.75,214094077.7,40,40740752.26,214094194.7,44.5,40740748.87,214094091.7,40.2,40740760.84,166826665.4,42.2,40740758.17,159875555.7,44.1
  J02, 2025-01-27 00:23:30.000,40741551.17,214098267.1,40.5,40741549.68,214098384.1,44.5,40741545.98,214098281,41.1,40741558,166829929.9,42.4,40741555.52,159878684.1,43.6
  J02, 2025-01-27 00:24:00.000,40742356.13,214102496.8,40,40742354.81,214102613.8,44.6,40742350.83,214102510.8,42.3,40742362.99,166833225.8,42.2,40742360.34,159881842.7,44.5
  J02, 2025-01-27 00:24:30.000,40743168.44,214106766.5,41.9,40743167.07,214106883.5,44.7,40743163.23,214106780.5,41.6,40743175.4,166836552.8,42,40743172.95,159885031.1,44.3
  J02, 2025-01-27 00:25:00.000,40743988.58,214111076.3,40,40743987.04,214111193.3,44.7,40743983.54,214111090.2,41.3,40743995.52,166839911.1,41.3,40743993.06,159888249.4,44.2
  J02, 2025-01-27 00:25:30.000,40744816.45,214115426.3,40.1,40744815.05,214115543.3,44.5,40744811.21,214115440.3,41.6,40744823.17,166843300.7,41.9,40744820.74,159891497.8,44.1
  J02, 2025-01-27 00:26:00.000,40745651.84,214119816.5,39.4,40745650.63,214119933.5,44.4,40745646.84,214119830.5,41.6,40745658.56,166846721.7,42.1,40745656.19,159894776.2,44.2
  J02, 2025-01-27 00:26:30.000,40746494.47,214124246.8,39.6,40746493.54,214124363.8,44.3,40746489.88,214124260.8,41.5,40746501.65,166850173.9,41.8,40746499.23,159898084.6,44.1
  J02, 2025-01-27 00:27:00.000,40747345.41,214128717.2,41.1,40747344.2,214128834.2,44.7,40747340.66,214128731.2,42.2,40747352.2,166853657.3,42,40747350,159901422.9,44.3
