> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C1Z,L1Z,S1Z,C2X,L2X,S2X,C5X,L5X,S5X
  J02, 2025-01-20 00:00:00.000,40700535.98,213882810.8,39.4,40700534.84,213882905.8,41.9,40700531.5,213882736.7,38.5,40700543.04,166662097,40.3,40700540.83,159717846,43.7
  J02, 2025-01-20 00:00:30.000,40700604.17,213883167.9,38,40700602.95,213883262.9,42.5,40700599.36,213883093.8,38.5,40700611.1,166662375.3,40.9,40700608.79,159718112.7,43.8
  J02, 2025-01-20 00:01:00.000,40700678.69,213883558.7,37.6,40700676.87,213883653.7,42.1,40700673.59,213883484.6,38.9,40700685.56,166662679.8,40.8,40700683.21,159718404.6,43.7
  J02, 2025-01-20 00:01:30.000,40700759.17,213883983.2,38.1,40700757.9,213884078.2,42.4,40700754.25,213883909.1,38.4,40700766.07,166663010.6,40.3,40700763.81,159718721.6,43.7
  J02, 2025-01-20 00:02:00.000,40700846.05,213884441.6,38.9,40700844.96,213884536.6,42.5,40700841.61,213884367.5,39.2,40700853.34,166663367.8,40.7,40700851.13,159719063.9,43.7
  J02, 2025-01-20 00:02:30.000,40700940.5,213884934.1,40.7,40700938.84,213885029.1,42.6,40700935.38,213884860,39.2,40700947.36,166663751.5,41.3,40700944.91,159719431.7,43.5
  J02, 2025-01-20 00:03:00.000,40701040.59,213885460.8,38.6,40701038.77,213885555.8,42.7,40701035.26,213885386.7,38.9,40701047.45,166664162,40.3,40701045.06,159719825,43.6
  J02, 2025-01-20 00:03:30.000,40701147.39,213886021.7,38.6,40701145.52,213886116.7,42.6,40701141.9,213885947.6,39.5,40701154.14,166664599,41,40701151.81,159720243.8,43.2
  J02, 2025-01-20 00:04:00.000,40701260.56,213886616.8,38.8,40701258.81,213886711.8,42.7,40701255.5,213886542.7,38.6,40701267.5,166665062.8,40.7,40701265.06,159720688.3,43.5
  J02, 2025-01-20 00:04:30.000,40701380.05,213887246.4,38.4,40701378.97,213887341.4,42.4,40701375.06,213887172.3,39.5,40701387.18,166665553.4,40.2,40701384.84,159721158.5,44.3
  J02, 2025-01-20 00:05:00.000,40701506.5,213887910.5,38.2,40701504.97,213888005.5,42.5,40701501.79,213887836.4,39,40701513.74,166666070.9,39.8,40701511.15,159721654.4,43.6
  J02, 2025-01-20 00:05:30.000,40701639.56,213888609.2,38.6,40701638.06,213888704.2,42.4,40701634.33,213888535.1,39.6,40701646.63,166666615.3,40.7,40701644.02,159722176.1,43.8
  J02, 2025-01-20 00:06:00.000,40701779.25,213889342.3,39.2,40701777.83,213889437.3,42.9,40701774.17,213889268.2,38.9,40701785.75,166667186.6,40.6,40701783.65,159722723.6,43.9
  J02, 2025-01-20 00:06:30.000,40701925.33,213890110.1,39.3,40701923.9,213890205.1,42.5,40701920.21,213890036,38.7,40701932.31,166667784.8,41.1,40701929.79,159723296.9,43.8
  J02, 2025-01-20 00:07:00.000,40702077.92,213890912.9,38.7,40702076.68,213891008,43,40702073.01,213890838.8,39.4,40702085.09,166668410.5,41.8,40702082.5,159723896.5,43.9
  J02, 2025-01-20 00:07:30.000,40702237.38,213891750.9,38.7,40702235.9,213891845.9,43,40702232.52,213891676.8,40.2,40702244.6,166669063.4,41,40702242.01,159724522.3,44.3
  J02, 2025-01-20 00:08:00.000,40702403.09,213892624.1,38.1,40702402.02,213892719.1,43,40702398.49,213892550,38.8,40702410.7,166669743.8,41.6,40702408.19,159725174.3,44.1
  J02, 2025-01-20 00:08:30.000,40702576.05,213893532.7,39.3,40702575.09,213893627.7,42.9,40702571.65,213893458.6,39.9,40702582.99,166670451.8,42.4,40702580.91,159725852.8,44.1
  J02, 2025-01-20 00:09:00.000,40702755.72,213894476.6,39.3,40702754.67,213894571.5,43,40702750.96,213894402.5,39.8,40702762.86,166671187.3,41.5,40702760.52,159726557.6,44.3
  J02, 2025-01-20 00:09:30.000,40702942.2,213895456,40.3,40702940.65,213895551,43.3,40702937.48,213895381.9,39.7,40702949.22,166671950.5,41.1,40702946.97,159727289.1,44.1
  J02, 2025-01-20 00:10:00.000,40703135.77,213896470.9,39.2,40703133.93,213896565.9,43.7,40703131.03,213896396.8,40.3,40703142.03,166672741.4,40.8,40703140.07,159728046.9,44.3
  J02, 2025-01-20 00:10:30.000,40703335.45,213897521.4,39,40703334,213897616.4,43.7,40703330.54,213897447.3,40.5,40703342.46,166673559.9,40.9,40703340.15,159728831.4,44.1
  J02, 2025-01-20 00:11:00.000,40703541.97,213898607.7,41.4,40703540.81,213898702.7,43.4,40703537.1,213898533.6,39.8,40703549.29,166674406.4,41.7,40703546.87,159729642.6,44.3
  J02, 2025-01-20 00:11:30.000,40703755.98,213899729.9,39,40703754.31,213899824.9,43.7,40703750.82,213899655.8,40.1,40703762.72,166675280.9,41.2,40703760.18,159730480.6,44.3
  J02, 2025-01-20 00:12:00.000,40703976.23,213900887.9,40.3,40703974.74,213900982.9,43.3,40703971.06,213900813.8,39.8,40703983,166676183.2,41.6,40703980.51,159731345.4,44.7
  J02, 2025-01-20 00:12:30.000,40704203.36,213902082,39.4,40704201.87,213902177,43.4,40704198.37,213902007.9,40.2,40704210.23,166677113.7,41.1,40704207.68,159732237.1,44.1
  J02, 2025-01-20 00:13:00.000,40704437.34,213903312.2,39.8,40704435.7,213903407.2,43.3,40704432.32,213903238.1,39.9,40704444.56,166678072.3,41.9,40704441.86,159733155.7,44
  J02, 2025-01-20 00:13:30.000,40704678.59,213904578.7,38.8,40704676.88,213904673.7,43.4,40704673.31,213904504.6,39.9,40704685.35,166679059.2,42.4,40704682.94,159734101.5,44.8
  J02, 2025-01-20 00:14:00.000,40704926,213905881.6,40.1,40704924.74,213905976.6,43.7,40704921.62,213905807.5,40.1,40704933.42,166680074.4,41.8,40704930.86,159735074.5,44.7
  J02, 2025-01-20 00:14:30.000,40705181.39,213907220.9,39.2,40705179.52,213907315.8,43.6,40705176.02,213907146.8,39.4,40705188.15,166681118,42.2,40705185.7,159736074.5,44.7
  J02, 2025-01-20 00:15:00.000,40705443.16,213908596.6,39.7,40705441.46,213908691.6,43.1,40705437.59,213908522.5,39.5,40705450.01,166682190,42.2,40705447.36,159737101.9,44.4
  J02, 2025-01-20 00:15:30.000,40705711.88,213910009,38.6,40705710.34,213910104,43.3,40705707,213909934.9,40.9,40705718.98,166683290.6,42.3,40705716.17,159738156.6,44.8
  J02, 2025-01-20 00:16:00.000,40705987.45,213911458,39.6,40705986.12,213911552.9,43.1,40705982.59,213911383.9,39.6,40705994.62,166684419.6,42.1,40705992,159739238.6,44.5
  J02, 2025-01-20 00:16:30.000,40706270.53,213912943.7,38.6,40706268.53,213913038.7,43.3,40706265.09,213912869.6,39.8,40706277.29,166685577.3,41.9,40706274.65,159740348.1,44.7
