> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C1Z,L1Z,S1Z,C2X,L2X,S2X,C5X,L5X,S5X
  J02, 2025-01-12 00:03:30.000,40700279.91,213881412,31.6,40700278.82,213881548.9,37.4,40700275.55,213881387.4,32.2,40700287.3,166661045.9,34.2,40700284.12,159716836.7,32.5
  J02, 2025-01-12 00:04:00.000,40700009.31,               ,32.6,40700007.89,213880121.2,36.6,40700004.19,               ,33,40700016.08,166659933.4,33.8,40700012.65,159715770.5,34.2
  J02, 2025-01-12 00:04:30.000,40699742.59,213878581.9,32.4,40699740.75,213878718.9,37,40699737.1,213878557.3,33.5,40699748.28,166658840.7,33.8,40699745.5,159714723.4,33.8
  J02, 2025-01-12 00:05:00.000,40699480.3,213877205.4,33.1,40699478.85,213877342.4,36.9,40699475.2,213877180.7,34.4,40699486.43,166657768.1,34.1,40699483.57,159713695.4,33.5
  J02, 2025-01-12 00:05:30.000,40699223.13,213875854.6,33.8,40699221.54,213875991.6,37.6,40699218.32,213875830,34.9,40699229.63,166656715.6,34.1,40699226.84,159712686.8,33.9
  J02, 2025-01-12 00:06:00.000,40698971.13,213874530.1,32.4,40698969.93,213874667,36.9,40698966.39,213874505.5,33.9,40698978.22,166655683.5,34.4,40698974.77,159711697.7,33.7
  J02, 2025-01-12 00:06:30.000,40698723.42,               ,32.1,40698722.82,213873368.7,36.3,40698719.25,               ,34.4,40698730.65,166654671.8,34.5,40698727.96,159710728.1,34.3
  J02, 2025-01-12 00:07:00.000,40698481.73,213871959.7,33.1,40698480.66,213872096.7,36.8,40698476.87,213871935.1,33.5,40698488.53,166653680.5,34.6,40698485.86,159709778.2,35.2
  J02, 2025-01-12 00:07:30.000,40698245.3,               ,32.3,40698243.69,213870851.2,35.9,40698239.59,               ,34.5,40698251.54,166652710.1,35.5,40698248.85,159708848.2,35.4
  J02, 2025-01-12 00:08:00.000,40698012.95,               ,32.9,40698011.29,213869632.5,37.5,40698008.02,               ,33.9,40698020.25,166651760.4,35.6,40698017.05,159707938.1,36
  J02, 2025-01-12 00:08:30.000,40697786.36,               ,33.7,40697784.77,213868440.5,37.2,40697781.23,               ,34.9,40697792.59,166650831.6,34.6,40697790.18,159707048,36.3
  J02, 2025-01-12 00:09:00.000,40697564.28,               ,32.2,40697562.87,213867275.5,37.1,40697559.66,               ,32.9,40697571.54,166649923.8,35.4,40697568.41,159706178,36.1
  J02, 2025-01-12 00:09:30.000,40697347.52,213866000.7,33.4,40697346.21,213866137.7,38,40697342.94,213865976.1,33.9,40697354.84,166649037.2,35.5,40697352.09,159705328.3,36.8
  J02, 2025-01-12 00:10:00.000,40697136.22,213864890.3,33.8,40697134.99,213865027.3,38.1,40697131.21,213864865.6,35.3,40697143.29,166648172,35.4,40697141.1,159704499.1,37
  J02, 2025-01-12 00:10:30.000,40696930.48,               ,33,40696928.7,213863944.4,38.5,40696925.62,               ,34.8,40696937.43,166647328.1,35.3,40696934.83,159703690.5,37.3
  J02, 2025-01-12 00:11:00.000,40696729.98,213862753.2,33.5,40696727.92,213862889.2,38.2,40696724.51,213862728.1,34.9,40696735.68,166646505.9,35.3,40696733.79,159702902.5,37.4
  J02, 2025-01-12 00:11:30.000,40696533.98,213861725.8,33.2,40696532.49,213861861.8,38.7,40696529.63,213861700.7,33.8,40696541.24,166645705.4,35.6,40696538.29,159702135.3,37.2
  J02, 2025-01-12 00:12:00.000,40696344.2,213860726.3,34.5,40696342.25,213860862.3,38.6,40696339.25,213860701.2,33.8,40696350.75,166644926.5,35.7,40696348.15,159701388.9,37.2
  J02, 2025-01-12 00:12:30.000,40696159.2,213859754.8,33.7,40696157.75,213859890.8,38.3,40696154.45,213859729.6,33.4,40696165.6,166644169.5,34.9,40696163.49,159700663.4,37.5
  J02, 2025-01-12 00:13:00.000,40695979.78,213858811.7,33.3,40695978.59,213858947.7,38.4,40695974.93,213858786.6,35.3,40695986.6,166643434.7,37.3,40695984.01,159699959.2,37.9
