> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
J02, 2025-01-15 00:00:00.000,   41179148.672,  216397882.815,         34.000,   41179147.141,  216397887.816,         38.200,   41179144.047,  216397871.674,         36.200,   41179157.785,  168621765.084,         43.000,   41179154.281,  161595840.587,         42.900
J02, 2025-01-15 00:00:30.000,   41179319.969,  216398785.916,         35.400,   41179319.441,  216398790.963,         38.500,   41179315.508,  216398774.779,         35.200,   41179329.137,  168622468.866,         43.000,   41179326.016,  161596515.036,         41.900
J02, 2025-01-15 00:01:00.000,   41179497.047,  216399712.157,         36.700,   41179495.785,  216399717.144,         39.000,   41179492.336,  216399701.015,         36.700,   41179504.805,  168623190.569,         42.100,   41179501.992,  161597206.712,         42.300
J02, 2025-01-15 00:01:30.000,   41179677.250,  216400661.346,         37.000,   41179676.242,  216400666.334,         39.400,   41179672.789,  216400650.211,         36.300,   41179686.121,  168623930.254,         42.000,   41179682.730,  161597915.557,         43.000
J02, 2025-01-15 00:02:00.000,   41179862.875,  216401633.368,         38.000,   41179861.313,  216401638.363,         40.700,   41179858.051,  216401622.235,         38.400,   41179871.004,  168624687.689,         42.000,   41179867.832,  161598641.445,         42.800
J02, 2025-01-15 00:02:30.000,   41180051.797,  216402628.221,         38.100,   41180050.453,  216402633.198,         40.400,   41180047.480,  216402617.084,         39.000,   41180060.348,  168625462.898,         43.100,   41180057.176,  161599384.345,         43.200
J02, 2025-01-15 00:03:00.000,   41180245.516,  216403646.180,         38.900,   41180244.473,  216403651.166,         40.100,   41180241.051,  216403635.046,         38.400,   41180253.934,  168626256.173,         43.000,   41180250.664,  161600144.539,         43.000
J02, 2025-01-15 00:03:30.000,   41180443.125,  216404687.771,         37.700,   41180442.215,  216404692.755,         39.200,   41180438.871,  216404676.633,         37.100,   41180452.770,  168627067.790,         44.100,   41180448.813,  161600922.351,         43.400
J02, 2025-01-15 00:04:00.000,   41180646.188,  216405752.095,         36.100,   41180644.926,  216405757.092,         39.200,   41180641.426,  216405740.966,         35.900,   41180654.910,  168627897.170,         43.700,   41180651.855,  161601717.196,         44.000
J02, 2025-01-15 00:04:30.000,   41180853.141,  216406839.132,         36.800,   41180851.598,  216406844.080,         39.000,   41180848.137,  216406827.998,         35.500,   41180861.625,  168628744.174,         43.100,   41180858.637,  161602528.919,         43.800
