> PRN,time,C1C,L1C,S1C,C1X,L1X,S1X,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X
J02, 2025-01-31 00:00:00.000,   40575016.391,  213223162.612,         38.300,   40575018.328,  213223200.626,         42.200,   40575015.277,  213223149.557,         38.800,   40575022.000,  166147967.688,         42.200,   40575017.934,  159225138.750,         43.300
J02, 2025-01-31 00:00:30.000,   40576222.172,  213229495.247,         38.000,   40576223.008,  213229533.241,         42.400,   40576220.277,  213229482.191,         38.800,   40576227.230,  166152902.198,         42.500,   40576223.164,  159229867.646,         43.400
J02, 2025-01-31 00:01:00.000,   40577433.766,  213235867.458,         37.900,   40577435.625,  213235905.446,         42.100,   40577432.539,  213235854.407,         38.600,   40577439.977,  166157867.543,         42.300,   40577435.348,  159234626.103,         43.300
J02, 2025-01-31 00:01:30.000,   40578654.078,  213242279.301,         37.500,   40578655.770,  213242317.324,         41.800,   40578652.707,  213242266.245,         38.600,   40578659.871,  166162863.822,         42.200,   40578655.582,  159239414.186,         43.200
J02, 2025-01-31 00:02:00.000,   40579882.016,  213248730.946,         39.100,   40579883.395,  213248768.945,         42.000,   40579880.488,  213248717.898,         38.400,   40579887.594,  166167891.065,         42.600,   40579883.289,  159244231.960,         43.000
J02, 2025-01-31 00:02:30.000,   40581117.781,  213255222.348,         38.100,   40581118.957,  213255260.334,         42.000,   40581115.758,  213255209.297,         38.500,   40581122.918,  166172949.289,         42.100,   40581118.547,  159249079.406,         42.900
J02, 2025-01-31 00:03:00.000,   40582361.063,  213261753.559,         38.100,   40582362.016,  213261791.541,         42.100,   40582359.152,  213261740.511,         38.700,   40582365.898,  166178038.545,         42.400,   40582361.570,  159253956.601,         42.600
J02, 2025-01-31 00:03:30.000,   40583611.250,  213268324.508,         37.700,   40583612.164,  213268362.521,         41.700,   40583609.301,  213268311.454,         38.400,   40583616.234,  166183158.793,         41.900,   40583611.906,  159258863.493,         42.600
J02, 2025-01-31 00:04:00.000,   40584869.031,  213274935.122,         38.000,   40584870.234,  213274973.103,         41.600,   40584867.234,  213274922.074,         38.400,   40584873.797,  166188309.906,         41.000,   40584869.539,  159263799.992,         42.400
J02, 2025-01-31 00:04:30.000,   40586133.828,  213281585.525,         37.900,   40586135.336,  213281623.523,         41.600,   40586132.750,  213281572.474,         38.900,   40586139.281,  166193492.042,         41.100,   40586134.930,  159268766.195,         42.400
J02, 2025-01-31 00:05:00.000,   40587407.469,  213288275.702,         38.100,   40587408.508,  213288313.714,         41.700,   40587405.934,  213288262.655,         39.100,   40587412.664,  166198705.158,         41.100,   40587408.211,  159273762.120,         42.600
J02, 2025-01-31 00:05:30.000,   40588687.531,  213295005.558,         38.100,   40588689.277,  213295043.541,         42.300,   40588686.125,  213294992.509,         38.800,   40588693.020,  166203949.178,         41.400,   40588689.172,  159278787.626,         43.300
J02, 2025-01-31 00:06:00.000,   40589976.531,  213301775.105,         38.700,   40589977.480,  213301813.111,         42.400,   40589974.887,  213301762.056,         39.500,   40589981.605,  166209224.173,         41.800,   40589977.461,  159283842.806,         43.400
J02, 2025-01-31 00:06:30.000,   40591272.109,  213308584.702,         39.400,   40591273.590,  213308622.701,         42.600,   40591270.406,  213308571.654,         39.600,   40591278.027,  166214530.312,         42.600,   40591273.320,  159288927.894,         42.900
J02, 2025-01-31 00:07:00.000,   40592574.719,  213315433.686,         38.700,   40592576.754,  213315471.659,         42.300,   40592573.066,  213315420.650,         39.000,   40592581.367,  166219867.166,         42.700,   40592576.473,  159294042.373,         43.400
J02, 2025-01-31 00:07:30.000,   40593885.313,  213322322.120,         38.200,   40593887.199,  213322360.118,         42.400,   40593884.016,  213322309.079,         38.600,   40593892.109,  166225234.782,         42.500,   40593887.188,  159299186.339,         43.200
J02, 2025-01-31 00:08:00.000,   40595204.609,  213329250.344,         38.600,   40595205.688,  213329288.348,         42.500,   40595202.527,  213329237.303,         38.900,   40595210.656,  166230633.386,         43.000,   40595205.621,  159304360.002,         43.100
J02, 2025-01-31 00:08:30.000,   40596531.344,  213336218.344,         38.500,   40596532.012,  213336256.342,         42.300,   40596529.289,  213336205.303,         39.100,   40596536.316,  166236062.996,         42.500,   40596531.707,  159309563.361,         43.400
J02, 2025-01-31 00:09:00.000,   40597865.266,  213343225.939,         39.700,   40597865.891,  213343263.942,         42.600,   40597863.527,  213343212.898,         39.300,   40597869.789,  166241523.439,         41.800,   40597865.125,  159314796.296,         42.900
J02, 2025-01-31 00:09:30.000,   40599206.156,  213350273.201,         40.000,   40599207.301,  213350311.189,         42.600,   40599204.234,  213350260.160,         39.600,   40599210.523,  166247014.804,         42.100,   40599206.172,  159320058.851,         43.400
J02, 2025-01-31 00:10:00.000,   40600553.922,  213357360.177,         39.400,   40600555.680,  213357398.180,         42.300,   40600552.996,  213357347.136,         39.700,   40600559.242,  166252537.119,         42.200,   40600555.000,  159325351.072,         43.400
J02, 2025-01-31 00:10:30.000,   40601910.641,  213364486.769,         39.200,   40601911.633,  213364524.757,         42.300,   40601909.063,  213364473.728,         39.800,   40601916.074,  166258090.298,         43.000,   40601911.340,  159330672.882,         43.500
J02, 2025-01-31 00:11:00.000,   40603274.406,  213371652.894,         38.900,   40603275.539,  213371690.887,         42.300,   40603272.387,  213371639.853,         39.400,   40603279.633,  166263674.305,         43.900,   40603275.348,  159336024.204,         44.200
J02, 2025-01-31 00:11:30.000,   40604644.859,  213378858.338,         39.000,   40604646.078,  213378896.324,         41.800,   40604643.285,  213378845.302,         39.400,   40604650.410,  166269288.920,         42.700,   40604646.617,  159341404.875,         43.700
J02, 2025-01-31 00:12:00.000,   40606023.234,  213386103.421,         39.300,   40606024.430,  213386141.415,         41.900,   40606021.773,  213386090.383,         38.900,   40606029.336,  166274934.454,         42.900,   40606025.180,  159346815.163,         43.900
J02, 2025-01-31 00:12:30.000,   40607408.797,  213393388.252,         38.700,   40607410.184,  213393426.248,         42.000,   40607407.188,  213393375.219,         38.300,   40607415.480,  166280610.948,         42.500,   40607411.453,  159352255.141,         44.100
J02, 2025-01-31 00:13:00.000,   40608802.781,  213400712.683,         39.500,   40608804.344,  213400750.685,         41.800,   40608801.297,  213400699.645,         39.100,   40608809.441,  166286318.293,         42.600,   40608805.145,  159357724.687,         43.600
J02, 2025-01-31 00:13:30.000,   40610203.438,  213408076.573,         39.500,   40610205.148,  213408114.559,         41.800,   40610202.121,  213408063.537,         38.800,   40610210.609,  166292056.376,         42.500,   40610206.262,  159363223.681,         44.300
J02, 2025-01-31 00:14:00.000,   40611613.297,  213415479.895,         38.400,   40611614.707,  213415517.898,         42.200,   40611611.691,  213415466.861,         39.200,   40611619.273,  166297825.205,         43.300,   40611615.086,  159368752.144,         43.700
J02, 2025-01-31 00:14:30.000,   40613029.813,  213422922.655,         38.800,   40613030.617,  213422960.636,         42.300,   40613027.926,  213422909.619,         38.900,   40613035.668,  166303624.737,         43.100,   40613031.313,  159374310.027,         44.200
J02, 2025-01-31 00:15:00.000,   40614453.375,  213430404.902,         39.900,   40614455.305,  213430442.893,         42.800,   40614452.219,  213430391.875,         39.800,   40614459.602,  166309455.054,         43.300,   40614455.191,  159379897.415,         43.800
J02, 2025-01-31 00:15:30.000,   40615885.703,  213437926.436,         40.100,   40615887.133,  213437964.434,         43.100,   40615884.238,  213437913.407,         40.600,   40615891.051,  166315315.988,         42.400,   40615886.258,  159385514.133,         43.600
J02, 2025-01-31 00:16:00.000,   40617324.938,  213445487.444,         40.100,   40617325.969,  213445525.461,         43.200,   40617323.363,  213445474.416,         40.800,   40617329.379,  166321207.703,         42.400,   40617324.910,  159391160.341,         43.200
J02, 2025-01-31 00:16:30.000,   40618770.703,  213453087.793,         40.800,   40618772.156,  213453125.792,         43.200,   40618769.305,  213453074.768,         41.600,   40618775.648,  166327130.030,         42.000,   40618770.867,  159396835.901,         43.100
J02, 2025-01-31 00:17:00.000,   40620224.719,  213460727.359,         40.600,   40620225.746,  213460765.335,         43.100,   40620222.984,  213460714.326,         40.600,   40620229.484,  166333082.904,         41.600,   40620224.707,  159402540.746,         42.900
J02, 2025-01-31 00:17:30.000,   40621686.344,  213468406.221,         40.100,   40621687.617,  213468444.212,         43.000,   40621684.504,  213468393.192,         40.700,   40621690.449,  166339066.416,         41.400,   40621685.816,  159408274.944,         42.600
J02, 2025-01-31 00:18:00.000,   40623154.797,  213476124.448,         40.400,   40623156.223,  213476162.423,         43.000,   40623153.641,  213476111.421,         41.600,   40623158.980,  166345080.610,         41.100,   40623154.480,  159414038.547,         42.700
J02, 2025-01-31 00:18:30.000,   40624630.828,  213483881.787,         40.200,   40624631.797,  213483919.766,         42.500,   40624628.855,  213483868.754,         40.600,   40624635.023,  166351125.257,         41.300,   40624630.715,  159419831.339,         43.000
J02, 2025-01-31 00:19:00.000,   40626113.594,  213491678.277,         39.400,   40626114.914,  213491716.276,         42.200,   40626111.934,  213491665.247,         39.600,   40626118.688,  166357200.435,         41.500,   40626114.504,  159425653.392,         43.200
J02, 2025-01-31 00:19:30.000,   40627603.484,  213499513.895,         38.700,   40627605.488,  213499551.916,         41.700,   40627602.250,  213499500.869,         39.600,   40627609.836,  166363306.123,         42.100,   40627605.453,  159431504.664,         42.300
J02, 2025-01-31 00:20:00.000,   40629102.313,  213507388.718,         38.100,   40629103.863,  213507426.709,         41.600,   40629100.832,  213507375.692,         39.100,   40629108.613,  166369442.324,         42.000,   40629103.996,  159437385.180,         43.000
J02, 2025-01-31 00:20:30.000,   40630608.469,  213515302.564,         38.900,   40630609.773,  213515340.555,         41.800,   40630606.395,  213515289.535,         39.900,   40630615.008,  166375608.950,         42.800,   40630610.258,  159443294.849,         43.200
J02, 2025-01-31 00:21:00.000,   40632122.438,  213523255.397,         38.700,   40632123.273,  213523293.396,         42.100,   40632120.414,  213523242.371,         40.100,   40632128.684,  166381805.939,         43.400,   40632123.867,  159449233.642,         43.200
J02, 2025-01-31 00:21:30.000,   40633643.719,  213531247.324,         39.800,   40633644.523,  213531285.318,         42.400,   40633641.598,  213531234.305,         39.000,   40633649.148,  166388033.400,         43.200,   40633644.852,  159455201.622,         43.500
J02, 2025-01-31 00:22:00.000,   40635172.156,  213539278.077,         39.500,   40635172.777,  213539316.080,         42.300,   40635170.238,  213539265.051,         39.800,   40635177.445,  166394291.111,         43.000,   40635173.387,  159461198.583,         44.100
J02, 2025-01-31 00:22:30.000,   40636707.766,  213547347.652,         40.000,   40636708.859,  213547385.640,         42.600,   40636706.309,  213547334.633,         40.000,   40636712.867,  166400579.074,         43.000,   40636709.160,  159467224.559,         43.900
J02, 2025-01-31 00:23:00.000,   40638250.141,  213555456.088,         40.000,   40638251.926,  213555494.082,         42.600,   40638248.566,  213555443.067,         39.000,   40638256.281,  166406897.334,         43.000,   40638252.277,  159473279.561,         44.500
