> PRN,"	                    time","	            C1C","	            L1C","	            D1C","	            S1C","	            C2L","	            L2L","	            D2L","	            S2L","	            C5Q","	            L5Q","	            D5Q","	            S5Q","	            C1L","	            L1L","	            D1L","	            S1L","	            C1Z","	            L1Z","	            D1Z","	            S1Z","	            C5P","	            L5P","	            D5P","	            S5P"
  J02, 2025-01-25 00:00:00.000,39785856.87,209076242,-1987.139,39.964,39785861.05,162916692.3,-1548.349,40.66,39785862.64,156128518.7,-1483.868,44.339,39785856.75,209076273,-1987.03,40.577,39785853.59,209076229.3,-1986.964,40.503,39785859.19,156128500.7,-1483.926,41.29
  J02, 2025-01-25 00:00:30.000,39797203.57,209135867.6,-1987.364,40.203,39797207.06,162963153.8,-1548.367,40.133,39797209.14,156173044.3,-1483.877,44.512,39797203.56,209135898.6,-1987.213,40.901,39797200.32,209135854.9,-1987.308,40.675,39797205.88,156173026.3,-1483.92,41.385
  J02, 2025-01-25 00:01:00.000,39808547.59,209195480.4,-1986.361,40.484,39808551.45,163009605.3,-1547.783,40.422,39808553.1,156217560.3,-1483.316,44.494,39808547.45,209195511.4,-1986.448,40.551,39808544.15,209195467.7,-1986.324,40.746,39808549.77,156217542.3,-1483.391,41.013
  J02, 2025-01-25 00:01:30.000,39819889.8,209255085.7,-1987.171,40.069,39819893.88,163056050.9,-1548.484,40.603,39819895.57,156262070.6,-1483.973,44.554,39819890.01,209255116.7,-1987.249,40.532,39819886.68,209255073,-1987.127,40.543,39819892.31,156262052.7,-1483.876,40.944
  J02, 2025-01-25 00:02:00.000,39831231.01,209314680.6,-1986.448,40.555,39831234.11,163102488.5,-1547.859,40.238,39831236.29,156306573.3,-1483.371,44.692,39831231,209314711.6,-1986.564,40.88,39831227.81,209314667.9,-1986.437,40.83,39831233.03,156306555.3,-1483.293,41.414
  J02, 2025-01-25 00:02:30.000,39842569.03,209374265.7,-1986.506,39.814,39842573.61,163148918.3,-1547.95,41.247,39842575.1,156351068.6,-1483.419,44.564,39842569.03,209374296.7,-1986.395,40.324,39842565.82,209374253,-1986.561,40.3,39842571.95,156351050.6,-1483.502,41.528
  J02, 2025-01-25 00:03:00.000,39853904.92,209433838.6,-1985.163,39.958,39853909.93,163195338.8,-1547.169,41.004,39853911.21,156395554.8,-1482.506,44.519,39853905.17,209433869.6,-1985.349,40.052,39853901.94,209433825.9,-1985.345,40.079,39853907.94,156395536.8,-1482.666,41.516
  J02, 2025-01-25 00:03:30.000,39865240.39,209493402,-1984.257,40.462,39865244.83,163241751.8,-1546.211,41.328,39865245.86,156440033.9,-1481.69,44.6,39865239.9,209493433,-1984.099,40.532,39865237.02,209493389.3,-1984.205,40.634,39865242.57,156440015.9,-1481.705,41.302
  J02, 2025-01-25 00:04:00.000,39876572.78,209552955.7,-1984.846,40.191,39876576.86,163288157.2,-1546.85,41.147,39876578.57,156484505.8,-1482.345,44.59,39876572.88,209552986.7,-1984.929,40.536,39876569.67,209552943,-1984.927,40.517,39876575.24,156484487.8,-1482.377,41.366
  J02, 2025-01-25 00:04:30.000,39887902.98,209612497.3,-1984.316,39.342,39887907.83,163334553.2,-1546.197,41.292,39887909.1,156528968.6,-1481.781,44.382,39887902.87,209612528.3,-1984.259,39.889,39887899.49,209612484.6,-1984.241,39.88,39887905.9,156528950.7,-1481.801,41.044
