> PRN,"	                    time","	            C1C","	            L1C","	            D1C","	            S1C","	            C2L","	            L2L","	            D2L","	            S2L","	            C5Q","	            L5Q","	            D5Q","	            S5Q","	            C1L","	            L1L","	            D1L","	            S1L","	            C1Z","	            L1Z","	            D1Z","	            S1Z","	            C5P","	            L5P","	            D5P","	            S5P"
  J02, 2025-01-16 00:00:00.000,38971252.5,204795464.8,-1983.293,41.318,38971256.16,159581059.6,-1545.352,42.22,38971257.33,152931871.4,-1480.997,45.576,38971252.39,204795523.8,-1983.25,41.554,38971249.02,204795451.1,-1983.224,41.974,38971254,152931857.3,-1481.044,42.552
  J02, 2025-01-16 00:00:30.000,38982575.5,204854969,-1983.62,41.066,38982579.81,159627426.5,-1545.584,42.527,38982580.69,152976306.3,-1481.259,45.479,38982575.51,204855028,-1983.495,41.802,38982572.18,204854955.2,-1983.514,41.578,38982577.44,152976292.2,-1481.189,42.176
  J02, 2025-01-16 00:01:00.000,38993900.87,204914482.8,-1983.787,41.156,38993904.72,159673800.9,-1545.862,42.131,38993905.82,153020748.3,-1481.409,45.543,38993900.91,204914541.8,-1983.777,41.58,38993897.62,204914469.1,-1983.782,41.771,38993902.51,153020734.3,-1481.427,42.26
  J02, 2025-01-16 00:01:30.000,39005228.09,204974007.5,-1984.218,41.118,39005231.92,159720183.7,-1546.222,41.995,39005233.09,153065198.6,-1481.857,45.451,39005228.06,204974066.5,-1984.299,41.476,39005224.79,204973993.8,-1984.289,41.774,39005229.93,153065184.5,-1481.75,42.582
  J02, 2025-01-16 00:02:00.000,39016557.67,205033544.5,-1984.814,41.323,39016561.25,159766576.1,-1546.624,41.783,39016562.65,153109658,-1482.212,45.467,39016557.67,205033603.5,-1984.803,41.888,39016554.52,205033530.8,-1984.841,41.702,39016559.38,153109643.9,-1482.03,42.275
  J02, 2025-01-16 00:02:30.000,39027888.7,205093090.1,-1985.071,41.218,39027892.4,159812975.3,-1546.802,42.279,39027893.8,153154123.8,-1482.421,45.419,39027888.87,205093149.1,-1985.079,41.416,39027885.5,205093076.4,-1985.089,41.94,39027890.49,153154109.8,-1482.437,42.271
  J02, 2025-01-16 00:03:00.000,39039222.54,205152650.4,-1986.222,41.256,39039226.77,159859385.9,-1547.732,42.15,39039227.94,153198600.6,-1483.107,45.392,39039222.77,205152709.4,-1986.18,41.495,39039219.64,205152636.7,-1986.171,41.819,39039224.67,153198586.6,-1483.143,42.269
  J02, 2025-01-16 00:03:30.000,39050557.65,205212217.2,-1985.263,41.077,39050562.49,159905801.5,-1546.882,42.633,39050563.1,153243082.2,-1482.458,45.564,39050557.93,205212276.2,-1985.058,41.225,39050554.73,205212203.5,-1985.135,41.948,39050559.83,153243068.2,-1482.307,42.271
  J02, 2025-01-16 00:04:00.000,39061894.84,205271793.1,-1985.06,41.516,39061898.52,159952224.2,-1546.887,42.172,39061899.99,153287570.7,-1482.412,45.387,39061895,205271852.1,-1985.243,41.352,39061891.75,205271779.4,-1985.069,41.955,39061896.78,153287556.7,-1482.426,42.082
  J02, 2025-01-16 00:04:30.000,39073234.58,205331381.5,-1987.444,41.302,39073238.71,159998656.7,-1548.625,42.722,39073239.37,153332068.5,-1484.024,45.326,39073234.27,205331440.5,-1987.406,41.704,39073231.1,205331367.8,-1987.47,42.093,39073236.03,153332054.5,-1484.249,42.343
  J02, 2025-01-16 00:05:00.000,39084574.85,205390978.7,-1986.678,41.189,39084579.44,160045096,-1548.199,42.402,39084580.34,153376572.8,-1483.579,45.406,39084575.03,205391037.7,-1986.757,41.023,39084571.95,205390965,-1986.694,41.514,39084577.05,153376558.8,-1483.59,42.256
  J02, 2025-01-16 00:05:30.000,39095917.65,205450584.1,-1987.012,41.008,39095921.74,160091541.8,-1548.465,42.021,39095922.89,153421083.3,-1483.944,45.392,39095917.73,205450643.1,-1987.139,41.209,39095914.47,205450570.4,-1987.178,41.657,39095919.55,153421069.3,-1483.932,42.229
  J02, 2025-01-16 00:06:00.000,39107261.94,205510197.2,-1987.042,41.292,39107265.36,160137993.5,-1548.222,41.654,39107266.91,153465599.5,-1483.816,45.476,39107261.86,205510256.2,-1987.109,41.409,39107258.75,205510183.5,-1986.945,41.666,39107263.56,153465585.5,-1483.967,42.125
  J02, 2025-01-16 00:06:30.000,39118607.5,205569819.8,-1988.744,41.466,39118611.58,160184452.6,-1549.546,41.735,39118612.64,153510122.8,-1485.04,45.263,39118607.71,205569878.8,-1988.663,41.39,39118604.31,205569806,-1988.513,41.84,39118609.41,153510108.8,-1484.941,42.142
  J02, 2025-01-16 00:07:00.000,39129955.42,205629451.1,-1988.736,41.447,39129959.13,160230918.6,-1549.741,41.654,39129960.2,153554652.7,-1485.163,45.44,39129955.29,205629510.1,-1988.866,41.302,39129952.09,205629437.4,-1988.958,41.645,39129956.93,153554638.7,-1485.208,42.159
  J02, 2025-01-16 00:07:30.000,39141303.95,205689090.2,-1987.647,41.197,39141307.79,160277390.6,-1548.724,41.528,39141309.08,153599188.3,-1484.251,45.273,39141304.06,205689149.2,-1987.513,41.201,39141300.93,205689076.5,-1987.475,41.602,39141305.83,153599174.3,-1484.213,41.981
  J02, 2025-01-16 00:08:00.000,39152654.46,205748736.1,-1988.114,41.044,39152658.11,160323867.8,-1549.245,41.607,39152659.31,153643729.1,-1484.647,45.624,39152654.36,205748795.1,-1988.159,41.206,39152651.03,205748722.4,-1988.057,41.347,39152655.98,153643715.1,-1484.579,42.044
  J02, 2025-01-16 00:08:30.000,39164006.35,205808390.2,-1987.91,41.523,39164010.08,160370351.5,-1549.208,41.79,39164011.07,153688275.9,-1484.684,45.476,39164006.26,205808449.2,-1988.16,41.781,39164003.19,205808376.5,-1988.232,41.685,39164007.83,153688261.9,-1484.709,41.94
  J02, 2025-01-16 00:09:00.000,39175359.13,205868050.6,-1989.355,41.442,39175362.87,160416840.1,-1550.377,41.523,39175364.28,153732827.5,-1485.75,45.359,39175359.3,205868109.6,-1989.497,41.418,39175355.81,205868037,-1989.685,41.926,39175361.12,153732813.5,-1485.75,42.218
  J02, 2025-01-16 00:09:30.000,39186713.66,205927719.6,-1989.338,41.013,39186717.6,160463335.4,-1550.277,41.464,39186719.11,153777385.5,-1485.546,45.378,39186713.75,205927778.6,-1989.459,41.111,39186710.72,205927705.9,-1989.41,41.626,39186715.78,153777371.5,-1485.539,42.03
  J02, 2025-01-16 00:10:00.000,39198069.73,205987394.6,-1990.094,40.343,39198073.19,160509835.4,-1550.563,41.278,39198074.82,153821948,-1486.003,45.464,39198069.4,205987453.7,-1989.918,41.061,39198066.19,205987381,-1989.853,41.487,39198071.53,153821934,-1486.002,41.931
  J02, 2025-01-16 00:10:30.000,39209426.67,206047075.3,-1990.356,40.675,39209430.33,160556339.8,-1551.014,41.812,39209431.71,153866514.7,-1486.243,45.255,39209426.42,206047134.4,-1990.323,40.868,39209423.18,206047061.7,-1990.305,41.24,39209428.52,153866500.7,-1486.371,42.011
  J02, 2025-01-16 00:11:00.000,39220784.92,206106762.3,-1990.239,41.03,39220788.48,160602849.1,-1550.848,41.828,39220789.76,153911086.1,-1486.226,45.195,39220784.77,206106821.3,-1990.155,41.495,39220781.63,206106748.6,-1990.34,41.754,39220786.47,153911072.1,-1486.261,41.928
  J02, 2025-01-16 00:11:30.000,39232143.3,206166454.7,-1989.828,40.091,39232147.71,160649362.6,-1550.444,42.011,39232148.72,153955661.5,-1485.895,45.261,39232143.47,206166513.7,-1989.911,40.923,39232139.97,206166441,-1989.899,41.356,39232145.54,153955647.6,-1485.901,41.795
  J02, 2025-01-16 00:12:00.000,39243503.95,206226152.8,-1990.442,40.782,39243507.97,160695880.6,-1550.957,41.847,39243509.02,154000241.3,-1486.316,45.314,39243503.93,206226211.8,-1990.324,41.321,39243500.53,206226139.1,-1990.4,41.745,39243505.8,154000227.3,-1486.233,41.516
  J02, 2025-01-16 00:12:30.000,39254865.28,206285856.6,-1990.755,40.832,39254869.33,160742403,-1551.365,41.897,39254870.26,154044825.2,-1486.696,45.028,39254865.38,206285915.6,-1990.814,41.437,39254862,206285842.9,-1990.851,41.964,39254867.05,154044811.3,-1486.757,41.843
  J02, 2025-01-16 00:13:00.000,39266227.13,206345563.6,-1989.964,41.173,39266231.18,160788928,-1550.8,41.619,39266232.06,154089411.7,-1486.088,44.886,39266227.25,206345622.6,-1990.094,41.28,39266224.03,206345550,-1990.212,41.735,39266228.77,154089397.7,-1486.136,41.805
  J02, 2025-01-16 00:13:30.000,39277590.12,206405278.8,-1991.269,40.958,39277594.59,160835459.2,-1551.499,42.112,39277595.53,154134004.1,-1486.969,44.895,39277590.58,206405337.8,-1991.08,41.578,39277587.09,206405265.1,-1991.072,41.762,39277592.25,154133990.1,-1486.765,41.661
  J02, 2025-01-16 00:14:00.000,39288954.16,206464994.5,-1990.807,41.192,39288957.99,160881991,-1551.376,41.845,39288959.09,154178597,-1486.676,44.999,39288954.09,206465053.5,-1990.797,41.583,39288951.05,206464980.8,-1990.768,41.721,39288955.91,154178583.1,-1486.647,41.371
  J02, 2025-01-16 00:14:30.000,39300318.82,206524716.8,-1990.378,40.999,39300322.73,160928527.8,-1550.969,41.621,39300323.93,154223194.8,-1486.337,45.151,39300318.89,206524775.8,-1990.481,41.483,39300315.84,206524703.1,-1990.513,41.704,39300320.72,154223180.8,-1486.313,41.723
  J02, 2025-01-16 00:15:00.000,39311683.99,206584441.2,-1991.334,40.83,39311688.15,160975066.3,-1551.716,41.201,39311689.27,154267794.2,-1487.005,44.986,39311683.78,206584500.2,-1991.375,41.263,39311680.64,206584427.5,-1991.536,41.797,39311686.01,154267780.2,-1487.144,41.94
  J02, 2025-01-16 00:15:30.000,39323050.1,206644170.3,-1991.708,40.806,39323053.5,161021608.5,-1551.878,40.887,39323055.22,154312397.1,-1487.267,45.257,39323050.26,206644229.3,-1991.715,41.685,39323046.92,206644156.7,-1991.686,42.044,39323051.96,154312383.1,-1487.184,41.783
  J02, 2025-01-16 00:16:00.000,39334416.42,206703901.1,-1990.584,40.765,39334420.11,161068151.9,-1551.064,41.485,39334421.67,154357001.2,-1486.407,45.35,39334416.35,206703960.1,-1990.646,40.975,39334413.06,206703887.5,-1990.626,41.149,39334418.42,154356987.3,-1486.574,41.702
  J02, 2025-01-16 00:16:30.000,39345783.36,206763635.2,-1991.311,40.608,39345787.3,161114697.9,-1551.844,41.609,39345788.71,154401607.8,-1487.139,45.174,39345783.58,206763694.2,-1991.465,41.063,39345780.3,206763621.5,-1991.4,41.223,39345785.4,154401593.9,-1487.252,41.538
  J02, 2025-01-16 00:17:00.000,39357151.23,206823373,-1991.093,41.011,39357155.08,161161246.9,-1551.566,41.387,39357156.36,154446217.2,-1486.958,44.99,39357151.4,206823432,-1991.182,40.944,39357148.17,206823359.4,-1991.124,41.218,39357153.14,154446203.3,-1486.938,41.557
  J02, 2025-01-16 00:17:30.000,39368518.99,206883114.3,-1991.098,40.453,39368523.5,161207798.5,-1551.624,40.934,39368524.89,154490829.2,-1486.932,44.801,39368519.24,206883173.3,-1991.227,40.715,39368516.14,206883100.6,-1991.27,40.977,39368521.58,154490815.2,-1487.083,41.502
  J02, 2025-01-16 00:18:00.000,39379888.03,206942855.8,-1991.691,40.803,39379891.91,161254350.3,-1551.902,41.111,39379893.28,154535441.3,-1487.347,44.778,39379888.32,206942914.8,-1991.748,40.915,39379884.78,206942842.1,-1991.654,41.7,39379889.98,154535427.4,-1487.264,41.774
  J02, 2025-01-16 00:18:30.000,39391256.65,207002598.1,-1990.399,40.949,39391260.76,161300902.7,-1550.972,41.237,39391261.67,154580054.1,-1486.315,44.831,39391256.88,207002657.1,-1990.412,41.137,39391253.81,207002584.5,-1990.304,41.49,39391258.52,154580040.1,-1486.335,41.492
  J02, 2025-01-16 00:19:00.000,39402625.78,207062343.6,-1991.533,40.779,39402629.86,161347457.7,-1552.017,41.197,39402630.81,154624669.2,-1487.318,44.93,39402625.94,207062402.6,-1991.7,41.251,39402622.72,207062330,-1991.567,41.433,39402627.56,154624655.3,-1487.231,41.569
  J02, 2025-01-16 00:19:30.000,39413995.57,207122090.6,-1991.846,40.982,39413999.23,161394013.7,-1552.136,41.416,39414000.71,154669285.5,-1487.436,45.159,39413995.58,207122149.6,-1991.681,41.461,39413992.6,207122076.9,-1991.799,41.495,39413997.45,154669271.5,-1487.469,41.955
  J02, 2025-01-16 00:20:00.000,39425364.49,207181836.8,-1991.357,40.703,39425368.48,161440569.2,-1551.717,41.199,39425370.26,154713901.1,-1487.119,44.939,39425364.57,207181895.8,-1991.342,40.92,39425361.21,207181823.2,-1991.408,40.88,39425366.97,154713887.2,-1487.083,41.933
