> PRN,"	                    time","	            C1C","	            L1C","	            D1C","	            S1C","	            C2L","	            L2L","	            D2L","	            S2L","	            C5Q","	            L5Q","	            D5Q","	            S5Q","	            C1L","	            L1L","	            D1L","	            S1L","	            C1Z","	            L1Z","	            D1Z","	            S1Z","	            C5P","	            L5P","	            D5P","	            S5P"
  J02, 2025-01-15 00:00:00.000,38878905.05,204310203.7,-1980.401,41.213,38878908.5,159202884.3,-1543.112,42.028,38878909.87,152569486.2,-1478.836,45.896,38878905.24,204310224.8,-1980.43,41.678,38878901.83,204310193,-1980.346,42.089,38878906.6,152569474.2,-1478.918,42.47
  J02, 2025-01-15 00:00:30.000,38890207.63,204369599.9,-1979.497,41.232,38890210.74,159249167,-1542.489,41.723,38890212.57,152613840.5,-1478.211,45.741,38890208.08,204369621,-1979.739,41.807,38890204.7,204369589.2,-1979.604,42.049,38890209.3,152613828.4,-1478.33,42.227
  J02, 2025-01-15 00:01:00.000,38901512.47,204429006.9,-1980.798,41.497,38901515.87,159295458.2,-1543.558,41.928,38901517.35,152658202.8,-1479.17,45.828,38901512.6,204429027.9,-1980.972,41.793,38901509.5,204428996.2,-1981.024,41.974,38901514.06,152658190.8,-1479.347,42.237
  J02, 2025-01-15 00:01:30.000,38912820.05,204488428.3,-1980.441,41.616,38912823.61,159341760.5,-1543.292,42.138,38912824.85,152702575.9,-1479.032,45.878,38912820.22,204488449.3,-1980.385,42.224,38912817.04,204488417.5,-1980.567,42.129,38912821.65,152702563.8,-1478.964,42.351
  J02, 2025-01-15 00:02:00.000,38924130.6,204547864.8,-1981.139,41.516,38924133.84,159388074.6,-1543.759,42.148,38924135.37,152746960.2,-1479.379,45.487,38924130.74,204547885.8,-1981.127,41.785,38924127.4,204547854.1,-1981.176,41.769,38924132.05,152746948.2,-1479.527,42.097
  J02, 2025-01-15 00:02:30.000,38935442.64,204607310.4,-1981.554,41.385,38935446.63,159434395.8,-1544.157,42.282,38935447.33,152791351.4,-1479.719,45.44,38935442.74,204607331.4,-1981.48,41.552,38935439.51,204607299.6,-1981.45,41.685,38935444.09,152791339.3,-1479.786,42.218
  J02, 2025-01-15 00:03:00.000,38946757.51,204666770.7,-1982.496,41.204,38946761.16,159480728.5,-1544.888,42.188,38946762.33,152835753.5,-1480.429,45.156,38946757.39,204666791.7,-1982.537,41.397,38946754.28,204666760,-1982.445,41.712,38946759.07,152835741.5,-1480.476,42.218
  J02, 2025-01-15 00:03:30.000,38958075.26,204726245.2,-1982.235,41.561,38958078.89,159527072.2,-1544.596,42.43,38958080.11,152880166.2,-1480.167,45.257,38958075.45,204726266.2,-1982.217,41.642,38958072.16,204726234.4,-1982.268,41.959,38958076.84,152880154.2,-1480.265,42.209
  J02, 2025-01-15 00:04:00.000,38969394.3,204785728.6,-1983.027,41.271,38969398.07,159573422.9,-1545.12,42.142,38969399.18,152924585.7,-1480.765,45.454,38969394.6,204785749.6,-1982.885,41.578,38969391.53,204785717.9,-1982.94,41.952,38969395.8,152924573.6,-1480.68,42.155
  J02, 2025-01-15 00:04:30.000,38980716.42,204845226.5,-1983.249,41.28,38980720.6,159619784.9,-1545.359,42.464,38980721.41,152969015.9,-1480.939,45.466,38980716.59,204845247.5,-1983.115,41.523,38980713.27,204845215.8,-1983.356,41.569,38980718.09,152969003.8,-1481.016,42.087
  J02, 2025-01-15 00:05:00.000,38992040.51,204904733.3,-1982.413,41.359,38992043.98,159666153.8,-1544.755,42.032,38992045.21,153013452.7,-1480.376,45.658,38992040.76,204904754.3,-1982.282,41.952,38992037.53,204904722.5,-1982.217,41.919,38992041.94,153013440.7,-1480.248,42.178
  J02, 2025-01-15 00:05:30.000,39003366.35,204964252.1,-1985.158,41.18,39003370.36,159712532.1,-1546.887,41.976,39003371.33,153057898.6,-1482.312,45.46,39003366.54,204964273.1,-1985.099,41.514,39003363.27,204964241.4,-1985.076,41.623,39003368.02,153057886.6,-1482.412,42.08
  J02, 2025-01-15 00:06:00.000,39014694.97,205023783.4,-1984.901,41.342,39014698.41,159758920.1,-1546.661,41.664,39014699.84,153102353.7,-1482.178,45.579,39014695.01,205023804.4,-1984.969,41.487,39014691.67,205023772.7,-1985.043,41.478,39014696.6,153102341.7,-1482.256,42.04
  J02, 2025-01-15 00:06:30.000,39026025.21,205083324.3,-1985.173,41.423,39026028.95,159805315.6,-1546.826,42.002,39026030.04,153146816.1,-1482.414,45.342,39026025.41,205083345.3,-1985.152,41.623,39026022.16,205083313.6,-1985.162,41.595,39026026.66,153146804.1,-1482.434,42.074
  J02, 2025-01-15 00:07:00.000,39037357.42,205142874.8,-1984.651,41.297,39037361.02,159851718.5,-1546.357,42.034,39037362.08,153191285.6,-1482.004,45.543,39037357.53,205142895.8,-1984.606,41.802,39037354.65,205142864.1,-1984.596,42.019,39037358.82,153191273.6,-1481.937,42.148
  J02, 2025-01-15 00:07:30.000,39048691.75,205202436.9,-1985.977,41.163,39048696.04,159898130.5,-1547.483,42.715,39048696.42,153235763.7,-1482.942,45.481,39048691.83,205202457.9,-1985.995,41.459,39048688.62,205202426.2,-1985.958,41.628,39048693.14,153235751.7,-1482.984,42.172
  J02, 2025-01-15 00:08:00.000,39060027.75,205262009,-1986.16,41.008,39060031.36,159944550.3,-1547.649,41.738,39060032.54,153280249.4,-1483.145,45.511,39060027.84,205262030,-1986.143,41.397,39060024.68,205261998.3,-1986.282,41.492,39060029.24,153280237.4,-1483.185,42.036
  J02, 2025-01-15 00:08:30.000,39071365.99,205321591.4,-1986.84,40.918,39071369.98,159990978.1,-1548.182,42.299,39071370.71,153324742.7,-1483.736,45.43,39071366.25,205321612.4,-1986.987,41.409,39071363.1,205321580.7,-1986.869,42.1,39071367.5,153324730.7,-1483.746,42.059
  J02, 2025-01-15 00:09:00.000,39082705.64,205381182,-1987.189,40.779,39082709.65,160037412.3,-1548.392,42.144,39082710.36,153369242.1,-1483.834,45.344,39082705.63,205381203,-1987.121,41.316,39082702.47,205381171.3,-1987.159,41.499,39082707.13,153369230.1,-1483.91,42.129
  J02, 2025-01-15 00:09:30.000,39094047.29,205440781.5,-1987.77,40.963,39094050.89,160083853.5,-1548.899,41.955,39094051.92,153413748.3,-1484.381,45.059,39094047.38,205440802.5,-1987.799,41.33,39094044.12,205440770.8,-1987.676,41.616,39094048.6,153413736.3,-1484.393,42.159
  J02, 2025-01-15 00:10:00.000,39105390.65,205500390.6,-1987.896,41.132,39105394.08,160130302.1,-1548.937,41.664,39105395.17,153458261.5,-1484.512,45.332,39105390.66,205500411.6,-1987.829,41.285,39105387.34,205500379.9,-1987.838,41.671,39105391.87,153458249.5,-1484.42,42.301
  J02, 2025-01-15 00:10:30.000,39116735.11,205560006.3,-1987.136,41.292,39116738.17,160176755.9,-1548.444,41.371,39116739.8,153502779.7,-1483.897,45.529,39116735.25,205560027.3,-1987.115,41.573,39116732.04,205559995.6,-1987.116,41.893,39116736.49,153502767.7,-1483.908,42.279
  J02, 2025-01-15 00:11:00.000,39128081.89,205619633.8,-1987.159,41.142,39128085.27,160223218.9,-1548.449,41.695,39128086.42,153547306.7,-1484.026,45.356,39128082,205619654.8,-1987.111,41.564,39128078.81,205619623.2,-1987.421,42.008,39128083.12,153547294.7,-1484.078,42.021
  J02, 2025-01-15 00:11:30.000,39139429.66,205679266.2,-1987.224,41.192,39139432.83,160269685.6,-1548.497,41.595,39139433.98,153591837.3,-1483.986,45.082,39139429.43,205679287.2,-1987.264,41.478,39139426.02,205679255.5,-1987.284,41.557,39139430.73,153591825.3,-1483.865,41.795
  J02, 2025-01-15 00:12:00.000,39150778.9,205738908.4,-1987.689,40.861,39150782.6,160316160.1,-1548.912,41.692,39150783.63,153636375.4,-1484.389,45.222,39150778.97,205738929.4,-1987.721,41.015,39150775.6,205738897.8,-1987.809,41.39,39150780.34,153636363.4,-1484.419,41.897
  J02, 2025-01-15 00:12:30.000,39162129.86,205798557.5,-1988.157,41.049,39162133.4,160362639.9,-1549.239,41.807,39162134.45,153680918.5,-1484.601,44.926,39162130.01,205798578.5,-1988.167,41.18,39162126.71,205798546.8,-1988.16,41.723,39162131.15,153680906.5,-1484.633,41.79
  J02, 2025-01-15 00:13:00.000,39173482.1,205858214.2,-1988.979,41.061,39173485.56,160409125.6,-1550.049,41.414,39173486.83,153725467.3,-1485.329,45.333,39173482.09,205858235.2,-1988.971,41.473,39173479.03,205858203.5,-1988.922,41.671,39173483.65,153725455.3,-1485.289,42.017
  J02, 2025-01-15 00:13:30.000,39184835.15,205917875.2,-1989.778,41.204,39184839.23,160455614.6,-1550.564,41.986,39184840.14,153770019.3,-1486.047,45.202,39184835.11,205917896.2,-1989.8,41.361,39184831.85,205917864.5,-1989.814,41.128,39184836.86,153770007.3,-1485.871,41.955
  J02, 2025-01-15 00:14:00.000,39196190.42,205977547.7,-1988.979,40.93,39196194.22,160502112.7,-1549.711,41.514,39196195.56,153814579.9,-1485.298,45.409,39196190.41,205977568.7,-1988.88,41.154,39196187.25,205977537,-1988.974,41.154,39196192.24,153814567.9,-1485.253,41.888
  J02, 2025-01-15 00:14:30.000,39207546.17,206037222.5,-1988.975,40.72,39207549.99,160548612.5,-1549.869,41.79,39207551.19,153859142.2,-1485.309,45.127,39207546.09,206037243.5,-1989.041,41.08,39207542.85,206037211.8,-1989.056,40.994,39207547.92,153859130.2,-1485.372,41.883
  J02, 2025-01-15 00:15:00.000,39218903.54,206096904,-1989.257,41.185,39218907.18,160595117.5,-1549.9,42.231,39218908.16,153903709.5,-1485.427,44.989,39218903.73,206096925,-1989.166,41.38,39218900.13,206096893.3,-1989.099,41.688,39218904.93,153903697.5,-1485.451,42.057
  J02, 2025-01-15 00:15:30.000,39230261.37,206156592.9,-1990.548,40.615,39230265.71,160641628.3,-1550.942,42.063,39230266.54,153948282.3,-1486.366,44.817,39230261.77,206156613.8,-1990.416,41.237,39230258.57,206156582.2,-1990.514,41.132,39230263.3,153948270.3,-1486.312,41.816
  J02, 2025-01-15 00:16:00.000,39241621.06,206216285.1,-1989.598,41.199,39241624.5,160688141.7,-1550.353,42.021,39241625.58,153992857.7,-1485.832,44.728,39241620.79,206216306.1,-1989.557,41.676,39241617.61,206216274.5,-1989.669,41.38,39241622.3,153992845.8,-1485.734,41.869
  J02, 2025-01-15 00:16:30.000,39252981.43,206275984.5,-1989.534,40.884,39252984.69,160734660.7,-1550.269,41.816,39252986.12,154037438.4,-1485.646,44.877,39252981.55,206276005.5,-1989.562,41.788,39252978.03,206275973.8,-1989.526,41.466,39252982.9,154037426.4,-1485.574,41.816
  J02, 2025-01-15 00:17:00.000,39264342.37,206335686.2,-1990.547,41.261,39264346.16,160781181.5,-1551.155,42.042,39264346.81,154082020.8,-1486.539,44.858,39264342.3,206335707.2,-1990.674,41.573,39264339.2,206335675.5,-1990.594,41.745,39264343.51,154082008.8,-1486.632,41.566
  J02, 2025-01-15 00:17:30.000,39275704.79,206395395.9,-1989.488,41.094,39275708.32,160827708.5,-1550.316,41.957,39275709.17,154126609.1,-1485.63,44.694,39275704.89,206395416.9,-1989.447,41.335,39275701.65,206395385.2,-1989.479,41.364,39275705.9,154126597.2,-1485.76,41.507
  J02, 2025-01-15 00:18:00.000,39287067.44,206455107.4,-1990.412,41.101,39287071.04,160874236.9,-1550.906,41.499,39287072.03,154171198.9,-1486.384,44.721,39287067.62,206455128.4,-1990.357,41.559,39287064.58,206455096.7,-1990.356,41.74,39287068.79,154171186.9,-1486.315,41.611
  J02, 2025-01-15 00:18:30.000,39298431.62,206514825.6,-1990.322,41.094,39298435.06,160920770.5,-1550.827,41.752,39298436.2,154215793.6,-1486.259,44.695,39298431.64,206514846.6,-1990.252,41.075,39298428.55,206514814.9,-1990.36,41.924,39298432.89,154215781.6,-1486.133,41.821
  J02, 2025-01-15 00:19:00.000,39309795.85,206574545.5,-1991.267,40.915,39309799.27,160967305.5,-1551.53,41.764,39309800.67,154260389.6,-1486.988,44.957,39309795.55,206574566.5,-1991.207,41.099,39309792.56,206574534.9,-1991.235,41.518,39309797.46,154260377.6,-1486.939,41.979
  J02, 2025-01-15 00:19:30.000,39321161.16,206634269.9,-1992.181,41.206,39321164.41,161013843.9,-1552.418,41.273,39321165.88,154304989,-1487.728,44.807,39321161.18,206634290.9,-1992.264,41.8,39321157.84,206634259.3,-1992.265,41.714,39321162.66,154304977,-1487.788,41.766
  J02, 2025-01-15 00:20:00.000,39332526.4,206693997.4,-1990.763,40.665,39332530.36,161060384.8,-1551.283,41.163,39332531.65,154349590.6,-1486.572,44.828,39332526.58,206694018.4,-1990.756,41.018,39332523.17,206693986.8,-1990.707,40.958,39332528.25,154349578.7,-1486.672,41.783
  J02, 2025-01-15 00:20:30.000,39343892.69,206753726.3,-1989.58,40.968,39343896.29,161106926.8,-1550.384,40.989,39343897.62,154394193.4,-1485.871,44.555,39343892.98,206753747.3,-1989.577,41.123,39343889.52,206753715.7,-1989.671,41.151,39343894.33,154394181.4,-1485.88,41.626
  J02, 2025-01-15 00:21:00.000,39355259.75,206813460.4,-1990.722,40.868,39355263.13,161153472.7,-1551.184,41.266,39355264.62,154438799.9,-1486.617,44.713,39355259.8,206813481.4,-1990.737,40.963,39355256.36,206813449.7,-1990.837,41.209,39355261.32,154438787.9,-1486.636,41.621
  J02, 2025-01-15 00:21:30.000,39366626.27,206873195.7,-1991.289,40.198,39366630.61,161200019.7,-1551.625,41.199,39366631.89,154483407.3,-1486.978,45.008,39366626.56,206873216.7,-1991.352,40.603,39366623.47,206873185,-1991.226,40.865,39366628.62,154483395.4,-1486.919,41.433
  J02, 2025-01-15 00:22:00.000,39377994.58,206932933.5,-1991.041,40.789,39377998.35,161246568.6,-1551.423,41.113,39377999.8,154528016.8,-1486.849,45.189,39377994.91,206932954.5,-1990.954,41.137,39377991.7,206932922.9,-1990.95,41.228,39377996.54,154528004.8,-1486.864,41.504
  J02, 2025-01-15 00:22:30.000,39389363.3,206992672.6,-1991.136,41.099,39389366.45,161293118.5,-1551.459,40.984,39389367.61,154572627,-1486.803,44.831,39389363.16,206992693.6,-1991.106,41.459,39389359.78,206992662,-1990.987,41.747,39389364.46,154572615.1,-1486.849,41.485
  J02, 2025-01-15 00:23:00.000,39400731.81,207052415.9,-1991.491,41.166,39400735.53,161339671.7,-1551.664,41.323,39400736.34,154617240.5,-1487.096,44.909,39400731.85,207052436.9,-1991.424,41.616,39400728.76,207052405.3,-1991.479,41.569,39400733.12,154617228.6,-1487.186,41.48
  J02, 2025-01-15 00:23:30.000,39412100.13,207112156.9,-1991.177,41.24,39412103.83,161386223.1,-1551.739,41.461,39412105.01,154661852.2,-1487.043,45.16,39412100.58,207112177.9,-1991.294,41.702,39412097.37,207112146.3,-1991.305,41.723,39412101.84,154661840.3,-1487.049,41.8
  J02, 2025-01-15 00:24:00.000,39423468.8,207171899.2,-1992.312,40.586,39423472.59,161432775.4,-1552.593,41.812,39423473.97,154706464.9,-1487.938,45.238,39423468.67,207171920.2,-1992.552,41.185,39423465.47,207171888.6,-1992.436,41.244,39423470.75,154706452.9,-1487.916,42.165
  J02, 2025-01-15 00:24:30.000,39434837.45,207231642.6,-1992.387,40.732,39434841.3,161479328.6,-1552.375,41.754,39434842.78,154751078.4,-1487.806,45.017,39434837.4,207231663.5,-1992.181,41.33,39434834.4,207231631.9,-1992.234,41.132,39434839.51,154751066.4,-1487.745,41.921
  J02, 2025-01-15 00:25:00.000,39446206.89,207291387.1,-1990.528,40.646,39446210.09,161525882.8,-1551.06,41.082,39446211.67,154795692.7,-1486.482,44.817,39446206.54,207291408.1,-1990.514,41.64,39446203.5,207291376.5,-1990.496,41.514,39446208.41,154795680.8,-1486.489,41.747
  J02, 2025-01-15 00:25:30.000,39457575.74,207351131.7,-1991.167,40.918,39457579.19,161572437,-1551.592,41.111,39457580.86,154840307.2,-1486.948,45.038,39457575.82,207351152.7,-1991.362,41.161,39457572.59,207351121.1,-1991.327,41.018,39457577.59,154840295.2,-1487.061,41.897
  J02, 2025-01-15 00:26:00.000,39468944.37,207410875.5,-1991.672,40.446,39468948.18,161618990.5,-1552.012,40.942,39468949.78,154884920.9,-1487.417,44.846,39468944.43,207410896.5,-1991.681,41.027,39468941.19,207410864.9,-1991.693,41.094,39468946.5,154884909,-1487.375,41.633
  J02, 2025-01-15 00:26:30.000,39480313.73,207470620.5,-1991.251,40.608,39480317.22,161665545,-1551.484,40.894,39480318.74,154929535.6,-1486.765,44.796,39480313.57,207470641.5,-1991.045,40.927,39480310.67,207470609.9,-1991.029,40.918,39480315.42,154929523.7,-1486.793,41.397
  J02, 2025-01-15 00:27:00.000,39491682.43,207530362.2,-1991.323,40.551,39491685.44,161712096.9,-1551.598,40.434,39491687.35,154974147.9,-1486.955,44.906,39491682.43,207530383.2,-1991.242,40.877,39491679.3,207530351.6,-1991.331,41.085,39491684.07,154974136,-1486.979,41.497
  J02, 2025-01-15 00:27:30.000,39503051.12,207590104.9,-1992.026,40.539,39503054.28,161758649.6,-1552.159,40.875,39503056.1,155018760.9,-1487.585,44.867,39503051.11,207590125.9,-1992.04,40.832,39503047.87,207590094.3,-1992.017,41.085,39503052.88,155018748.9,-1487.623,41.874
