> PRN,"	                    time","	            C1C","	            L1C","	            D1C","	            S1C","	            C2L","	            L2L","	            D2L","	            S2L","	            C5Q","	            L5Q","	            D5Q","	            S5Q","	            C1L","	            L1L","	            D1L","	            S1L","	            C1Z","	            L1Z","	            D1Z","	            S1Z","	            C5P","	            L5P","	            D5P","	            S5P"
  J02, 2025-01-05 00:00:00.000,37975269.63,199561621.5,-1918.191,42.603,37975273.4,155502823.2,-1494.662,43.702,37975274.61,149023572.6,-1432.479,46.66,37975269.69,199561718.5,-1918.205,43.154,37975266.26,199561609.7,-1918.299,43.551,37975271.46,149023563.5,-1432.49,43.765
  J02, 2025-01-05 00:00:30.000,37986228.59,199619211,-1920.241,42.882,37986232.37,155547698,-1496.262,43.467,37986233.57,149066577.6,-1433.922,46.503,37986228.79,199619308,-1920.276,43.295,37986225.46,199619199.1,-1920.304,43.695,37986230.31,149066568.5,-1433.95,43.581
  J02, 2025-01-05 00:01:00.000,37997193.66,199676832,-1921.023,42.984,37997197.25,155592597.4,-1496.862,43.564,37997198.69,149109606.2,-1434.462,46.624,37997193.61,199676929,-1921.009,43.126,37997190.43,199676820.2,-1920.996,43.691,37997195.49,149109597.1,-1434.53,43.566
  J02, 2025-01-05 00:01:30.000,38008165.26,199734487.1,-1922.446,43.065,38008168.88,155637523.3,-1497.989,43.655,38008169.97,149152660.2,-1435.586,46.571,38008165.41,199734584.1,-1922.513,43.257,38008162.01,199734475.2,-1922.531,43.668,38008166.68,149152651.1,-1435.656,43.645
  J02, 2025-01-05 00:02:00.000,38019143.04,199792175.8,-1924.116,42.677,38019146.75,155682475.5,-1499.281,43.24,38019148.09,149195739.3,-1436.747,46.715,38019143.08,199792272.8,-1923.98,42.883,38019139.78,199792164,-1924.028,43.378,38019144.8,149195730.2,-1436.656,43.566
  J02, 2025-01-05 00:02:30.000,38030126.51,199849893.8,-1924.619,42.635,38030130.33,155727450.5,-1499.74,43.613,38030131.44,149238840.3,-1437.212,46.723,38030126.47,199849990.8,-1924.665,43.166,38030123.27,199849882,-1924.638,43.6,38030128.2,149238831.2,-1437.183,43.685
  J02, 2025-01-05 00:03:00.000,38041116.22,199907645.7,-1926.641,42.576,38041120.42,155772451.9,-1501.212,43.318,38041121.33,149281966.6,-1438.682,46.581,38041116.25,199907742.7,-1926.503,43.001,38041112.89,199907633.9,-1926.542,43.253,38041118.14,149281957.6,-1438.53,43.691
  J02, 2025-01-05 00:03:30.000,38052111.74,199965428,-1927.067,42.641,38052115.77,155817476.9,-1501.625,43.363,38052117.04,149325115.6,-1439.07,46.668,38052111.92,199965525,-1927.169,43.052,38052108.57,199965416.1,-1927.13,43.331,38052113.75,149325106.5,-1439.045,43.697
  J02, 2025-01-05 00:04:00.000,38063113.67,200023242.4,-1927.303,42.764,38063117.81,155862527.1,-1501.832,43.659,38063118.79,149368288.7,-1439.286,46.795,38063113.77,200023339.4,-1927.35,43.098,38063110.54,200023230.6,-1927.292,43.388,38063115.57,149368279.6,-1439.181,43.666
  J02, 2025-01-05 00:04:30.000,38074121.88,200081089.6,-1928.499,42.864,38074125.52,155907602.7,-1502.723,43.372,38074127.03,149411486.2,-1440.123,46.711,38074121.77,200081186.6,-1928.48,42.995,38074118.63,200081077.8,-1928.474,43.024,38074123.67,149411477.1,-1440.193,43.545
