> PRN,"	                    time","	            C1C","	            L1C","	            D1C","	            S1C","	            C2L","	            L2L","	            D2L","	            S2L","	            C5Q","	            L5Q","	            D5Q","	            S5Q","	            C1L","	            L1L","	            D1L","	            S1L","	            C1Z","	            L1Z","	            D1Z","	            S1Z","	            C5P","	            L5P","	            D5P","	            S5P"
  J02, 2025-01-08 00:00:00.000,38243412.16,200970717.8,-1943.713,42.62,38243414.87,156600362.4,-1514.503,42.491,38243416.01,150075355.9,-1451.376,46.34,38243412.15,200970794.8,-1943.638,43.105,38243408.99,200970690,-1943.642,43.067,38243412.73,150075343.8,-1451.392,43.225
  J02, 2025-01-08 00:00:30.000,38254507.67,201029025.7,-1944.057,42.068,38254510.69,156645797,-1514.714,42.859,38254511.62,150118897.5,-1451.672,46.509,38254507.48,201029102.7,-1944.053,42.859,38254504.27,201028997.8,-1944.017,42.709,38254508.47,150118885.4,-1451.638,43.208
  J02, 2025-01-08 00:01:00.000,38265607.91,201087360.6,-1944.796,42.025,38265611.54,156691252.8,-1515.364,42.76,38265612.7,150162459.3,-1452.187,46.367,38265608.15,201087437.6,-1944.745,42.631,38265604.85,201087332.8,-1944.688,42.777,38265609.4,150162447.2,-1452.226,43.077
  J02, 2025-01-08 00:01:30.000,38276713.9,201145722.4,-1945.819,42.051,38276717.07,156736729.5,-1516.366,42.694,38276718.5,150206041.1,-1453.021,46.485,38276714.11,201145799.4,-1945.789,42.772,38276710.59,201145694.6,-1945.754,42.675,38276715.26,150206029,-1453.002,43.407
  J02, 2025-01-08 00:02:00.000,38287825.66,201204113.4,-1946.779,42.188,38287828.94,156782228.9,-1517.042,43.232,38287830,150249644.7,-1453.794,46.537,38287825.66,201204190.4,-1946.79,42.785,38287822.4,201204085.6,-1946.781,42.855,38287826.74,150249632.6,-1453.805,43.145
  J02, 2025-01-08 00:02:30.000,38298941.54,201262529.1,-1947.827,41.9,38298944.8,156827747.7,-1517.693,42.571,38298946.27,150293266.8,-1454.515,46.531,38298941.5,201262606.1,-1947.758,42.267,38298938.18,201262501.3,-1947.707,42.836,38298943.03,150293254.7,-1454.56,43.331
  J02, 2025-01-08 00:03:00.000,38310063.22,201320973.7,-1948.778,42,38310066.62,156873288.9,-1518.455,42.885,38310067.76,150336910.4,-1455.198,46.599,38310063.32,201321050.7,-1948.7,42.21,38310060.21,201320945.9,-1948.675,42.675,38310064.52,150336898.4,-1455.128,43.198
  J02, 2025-01-08 00:03:30.000,38321189.56,201379441.5,-1950.214,41.943,38321192.76,156918848.2,-1519.64,42.813,38321193.9,150380571.4,-1456.375,46.678,38321189.72,201379518.5,-1950.174,42.552,38321186.28,201379413.7,-1950.255,42.832,38321190.61,150380559.3,-1456.314,43.7
  J02, 2025-01-08 00:04:00.000,38332321.42,201437940.2,-1950.796,42.152,38332324.88,156964431.6,-1519.995,42.891,38332325.83,150424255.5,-1456.754,46.653,38332321.49,201438017.2,-1950.815,42.389,38332318.19,201437912.5,-1950.861,42.874,38332322.48,150424243.5,-1456.791,43.357
  J02, 2025-01-08 00:04:30.000,38343458.06,201496460.4,-1951.379,42.754,38343460.48,157010031.7,-1520.602,43.06,38343461.79,150467955.6,-1457.272,46.285,38343458.09,201496537.4,-1951.42,42.84,38343454.67,201496432.6,-1951.568,43.479,38343458.46,150467943.5,-1457.282,43.488
  J02, 2025-01-08 00:05:00.000,38354598.51,201555006.9,-1952.862,42.417,38354601.93,157055652.3,-1521.537,43.126,38354602.96,150511675.4,-1458.167,46.378,38354598.73,201555083.9,-1952.704,42.563,38354595.39,201554979.1,-1952.697,43.026,38354599.7,150511663.3,-1458.204,43.227
  J02, 2025-01-08 00:05:30.000,38365744.85,201613580,-1953.243,42.55,38365747.79,157101293.6,-1522.027,42.971,38365748.96,150555415,-1458.507,46.457,38365744.84,201613657,-1953.105,42.518,38365741.82,201613552.2,-1953.173,42.982,38365745.71,150555402.9,-1458.628,43.145
  J02, 2025-01-08 00:06:00.000,38376895.81,201672181.2,-1954.137,41.652,38376899.34,157146957,-1522.777,42.718,38376900.42,150599175.6,-1459.219,46.302,38376895.86,201672258.3,-1954.179,42.248,38376892.5,201672153.5,-1954.198,42.523,38376897.21,150599163.6,-1459.326,43.329
  J02, 2025-01-08 00:06:30.000,38388051.28,201730801.6,-1954.085,42.487,38388054.43,157192635.1,-1522.71,42.891,38388055.53,150642950.6,-1459.168,46.274,38388051.29,201730878.6,-1954.007,42.398,38388048.06,201730773.8,-1954.009,42.978,38388052.25,150642938.5,-1459.172,42.971
  J02, 2025-01-08 00:07:00.000,38399212.01,201789451,-1955.007,42.241,38399215.3,157238336,-1523.416,42.929,38399216.31,150686747.2,-1460.044,46.292,38399211.82,201789528,-1955.114,42.525,38399208.61,201789423.3,-1955.208,42.882,38399213.09,150686735.1,-1460.016,43.217
  J02, 2025-01-08 00:07:30.000,38410377.06,201848124.6,-1957.199,42.233,38410380.4,157284055.6,-1525.177,42.7,38410381.52,150730561.9,-1461.711,46.454,38410377.1,201848201.6,-1957.389,42.281,38410373.84,201848096.8,-1957.344,42.935,38410378.33,150730549.8,-1461.684,43.257
  J02, 2025-01-08 00:08:00.000,38421547.05,201906821.4,-1956.687,42.493,38421549.46,157329793.3,-1524.639,42.254,38421551.06,150774393.8,-1461.133,46.614,38421547,201906898.4,-1956.624,42.464,38421543.7,201906793.6,-1956.79,43.122,38421547.86,150774381.8,-1461.161,43.393
  J02, 2025-01-08 00:08:30.000,38432721.1,201965541.7,-1958.229,42.284,38432724.06,157375549.4,-1525.803,42.76,38432725.31,150818243.4,-1462.307,46.653,38432720.88,201965618.7,-1958.187,42.231,38432717.76,201965513.9,-1958.144,42.624,38432722.07,150818231.3,-1462.253,43.264
  J02, 2025-01-08 00:09:00.000,38443899.62,202024287.6,-1958.468,42.104,38443903.31,157421325.4,-1526.134,43.009,38443904.5,150862112.1,-1462.612,46.653,38443899.89,202024364.6,-1958.514,42.267,38443896.62,202024259.8,-1958.562,42.779,38443901.17,150862100,-1462.573,43.623
