> PRN,"	                    time","	            C1C","	            L1C","	            D1C","	            S1C","	            C2L","	            L2L","	            D2L","	            S2L","	            C5Q","	            L5Q","	            D5Q","	            S5Q","	            C1L","	            L1L","	            D1L","	            S1L","	            C1Z","	            L1Z","	            D1Z","	            S1Z","	            C5P","	            L5P","	            D5P","	            S5P"
  J02, 2025-01-29 00:00:00.000,40146113.12,210969415.9,-1972.117,39.52,40146117.8,164391901.6,-1536.642,40.808,40146119.31,157542306.7,-1472.664,44.02,40146112.99,210969476.9,-1972.077,40.043,40146109.88,210969407.2,-1972.152,40.26,40146116.17,157542303.7,-1472.576,40.567
  J02, 2025-01-29 00:00:30.000,40157366.58,211028553,-1970.343,39.853,40157371.54,164437982.4,-1535.318,40.429,40157373.04,157586467.4,-1471.35,43.721,40157366.92,211028614,-1970.438,40.045,40157363.7,211028544.3,-1970.471,40.16,40157369.74,157586464.5,-1471.3,40.267
  J02, 2025-01-29 00:01:00.000,40168616.48,211087672.1,-1970.713,39.721,40168620.94,164484049.2,-1535.561,39.844,40168622.88,157630614.7,-1471.552,43.627,40168616.61,211087733.1,-1970.637,39.604,40168613.44,211087663.4,-1970.678,39.796,40168619.61,157630611.8,-1471.635,40.517
  J02, 2025-01-29 00:01:30.000,40179863.28,211146771.4,-1969.448,39.649,40179867.81,164530100.6,-1534.795,40.62,40179869.24,157674747.3,-1470.689,43.532,40179863.19,211146832.4,-1969.515,40.169,40179859.78,211146762.8,-1969.618,40.393,40179866.1,157674744.3,-1470.75,40.496
  J02, 2025-01-29 00:02:00.000,40191105.49,211205851.2,-1968.043,39.489,40191110.5,164576136.7,-1533.609,40.636,40191112.05,157718865.2,-1469.705,43.733,40191105.76,211205912.2,-1968.15,39.931,40191102.53,211205842.5,-1968.079,40.298,40191108.78,157718862.3,-1469.714,40.577
  J02, 2025-01-29 00:02:30.000,40202344.99,211264914,-1968.385,39.529,40202349.99,164622159.5,-1533.782,40.83,40202351.31,157762970.5,-1469.864,43.979,40202345.02,211264975,-1968.446,40.117,40202341.75,211264905.3,-1968.305,40.224,40202348.1,157762967.5,-1469.848,40.35
  J02, 2025-01-29 00:03:00.000,40213579.78,211323954.6,-1967.076,39.291,40213585.18,164668165.1,-1532.73,40.384,40213586.46,157807059.1,-1468.983,44.071,40213580.13,211324015.6,-1967.273,39.802,40213576.7,211323945.9,-1967.148,40.067,40213583.16,157807056.2,-1468.984,40.448
  J02, 2025-01-29 00:03:30.000,40224810.95,211382973.7,-1966.757,39.072,40224816.07,164714154,-1532.607,40.231,40224817.52,157851131.8,-1468.606,43.996,40224811.13,211383034.7,-1966.578,39.517,40224807.58,211382965,-1966.667,39.784,40224814.26,157851128.9,-1468.705,40.513
  J02, 2025-01-29 00:04:00.000,40236037.74,211441973,-1966.503,38.847,40236042.83,164760127.4,-1532.384,40.405,40236044.83,157895189.6,-1468.511,43.981,40236038.04,211442034,-1966.566,39.06,40236034.63,211441964.3,-1966.374,39.589,40236041.63,157895186.6,-1468.372,40.622
  J02, 2025-01-29 00:04:30.000,40247260.6,211500951.2,-1965.401,38.757,40247266.4,164806084.4,-1531.482,40.174,40247267.75,157939231.7,-1467.86,43.89,40247260.88,211501012.2,-1965.539,38.925,40247257.63,211500942.6,-1965.578,39.072,40247264.56,157939228.8,-1467.847,40.329
  J02, 2025-01-29 00:05:00.000,40258479.95,211559906.8,-1964.793,38.79,40258485.48,164852023.8,-1531.095,40.338,40258486.81,157983256.9,-1467.224,43.829,40258480.09,211559967.8,-1964.784,39.399,40258476.7,211559898.2,-1964.991,39.622,40258483.56,157983254,-1467.238,40.358
  J02, 2025-01-29 00:05:30.000,40269694.77,211618842,-1964.567,39.177,40269700.62,164897947.2,-1530.775,40.513,40269701.58,158027266.9,-1467,43.397,40269694.95,211618903,-1964.5,39.141,40269691.99,211618833.3,-1964.497,39.565,40269698.51,158027264,-1467.047,40.4
  J02, 2025-01-29 00:06:00.000,40280905.36,211677753.5,-1964.258,39.138,40280910.94,164943852.2,-1530.559,40.465,40280912.28,158071259.2,-1466.882,43.45,40280905.79,211677814.5,-1964.333,39.742,40280902.7,211677744.8,-1964.255,39.526,40280909.04,158071256.2,-1466.79,40.16
  J02, 2025-01-29 00:06:30.000,40292112.1,211736644.6,-1962.103,38.673,40292117.55,164989741.3,-1528.801,40.327,40292119.04,158115236.2,-1465.213,43.517,40292112.28,211736705.6,-1961.976,39.492,40292108.96,211736635.9,-1961.87,39.411,40292115.88,158115233.3,-1465.184,40.179
  J02, 2025-01-29 00:07:00.000,40303314.45,211795511.7,-1961.742,39.144,40303319.28,165035611.7,-1528.608,40.129,40303321.06,158159195.4,-1465.028,43.556,40303314.35,211795572.7,-1961.85,39.354,40303311.42,211795503.1,-1961.711,39.577,40303317.83,158159192.4,-1464.916,40.41
  J02, 2025-01-29 00:07:30.000,40314512.24,211854356.2,-1961.458,38.934,40314517.55,165081464.5,-1528.524,40.47,40314518.67,158203137.6,-1464.694,43.409,40314512.4,211854417.2,-1961.534,39.616,40314509.21,211854347.6,-1961.486,39.688,40314515.5,158203134.7,-1464.771,40.329
  J02, 2025-01-29 00:08:00.000,40325705.09,211913177.2,-1960.763,38.474,40325710.42,165127299,-1527.792,39.862,40325712.03,158247062.3,-1464.113,43.118,40325705.4,211913238.2,-1960.688,38.847,40325702.06,211913168.6,-1960.765,38.934,40325708.91,158247059.4,-1464.105,40.126
  J02, 2025-01-29 00:08:30.000,40336894.52,211971974.3,-1959.363,38.682,40336899.92,165173114.9,-1526.828,40.484,40336901.04,158290969.1,-1463.241,43.41,40336894.61,211972035.3,-1959.434,38.823,40336891.2,211971965.7,-1959.43,39.33,40336897.84,158290966.2,-1463.252,40.188
  J02, 2025-01-29 00:09:00.000,40348078.7,212030747.4,-1957.657,39.027,40348083.66,165218911.9,-1525.368,40.198,40348085.08,158334858,-1461.998,43.192,40348078.75,212030808.4,-1957.741,39.306,40348075.49,212030738.7,-1957.782,39.688,40348081.9,158334855.1,-1461.941,39.985
  J02, 2025-01-29 00:09:30.000,40359258.32,212089495.9,-1958.489,39.177,40359263.42,165264689.9,-1526.166,40.15,40359264.9,158378728.5,-1462.548,43.727,40359258.6,212089556.8,-1958.383,39.691,40359255.04,212089487.2,-1958.484,39.832,40359261.64,158378725.6,-1462.437,40.348
  J02, 2025-01-29 00:10:00.000,40370432.85,212148219.9,-1957.281,38.553,40370438.29,165310448.8,-1525.206,39.721,40370439.91,158422580.8,-1461.684,43.837,40370433.25,212148280.9,-1957.51,39.177,40370429.87,212148211.2,-1957.32,39.024,40370436.72,158422577.9,-1461.691,40.033
  J02, 2025-01-29 00:10:30.000,40381603.38,212206919.2,-1955.048,38.796,40381608.49,165356188.5,-1523.568,40.272,40381610.09,158466414.6,-1460.089,43.871,40381603.22,212206980.2,-1955.358,39.306,40381600.04,212206910.5,-1955.214,39.015,40381607,158466411.7,-1460.162,40.296
  J02, 2025-01-29 00:11:00.000,40392767.81,212265592.1,-1955.264,38.123,40392773.26,165401907.6,-1523.665,39.604,40392775.11,158510228.7,-1460.16,43.587,40392768.08,212265653.2,-1955.416,38.874,40392764.85,212265583.5,-1955.458,39.102,40392771.79,158510225.8,-1459.985,39.841
  J02, 2025-01-29 00:11:30.000,40403928.31,212324240.4,-1954.113,38.132,40403933.36,165447607.5,-1522.923,39.288,40403935.33,158554024.4,-1459.348,43.221,40403928.33,212324301.4,-1954.198,38.423,40403925.32,212324231.8,-1954.313,38.628,40403932.11,158554021.5,-1459.316,39.324
