> PRN,"	                    time","	            C1C","	            L1C","	            D1C","	            S1C","	            C2L","	            L2L","	            D2L","	            S2L","	            C5Q","	            L5Q","	            D5Q","	            S5Q","	            C1L","	            L1L","	            D1L","	            S1L","	            C1Z","	            L1Z","	            D1Z","	            S1Z","	            C5P","	            L5P","	            D5P","	            S5P"
  J02, 2025-01-03 00:00:00.000,37793579.38,198606683.1,-1900.371,43.473,37793581.42,154758499.4,-1480.774,43.829,37793582.32,148310236.7,-1419.077,46.999,37793579.44,198606673.1,-1900.37,43.816,37793576.12,198606677.3,-1900.292,44.144,37793579.04,148310225.6,-1419.128,44.182
  J02, 2025-01-03 00:00:30.000,37804431.43,198663709.9,-1901.092,43.422,37804433.63,154802935.8,-1481.278,44.197,37804434.27,148352821.6,-1419.608,47.274,37804431.44,198663699.9,-1901.09,43.702,37804428.07,198663704,-1901.03,44.248,37804431.02,148352810.5,-1419.57,44.248
  J02, 2025-01-03 00:01:00.000,37815289.87,198720773.1,-1903.564,43.211,37815292.06,154847400.6,-1483.25,43.742,37815293.1,148395433.8,-1421.396,47.138,37815289.86,198720763.1,-1903.559,43.615,37815286.61,198720767.3,-1903.517,43.678,37815289.78,148395422.7,-1421.491,44.042
  J02, 2025-01-03 00:01:30.000,37826155.71,198777873.7,-1903.834,43.289,37826157.82,154891894.6,-1483.591,43.82,37826158.93,148438073.8,-1421.705,47.211,37826155.96,198777863.7,-1903.883,43.539,37826152.61,198777867.8,-1903.906,44.044,37826155.66,148438062.7,-1421.801,44.071
  J02, 2025-01-03 00:02:00.000,37837028.19,198835008.4,-1904.308,43.024,37837030.34,154936415.1,-1483.974,43.716,37837031.36,148480739.3,-1422.09,47.011,37837028.13,198834998.4,-1904.393,43.259,37837024.77,198835002.5,-1904.41,43.393,37837028.01,148480728.1,-1422.17,44.011
  J02, 2025-01-03 00:02:30.000,37847907.77,198892181.7,-1906.041,43.111,37847910.25,154980965.7,-1485.173,43.606,37847911.04,148523433.6,-1423.264,47.05,37847907.98,198892171.7,-1905.996,43.384,37847904.57,198892175.9,-1905.99,43.625,37847907.64,148523422.5,-1423.289,43.92
  J02, 2025-01-03 00:03:00.000,37858793.75,198949388.2,-1906.426,42.781,37858796.08,155025542.2,-1485.615,43.372,37858797.13,148566152.7,-1423.612,47.017,37858793.81,198949378.2,-1906.449,43.352,37858790.67,198949382.4,-1906.364,43.632,37858793.85,148566141.6,-1423.585,43.661
  J02, 2025-01-03 00:03:30.000,37869686.54,199006629.3,-1908.205,43.062,37869688.77,155070145.6,-1486.996,43.179,37869689.75,148608897.6,-1424.946,46.889,37869686.64,199006619.3,-1908.278,43.467,37869683.35,199006623.5,-1908.264,43.772,37869686.49,148608886.5,-1424.962,43.928
  J02, 2025-01-03 00:04:00.000,37880585.99,199063907.6,-1909.564,42.726,37880588.31,155114778,-1488.092,43.001,37880589.56,148651670.4,-1426.056,47.022,37880586.08,199063897.6,-1909.475,43.263,37880582.72,199063901.8,-1909.572,43.429,37880586.32,148651659.3,-1425.941,44.066
  J02, 2025-01-03 00:04:30.000,37891492.39,199121220,-1912.037,42.885,37891494.58,155159437,-1489.838,43.251,37891495.86,148694468.5,-1427.753,47.156,37891492.49,199121210,-1912.02,43.295,37891489.14,199121214.1,-1911.988,43.517,37891492.43,148694457.4,-1427.733,43.917
  J02, 2025-01-03 00:05:00.000,37902405.23,199178566.4,-1911.679,42.607,37902407.19,155204122.5,-1489.631,43.166,37902408.42,148737292.2,-1427.595,47.026,37902405.01,199178556.5,-1911.792,43.291,37902401.9,199178560.6,-1911.858,43.549,37902405.07,148737281.1,-1427.621,43.788
  J02, 2025-01-03 00:05:30.000,37913324.09,199235946.8,-1913.073,42.883,37913326.18,155248834.4,-1490.702,43.274,37913327.57,148780141.1,-1428.597,47.152,37913324.01,199235936.8,-1913.098,43.232,37913320.68,199235940.9,-1913.024,43.712,37913324.32,148780130,-1428.567,43.681
  J02, 2025-01-03 00:06:00.000,37924249.62,199293359.7,-1914.884,42.912,37924251.67,155293571.7,-1492.214,43.409,37924252.89,148823014.3,-1429.942,46.955,37924249.53,199293349.7,-1914.965,43.314,37924246.23,199293353.9,-1915.023,43.761,37924249.63,148823003.2,-1429.89,43.733
  J02, 2025-01-03 00:06:30.000,37935181.93,199350809.8,-1915.328,43.101,37935184.19,155338338,-1492.539,43.247,37935185.31,148865915.4,-1430.326,46.919,37935182.09,199350799.8,-1915.441,43.456,37935178.64,199350804,-1915.473,43.503,37935181.99,148865904.3,-1430.349,43.683
  J02, 2025-01-03 00:07:00.000,37946121.12,199408294.5,-1916.92,42.844,37946123.49,155383131.3,-1493.89,43.109,37946124.42,148908842.2,-1431.605,46.856,37946121.18,199408284.5,-1917.079,43.247,37946117.81,199408288.7,-1917.164,43.784,37946121.14,148908831.2,-1431.61,43.814
  J02, 2025-01-03 00:07:30.000,37957066.21,199465812.2,-1919.48,42.709,37957068.1,155427950.2,-1495.755,43.065,37957069.79,148951793.7,-1433.348,47.009,37957066.36,199465802.2,-1919.385,42.883,37957062.98,199465806.4,-1919.517,43.433,37957066.49,148951782.6,-1433.395,43.818
  J02, 2025-01-03 00:08:00.000,37968017.13,199523360.3,-1919.324,43.058,37968019.55,155472792.9,-1495.766,43.177,37968020.59,148994768,-1433.321,46.964,37968017.24,199523350.3,-1919.424,43.151,37968014.13,199523354.5,-1919.414,43.549,37968017.3,148994756.9,-1433.299,43.727
  J02, 2025-01-03 00:08:30.000,37978975.04,199580943.6,-1919.952,42.55,37978977.43,155517663,-1495.975,43.124,37978978.25,149037768.5,-1433.677,46.79,37978975.08,199580933.6,-1919.781,43.122,37978971.85,199580937.8,-1919.832,43.291,37978974.95,149037757.4,-1433.585,43.907
  J02, 2025-01-03 00:09:00.000,37989938.91,199638558.7,-1920.776,42.681,37989940.82,155562557.8,-1496.743,43.02,37989942.2,149080792.7,-1434.39,46.879,37989938.93,199638548.7,-1920.842,42.961,37989935.69,199638552.9,-1920.824,43.081,37989938.95,149080781.6,-1434.415,43.898
  J02, 2025-01-03 00:09:30.000,38000909.14,199696208.9,-1922.877,42.614,38000912.15,155607480,-1498.417,43.78,38000912.6,149123843.1,-1435.954,46.816,38000909.43,199696198.9,-1922.867,42.965,38000905.88,199696203.1,-1922.911,43.17,38000909.34,149123832,-1436.01,43.524
  J02, 2025-01-03 00:10:00.000,38011885.62,199753889.3,-1922.865,42.866,38011888.08,155652425.8,-1498.436,43.774,38011888.94,149166916.1,-1435.979,46.85,38011885.57,199753879.3,-1922.909,43.244,38011882.38,199753883.5,-1922.865,43.486,38011885.66,149166905,-1435.879,43.659
