> PRN,"	                    time","	            C1C","	            L1C","	            D1C","	            S1C","	            C2L","	            L2L","	            D2L","	            S2L","	            C5Q","	            L5Q","	            D5Q","	            S5Q","	            C1L","	            L1L","	            D1L","	            S1L","	            C1Z","	            L1Z","	            D1Z","	            S1Z","	            C5P","	            L5P","	            D5P","	            S5P"
  J02, 2025-01-26 00:00:00.000,39875682.08,209548269.6,-1985.077,40.021,39875688.42,163284452.5,-1546.731,41.29,39875690.08,156480982.7,-1482.345,44.798,39875682.22,209548296.6,-1985.188,40.818,39875678.85,209548253.9,-1985.049,40.679,39875686.89,156480974.7,-1482.327,41.235
  J02, 2025-01-26 00:00:30.000,39887010.97,209607802.6,-1984.634,40.255,39887017.14,163330841.7,-1546.496,41.33,39887019.04,156525439,-1481.95,44.688,39887011.2,209607829.6,-1984.499,40.536,39887007.64,209607786.9,-1984.564,40.453,39887015.72,156525431.1,-1481.976,41.242
  J02, 2025-01-26 00:01:00.000,39898337.45,209667324.3,-1985.317,40.293,39898344.23,163377222.2,-1547.032,41.249,39898345.58,156569887,-1482.573,44.533,39898337.4,209667351.3,-1985.364,40.482,39898334.15,209667308.6,-1985.355,40.265,39898342.4,156569879,-1482.656,41.199
  J02, 2025-01-26 00:01:30.000,39909662.28,209726835.7,-1983.435,40.384,39909669.2,163423594.7,-1545.645,41.688,39909670.41,156614327.2,-1481.25,44.491,39909662.31,209726862.7,-1983.496,40.386,39909659.06,209726820,-1983.444,40.503,39909667.22,156614319.3,-1481.169,41.383
  J02, 2025-01-26 00:02:00.000,39920983.84,209786332.9,-1982.877,39.55,39920990.64,163469956.1,-1545.113,41.154,39920992.5,156658756.9,-1480.856,44.271,39920983.85,209786359.9,-1982.974,40.038,39920980.28,209786317.2,-1982.847,40.01,39920989.25,156658748.9,-1480.867,41.204
  J02, 2025-01-26 00:02:30.000,39932303.89,209845818.6,-1982.385,40.338,39932310.46,163516308.4,-1544.598,41.187,39932312.3,156703177.9,-1480.377,44.381,39932304.22,209845845.6,-1982.371,40.765,39932300.95,209845802.9,-1982.457,40.696,39932308.95,156703169.9,-1480.384,41.001
  J02, 2025-01-26 00:03:00.000,39943621.17,209905291.9,-1981.32,39.994,39943627.59,163562651.2,-1543.895,40.953,39943629.55,156747589.7,-1479.607,44.405,39943621.45,209905318.9,-1981.389,40.665,39943617.93,209905276.3,-1981.466,40.417,39943626.24,156747581.8,-1479.631,40.999
  J02, 2025-01-26 00:03:30.000,39954936.26,209964750.9,-1982.076,39.946,39954942.1,163608982.8,-1544.587,40.658,39954944.32,156791990.8,-1480.191,44.29,39954936.15,209964777.9,-1982.214,40.515,39954932.89,209964735.2,-1982.211,40.408,39954941.09,156791982.9,-1480.258,40.81
  J02, 2025-01-26 00:04:00.000,39966248.68,210024197.5,-1981.816,40.057,39966255.28,163655304.8,-1544.233,41.352,39966256.66,156836382.7,-1479.898,44.298,39966248.38,210024224.5,-1981.733,40.71,39966245.36,210024181.9,-1981.744,40.405,39966253.41,156836374.7,-1479.965,40.887
  J02, 2025-01-26 00:04:30.000,39977558.85,210083630.7,-1981.191,40.331,39977565.12,163701616.3,-1543.56,41.395,39977566.51,156880764.5,-1479.354,44.503,39977558.83,210083657.7,-1981.046,40.863,39977555.68,210083615,-1980.991,40.837,39977563.19,156880756.5,-1479.255,40.465
  J02, 2025-01-26 00:05:00.000,39988865.28,210143049.2,-1980.506,40.074,39988871.94,163747916.3,-1543.158,41.285,39988873.74,156925135.3,-1478.965,44.39,39988865.43,210143076.2,-1980.477,40.658,39988862.21,210143033.5,-1980.485,40.429,39988870.43,156925127.4,-1478.938,40.818
  J02, 2025-01-26 00:05:30.000,40000170.24,210202453.8,-1980.45,40.377,40000176.22,163794205.6,-1543.04,41.116,40000178.16,156969495.9,-1478.706,44.309,40000170.42,210202480.8,-1980.315,40.932,40000167.21,210202438.2,-1980.291,40.882,40000174.96,156969487.9,-1478.773,41.132
  J02, 2025-01-26 00:06:00.000,40011471.54,210261844.8,-1979.498,39.82,40011477.96,163840484.1,-1542.538,40.634,40011480.06,157013846.2,-1478.145,44.179,40011471.37,210261871.8,-1979.447,40.088,40011468.29,210261829.1,-1979.572,40.391,40011476.81,157013838.2,-1478.241,40.808
  J02, 2025-01-26 00:06:30.000,40022770.14,210321219.8,-1978.998,40.01,40022776.96,163886750.3,-1542.032,41.168,40022778.65,157058184.5,-1477.817,44.08,40022770.38,210321246.8,-1979.049,40.219,40022767.22,210321204.1,-1978.991,40.338,40022775.32,157058176.6,-1477.879,40.694
  J02, 2025-01-26 00:07:00.000,40034066.25,210380580.6,-1978.666,39.919,40034072.59,163933005.4,-1541.716,40.956,40034074.77,157102512.3,-1477.618,44.026,40034066.5,210380607.6,-1978.622,40.226,40034062.99,210380565,-1978.657,40.543,40034071.62,157102504.4,-1477.568,40.524
