> PRN,"	                    time","	            C1C","	            L1C","	            D1C","	            S1C","	            C2L","	            L2L","	            D2L","	            S2L","	            C5Q","	            L5Q","	            D5Q","	            S5Q","	            C1L","	            L1L","	            D1L","	            S1L","	            C1Z","	            L1Z","	            D1Z","	            S1Z","	            C5P","	            L5P","	            D5P","	            S5P"
  J02, 2025-01-11 00:00:00.000,38510837.49,202376072.3,-1961.268,42.406,38510841.1,157695740.7,-1528.256,42.648,38510842.46,151125128.5,-1464.62,46.334,38510837.68,202376048.3,-1961.316,42.626,38510834.23,202375989.5,-1961.294,43.244,38510839.13,151125116.5,-1464.682,43.319
  J02, 2025-01-11 00:00:30.000,38522035.24,202434916.3,-1961.277,42.394,38522038.85,157741593.2,-1528.209,42.381,38522040.08,151169070.4,-1464.501,46.257,38522035.47,202434892.3,-1961.198,42.667,38522032.01,202434833.5,-1961.171,43.052,38522036.78,151169058.4,-1464.485,42.87
  J02, 2025-01-11 00:01:00.000,38533237.61,202493785.5,-1963.545,42.237,38533241.22,157787465.2,-1529.826,42.571,38533242.55,151213031.1,-1466.205,46.241,38533237.85,202493761.4,-1963.421,42.645,38533234.45,202493702.7,-1963.405,42.859,38533239.38,151213019.1,-1466.253,43.018
  J02, 2025-01-11 00:01:30.000,38544443.83,202552673.8,-1962.55,42.174,38544447.5,157833352.2,-1529.353,42.762,38544448.81,151257006.1,-1465.512,46.141,38544443.87,202552649.8,-1962.478,42.832,38544440.5,202552591,-1962.532,43.206,38544445.55,151256994.1,-1465.596,43.037
  J02, 2025-01-11 00:02:00.000,38555653.85,202611585,-1963.711,42.089,38555657.55,157879257,-1530.15,42.432,38555659.06,151300998.3,-1466.351,46.053,38555654.26,202611561,-1963.628,42.603,38555650.89,202611502.3,-1963.693,42.802,38555655.8,151300986.2,-1466.363,42.779
  J02, 2025-01-11 00:02:30.000,38566868.46,202670516.7,-1965.344,42.411,38566872.11,157925177.8,-1531.425,42.523,38566873.28,151345005.7,-1467.561,46.041,38566868.61,202670492.7,-1965.309,42.47,38566865.25,202670433.9,-1965.34,43.016,38566870.1,151344993.6,-1467.567,42.603
  J02, 2025-01-11 00:03:00.000,38578086.71,202729470.1,-1965.51,42.108,38578091.19,157971115.5,-1531.49,43.088,38578092.02,151389029.3,-1467.688,46.219,38578087,202729446.1,-1965.486,42.195,38578083.54,202729387.3,-1965.529,42.662,38578088.78,151389017.2,-1467.814,42.883
  J02, 2025-01-11 00:03:30.000,38589309.15,202788443.6,-1965.91,42.248,38589313.45,158017068.8,-1531.941,42.827,38589314.44,151433067.9,-1468.009,46.161,38589309.37,202788419.6,-1965.977,42.292,38589306.1,202788360.9,-1966.081,42.677,38589311.18,151433055.9,-1468.083,43.094
  J02, 2025-01-11 00:04:00.000,38600535.23,202847436.8,-1966.661,42.334,38600539.44,158063037.5,-1532.45,42.836,38600540.41,151477121.3,-1468.566,46.307,38600535.51,202847412.8,-1966.658,42.271,38600532.29,202847354,-1966.629,42.876,38600537.09,151477109.2,-1468.557,42.961
  J02, 2025-01-11 00:04:30.000,38611765.35,202906451.9,-1967.348,41.781,38611769.23,158109023.3,-1532.912,42.21,38611770.58,151521191,-1468.978,46.206,38611765.37,202906427.9,-1967.244,41.962,38611762.12,202906369.1,-1967.011,42.29,38611767.32,151521178.9,-1469.014,42.698
  J02, 2025-01-11 00:05:00.000,38622998.95,202965485.7,-1967.453,41.878,38623003.22,158155023.6,-1533.186,42.645,38623004.31,151565274.6,-1469.235,46.353,38622999.1,202965461.7,-1967.475,42.22,38622995.93,202965402.9,-1967.496,42.434,38623001,151565262.5,-1469.293,42.698
  J02, 2025-01-11 00:05:30.000,38634237.15,203024540.6,-1968.555,41.862,38634240.84,158201040.5,-1533.932,42.531,38634241.99,151609374,-1470.065,45.953,38634237.17,203024516.6,-1968.564,42.197,38634233.96,203024457.9,-1968.602,42.548,38634238.72,151609362,-1470.062,42.663
  J02, 2025-01-11 00:06:00.000,38645478.47,203083614.6,-1968.682,42.148,38645482.76,158247072.1,-1534.155,42.83,38645483.59,151653487.7,-1470.182,45.892,38645478.64,203083590.6,-1968.641,42.229,38645475.31,203083531.9,-1968.721,42.427,38645480.25,151653475.7,-1470.144,42.817
  J02, 2025-01-11 00:06:30.000,38656723.47,203142706.6,-1970.45,42.14,38656727.5,158293117.8,-1535.506,42.866,38656728.33,151697614.8,-1471.562,45.905,38656723.55,203142682.6,-1970.525,42.531,38656720.29,203142623.9,-1970.529,42.442,38656724.96,151697602.8,-1471.485,42.813
