> PRN,"	                    time","	            C1C","	            L1C","	            D1C","	            S1C","	            C2L","	            L2L","	            D2L","	            S2L","	            C5Q","	            L5Q","	            D5Q","	            S5Q","	            C1L","	            L1L","	            D1L","	            S1L","	            C1Z","	            L1Z","	            D1Z","	            S1Z","	            C5P","	            L5P","	            D5P","	            S5P"
  J02, 2025-01-30 00:00:00.000,40236664.6,211445291,-1965.666,38.952,40236669.57,164762694.3,-1531.663,40.574,40236671.28,157897648.6,-1467.788,44.035,40236664.58,211445328,-1965.638,39.282,40236661.4,211445276.3,-1965.536,39.733,40236667.95,157897635.7,-1467.858,40.372
  J02, 2025-01-30 00:00:30.000,40247886.29,211504260.6,-1965.481,38.601,40247891.53,164808644.6,-1531.595,40.167,40247892.62,157941684.3,-1467.72,43.522,40247886.31,211504297.6,-1965.435,38.874,40247883.06,211504245.9,-1965.435,39.414,40247889.33,157941671.4,-1467.72,40.117
  J02, 2025-01-30 00:01:00.000,40259103.29,211563207.2,-1965.519,38.76,40259108.81,164854577,-1531.575,40.126,40259109.93,157985702.9,-1467.838,43.602,40259103.42,211563244.2,-1965.603,38.988,40259099.78,211563192.5,-1965.576,38.958,40259106.73,157985689.9,-1467.718,40.236
  J02, 2025-01-30 00:01:30.000,40270316.96,211622134.7,-1964.267,38.342,40270322.58,164900494.5,-1530.688,40.067,40270323.39,158029707.1,-1466.947,43.592,40270316.84,211622171.7,-1964.389,38.706,40270313.55,211622120,-1964.437,38.784,40270320.16,158029694.1,-1466.934,40.05
  J02, 2025-01-30 00:02:00.000,40281525.96,211681039,-1963.636,38.82,40281531.82,164946393.9,-1530.042,40.577,40281532.44,158073694,-1466.318,43.583,40281526.39,211681076,-1963.598,39.483,40281522.91,211681024.3,-1963.608,39.453,40281529.3,158073681,-1466.309,40.155
  J02, 2025-01-30 00:02:30.000,40292730.29,211739918.5,-1962.309,38.943,40292735.53,164992274,-1529.096,40.329,40292737.22,158117662.4,-1465.422,43.647,40292730.49,211739955.5,-1962.495,39.411,40292727.31,211739903.8,-1962.309,39.336,40292733.95,158117649.4,-1465.272,40.303
  J02, 2025-01-30 00:03:00.000,40303931.51,211798778.6,-1961.121,38.661,40303936.8,165038138.9,-1528.115,40.279,40303937.67,158161616.3,-1464.56,43.355,40303931.4,211798815.6,-1961.259,39.069,40303928.41,211798763.9,-1961.154,39.156,40303934.26,158161603.4,-1464.56,40.081
  J02, 2025-01-30 00:03:30.000,40315127.45,211857613.1,-1960.345,38.504,40315132.62,165083984,-1527.368,40.493,40315133.38,158205551.2,-1463.859,43.293,40315127.3,211857650.1,-1960.406,38.85,40315124.15,211857598.5,-1960.349,39.09,40315130.28,158205538.2,-1463.926,40.138
  J02, 2025-01-30 00:04:00.000,40326318.42,211916424.6,-1960.56,38.817,40326323.86,165129811,-1527.102,40.286,40326324.94,158249468.7,-1463.43,43.289,40326318.59,211916461.5,-1959.72,38.778,40326315.26,211916409.9,-1959.697,38.964,40326321.82,158249455.8,-1463.431,40.005
  J02, 2025-01-30 00:04:30.000,40337506.08,211975211.3,-1959.244,39.468,40337510.76,165175618.8,-1526.512,40.355,40337511.89,158293367.9,-1462.851,43.412,40337506.11,211975248.3,-1959.016,39.186,40337502.7,211975196.6,-1959.071,39.652,40337508.78,158293354.9,-1462.872,40.045
  J02, 2025-01-30 00:05:00.000,40348688.52,212033976.9,-1958.771,39.102,40348693.4,165221410.1,-1526.325,39.775,40348694.71,158337251.2,-1462.793,43.471,40348688.58,212034013.9,-1958.939,39.327,40348685.11,212033962.2,-1959.094,39.498,40348691.53,158337238.3,-1462.767,40.284
  J02, 2025-01-30 00:05:30.000,40359866.17,212092716.6,-1958.347,38.859,40359871.4,165267181.3,-1526.037,39.823,40359872.76,158381115.3,-1462.414,43.772,40359866.3,212092753.6,-1958.278,39.384,40359862.98,212092702,-1958.464,39.492,40359869.58,158381102.3,-1462.545,40.47
  J02, 2025-01-30 00:06:00.000,40371039.8,212151432.9,-1956.279,38.967,40371044.09,165312934.2,-1524.372,39.474,40371046.07,158424961.8,-1460.822,43.801,40371039.88,212151469.9,-1956.302,39.562,40371036.75,212151418.3,-1956.228,39.814,40371042.85,158424948.8,-1460.876,40.446
  J02, 2025-01-30 00:06:30.000,40382208.44,212210123.9,-1955.731,38.835,40382213.13,165358667.4,-1524.063,39.937,40382214.73,158468789.4,-1460.586,43.983,40382208.34,212210160.9,-1955.82,39.207,40382204.9,212210109.2,-1955.895,39.435,40382211.53,158468776.4,-1460.432,40.465
  J02, 2025-01-30 00:07:00.000,40393371.39,212268787.1,-1954.98,38.538,40393375.64,165404378.9,-1523.416,39.006,40393377.97,158512596.2,-1459.872,43.566,40393371.45,212268824.1,-1954.919,39.201,40393368.14,212268772.4,-1955.067,39.258,40393374.71,158512583.3,-1459.838,40.296
  J02, 2025-01-30 00:07:30.000,40404529.93,212327426.8,-1955.08,37.981,40404534.88,165450072.2,-1523.484,39.261,40404536.57,158556385.6,-1459.859,43.391,40404529.85,212327463.8,-1954.969,38.222,40404526.5,212327412.1,-1954.85,38.252,40404533.38,158556372.6,-1459.939,40.074
  J02, 2025-01-30 00:08:00.000,40415683.48,212386039.1,-1953.814,38.586,40415688.79,165495744.1,-1522.422,39.583,40415690.07,158600154.5,-1458.939,43.308,40415683.68,212386076.1,-1953.904,38.589,40415680.58,212386024.5,-1953.911,38.829,40415686.77,158600141.5,-1459.033,40.057
  J02, 2025-01-30 00:08:30.000,40426832.03,212444624.5,-1952.099,38.477,40426837.26,165541395,-1521.31,39.775,40426838.98,158643903.2,-1457.926,43.608,40426832.23,212444661.4,-1952.285,38.799,40426828.73,212444609.8,-1952.253,38.937,40426835.89,158643890.3,-1457.942,40.541
  J02, 2025-01-30 00:09:00.000,40437976,212503185.1,-1951.527,38.772,40437981.03,165587026.6,-1520.723,40.102,40437982.78,158687633.5,-1457.476,43.936,40437976.2,212503222.1,-1951.695,39.153,40437973.01,212503170.5,-1951.546,39.535,40437979.69,158687620.6,-1457.49,40.462
  J02, 2025-01-30 00:09:30.000,40449114.64,212561718.9,-1949.869,38.751,40449119.17,165632637.3,-1519.416,39.471,40449121.72,158731343.8,-1456.178,44.075,40449115.02,212561755.9,-1949.957,39.219,40449111.58,212561704.3,-1949.977,39.405,40449118.49,158731330.8,-1456.129,40.496
