> PRN,"	                    time","	            C1C","	            L1C","	            D1C","	            S1C","	            C2L","	            L2L","	            D2L","	            S2L","	            C5Q","	            L5Q","	            D5Q","	            S5Q","	            C1L","	            L1L","	            D1L","	            S1L","	            C1Z","	            L1Z","	            D1Z","	            S1Z","	            C5P","	            L5P","	            D5P","	            S5P"
  J02, 2025-01-12 00:00:00.000,38601842.2,202854277.3,-1965.939,42.339,38601846.96,158068439.4,-1531.911,42.516,38601848.32,151482300.9,-1468.062,46.111,38601842.33,202854302.3,-1965.971,42.563,38601839.12,202854258.5,-1965.962,42.87,38601845.09,151482289.9,-1467.958,42.936
  J02, 2025-01-12 00:00:30.000,38613068.78,202913274.1,-1966.516,41.783,38613073.62,158114410.9,-1532.276,42.413,38613075.08,151526357,-1468.445,45.953,38613068.8,202913299.1,-1966.434,42.186,38613065.56,202913255.3,-1966.445,42.345,38613071.9,151526345.9,-1468.429,42.538
  J02, 2025-01-12 00:01:00.000,38624299.15,202972290.6,-1967.45,41.604,38624304.21,158160397.8,-1533.11,42.508,38624305.68,151570427.7,-1469.213,46.018,38624299.03,202972315.6,-1967.414,42.209,38624295.88,202972271.9,-1967.522,42.356,38624302.37,151570416.6,-1469.226,42.705
  J02, 2025-01-12 00:01:30.000,38635533.79,203031328.2,-1968.796,42.082,38635538.69,158206401.1,-1534.241,42.573,38635540.2,151614514.2,-1470.242,46.185,38635533.93,203031353.2,-1968.867,42.301,38635530.52,203031309.5,-1968.789,42.561,38635537.02,151614503.1,-1470.275,42.851
  J02, 2025-01-12 00:02:00.000,38646771.63,203090383.6,-1968.759,41.952,38646776.93,158252418.1,-1534.09,42.929,38646778.18,151658613.9,-1470.146,46.136,38646771.83,203090408.6,-1968.674,42.409,38646768.44,203090364.8,-1968.712,42.385,38646774.89,151658602.8,-1470.175,42.616
  J02, 2025-01-12 00:02:30.000,38658013.2,203149457.7,-1969.463,42.036,38658018.08,158298449.9,-1534.582,42.777,38658019.44,151702727.6,-1470.654,46.183,38658013.5,203149482.7,-1969.509,42.301,38658010.11,203149439,-1969.395,42.605,38658016.15,151702716.6,-1470.714,42.675
  J02, 2025-01-12 00:03:00.000,38669258.34,203208552.1,-1970.281,41.816,38669263.69,158344497.4,-1535.236,42.593,38669264.88,151746856.5,-1471.304,45.871,38669258.5,203208577.1,-1970.134,42.389,38669255.17,203208533.3,-1970.25,42.343,38669261.63,151746845.4,-1471.225,42.546
  J02, 2025-01-12 00:03:30.000,38680507.76,203267665.3,-1970.935,42.349,38680512.36,158390559.6,-1535.779,42.315,38680513.91,151790999.4,-1471.919,46.135,38680507.77,203267690.3,-1971.02,42.483,38680504.59,203267646.5,-1970.979,42.698,38680510.66,151790988.4,-1471.813,42.499
  J02, 2025-01-12 00:04:00.000,38691759.65,203326796.6,-1971.193,41.816,38691764.94,158436635.9,-1535.923,42.502,38691766.21,151835155.8,-1471.902,45.958,38691759.81,203326821.6,-1971.09,42.157,38691756.22,203326777.8,-1971.034,42.406,38691762.89,151835144.8,-1471.919,42.656
  J02, 2025-01-12 00:04:30.000,38703015.64,203385946.8,-1972.073,41.878,38703020.8,158482726.9,-1536.549,42.372,38703022.18,151879326.4,-1472.492,46.032,38703015.66,203385971.8,-1971.847,42.144,38703012.44,203385928,-1971.974,42.468,38703018.88,151879315.3,-1472.496,42.717
  J02, 2025-01-12 00:05:00.000,38714275.23,203445113.6,-1972.545,42.218,38714279.59,158528830.8,-1537.069,42.427,38714281.43,151923509.3,-1473.003,46.239,38714275.16,203445138.6,-1972.623,42.375,38714271.96,203445094.8,-1972.595,42.79,38714278.07,151923498.2,-1472.996,42.455
  J02, 2025-01-12 00:05:30.000,38725537.65,203504299.3,-1973.764,42.004,38725543.08,158574949.5,-1537.874,42.781,38725544.05,151967706.3,-1473.872,45.995,38725537.63,203504324.3,-1973.695,42.315,38725534.28,203504280.6,-1973.691,42.421,38725540.86,151967695.3,-1473.9,42.779
  J02, 2025-01-12 00:06:00.000,38736803.76,203563501.5,-1973.071,42.15,38736808.47,158621081,-1537.457,42.408,38736809.96,152011915.7,-1473.366,45.791,38736803.74,203563526.5,-1973.07,42.531,38736800.46,203563482.7,-1973.074,42.597,38736806.71,152011904.6,-1473.448,42.654
  J02, 2025-01-12 00:06:30.000,38748073.02,203622721.7,-1973.564,41.816,38748078.16,158667226.5,-1537.816,42.874,38748079.25,152056138.5,-1473.708,46.004,38748072.9,203622746.7,-1973.512,42.415,38748069.74,203622703,-1973.577,42.385,38748076.12,152056127.5,-1473.758,42.485
  J02, 2025-01-12 00:07:00.000,38759345.28,203681957.8,-1975.167,42.315,38759350.4,158713384.5,-1539.265,42.531,38759351.61,152100373.2,-1475.017,45.979,38759345.25,203681982.9,-1975.314,42.679,38759342.09,203681939.1,-1975.168,42.838,38759348.35,152100362.2,-1475.044,42.612
  J02, 2025-01-12 00:07:30.000,38770621.4,203741212.6,-1974.617,42.227,38770625.95,158759557,-1538.683,42.451,38770627.61,152144621.8,-1474.564,46.1,38770621.25,203741237.6,-1974.633,42.569,38770617.98,203741193.8,-1974.552,43.168,38770624.27,152144610.8,-1474.557,42.715
  J02, 2025-01-12 00:08:00.000,38781900.35,203800484.1,-1975.688,42.127,38781904.34,158805742.5,-1539.457,41.795,38781906.81,152188882.9,-1475.364,46.214,38781900,203800509.1,-1975.855,42.574,38781896.9,203800465.4,-1975.774,42.665,38781903.52,152188871.9,-1475.365,42.574
  J02, 2025-01-12 00:08:30.000,38793181.68,203859769.6,-1976.529,42.093,38793186.63,158851938.9,-1540.235,42.305,38793188.37,152233154.4,-1475.99,46.012,38793181.67,203859794.6,-1976.611,42.377,38793178.55,203859750.9,-1976.485,42.254,38793185.09,152233143.4,-1476.002,42.582
  J02, 2025-01-12 00:09:00.000,38804466.54,203919072.6,-1976.817,41.635,38804471.25,158898148.9,-1540.39,42.023,38804473.37,152277439,-1476.248,45.92,38804466.72,203919097.6,-1976.835,42.281,38804463.66,203919053.8,-1976.799,42.135,38804470.02,152277428,-1476.157,42.518
  J02, 2025-01-12 00:09:30.000,38815754.18,203978390.4,-1976.743,41.299,38815759.85,158944370.5,-1540.229,42.32,38815761.42,152321734.7,-1476.134,46,38815754.25,203978415.4,-1976.767,41.595,38815751.05,203978371.6,-1976.698,41.769,38815758.06,152321723.7,-1476.103,42.472
  J02, 2025-01-12 00:10:00.000,38827045.09,204037723.8,-1977.423,41.018,38827049.97,158990604.2,-1540.991,42.078,38827052.08,152366042,-1476.808,46.004,38827044.86,204037748.8,-1977.582,41.483,38827041.83,204037705,-1977.566,41.592,38827049,152366031,-1476.828,42.565
  J02, 2025-01-12 00:10:30.000,38838338.72,204097072,-1978.715,41.866,38838343.79,159036849.5,-1541.881,41.926,38838345.82,152410360.4,-1477.62,45.547,38838338.92,204097097,-1978.837,42.009,38838335.55,204097053.3,-1978.787,41.976,38838342.52,152410349.4,-1477.728,42.265
  J02, 2025-01-12 00:11:00.000,38849635.84,204156438.1,-1979.692,41.785,38849641.26,159083108.8,-1542.643,41.869,38849642.77,152454692.2,-1478.388,45.375,38849636.01,204156463.2,-1979.773,42.37,38849632.78,204156419.4,-1979.766,42.284,38849639.53,152454681.2,-1478.432,42.536
  J02, 2025-01-12 00:11:30.000,38860934.93,204215815.5,-1979.606,41.714,38860940.21,159129376.8,-1542.503,41.735,38860942,152499032.3,-1478.201,45.35,38860935.12,204215840.5,-1979.578,42.055,38860931.87,204215796.8,-1979.537,42.023,38860938.75,152499021.3,-1478.289,42.428
  J02, 2025-01-12 00:12:00.000,38872237.58,204275207.4,-1979.845,42.205,38872242.9,159175656.1,-1542.79,42.284,38872244.14,152543383.3,-1478.494,45.491,38872237.43,204275232.4,-1980.031,42.372,38872234.3,204275188.7,-1979.867,42.51,38872240.81,152543372.3,-1478.524,42.444
  J02, 2025-01-12 00:12:30.000,38883542.34,204334615.1,-1980.23,41.583,38883547.36,159221947.8,-1543.152,41.926,38883549.14,152587746.1,-1478.781,45.688,38883542.25,204334640.1,-1980.252,42.349,38883539.22,204334596.4,-1980.406,42.341,38883545.88,152587735.1,-1478.801,42.22
  J02, 2025-01-12 00:13:00.000,38894849.34,204394034.6,-1981.293,41.399,38894854.75,159268248.6,-1543.799,42.218,38894856.32,152632117.7,-1479.524,45.433,38894849.52,204394059.6,-1981.114,41.707,38894846.15,204394015.9,-1981.201,42.017,38894852.97,152632106.7,-1479.426,42.391
  J02, 2025-01-12 00:13:30.000,38906159.37,204453468.3,-1981.74,41.447,38906164.94,159314560.5,-1544.169,42.246,38906166.35,152676499.9,-1479.794,45.857,38906159.71,204453493.3,-1981.52,42.004,38906156.22,204453449.6,-1981.632,41.971,38906163.08,152676488.9,-1479.785,42.478
  J02, 2025-01-12 00:14:00.000,38917471.89,204512916.3,-1980.954,41.113,38917477.1,159360883.5,-1543.626,41.902,38917479.1,152720892.8,-1479.327,45.657,38917472.06,204512941.3,-1981.146,41.809,38917468.74,204512897.6,-1981.125,42.057,38917475.75,152720881.8,-1479.491,42.294
  J02, 2025-01-12 00:14:30.000,38928787.27,204572379.1,-1982.197,41.12,38928792.67,159407218.1,-1544.623,41.878,38928794.35,152765296.8,-1480.24,45.69,38928787.49,204572404.1,-1982.21,41.495,38928784.16,204572360.4,-1982.26,41.759,38928791.09,152765285.8,-1480.35,42.279
  J02, 2025-01-12 00:15:00.000,38940104.47,204631851.5,-1982.546,40.87,38940109.99,159453560.1,-1544.962,42.142,38940111.6,152809707.9,-1480.523,45.719,38940104.53,204631876.5,-1982.521,41.802,38940101.24,204631832.8,-1982.692,41.59,38940108.21,152809696.9,-1480.564,42.237
  J02, 2025-01-12 00:15:30.000,38951424.68,204691339,-1982.751,41.466,38951430.06,159499913.9,-1545.132,42.034,38951431.89,152854130.2,-1480.704,45.676,38951424.8,204691364,-1982.854,41.609,38951421.72,204691320.3,-1982.693,41.838,38951428.56,152854119.2,-1480.66,42.504
  J02, 2025-01-12 00:16:00.000,38962747.18,204750836.7,-1983.247,41.454,38962752.73,159546275.7,-1545.366,42.209,38962753.83,152898560.2,-1481.053,45.368,38962747.17,204750861.7,-1983.341,42.027,38962744.14,204750818,-1983.31,42.061,38962750.65,152898549.2,-1481.034,42.142
  J02, 2025-01-12 00:16:30.000,38974071.5,204810346.1,-1984.655,41.623,38974076.88,159592646.5,-1546.514,42.184,38974078.18,152942998.9,-1482.024,45.521,38974071.45,204810371,-1984.622,41.795,38974068.21,204810327.4,-1984.663,42.118,38974074.91,152942988,-1482.051,42.328
  J02, 2025-01-12 00:17:00.000,38985398.58,204869869.6,-1984.264,41.223,38985403.81,159639028.4,-1546.177,41.988,38985405.32,152987448.3,-1481.68,45.33,38985398.27,204869894.6,-1984.223,41.802,38985395.23,204869850.9,-1984.273,41.719,38985402.1,152987437.3,-1481.666,42.449
  J02, 2025-01-12 00:17:30.000,38996727.2,204929403.2,-1984.42,41.118,38996732.75,159685418.2,-1546.234,41.914,38996734.34,153031905.1,-1481.86,45.463,38996727.38,204929428.2,-1984.415,41.886,38996723.88,204929384.6,-1984.48,41.847,38996731.08,153031894.1,-1481.805,42.186
  J02, 2025-01-12 00:18:00.000,39008058.71,204988948.7,-1985.452,41.695,39008063.92,159731817.2,-1547.062,41.99,39008065.69,153076370.8,-1482.721,45.3,39008058.77,204988973.7,-1985.47,42.135,39008055.41,204988930,-1985.429,42.256,39008062.43,153076359.8,-1482.651,41.986
  J02, 2025-01-12 00:18:30.000,39019391.37,205048503,-1985.278,41.645,39019396.9,159778223,-1546.929,42.028,39019398.38,153120843,-1482.57,45.386,39019391.45,205048528,-1985.361,42.083,39019388.2,205048484.3,-1985.468,42.017,39019395.2,153120832.1,-1482.594,41.983
  J02, 2025-01-12 00:19:00.000,39030726.6,205108069.9,-1985.608,41.766,39030732.02,159824638.7,-1547.193,42.015,39030733.69,153165324.7,-1482.75,45.406,39030726.75,205108094.9,-1985.535,41.757,39030723.4,205108051.2,-1985.462,41.795,39030730.41,153165313.7,-1482.723,41.969
  J02, 2025-01-12 00:19:30.000,39042063.62,205167646.8,-1985.358,41.321,39042069.25,159871062.2,-1546.951,42.334,39042070.9,153209813.9,-1482.406,45.523,39042063.93,205167671.8,-1985.233,41.952,39042060.49,205167628.1,-1985.238,41.812,39042067.69,153209802.9,-1482.521,41.986
  J02, 2025-01-12 00:20:00.000,39053402.78,205227233.4,-1985.388,41.068,39053408.43,159917493.2,-1547.048,42.294,39053409.94,153254310.2,-1482.621,45.702,39053402.67,205227258.4,-1985.288,41.793,39053399.43,205227214.7,-1985.284,41.924,39053406.7,153254299.3,-1482.547,42.33
  J02, 2025-01-12 00:20:30.000,39064743.69,205286830.5,-1986.93,40.868,39064749.58,159963932.5,-1548.379,42.19,39064751.22,153298814.5,-1483.801,45.604,39064743.94,205286855.6,-1987.008,41.831,39064740.57,205286811.9,-1987.123,42.019,39064747.82,153298803.5,-1483.733,42.47
  J02, 2025-01-12 00:21:00.000,39076086.62,205346436.7,-1987.312,41.147,39076092.43,160010378.8,-1548.607,42.144,39076093.87,153343325.5,-1484.137,45.502,39076086.52,205346461.7,-1987.445,41.728,39076083.42,205346418.1,-1987.484,41.974,39076090.58,153343314.5,-1484.125,42.246
  J02, 2025-01-12 00:21:30.000,39087431.33,205406052.8,-1988.086,41.502,39087436.99,160056832.7,-1549.028,42.027,39087438.43,153387843.9,-1484.386,45.442,39087431.48,205406077.8,-1988.005,42.087,39087428.22,205406034.1,-1988.014,42.404,39087435.26,153387832.9,-1484.427,42.138
  J02, 2025-01-12 00:22:00.000,39098776.99,205465676.3,-1987.394,41.006,39098782.29,160103292.6,-1548.544,41.878,39098784.68,153432367.9,-1484.079,45.518,39098777.29,205465701.3,-1987.442,41.809,39098774.06,205465657.7,-1987.445,41.769,39098781.38,153432356.9,-1484.103,42.4
