> PRN,"	                    time","	            C1C","	            L1C","	            D1C","	            S1C","	            C2L","	            L2L","	            D2L","	            S2L","	            C5Q","	            L5Q","	            D5Q","	            S5Q","	            C1L","	            L1L","	            D1L","	            S1L","	            C1Z","	            L1Z","	            D1Z","	            S1Z","	            C5P","	            L5P","	            D5P","	            S5P"
  J02, 2025-01-24 00:00:00.000,39696052.76,208604303.6,-1990.893,40.3,39696057.34,162548938.8,-1551.336,41.168,39696058.34,155776114.4,-1486.765,44.092,39696052.8,208604335.6,-1990.993,40.207,39696049.48,208604285.9,-1990.801,40.577,39696054.93,155776102.4,-1486.709,40.915
  J02, 2025-01-24 00:00:30.000,39707411.56,208663994.1,-1988.374,40.281,39707416.37,162595450.8,-1549.652,41.187,39707417.19,155820688.4,-1484.95,44.388,39707411.8,208664026.1,-1988.478,40.789,39707408.51,208663976.4,-1988.641,40.973,39707413.86,155820676.4,-1485.108,41.242
  J02, 2025-01-24 00:01:00.000,39718768.86,208723675.9,-1989.225,40.021,39718773.17,162641956.1,-1549.943,41.132,39718774.42,155865255.9,-1485.439,44.513,39718768.89,208723707.9,-1989.392,40.486,39718765.64,208723658.2,-1989.243,40.639,39718771,155865244,-1485.514,40.846
  J02, 2025-01-24 00:01:30.000,39730125.21,208783355,-1989.105,40.021,39730129.78,162688459.3,-1549.907,41.175,39730130.97,155909821.5,-1485.304,44.591,39730125.15,208783387,-1989.122,40.327,39730121.96,208783337.3,-1989.079,40.465,39730127.68,155909809.5,-1485.44,41.309
  J02, 2025-01-24 00:02:00.000,39741480.25,208843024.7,-1989.117,40.732,39741484.61,162734955.1,-1549.829,41.025,39741485.82,155954380,-1485.283,44.569,39741480.4,208843056.7,-1989.074,40.751,39741477.31,208843007,-1989.148,40.617,39741482.49,155954368,-1485.345,40.896
  J02, 2025-01-24 00:02:30.000,39752833.06,208902686.4,-1987.961,39.607,39752837.67,162781444.7,-1549.188,40.806,39752838.97,155998932.5,-1484.659,44.302,39752833.33,208902718.4,-1987.968,40.126,39752830,208902668.7,-1988.12,40.455,39752835.63,155998920.5,-1484.619,40.82
  J02, 2025-01-24 00:03:00.000,39764185.22,208962340.3,-1988.447,40.367,39764189.28,162827928.2,-1549.51,40.777,39764190.92,156043479.2,-1484.94,44.25,39764185.39,208962372.3,-1988.423,40.679,39764181.85,208962322.6,-1988.394,40.858,39764187.59,156043467.2,-1484.919,40.951
  J02, 2025-01-24 00:03:30.000,39775535.29,209021985.6,-1987.8,40.143,39775539.6,162874405.1,-1549.063,41.187,39775541.08,156088019.5,-1484.536,44.259,39775535.46,209022017.6,-1988,40.246,39775532.18,209021967.9,-1987.918,40.579,39775537.76,156088007.5,-1484.487,40.918
  J02, 2025-01-24 00:04:00.000,39786883.81,209081622.5,-1988.115,39.471,39786888.17,162920875.3,-1549.155,40.529,39786889.76,156132553.5,-1484.608,44.444,39786883.79,209081654.5,-1988.074,39.775,39786880.54,209081604.8,-1987.972,40.422,39786886.39,156132541.5,-1484.697,41.392
  J02, 2025-01-24 00:04:30.000,39798230.73,209141251.5,-1987.759,39.82,39798234.66,162967339.5,-1548.879,40.236,39798236.54,156177081.6,-1484.361,44.256,39798230.79,209141283.6,-1987.964,40.377,39798227.63,209141233.9,-1987.793,40.188,39798233.28,156177069.6,-1484.446,41.242
