> PRN,"	                    time","	            C1C","	            L1C","	            D1C","	            S1C","	            C2L","	            L2L","	            D2L","	            S2L","	            C5Q","	            L5Q","	            D5Q","	            S5Q","	            C1L","	            L1L","	            D1L","	            S1L","	            C1Z","	            L1Z","	            D1Z","	            S1Z","	            C5P","	            L5P","	            D5P","	            S5P"
  J02, 2025-01-09 00:00:00.000,38331960.62,201435933.9,-1949.88,42.336,38331964.96,156962934.5,-1519.352,43.06,38331966.19,150422819.8,-1456.046,46.809,38331960.5,201435960.9,-1949.823,42.453,38331957.26,201435919.1,-1949.912,42.982,38331962.91,150422807.8,-1456.144,43.378
  J02, 2025-01-09 00:00:30.000,38343093.72,201494438,-1950.521,42.703,38343097.92,157008522.1,-1519.784,42.961,38343099.2,150466507.9,-1456.466,46.646,38343093.92,201494465,-1950.482,42.8,38343090.57,201494423.2,-1950.365,43.27,38343095.97,150466495.8,-1456.427,43.429
  J02, 2025-01-09 00:01:00.000,38354231.7,201552970.1,-1951.831,42.525,38354236.34,157054131.4,-1520.886,42.745,38354237.53,150510216.8,-1457.542,46.494,38354232.07,201552997.1,-1951.814,42.622,38354228.46,201552955.3,-1951.779,43.003,38354234.31,150510204.8,-1457.541,43.443
  J02, 2025-01-09 00:01:30.000,38365374.57,201611525.2,-1952.928,42.519,38365378.89,157099758.8,-1521.673,42.609,38365380.19,150553943,-1458.263,46.432,38365374.63,201611552.2,-1952.881,42.487,38365371.36,201611510.4,-1952.87,42.99,38365376.96,150553931,-1458.268,43.52
  J02, 2025-01-09 00:02:00.000,38376521.38,201670106.1,-1953.334,41.273,38376526.52,157145406.1,-1521.887,42.705,38376527.8,150597688.4,-1458.595,46.282,38376521.58,201670133.1,-1953.261,42.123,38376518.19,201670091.3,-1953.279,42.364,38376524.56,150597676.3,-1458.665,43.242
  J02, 2025-01-09 00:02:30.000,38387674.72,201728712.4,-1955.181,42.301,38387679.05,157191073.3,-1523.619,42.646,38387680.22,150641452.8,-1460.129,46.436,38387674.57,201728739.4,-1955.248,42.548,38387671.32,201728697.6,-1955.182,43.046,38387676.95,150641440.7,-1459.983,43.234
  J02, 2025-01-09 00:03:00.000,38398831.42,201787342.8,-1955.3,42.186,38398836.05,157236759.3,-1523.426,42.618,38398837.44,150685235.1,-1459.985,46.585,38398831.49,201787369.8,-1955.142,42.468,38398828.17,201787328,-1955.145,42.646,38398834.28,150685223.1,-1459.954,43.291
  J02, 2025-01-09 00:03:30.000,38409994.01,201846000.6,-1956.076,42.529,38409998.31,157282466.6,-1524.112,42.609,38409999.75,150729038,-1460.745,46.763,38409993.91,201846027.7,-1956.029,42.392,38409990.74,201845985.9,-1956.139,43.001,38409996.47,150729026,-1460.743,43.456
  J02, 2025-01-09 00:04:00.000,38421160.04,201904678.5,-1956.153,42.538,38421164.25,157328189.6,-1524.402,42.368,38421165.71,150772855.8,-1460.817,46.607,38421160.04,201904705.5,-1956.307,42.199,38421156.86,201904663.7,-1956.249,42.773,38421162.46,150772843.8,-1460.755,43.109
  J02, 2025-01-09 00:04:30.000,38432331.23,201963384,-1956.67,42.197,38432335.81,157373934.1,-1524.531,42.54,38432337.2,150816694.3,-1461.002,46.683,38432331.22,201963411,-1956.507,42.32,38432328.04,201963369.2,-1956.603,42.392,38432334.02,150816682.3,-1460.989,43.382
  J02, 2025-01-09 00:05:00.000,38443506.58,202022111,-1957.582,42.4,38443511.29,157419695.3,-1525.497,42.573,38443512.81,150860548.8,-1461.952,46.721,38443506.81,202022138,-1957.696,42.328,38443503.45,202022096.3,-1957.847,42.828,38443509.57,150860536.8,-1461.997,43.486
  J02, 2025-01-09 00:05:30.000,38454686.65,202080862,-1958.617,42.512,38454691.07,157465475.3,-1526.141,42.463,38454692.9,150904421.2,-1462.599,46.762,38454686.75,202080889,-1958.568,42.599,38454683.8,202080847.2,-1958.734,43.069,38454689.62,150904409.2,-1462.582,43.414
  J02, 2025-01-09 00:06:00.000,38465871.11,202139637.6,-1959.946,42.373,38465875.87,157511274.4,-1527.241,42.882,38465877.54,150948312.1,-1463.669,46.626,38465871.37,202139664.6,-1960.052,42.622,38465868.26,202139622.9,-1960.162,42.4,38465874.29,150948300,-1463.74,43.323
  J02, 2025-01-09 00:06:30.000,38477060.59,202198437.8,-1960.621,41.936,38477065.16,157557092.7,-1527.847,42.754,38477066.91,150992221.3,-1464.103,46.875,38477060.72,202198464.8,-1960.615,42.531,38477057.37,202198423.1,-1960.624,42.588,38477063.61,150992209.2,-1464.126,43.401
