> PRN,"	                    time","	            C1C","	            L1C","	            D1C","	            S1C","	            C2L","	            L2L","	            D2L","	            S2L","	            C5Q","	            L5Q","	            D5Q","	            S5Q","	            C1L","	            L1L","	            D1L","	            S1L","	            C1Z","	            L1Z","	            D1Z","	            S1Z","	            C5P","	            L5P","	            D5P","	            S5P"
  J02, 2025-01-27 00:00:00.000,39965607.68,210020854.7,-1981.055,39.778,39965614.81,163652748.1,-1543.634,41.304,39965616.37,156833927.2,-1479.345,44.12,39965608.03,210020881.7,-1980.978,40.365,39965604.63,210020799,-1981.071,40.536,39965613.18,156833915.3,-1479.383,40.918
  J02, 2025-01-27 00:00:30.000,39976915.63,210080275.7,-1980.576,40.174,39976922.22,163699050.1,-1543.402,41.094,39976923.95,156878300,-1479.038,44.202,39976915.79,210080302.7,-1980.626,40.632,39976912.54,210080220,-1980.626,40.646,39976920.69,156878288,-1479.112,40.944
  J02, 2025-01-27 00:01:00.000,39988219.93,210139682,-1980.162,40.052,39988227.26,163745340.6,-1542.719,41.161,39988228.65,156922661.8,-1478.495,44.128,39988219.96,210139709,-1979.823,40.625,39988216.97,210139626.3,-1979.991,40.524,39988225.32,156922649.8,-1478.622,40.553
  J02, 2025-01-27 00:01:30.000,39999522.71,210199076.3,-1979.306,40.215,39999529.21,163791621.8,-1542.272,40.644,39999531.11,156967014.6,-1478.063,44.196,39999522.73,210199103.3,-1979.306,40.312,39999519.6,210199020.6,-1979.389,40.696,39999527.85,156967002.6,-1477.986,40.729
  J02, 2025-01-27 00:02:00.000,40010822.53,210258458.7,-1978.861,39.553,40010829.45,163837893.7,-1542.006,40.861,40010831.14,157011358.4,-1477.741,43.89,40010822.47,210258485.7,-1978.992,39.868,40010819.21,210258403,-1979.009,40.088,40010828.02,157011346.5,-1477.815,40.496
  J02, 2025-01-27 00:02:30.000,40022119.36,210317822.7,-1978.724,39.964,40022126.02,163884151.3,-1541.974,40.875,40022127.91,157055688.6,-1477.621,43.981,40022119.47,210317849.7,-1978.718,40.205,40022116.12,210317767,-1978.695,40.346,40022124.67,157055676.6,-1477.58,40.334
  J02, 2025-01-27 00:03:00.000,40033413.28,210377171.3,-1978.318,39.67,40033420.14,163930396.9,-1541.144,41.535,40033421.77,157100007.3,-1476.958,43.827,40033413,210377198.3,-1977.934,40.095,40033409.83,210377115.6,-1977.853,40.079,40033418.5,157099995.3,-1476.994,40.622
  J02, 2025-01-27 00:03:30.000,40044703.98,210436505.7,-1977.716,39.784,40044710.88,163976631.4,-1540.953,41.128,40044712.99,157144315.3,-1476.791,44.054,40044704.14,210436532.7,-1977.542,39.775,40044700.57,210436450,-1977.533,40.141,40044709.78,157144303.4,-1476.824,40.789
  J02, 2025-01-27 00:04:00.000,40055992.08,210495824.2,-1976.825,39.886,40055999.22,164022853.5,-1540.362,40.975,40056000.82,157188611.5,-1476.179,43.801,40055992.16,210495851.2,-1976.754,40.04,40055988.9,210495768.5,-1976.826,40.377,40055997.61,157188599.5,-1476.172,40.701
  J02, 2025-01-27 00:04:30.000,40067276.83,210555125.8,-1976.401,39.892,40067283.44,164069062.5,-1540.138,40.656,40067285.17,157232895.1,-1475.936,43.27,40067276.82,210555152.8,-1976.426,40.014,40067273.54,210555070.1,-1976.471,40.522,40067281.99,157232883.1,-1475.92,40.25
