> PRN,"	                    time","	            C1C","	            L1C","	            D1C","	            S1C","	            C2L","	            L2L","	            D2L","	            S2L","	            C5Q","	            L5Q","	            D5Q","	            S5Q","	            C1L","	            L1L","	            D1L","	            S1L","	            C1Z","	            L1Z","	            D1Z","	            S1Z","	            C5P","	            L5P","	            D5P","	            S5P"
  J02, 2025-01-22 00:00:00.000,39516271.58,207659627.1,-1992.43,40.615,39516275.04,161812849.6,-1552.503,41.535,39516276.38,155070682.3,-1487.73,44.578,39516271.77,207659664.1,-1992.282,41.151,39516268.35,207659615.4,-1992.286,41.144,39516273,155070669.3,-1487.696,41.485
  J02, 2025-01-22 00:00:30.000,39527644.19,207719390.7,-1991.995,40.486,39527647.39,161859418.6,-1552.143,41.44,39527648.88,155115310.9,-1487.431,44.572,39527644.1,207719427.7,-1992.023,40.968,39527640.95,207719379,-1991.91,41.08,39527645.48,155115297.9,-1487.51,41.347
  J02, 2025-01-22 00:01:00.000,39539016.3,207779152.9,-1992.508,40.184,39539019.7,161905986.5,-1552.423,41.223,39539021.28,155159938.5,-1487.766,44.357,39539016.34,207779189.9,-1992.284,40.572,39539013.07,207779141.2,-1992.314,40.651,39539018,155159925.5,-1487.787,41.297
  J02, 2025-01-22 00:01:30.000,39550388.4,207838911.9,-1991.803,40.493,39550391.71,161952551.9,-1552.119,41.34,39550393.24,155204563.7,-1487.487,44.364,39550388.44,207838948.9,-1991.823,40.696,39550385.12,207838900.2,-1991.796,40.608,39550389.82,155204550.7,-1487.421,41.406
  J02, 2025-01-22 00:02:00.000,39561759.27,207898668.1,-1991.66,40.04,39561762.61,161999115.2,-1551.951,41.33,39561764.43,155249186.8,-1487.245,44.635,39561759.3,207898705.1,-1991.778,40.594,39561756.31,207898656.4,-1991.721,40.436,39561761.11,155249173.8,-1487.239,41.428
  J02, 2025-01-22 00:02:30.000,39573130.05,207958422.1,-1991.157,39.994,39573133.67,162045676.7,-1551.648,40.956,39573135.22,155293808.2,-1486.883,44.715,39573130.19,207958459.1,-1991.205,40.527,39573126.85,207958410.4,-1991.115,40.563,39573131.89,155293795.2,-1486.91,41.309
  J02, 2025-01-22 00:03:00.000,39584500.79,208018173.4,-1991.661,40.453,39584504.13,162092236.1,-1552.127,41.28,39584505.51,155338427.6,-1487.348,44.722,39584500.8,208018210.4,-1991.751,40.787,39584497.59,208018161.7,-1991.785,41.118,39584502.18,155338414.6,-1487.28,41.421
  J02, 2025-01-22 00:03:30.000,39595870.54,208077920.8,-1990.847,40.577,39595873.69,162138792.5,-1551.281,41.192,39595874.84,155383044.2,-1486.698,44.476,39595870.4,208077957.8,-1990.923,40.789,39595867.08,208077909.1,-1990.826,40.915,39595871.49,155383031.2,-1486.684,41.17
  J02, 2025-01-22 00:04:00.000,39607238.91,208137661.8,-1992.278,40.677,39607242.61,162185343.9,-1552.371,41.692,39607243.04,155427655.9,-1487.785,44.396,39607238.87,208137698.8,-1992.243,40.67,39607235.69,208137650.1,-1992.364,41.425,39607239.87,155427642.9,-1487.864,41.044
  J02, 2025-01-22 00:04:30.000,39618607.09,208197400.7,-1990.782,40.591,39618609.99,162231893.6,-1551.3,41.211,39618611.12,155472266,-1486.69,44.205,39618606.84,208197437.6,-1990.769,40.462,39618603.73,208197389,-1990.77,40.956,39618607.84,155472253.1,-1486.669,40.722
