> PRN,"	                    time","	            C1C","	            L1C","	            D1C","	            S1C","	            C2L","	            L2L","	            D2L","	            S2L","	            C5Q","	            L5Q","	            D5Q","	            S5Q","	            C1L","	            L1L","	            D1L","	            S1L","	            C1Z","	            L1Z","	            D1Z","	            S1Z","	            C5P","	            L5P","	            D5P","	            S5P"
  J02, 2025-01-20 00:00:00.000,39335948.18,206711965.3,-1990.552,40.844,39335951.2,161074406.2,-1550.991,41.302,39335952.42,154363046.4,-1486.338,44.804,39335948.48,206712021.3,-1990.581,40.896,39335945.09,206711951.6,-1990.334,41.54,39335949.13,154363036.4,-1486.358,41.435
  J02, 2025-01-20 00:00:30.000,39347320.15,206771722.1,-1992.244,41.263,39347322.76,161120969.9,-1552.477,41.29,39347323.9,154407669.9,-1487.785,44.814,39347320.02,206771778.1,-1992.293,41.12,39347316.75,206771708.3,-1992.308,41.526,39347320.62,154407659.9,-1487.755,41.249
  J02, 2025-01-20 00:01:00.000,39358691.62,206831480.1,-1991.242,40.987,39358694.55,161167534.6,-1551.583,41.688,39358695.6,154452294.3,-1487.06,44.889,39358691.53,206831536.1,-1991.317,40.982,39358688.25,206831466.4,-1991.418,41.328,39358692.37,154452284.3,-1487.039,41.65
  J02, 2025-01-20 00:01:30.000,39370063.38,206891241,-1993.555,40.863,39370066.31,161214101.4,-1553.292,40.913,39370067.66,154496920.9,-1488.529,44.757,39370063.31,206891297,-1993.34,40.953,39370060.09,206891227.3,-1993.471,41.163,39370064.33,154496910.9,-1488.65,41.602
  J02, 2025-01-20 00:02:00.000,39381436.18,206951003.4,-1992.936,40.999,39381438.75,161260669.5,-1552.809,40.884,39381440.2,154541548.6,-1488.127,44.963,39381436.07,206951059.4,-1992.837,41.03,39381432.93,206950989.6,-1992.862,41.473,39381437.08,154541538.6,-1488.134,41.924
  J02, 2025-01-20 00:02:30.000,39392808.71,207010768.5,-1992.834,41.187,39392811.79,161307239.7,-1552.916,41.354,39392813.06,154586178.3,-1488.208,45.028,39392808.94,207010824.4,-1992.864,41.189,39392805.64,207010754.7,-1992.868,41.385,39392809.76,154586168.3,-1488.243,41.666
  J02, 2025-01-20 00:03:00.000,39404181.29,207070531.9,-1992.563,40.644,39404184.55,161353808.5,-1552.651,41.378,39404185.8,154630806.8,-1487.966,45.065,39404181.46,207070587.9,-1992.557,41.011,39404178.24,207070518.2,-1992.49,40.996,39404182.54,154630796.8,-1487.85,41.881
  J02, 2025-01-20 00:03:30.000,39415555.19,207130299.7,-1990.896,41.097,39415557.76,161400380.8,-1551.435,40.777,39415559.29,154675438.6,-1486.806,44.77,39415555.31,207130355.7,-1991.012,41.302,39415551.89,207130286,-1991.046,41.404,39415556.09,154675428.6,-1486.872,41.845
  J02, 2025-01-20 00:04:00.000,39426928.48,207190068.2,-1992.514,40.462,39426931.56,161446953.6,-1552.624,40.908,39426932.92,154720070.9,-1487.94,44.847,39426928.39,207190124.2,-1992.597,40.794,39426925.24,207190054.5,-1992.574,40.737,39426929.65,154720060.9,-1487.947,41.897
  J02, 2025-01-20 00:04:30.000,39438302.21,207249836,-1992.084,40.751,39438305.02,161493525.9,-1552.198,40.92,39438306.32,154764702.6,-1487.609,44.926,39438302.12,207249892,-1991.975,41.189,39438298.94,207249822.3,-1991.947,41.149,39438302.93,154764692.6,-1487.525,41.697
  J02, 2025-01-20 00:05:00.000,39449675.36,207309602.2,-1992.697,41.07,39449678.4,161540096.9,-1552.645,40.839,39449679.6,154809333.2,-1487.914,44.76,39449675.54,207309658.2,-1992.584,41.261,39449672.34,207309588.5,-1992.561,41.163,39449676.38,154809323.2,-1487.964,41.547
  J02, 2025-01-20 00:05:30.000,39461049.09,207369372.9,-1992.786,40.622,39461052.52,161586671.4,-1552.618,40.732,39461053.69,154853967.1,-1487.937,44.918,39461049.23,207369428.9,-1992.47,41.149,39461045.88,207369359.2,-1992.56,40.953,39461050.4,154853957.1,-1488.021,41.793
  J02, 2025-01-20 00:06:00.000,39472422.77,207429140.6,-1992.433,40.458,39472425.57,161633243.6,-1552.62,41.073,39472427.05,154898598.8,-1487.928,44.78,39472422.75,207429196.6,-1992.599,41.139,39472419.4,207429126.9,-1992.497,41.02,39472423.77,154898588.8,-1487.932,41.692
