> PRN,"	                    time","	            C1C","	            L1C","	            D1C","	            S1C","	            C2L","	            L2L","	            D2L","	            S2L","	            C5Q","	            L5Q","	            D5Q","	            S5Q","	            C1L","	            L1L","	            D1L","	            S1L","	            C1Z","	            L1Z","	            D1Z","	            S1Z","	            C5P","	            L5P","	            D5P","	            S5P"
  J02, 2025-01-28 00:00:00.000,40055735.08,210494495.6,-1976.839,40.069,40055742.05,164021828,-1540.317,40.961,40055743.93,157187627.8,-1476.196,43.996,40055735.55,210494512.6,-1976.797,40.343,40055732.06,210494482.9,-1976.796,40.393,40055740.63,157187614.8,-1476.186,40.524
  J02, 2025-01-28 00:00:30.000,40067018.21,210553786.6,-1976.643,39.625,40067024.68,164068028.7,-1540.316,40.703,40067026.28,157231903.5,-1476.155,43.621,40067018.27,210553803.6,-1976.831,40.42,40067014.73,210553773.9,-1976.715,40.601,40067023.07,157231890.5,-1476.149,40.324
  J02, 2025-01-28 00:01:00.000,40078297.37,210613058.9,-1975.903,39.925,40078303.47,164114214.8,-1539.647,40.732,40078305.7,157276165.1,-1475.575,43.771,40078297.26,210613075.9,-1975.966,40.572,40078294.06,210613046.2,-1975.972,40.493,40078302.43,157276152.2,-1475.502,40.513
  J02, 2025-01-28 00:01:30.000,40089574.22,210672318.5,-1975.25,40.396,40089580.51,164160391,-1539.114,40.62,40089582.44,157320417.4,-1475.095,43.575,40089574.33,210672335.5,-1975.238,40.517,40089571.11,210672305.8,-1975.331,40.682,40089579.14,157320404.4,-1475.109,40.1
  J02, 2025-01-28 00:02:00.000,40100847.42,210731559,-1974.232,40.06,40100854.06,164206552.5,-1538.475,40.739,40100855.97,157364655.4,-1474.277,43.964,40100847.2,210731576.1,-1974.333,40.057,40100844.04,210731546.4,-1974.266,40.248,40100852.78,157364642.4,-1474.216,40.753
  J02, 2025-01-28 00:02:30.000,40112116.77,210790779.9,-1973.087,40.2,40112123.77,164252698.5,-1537.587,40.97,40112125.36,157408878.6,-1473.347,44.093,40112117.06,210790796.9,-1973.022,40.412,40112113.64,210790767.2,-1973.102,40.527,40112121.98,157408865.7,-1473.404,40.598
  J02, 2025-01-28 00:03:00.000,40123383.82,210849985.3,-1973.188,40.234,40123390.1,164298832.5,-1537.544,40.806,40123391.69,157453090.3,-1473.438,43.803,40123383.49,210850002.3,-1973.139,40.207,40123380.28,210849972.6,-1973.205,40.563,40123388.36,157453077.4,-1473.537,40.434
  J02, 2025-01-28 00:03:30.000,40134646.11,210909170.6,-1972.959,39.694,40134652.51,164344950.8,-1537.464,40.989,40134654.43,157497287.1,-1473.52,43.522,40134645.94,210909187.6,-1973.088,39.589,40134642.67,210909157.9,-1973.291,40,40134651.26,157497274.2,-1473.429,40.241
  J02, 2025-01-28 00:04:00.000,40145904.69,210968336.4,-1971.109,39.586,40145911.58,164391054,-1535.82,40.953,40145913.16,157541469.3,-1471.991,43.528,40145904.7,210968353.4,-1971.21,39.742,40145901.4,210968323.7,-1971.023,40.038,40145910.03,157541456.3,-1471.92,40.215
  J02, 2025-01-28 00:04:30.000,40157161,211027487,-1971.413,40.281,40157167.73,164437145.3,-1536.232,40.768,40157169.22,157585640.1,-1472.246,43.475,40157161.09,211027504,-1971.464,40.286,40157157.69,211027474.3,-1971.594,40.441,40157166.06,157585627.1,-1472.205,40.257
  J02, 2025-01-28 00:05:00.000,40168413.71,211086620.7,-1970.789,39.769,40168419.51,164483223.5,-1535.572,39.934,40168422.04,157629798.3,-1471.662,43.219,40168413.56,211086637.7,-1970.781,40.234,40168410.34,211086608.1,-1970.898,39.988,40168418.74,157629785.4,-1471.66,40.174
  J02, 2025-01-28 00:05:30.000,40179662.51,211145732.9,-1969.706,39.55,40179669.52,164529284.8,-1534.812,40.71,40179670.9,157673940.4,-1470.853,43.638,40179662.63,211145749.8,-1969.693,40.179,40179659.08,211145720.2,-1969.753,40.069,40179667.74,157673927.5,-1470.814,40.393
  J02, 2025-01-28 00:06:00.000,40190907.41,211204825.8,-1968.982,39.508,40190914.23,164575331.1,-1534.304,40.522,40190916.21,157718068.2,-1470.384,43.907,40190907.47,211204842.8,-1969.045,40.01,40190904.31,211204813.1,-1968.998,40.155,40190912.92,157718055.2,-1470.343,40.591
  J02, 2025-01-28 00:06:30.000,40202148.15,211263896.6,-1969.377,39.991,40202155.25,164621360.3,-1534.709,40.937,40202157.04,157762179.4,-1470.679,43.731,40202148.2,211263913.6,-1969.658,40.091,40202145.02,211263883.9,-1969.464,40.257,40202153.8,157762166.5,-1470.649,40.458
  J02, 2025-01-28 00:07:00.000,40213386.27,211322950.8,-1968.42,39.727,40213392.94,164667376.5,-1533.846,40.431,40213394.85,157806278.2,-1469.875,43.771,40213386.23,211322967.8,-1968.421,39.73,40213382.9,211322938.1,-1968.446,40.093,40213391.64,157806265.3,-1469.861,40.684
