> PRN,"	                    time","	            C1C","	            L1C","	            D1C","	            S1C","	            C2L","	            L2L","	            D2L","	            S2L","	            C5Q","	            L5Q","	            D5Q","	            S5Q","	            C1L","	            L1L","	            D1L","	            S1L","	            C1Z","	            L1Z","	            D1Z","	            S1Z","	            C5P","	            L5P","	            D5P","	            S5P"
  J02, 2025-01-17 00:00:00.000,39063138.03,205278245.4,-1986.44,40.939,39063142.36,159957154,-1547.836,42.066,39063143.82,153292293.2,-1483.252,45.597,39063138.08,205278259.3,-1986.279,41.518,39063134.94,205278232.6,-1986.366,41.917,39063140.5,153292284.2,-1483.314,42.265
  J02, 2025-01-17 00:00:30.000,39074478.48,205337840.6,-1985.853,41.123,39074483.21,160003591.8,-1547.438,42.299,39074484.24,153336796.1,-1482.944,45.217,39074478.84,205337854.6,-1985.816,41.225,39074475.35,205337827.8,-1985.813,42.239,39074480.96,153336787.1,-1482.903,42.04
  J02, 2025-01-17 00:01:00.000,39085821.01,205397445.1,-1986.931,40.965,39085825.62,160050036.9,-1548.233,42.245,39085826.66,153381306,-1483.6,45.326,39085820.91,205397459.1,-1986.842,41.073,39085817.71,205397432.4,-1986.797,42.015,39085823.42,153381297,-1483.654,42.074
  J02, 2025-01-17 00:01:30.000,39097164.41,205457056,-1986.743,40.698,39097168.72,160096486.8,-1547.935,41.559,39097170.45,153425820.5,-1483.485,45.421,39097164.49,205457069.9,-1986.598,41.189,39097161.15,205457043.2,-1986.651,41.302,39097167.11,153425811.5,-1483.403,42.29
  J02, 2025-01-17 00:02:00.000,39108510.76,205516679.6,-1987.245,41.13,39108514.53,160142946.8,-1548.518,41.182,39108516.66,153470344.6,-1483.953,45.362,39108511.01,205516693.7,-1987.227,41.526,39108507.77,205516666.9,-1987.166,41.816,39108513.36,153470335.6,-1483.877,42.119
  J02, 2025-01-17 00:02:30.000,39119857.92,205576307.6,-1987.462,41.018,39119861.77,160189410.1,-1548.657,41.392,39119863.49,153514872,-1484.072,45.129,39119857.8,205576321.6,-1987.399,41.535,39119854.61,205576294.9,-1987.455,41.719,39119860.26,153514862.9,-1484.055,41.928
  J02, 2025-01-17 00:03:00.000,39131206.21,205635945.7,-1987.785,41.275,39131210.28,160235881.3,-1549.031,41.588,39131211.94,153559406.9,-1484.445,45.067,39131206.51,205635959.7,-1987.887,41.464,39131203.09,205635933,-1987.887,41.39,39131208.78,153559397.9,-1484.484,41.65
  J02, 2025-01-17 00:03:30.000,39142556.76,205695592.8,-1987.167,40.851,39142560.96,160282359.6,-1548.434,41.449,39142562.39,153603948.5,-1483.937,44.731,39142556.95,205695606.9,-1987.18,41.483,39142553.55,205695580.1,-1987.324,41.38,39142559.06,153603939.5,-1483.946,41.504
  J02, 2025-01-17 00:04:00.000,39153908.05,205755245,-1987.765,40.717,39153912.58,160328841.7,-1548.76,41.511,39153913.81,153648493.9,-1484.21,45.112,39153908.26,205755259,-1987.671,41.335,39153905,205755232.3,-1987.64,41.433,39153910.56,153648484.9,-1484.224,41.738
  J02, 2025-01-17 00:04:30.000,39165261.3,205814907.1,-1988.708,40.946,39165266.09,160375331.6,-1549.776,41.373,39165267.41,153693046.8,-1485.073,44.972,39165261.69,205814921.1,-1988.649,41.163,39165258.26,205814894.4,-1988.789,41.466,39165264.1,153693037.8,-1485.083,41.866
  J02, 2025-01-17 00:05:00.000,39176615.93,205874573.7,-1989.035,41.154,39176620.11,160421825.1,-1550.109,41.299,39176621.64,153737603,-1485.496,44.799,39176616,205874587.8,-1989.358,41.399,39176612.45,205874561,-1989.303,41.673,39176618.42,153737594,-1485.565,41.845
