> PRN,time,C1C,L1C,D1C,S1C,C1W,S1W,C2W,L2W,D2W,S2W,C2L,L2L,D2L,S2L,C5Q,L5Q,D5Q,S5Q,C1L,L1L,D1L,S1L
I01, 2025-01-31 01:16:00.000,  111347325.381,  133810016.586,      -1467.449,         37.554,,,,,,,,,,,,,,,,,,
I01, 2025-01-31 01:16:30.000,  111358541.594,  133854026.271,      -1466.910,         37.773,,,,,,,,,,,,,,,,,,
I01, 2025-01-31 01:17:00.000,  111369757.199,  133898037.777,      -1467.027,         38.814,,,,,,,,,,,,,,,,,,
I01, 2025-01-31 01:17:30.000,  111380974.216,  133942053.317,      -1467.358,         40.717,,,,,,,,,,,,,,,,,,
I01, 2025-01-31 01:18:00.000,  111392191.732,  133986073.294,      -1467.786,         39.586,,,,,,,,,,,,,,,,,,
I01, 2025-01-31 01:18:30.000,  111403410.198,  134030098.383,      -1467.700,         36.042,,,,,,,,,,,,,,,,,,
I01, 2025-01-31 01:19:00.000,  111414630.179,  134074127.006,      -1467.357,         37.535,,,,,,,,,,,,,,,,,,
I01, 2025-01-31 01:19:30.000,  111425851.832,  134118162.505,      -1467.197,         39.114,,,,,,,,,,,,,,,,,,
I01, 2025-01-31 01:20:00.000,  111437073.652,  134162199.363,      -1467.882,         40.160,,,,,,,,,,,,,,,,,,
I01, 2025-01-31 01:20:30.000,  111448296.141,  134206242.228,      -1468.174,         37.138,,,,,,,,,,,,,,,,,,
I01, 2025-01-31 01:21:00.000,  111459520.831,  134250289.677,      -1468.208,         37.267,,,,,,,,,,,,,,,,,,
I01, 2025-01-31 01:21:30.000,  111470749.045,  134294343.373,      -1467.471,         37.474,,,,,,,,,,,,,,,,,,
I01, 2025-01-31 01:22:00.000,  111481975.321,  134338399.951,      -1468.367,         37.206,,,,,,,,,,,,,,,,,,
I01, 2025-01-31 01:22:30.000,  111493204.049,  134382465.405,      -1469.240,         35.719,,,,,,,,,,,,,,,,,,
I01, 2025-01-31 01:23:00.000,  111504434.682,  134426533.608,      -1468.400,         33.473,,,,,,,,,,,,,,,,,,
I01, 2025-01-31 01:23:30.000,  111515664.803,  134470605.508,      -1469.665,         34.024,,,,,,,,,,,,,,,,,,
I01, 2025-01-31 01:24:00.000,  111526897.838,  134514685.833,      -1469.704,         33.832,,,,,,,,,,,,,,,,,,
I01, 2025-01-31 01:24:30.000,  111538132.857,  134558771.396,      -1470.782,         35.900,,,,,,,,,,,,,,,,,,
I01, 2025-01-31 01:25:00.000,  111549370.423,  134602862.281,      -1469.865,         36.091,,,,,,,,,,,,,,,,,,
I01, 2025-01-31 01:25:30.000,  111560606.122,  134646960.951,      -1469.715,         34.867,,,,,,,,,,,,,,,,,,
I01, 2025-01-31 01:26:00.000,  111571845.814,  134691064.182,      -1470.410,         35.590,,,,,,,,,,,,,,,,,,
I01, 2025-01-31 01:26:30.000,  111583084.488,  134735173.930,      -1469.477,         34.571,,,,,,,,,,,,,,,,,,
I01, 2025-01-31 01:27:00.000,  111594327.615,  134779290.942,      -1471.539,         35.957,,,,,,,,,,,,,,,,,,
I01, 2025-01-31 01:27:30.000,  111605570.897,  134823412.514,      -1470.617,         35.733,,,,,,,,,,,,,,,,,,
