> PRN,time,C1C,L1C,D1C,S1C,C1W,S1W,C2W,L2W,D2W,S2W,C2L,L2L,D2L,S2L,C5Q,L5Q,D5Q,S5Q,C1L,L1L,D1L,S1L
I01, 2025-01-20 04:30:30.000,  182519848.272,  337321075.630,      -1632.785,         41.278,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:31:00.000,  182532332.110,  337370068.640,      -1633.677,         40.608,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:31:30.000,  182544822.468,  337419082.491,      -1634.084,         40.162,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:32:00.000,  182557318.036,  337468119.480,      -1634.725,         39.889,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:32:30.000,  182569818.030,  337517174.936,      -1636.223,         38.195,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:33:00.000,  182582325.283,  337566251.045,      -1636.267,         39.874,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:33:30.000,  182594836.838,  337615348.921,      -1636.673,         39.622,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:34:00.000,  182607353.157,  337664465.855,      -1636.866,         38.976,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:34:30.000,  182619874.369,  337713603.124,      -1638.716,         38.375,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:35:00.000,  182632400.769,  337762762.043,      -1637.970,         38.024,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:35:30.000,  182644934.050,  337811939.498,      -1639.712,         39.547,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:36:00.000,  182657470.379,  337861139.975,      -1640.738,         38.381,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:36:30.000,  182670013.465,  337910357.689,      -1640.636,         39.021,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:37:00.000,  182682561.560,  337959598.980,      -1641.493,         39.850,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:37:30.000,  182695113.794,  338008858.330,      -1642.913,         39.535,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:38:00.000,  182707671.658,  338058139.103,      -1643.492,         39.715,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:38:30.000,  182720234.936,  338107438.689,      -1643.254,         40.901,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:39:00.000,  182732802.623,  338156759.180,      -1644.531,         40.555,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:39:30.000,  182745375.794,  338206099.137,      -1644.600,         40.706,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:40:00.000,  182757954.590,  338255460.985,      -1646.070,         41.719,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:40:30.000,  182770537.973,  338304839.798,      -1646.017,         41.607,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:41:00.000,  182783126.470,  338354241.245,      -1646.826,         41.409,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:41:30.000,  182795720.460,  338403662.289,      -1647.548,         40.980,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:42:00.000,  182808318.521,  338453100.933,      -1648.322,         40.522,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:42:30.000,  182820923.384,  338502562.886,      -1649.993,         41.170,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:43:00.000,  182833532.052,  338552042.215,      -1648.833,         41.440,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:43:30.000,  182846146.295,  338601542.614,      -1650.694,         41.797,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:44:00.000,  182858764.564,  338651061.253,      -1651.309,         41.218,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:44:30.000,  182871388.605,  338700602.002,      -1652.076,         40.765,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:45:00.000,  182884018.163,  338750161.812,      -1652.669,         40.896,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:45:30.000,  182896652.351,  338799740.318,      -1653.414,         41.015,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:46:00.000,  182909291.291,  338849339.693,      -1653.294,         40.391,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:46:30.000,  182921934.593,  338898956.503,      -1654.497,         40.260,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:47:00.000,  182934583.294,  338948592.665,      -1654.997,         40.191,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:47:30.000,  182947238.048,  338998250.721,      -1654.889,         40.789,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:48:00.000,  182959896.924,  339047927.447,      -1656.177,         40.415,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:48:30.000,  182972559.961,  339097621.263,      -1657.020,         40.069,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:49:00.000,  182985228.773,  339147337.062,      -1658.031,         40.088,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:49:30.000,  182997902.845,  339197072.609,      -1658.525,         39.757,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:50:00.000,  183010581.683,  339246825.594,      -1658.806,         39.982,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:50:30.000,  183023264.982,  339296598.955,      -1660.448,         40.191,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:51:00.000,  183035952.394,  339346389.228,      -1659.941,         39.976,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:51:30.000,  183048646.397,  339396199.923,      -1660.295,         40.315,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:52:00.000,  183061344.010,  339446030.348,      -1661.341,         39.790,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:52:30.000,  183074046.571,  339495878.079,      -1661.884,         40.031,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:53:00.000,  183086755.603,  339545746.482,      -1663.125,         40.279,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:53:30.000,  183099467.907,  339595634.372,      -1663.196,         40.265,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:54:00.000,  183112185.086,  339645539.936,      -1664.484,         39.529,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:54:30.000,  183124906.016,  339695462.468,      -1663.948,         39.069,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:55:00.000,  183137633.852,  339745406.885,      -1665.206,         39.132,,,,,,,,,,,,,,,,,,
I01, 2025-01-20 04:55:30.000,  183150364.985,  339795366.744,      -1665.725,         39.498,,,,,,,,,,,,,,,,,,
